Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,61.04600,38.35200,22.69400,19.79700,41.95400,70.06400,-47.37000,3.88200,-43.48800,-0.14900,-43.33900,-44.04100,-43.46400,-38.23400,-47.37000,15.13500,15.13500,-2.87000,-2.87000,2.92110,37.17520,-77.59720,-77.59720,-71.23810,-71.19880,0.12640,8.05550,0.68390,131.60170,-12.58130,-18.26100,-9.11850,-12.58140,24.26860,-2.0439,-2.3473
2024-06-30,62.79000,39.29400,23.49600,20.80600,46.85000,75.87200,-52.37600,2.66800,-49.70800,0.09700,-49.80500,-50.57900,-49.92000,-43.55900,-52.37600,14.87600,14.87600,-3.36000,-3.36000,3.20760,37.42000,-83.41450,-83.41450,-79.16550,-79.50310,0.12360,7.05080,0.82530,109.05780,-13.38530,-18.96860,-9.96000,-13.38530,25.26540,-1.3867,-1.7311
2024-03-31,59.52200,41.15300,18.36900,26.68000,58.48300,93.40100,-75.03200,3.78400,-71.24800,1.27500,-72.52300,-73.44900,-72.10500,-66.12600,-75.03200,14.59170,14.59170,-5.00000,-5.00000,3.82010,30.86090,-126.05760,-126.05760,-119.70030,-121.14010,0.10850,6.25620,0.73750,122.03570,-17.34920,-23.76840,-13.39370,-17.34920,28.59520,-4.09520,-4.29350
2023-12-31,70.67700,46.83400,23.84300,26.34700,46.18600,80.79800,-56.95500,8.17200,-48.78300,0.54700,-49.33000,-50.04300,-48.58700,-47.90000,-56.95500,14.21290,14.21290,-3.13000,-3.13000,4.79310,33.73520,-80.58490,-80.58490,-69.02240,-68.74510,0.11990,7.04060,1.30530,68.94940,-10.42160,-13.90320,-8.48610,-10.42160,33.29080,-2.9685,-3.0667
2023-09-30,61.92200,40.45700,21.46500,27.71500,49.95000,164.82500,-143.36000,7.97800,-135.38200,1.12200,-136.50400,-137.10400,-136.41400,-55.57400,-143.36000,14.29500,14.29500,-9.54000,-9.54000,4.95380,34.66460,-231.51710,-231.51710,-218.63310,-220.29970,0.09750,5.16560,1.32560,67.89460,-26.38160,-34.81500,-21.59120,-26.38160,36.21790,-2.6128,-2.6079
2023-06-30,62.44700,38.24400,24.20300,25.84200,57.87300,118.70900,-94.50600,2.33200,-92.17400,0.71600,-92.89000,-93.51500,-92.47500,-58.79700,-94.50600,14.16300,14.16300,-6.53000,-6.53000,4.85670,38.75770,-151.33800,-151.33800,-147.60360,-148.08560,0.08090,4.48240,1.29030,69.75370,-14.52800,-21.78240,-12.11060,-14.52800,45.32660,-2.7738,-3.2697
2023-03-31,64.00100,38.75200,25.24900,25.92300,59.09600,422.57100,-397.32200,0.94000,-396.38200,1.47500,-397.85700,-398.50900,-397.68800,-59.18800,-397.32200,13.99840,13.99840,-28.40000,-28.40000,5.08910,39.45100,-620.80600,-620.80600,-619.33720,-621.37770,0.07530,4.59260,1.14550,78.56740,-55.79200,-84.39980,-46.85560,-55.79200,50.89100,-2.08220,-2.56580
2022-12-31,79.23300,45.65300,33.58000,27.68500,64.30400,98.42300,-64.84300,4.01400,-60.82900,-0.16000,-60.66900,-61.59200,-61.16300,-57.66200,-64.84300,13.71250,13.71250,-4.60000,-4.60000,5.49390,42.38140,-81.83840,-81.83830,-76.77230,-77.19380,0.06510,5.22520,1.35740,66.30420,-5.68270,-11.99240,-5.05870,-5.68270,78.21710,-2.7505,-3.5122
2022-09-30,69.20900,41.50700,27.70200,36.25400,56.17500,98.82600,-71.12400,1.23700,-69.88700,0.09500,-69.98200,-70.57500,-70.08400,-64.10100,-71.12400,13.86950,13.86950,-5.00000,-5.00000,6.25170,40.02660,-102.76700,-102.76700,-100.97960,-101.26430,0.05620,5.20860,1.51340,59.46770,-6.38780,-12.77700,-5.72950,-6.38780,80.28000,-3.5624,-3.5583
2022-06-30,64.51600,36.49700,28.01900,37.06700,53.63200,97.42300,-69.40400,0.76400,-68.64000,0.46100,-69.10100,-69.65200,-69.14500,-62.25900,-69.40400,13.66610,13.66610,-5.00000,-5.00000,6.07650,43.42950,-107.57640,-107.57640,-106.39220,-107.17500,0.04970,4.60760,1.44410,62.32180,-5.99990,-11.79310,-5.36410,-5.99990,84.94070,-3.0714,-3.0705
