Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,210.55800,151.65500,58.90300,23.82100,49.18800,0.00300,117.44800,-58.54500,-0.98200,-59.52700,-2.31700,-57.21000,-57.21000,,-57.21000,-11.29600,-58.54500,29.35000,29.35000,-1.95000,-1.95000,2.63960,27.97470,-27.80470,-27.80470,-28.27110,-27.17070,0.20760,0.46330,0.95750,93.99780,-8.98090,-9.55060,-5.64180,-8.98090,21.84500,0.04410,0.01150
2021-12-31,251.18700,176.48800,74.69900,23.08000,50.80500,0.03700,73.84800,0.85100,-1.10800,-0.25700,0.73400,-0.99100,-0.99100,,-0.99100,3.83500,0.85100,30.24100,31.00200,-0.02000,-0.01000,2.58940,29.73840,0.33880,0.33880,-0.10230,-0.39450,0.23290,0.55910,0.96180,93.57260,-0.14220,-0.16130,-0.09190,-0.14220,23.79350,0.1282,0.0347
2021-09-30,290.15000,203.30900,86.84100,23.47200,50.23200,-0.22200,73.92600,12.91500,-0.13200,12.78300,3.19900,9.58400,9.58400,,9.58400,15.95600,12.91500,30.30100,30.79800,0.32000,0.31000,2.60740,29.92970,4.45110,4.45110,4.40570,3.30310,0.26400,0.66630,1.08860,82.67220,1.35200,1.53060,0.87200,1.35200,24.22200,-0.5464,-0.6263
2021-06-30,308.81100,215.45500,93.35600,22.58600,51.36300,2.09700,71.85200,21.50400,0.69900,22.20300,4.36900,17.83400,17.83400,,17.83400,24.72400,21.50400,30.57400,31.46400,0.58000,0.57000,2.65560,30.23080,6.96350,6.96350,7.18980,5.77510,0.27770,0.85580,1.06270,84.69200,2.46670,2.78610,1.60350,2.46670,23.67080,-0.1613,-0.2562
2021-03-31,317.92500,206.98400,110.94100,23.82900,53.22000,-2.56500,79.61400,31.32700,-0.55200,30.77500,7.81500,22.96000,22.96000,,22.96000,35.98800,31.32700,30.66500,31.81400,0.75000,0.72000,2.57630,34.89530,9.85360,9.85360,9.68000,7.22180,0.27950,0.95960,1.01600,88.58370,3.16940,3.58030,2.01860,3.16940,23.77730,0.43180,0.38190
2020-12-31,367.07300,255.95700,111.11600,23.37600,56.71100,2.81300,77.27400,33.84200,-0.36300,33.47900,2.53100,30.94800,30.94800,,30.94800,38.53000,33.84200,29.89700,30.64000,1.04000,1.01000,2.44660,30.27080,9.21940,9.21940,9.12050,8.43100,0.33190,1.48720,1.08910,82.63940,4.48920,5.11740,2.79810,4.48920,22.67790,1.5187,1.3815
2020-09-30,378.11400,264.62000,113.49400,24.52900,56.26100,-0.53800,81.32800,32.16610,-0.41700,31.74900,6.21400,25.53500,25.53500,,25.53500,37.02610,32.16610,30.03700,30.74100,0.85000,0.83000,2.52370,30.01580,8.50700,8.50700,8.39670,6.75330,0.36770,1.83380,1.11210,80.92890,3.95120,4.55860,2.48330,3.95120,21.34160,1.3283,1.2503
2020-06-30,280.05200,198.75100,81.30100,21.14400,49.86500,-1.42500,72.43400,8.86700,0.36300,9.23000,3.24700,5.98300,5.98300,,5.98300,13.62000,8.86700,29.61700,30.07000,0.20000,0.20000,2.67010,29.03070,3.16620,3.16620,3.29580,2.13640,0.30150,1.31990,1.00920,89.17670,0.98710,1.15390,0.64400,0.98710,20.27040,2.0847,2.007
2020-03-31,229.96300,163.72200,66.24100,19.73900,46.16500,0.33200,65.57200,0.66900,-4.32400,-3.65500,0.51800,-4.17300,-4.17300,,-4.17300,5.29900,0.66900,29.58300,29.58300,-0.14000,-0.14000,2.89340,28.80510,0.29090,0.29090,-1.58940,-1.81460,0.26150,0.90650,0.89280,100.80920,-0.69810,-0.82060,-0.47450,-0.69810,20.31990,0.98050,0.93740
2019-12-31,252.97100,183.38800,69.58310,20.79900,48.22800,-0.76700,69.79400,-0.21090,0.83600,0.62500,1.04500,-0.42000,-0.42000,,-0.42000,4.61810,-0.21100,30.93600,31.96500,-0.02000,0.00000,2.49370,27.50630,-0.08340,-0.08340,0.24710,-0.16600,0.26470,0.77880,0.91270,98.60860,-0.06900,-0.08110,-0.04390,-0.06900,20.34060,1.5559,1.4814
2019-09-30,265.85800,188.66600,77.19200,19.53700,45.37800,-0.21200,65.12700,12.06500,0.23600,12.30100,-0.22800,12.52900,12.52900,,12.52900,16.67700,12.06500,30.93300,31.81900,0.41000,0.39000,2.66710,29.03510,4.53810,4.53810,4.62690,4.71270,0.28190,0.68460,1.07170,83.97830,2.01390,2.36520,1.32850,2.01390,20.63680,-0.8237,-0.9009
2019-06-30,230.85200,165.40700,65.44500,18.81400,45.00400,-1.30100,65.11900,0.32600,1.26900,1.59500,0.75600,0.83900,0.83900,,0.83900,5.26300,0.32600,31.24600,32.11200,0.03000,0.03000,2.45070,28.34930,0.14120,0.14120,0.69090,0.36340,0.23260,0.59860,0.96740,93.03430,0.13490,0.15890,0.08450,0.13490,19.99400,0.8223,0.71
2019-03-31,249.08200,167.07400,82.00800,18.83200,48.97200,-0.19600,68.00000,14.00800,1.04200,15.05000,2.20700,12.84300,12.84300,,12.84300,19.03600,14.00800,31.48300,32.87400,0.41000,0.39000,2.66450,32.92410,5.62380,5.62380,6.04220,5.15610,0.25670,0.70760,0.94880,94.85950,2.02920,2.39100,1.32350,2.02920,20.09740,-1.13140,-1.31260
2018-12-31,288.92800,198.27400,90.65410,19.14300,52.70500,-2.75700,73.23790,17.41610,1.25900,18.67500,19.21000,-0.53500,-0.53500,-27.30400,-19.47100,22.00710,17.41610,31.62600,33.13700,-0.61000,-0.59000,2.23420,31.37600,6.02780,6.02780,6.46350,-6.73900,0.27690,0.81300,0.95150,94.59110,-0.08530,-0.10100,-0.05130,-0.08530,19.88320,-5.3545,-5.4528
2018-09-30,269.41100,174.96600,94.44500,20.13600,54.07600,-0.38000,74.59200,19.85300,1.94000,21.79300,5.48300,16.31000,16.31000,-7.16000,9.94900,24.64700,19.85300,31.80200,32.97400,0.31000,0.30000,2.40110,35.05610,7.36900,7.36900,8.08910,3.69290,0.17570,0.52940,0.75050,119.92230,1.74540,2.01320,1.06370,1.74540,29.58520,1.0161,0.9229
2018-06-30,255.27600,174.99600,80.28000,21.94600,57.01000,-0.00500,80.33700,-0.05700,1.86100,1.80400,1.27100,0.53300,0.53300,-5.76300,-5.23000,4.47600,-0.05700,31.67400,32.74200,-0.17000,-0.16000,2.33010,31.44830,-0.02230,-0.02230,0.70670,-2.04880,0.20310,0.60040,0.74230,121.23920,0.07050,0.08200,0.04240,0.07050,23.75930,-0.5214,-0.6147
2018-03-31,245.20100,168.88200,76.31900,21.19100,53.63500,0.00000,74.81700,1.50200,-0.57000,0.93200,-0.08600,1.01800,1.01800,4.57200,5.59000,6.43500,1.50200,31.42700,32.66000,0.18000,0.17000,2.48540,31.12510,0.61260,0.61260,0.38010,2.27980,0.20210,0.63410,0.77330,116.39100,0.13470,0.15710,0.08390,0.13470,23.95230,1.74510,1.66020
2017-12-31,29.30590,13.55300,15.75290,2.72600,37.65100,-0.17700,40.47590,-24.72300,0.89900,-23.82400,38.67900,-62.50300,-62.50300,,-31.93400,-22.51500,-24.72300,32.09700,32.09700,-0.99000,-0.94000,2.39300,53.75370,-84.36180,-84.36170,-81.29420,-108.96780,0.02420,0.08320,0.11490,783.48090,-8.55640,-9.68240,-5.17170,-8.55640,23.32330,-0.4044,-0.4177
2017-09-30,355.48300,252.38800,103.09500,23.12700,54.54000,-0.01500,77.70110,25.39400,1.16700,26.56100,5.76700,20.79400,20.79400,,20.79400,31.39100,25.39400,31.70400,32.39300,0.66000,0.64000,2.68260,29.00140,7.14350,7.14350,7.47180,5.84950,0.30610,1.01330,1.20260,74.83680,2.67790,3.13390,1.79080,2.67790,24.67480,3.0292,2.9126
2017-06-30,330.72300,238.78700,91.93600,23.35700,49.41100,-0.05300,72.84300,19.09300,0.86500,19.95800,5.37600,14.58200,14.58200,,14.58200,25.48700,19.09300,32.35200,33.11600,0.45000,0.44000,2.93530,27.79850,5.77310,5.77310,6.03470,4.40910,0.29650,0.90530,1.08580,82.88790,1.87930,2.20860,1.30710,1.87930,24.55140,-0.1692,-0.2547
2017-03-31,323.65700,226.72500,96.93200,22.68300,51.42300,,74.14300,22.78900,0.74000,23.52900,7.53500,15.99400,15.99400,,15.99400,30.71900,22.78900,32.94400,34.13600,0.49000,0.47000,3.06130,29.94900,7.04110,7.04110,7.26970,4.94170,0.28340,0.84650,1.22020,73.75980,1.97940,2.32090,1.40040,1.97940,24.89770,0.27130,0.17070
2016-12-31,183.07590,110.64900,72.42690,5.02800,42.88900,-0.01500,47.91400,24.51290,0.77600,25.28900,8.71900,16.57000,16.57000,,22.10900,29.90490,24.51290,32.75800,33.72800,0.68000,0.65000,2.69950,39.56120,13.38950,13.38950,13.81340,12.07640,0.15460,0.44640,0.58330,154.28300,2.07950,2.46040,1.39900,2.07950,24.17680,-0.4272,-0.5246
2016-09-30,338.45800,235.33600,103.12200,21.93500,51.44800,-0.01300,73.26600,29.85600,0.40700,30.26300,9.14400,21.11900,21.11900,,21.11900,37.62000,29.85600,32.91300,33.91300,0.64000,0.62000,3.03990,30.46820,8.82120,8.82120,8.94140,6.23980,0.30860,1.08140,1.44700,62.19970,2.71730,3.20340,1.92560,2.71730,23.49520,1.2409,1.1861
2016-06-30,311.65500,213.86700,97.78800,21.80400,49.12400,-0.03500,72.27400,25.51400,-0.05300,25.46100,9.42700,16.03400,16.03400,,16.03400,33.92900,25.51400,32.63900,33.49300,0.49000,0.48000,3.02740,31.37700,8.18660,8.18660,8.16960,5.14480,0.29940,1.02900,1.35180,66.57840,2.16440,2.59190,1.54060,2.16440,22.61220,0.8259,0.7366
2016-03-31,310.25600,209.69100,100.56500,22.13700,50.12600,-0.01000,74.95100,25.61400,-0.13200,25.48200,8.89300,16.58900,16.58900,,16.58900,34.14200,25.61400,32.51900,33.26900,0.51000,0.50000,2.92070,32.41360,8.25580,8.25580,8.21320,5.34690,0.30260,0.97390,1.42040,63.36020,2.29010,2.77440,1.61800,2.29010,22.24370,1.86430,1.80250
2015-12-31,360.86290,255.44700,105.41590,23.37300,51.37700,-0.00800,74.77200,30.64390,0.09000,30.73400,8.92700,21.80700,21.80700,,21.80700,39.17390,30.64390,33.16100,33.78800,0.66000,0.63000,2.60040,29.21220,8.49180,8.49180,8.51680,6.04300,0.34350,1.19860,1.24160,72.48680,3.07700,3.77260,2.07570,3.07700,21.73890,-0.2871,-0.3568
2015-09-30,341.89300,245.56600,96.32700,21.57200,47.72600,,70.31400,26.01300,-0.13400,25.87900,10.78000,15.09900,15.09900,,15.09900,34.64200,26.01300,31.97900,32.33500,0.47000,0.47000,2.66390,28.17460,7.60850,7.60850,7.56930,4.41630,0.35070,1.44440,1.24700,72.17340,2.28270,2.86750,1.54900,2.28270,20.99280,2.4543,2.3487
2015-06-30,288.78200,211.12600,77.65600,21.10200,44.37900,0.00000,66.45500,11.20100,-0.27600,10.92500,7.25800,3.66700,3.66700,,3.66700,20.65000,11.20100,33.79200,34.30800,0.11000,0.11000,2.94830,26.89090,3.87870,3.87870,3.78310,1.26980,0.31160,1.11900,1.17160,76.82050,0.55570,0.70420,0.39570,0.55570,20.52980,1.1327,1.0534
2015-03-31,309.15700,220.87700,88.28000,20.45200,48.62500,2.69000,70.78100,17.49900,0.52700,18.02600,10.01500,8.01100,8.01100,,8.01100,26.68400,17.49900,34.67800,35.28500,0.23000,0.23000,3.24340,28.55510,5.66020,5.66020,5.83070,2.59120,0.31230,1.09920,1.21360,74.15990,1.09770,1.36630,0.80930,1.09770,21.05400,-0.01030,-0.17000
2014-12-31,353.18200,252.70800,100.47400,22.90800,51.20100,1.26500,147.05880,-46.58480,0.62300,-45.96200,-5.60900,-40.35300,-40.35300,,-40.35300,36.77220,-46.58490,35.77100,36.44500,-1.11000,-1.10000,2.70610,28.44820,-13.19000,-13.19010,-13.01370,-11.42560,0.33680,1.13380,1.28110,70.25280,-5.59240,-7.03490,-3.84800,-5.59240,20.78900,1.1262,0.9659
2014-09-30,353.33800,251.00500,102.33300,23.33700,51.00900,-0.06900,75.77500,26.55800,2.31400,28.87200,8.84700,20.02500,20.02500,,20.02500,35.53000,26.55800,35.64300,36.25000,0.56000,0.55000,2.82000,28.96180,7.51630,7.51630,8.17120,5.66740,0.32680,1.21560,1.26840,70.95510,2.57870,3.64140,1.85190,2.57870,22.45220,0.7031,0.5887
2014-06-30,337.60400,240.41800,97.18600,22.47600,50.07300,-0.06800,72.60500,24.58100,-0.17800,24.40300,9.69800,14.70500,14.70500,,14.70500,33.21300,24.58100,36.13900,36.80800,0.41000,0.40000,2.78180,28.78700,7.28100,7.28100,7.22830,4.35570,0.31320,1.23590,1.19340,75.41680,1.89870,2.70630,1.36410,1.89870,21.56690,1.0116,0.8384
2014-03-31,349.39100,251.46600,97.92500,22.18100,51.28600,-0.11700,74.42600,23.49900,-0.05100,23.44800,9.03700,14.41100,14.41100,,14.41100,32.33500,23.49900,36.63000,37.30500,0.39000,0.39000,2.77610,28.02730,6.72570,6.72570,6.71110,4.12460,0.32050,1.24720,1.19960,75.02370,1.84190,2.63530,1.32200,1.84190,21.43070,0.14890,0.06620
2013-12-31,356.62010,255.83100,100.78910,22.52900,49.88300,-1.44600,77.23600,23.55300,-0.40900,23.14400,11.71200,11.43200,11.43200,,11.43200,32.88700,23.55310,38.37900,38.94800,0.31000,0.30000,2.66630,28.26230,6.60450,6.60450,6.48980,3.20570,0.32600,1.13980,1.33820,67.25240,1.47740,2.14180,1.04500,1.47740,21.00390,0.3741,0.2094
2013-09-30,361.89500,260.23600,101.65900,23.32000,51.39500,-2.30500,77.42000,24.23900,0.58200,24.82100,10.36400,14.45700,14.45700,,14.45700,33.91200,24.23900,38.70000,39.19800,0.37000,0.37000,2.79470,28.09080,6.69780,6.69780,6.85860,3.99480,0.31710,1.23170,1.34050,67.13760,1.76610,2.51850,1.26680,1.76610,21.11930,0.4197,0.3196
2013-06-30,357.71900,254.28900,103.43000,23.98100,52.72500,-3.55500,81.84800,21.58200,-0.45300,21.12900,7.14400,13.98500,13.98500,,13.98500,31.21700,21.58200,38.53900,39.07400,0.36000,0.36000,2.65220,28.91380,6.03320,6.03320,5.90660,3.90950,0.31690,1.37170,1.24000,72.58060,1.75560,2.56120,1.23900,1.75560,20.60050,0.2831,0.1552
2013-03-31,293.39900,205.66200,87.73700,15.33800,48.71600,-0.04800,64.07200,23.66500,0.22300,23.88800,8.54500,15.34300,15.34300,,15.34300,28.98000,23.66500,38.43300,39.05000,0.40000,0.39000,3.54240,29.90370,8.06580,8.06580,8.14180,5.22940,0.28070,1.29710,1.23330,72.97450,1.97370,2.35890,1.46780,1.97370,20.17900,1.15430,1.08360
2012-12-31,310.43600,219.05800,91.37810,14.78900,47.02600,0.03000,62.97490,28.40320,0.00100,28.40400,12.32500,16.07900,16.07900,,16.07900,33.52520,28.40320,38.05700,38.74700,0.41000,0.41000,3.31200,29.43540,9.14940,9.14940,9.14970,5.17950,0.30010,1.25250,1.21260,74.22230,2.13080,2.56810,1.55420,2.13080,19.68110,0.4526,0.3678
2012-09-30,315.21000,217.52200,97.68800,17.39900,49.48800,-0.26900,67.15600,30.53200,3.17900,33.71100,9.92000,23.79100,23.79100,,23.79100,35.71400,30.53200,38.16200,38.80200,0.62000,0.61000,3.23540,30.99140,9.68620,9.68620,10.69480,7.54770,0.30940,1.21580,1.26660,71.05610,3.24670,3.93760,2.33560,3.24670,19.14610,0.5888,0.4704
2012-06-30,320.65500,226.01700,94.63800,14.75700,48.89600,0.00000,63.65300,30.98500,0.47000,31.45500,9.93300,21.52200,21.52200,,21.52200,35.61900,30.98500,37.97800,38.59500,0.57000,0.56000,3.16800,29.51400,9.66300,9.66300,9.80960,6.71190,0.32450,1.47900,1.17990,76.27890,3.07660,3.66350,2.17800,3.07660,18.38450,0.0476,-0.0923
2012-03-31,325.62000,225.77100,99.84900,14.12100,49.38300,-0.15100,63.65500,36.19400,-0.48200,35.71200,10.56500,25.14700,25.14700,,25.14700,40.52100,36.19400,37.79600,38.57600,0.67000,0.65000,3.30430,30.66430,11.11540,11.11540,10.96740,7.72280,0.34620,1.68090,1.30660,68.88000,3.73700,4.43510,2.67360,3.73700,17.71820,0.33160,0.29370
2011-12-31,309.15500,214.18200,94.97300,13.59700,47.65700,-0.03300,61.28690,33.68610,-0.07100,33.61500,10.78000,22.83500,22.83500,,22.83500,37.87210,33.68610,37.12100,37.93200,0.61000,0.60000,2.70010,30.72020,10.89620,10.89620,10.87320,7.38630,0.31830,1.30820,1.18310,76.07070,3.57490,4.29340,2.35080,3.57490,16.96700,0.8727,0.8089
2011-09-30,301.80000,205.49000,96.31000,12.73800,50.45100,-0.04400,63.23300,33.07700,-0.15200,32.92500,6.17800,26.74700,26.74700,,26.74700,36.76900,33.07700,37.48300,38.08000,0.71000,0.70000,3.15070,31.91190,10.95990,10.95990,10.90950,8.86250,0.34920,1.51140,1.38030,65.20470,4.38600,5.32960,3.09470,4.38600,16.23580,1.1326,1.0831
2011-06-30,291.24000,200.86300,90.37700,11.35000,49.58400,0.22500,62.80300,27.57400,-0.23500,27.33900,6.74200,20.59700,20.59700,,20.59700,31.45800,27.57400,37.01700,37.96800,0.56000,0.54000,3.13970,31.03180,9.46780,9.46780,9.38710,7.07220,0.35480,1.45780,1.38710,64.88260,3.56580,4.39650,2.50950,3.56580,15.41040,0.4036,0.3515
2011-03-31,278.82300,191.03700,87.78600,11.01400,46.29300,0.05300,57.25400,30.53200,-0.20100,30.33100,9.14200,21.18900,21.18900,,21.18900,34.49100,30.53200,36.41400,37.34000,0.58000,0.57000,3.05880,31.48450,10.95030,10.95030,10.87820,7.59940,0.36050,1.36340,1.41090,63.78950,3.98940,4.68730,2.73950,3.98940,14.51100,0.12220,0.07110
2010-12-31,258.53100,177.37700,81.15400,10.15800,45.87700,0.00000,56.02290,25.13110,-0.05200,25.07900,11.45700,13.62200,13.62200,,13.62200,29.12210,25.13100,35.38500,36.12400,0.38000,0.38000,2.62260,31.39040,9.72070,9.72070,9.70060,5.26900,0.33130,1.39240,1.14030,78.92980,2.72200,3.24340,1.74570,2.72200,13.83450,0.4711,0.3977
2010-09-30,236.01700,160.31000,75.70700,10.56400,43.42700,0.00000,53.98300,21.72400,-0.19400,21.53000,8.43500,13.09500,13.09500,,13.09500,25.29900,21.72400,35.44100,36.00900,0.37000,0.36000,3.08670,32.07690,9.20440,9.20440,9.12220,5.54830,0.34640,1.45220,1.34410,66.96090,2.78450,3.36860,1.92190,2.78450,13.12280,0.3966,0.3226
2010-06-30,195.94900,126.38700,69.56200,9.94500,38.75500,-0.14300,48.76200,20.80000,0.23200,21.03200,10.56700,10.46500,10.46500,,10.46500,24.00600,20.80000,35.23700,35.94300,0.30000,0.29000,3.24220,35.50010,10.61500,10.61500,10.73340,5.34070,0.30480,1.00560,1.41240,63.71910,2.31470,2.82530,1.62790,2.31470,12.76450,0.0734,0.0117
2010-03-31,211.55500,138.73100,72.82400,9.30500,39.73100,-0.06800,49.11700,23.70700,-0.12400,23.58300,9.85600,13.72700,13.72700,,13.72700,26.84200,23.70700,34.94700,35.71600,0.39000,0.38000,2.93580,34.42320,11.20610,11.20610,11.14750,6.48860,0.32930,1.26190,1.40910,63.87280,3.15070,3.89630,2.13700,3.15070,12.37570,-0.21160,-0.24390
2009-12-31,218.83200,152.36800,66.46400,7.85400,38.21900,-2.52000,48.60400,17.85990,-0.38500,17.47500,9.62200,7.85300,7.85300,,7.85300,20.86090,17.85990,34.48500,34.84800,0.23000,0.24000,2.73360,30.37220,8.16150,8.16150,7.98560,3.58860,0.34560,1.68200,1.34370,66.97730,1.89620,2.30330,1.24040,1.89620,11.92390,0.4621,0.4229
2009-09-30,171.07100,115.32600,55.74500,7.35300,34.21200,0.48000,41.18900,14.55600,-0.20000,14.35600,5.82600,8.53000,8.53000,,8.53000,17.65000,14.55600,34.52300,34.94800,0.25000,0.24000,3.43260,32.58590,8.50870,8.50870,8.39180,4.98620,0.30710,1.56150,1.38490,64.98830,2.12120,2.60350,1.53150,2.12120,11.61450,0.2776,0.2294
2009-06-30,144.67400,103.41400,41.26000,7.49600,32.31900,-0.00800,39.84100,1.41900,-0.26500,1.15400,4.43400,-3.28000,-3.28000,,-3.28000,4.48500,1.41900,34.39900,34.39900,-0.10000,-0.10000,3.57830,28.51930,0.98080,0.98080,0.79770,-2.26720,0.27200,1.37810,1.31250,68.57340,-0.84230,-1.03410,-0.61670,-0.84230,11.30180,0.7223,0.7032
2009-03-31,152.01800,109.08700,42.93100,7.35300,34.13900,-2.53200,44.70000,-1.76900,1.35100,-0.41800,3.35200,-3.77000,-3.77000,,-3.77000,1.42600,-1.76900,34.35100,34.35100,-0.11000,-0.11000,3.35590,28.24070,-1.16370,-1.16370,-0.27500,-2.48000,0.27730,1.18540,1.18780,75.77100,-0.95720,-1.17680,-0.68760,-0.95720,11.45670,-0.08180,-0.08850
