Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,78.69500,52.65500,26.04000,8.26000,0.01300,8.24700,17.79300,17.79300,3.46900,14.32400,14.32400,14.32400,18.29900,17.79300,19.04200,19.11300,0.75000,0.75000,,,22.61010,22.61010,22.61010,18.20190,0.06270,4.55640,4.55640,1.14160,4.55640,16.50240,0.4425,0.4411
2024-06-30,75.83000,53.81400,22.01600,8.28800,0.01600,8.27200,13.74400,13.74400,2.75100,10.99300,10.99300,10.99300,14.30200,13.74400,19.08300,19.14600,0.58000,0.57000,,,18.12480,18.12480,18.12480,14.49690,0.06150,3.65230,3.65230,0.89120,3.65230,15.78520,-0.134,-0.1371
2024-03-31,80.48900,51.18400,29.30500,8.57700,0.01700,8.56000,20.74500,20.74500,3.82000,16.92500,16.92500,16.92500,21.59200,20.74500,19.12200,19.21100,0.89000,0.88000,,,25.77370,25.77370,25.77370,21.02770,0.06470,5.62120,5.62120,1.36150,5.62120,15.73530,0.39070,0.35190
2023-12-31,80.11600,47.70900,32.40700,8.46600,0.00600,8.46000,23.94700,23.94700,4.76600,19.18100,19.18100,19.18100,24.94700,23.94700,19.14900,19.22600,0.99000,1.00000,,,29.89040,29.89040,29.89040,23.94150,0.06520,6.55870,6.55870,1.56050,6.55870,15.28360,0.2062,0.2048
2023-09-30,72.64000,52.62300,20.01700,7.70600,0.01600,7.69000,12.32700,12.32700,2.36600,9.96100,9.96100,9.96100,13.20800,12.32700,19.16500,19.22400,0.52000,0.52000,,,16.97000,16.97000,16.97000,13.71280,0.05600,2.96560,2.96560,0.76820,2.96560,17.50850,0.2655,0.24
2023-06-30,75.65900,48.91700,26.74200,7.19000,0.01600,7.17400,19.56800,19.56800,3.94100,15.62700,15.62700,15.62700,20.69800,19.56800,19.14000,19.19700,0.82000,0.81000,,,25.86340,25.86340,25.86340,20.65450,0.05820,4.58850,4.58850,1.20310,4.58850,17.75640,0.3804,0.3802
2023-03-31,78.43800,49.96800,28.47000,6.95400,0.01900,6.93500,21.53500,21.53500,4.19600,17.33900,17.33900,17.33900,22.97600,21.53500,19.13100,19.23500,0.91000,0.90000,,,27.45480,27.45480,27.45480,22.10540,0.06090,5.20920,5.20920,1.34590,5.20920,17.37780,0.70010,0.69840
2022-12-31,79.76100,46.86300,32.89800,7.26400,0.01600,7.24800,25.65000,25.65000,4.87200,20.77800,20.77800,20.77800,27.36000,25.65000,19.23300,19.32170,1.08000,1.08000,,,32.15860,32.15860,32.15860,26.05030,0.06280,6.54570,6.54570,1.63700,6.54570,16.57090,-0.4125,-0.4235
2022-09-30,71.38000,50.57300,20.80700,7.37700,0.02100,7.35600,13.45100,13.45100,2.09000,11.36100,11.36100,11.36100,15.28600,13.45100,19.19800,19.26900,0.59000,0.59000,,,18.84420,18.84420,18.84420,15.91620,0.05250,3.04570,3.04570,0.83570,3.04570,19.46970,0.5791,0.5354
2022-06-30,68.03600,53.46300,14.57300,7.46400,0.01400,7.45000,7.12300,7.12300,0.99100,6.13200,6.13200,6.13200,9.25900,7.12300,19.27400,19.33200,0.32000,0.32000,,,10.46950,10.46950,10.46950,9.01290,0.04920,1.59280,1.59280,0.44370,1.59280,19.95070,0.9263,0.8861
2022-03-31,75.56000,46.93900,28.62100,7.10400,-0.09500,7.19900,21.42200,21.42200,4.09100,17.33100,17.33100,17.33100,23.78400,21.42200,19.32200,19.43000,0.90000,0.89000,,,28.35100,28.35100,28.35100,22.93670,0.05430,4.38460,4.38460,1.24560,4.38460,20.45930,0.36630,0.35310
2021-12-31,78.38100,69.56900,8.81200,6.85700,-0.02300,6.88000,1.93200,1.93200,-1.60900,3.54100,3.54100,3.54100,3.95200,1.93200,19.33200,19.40900,0.18000,0.18000,,,2.46490,2.46490,2.46490,4.51770,0.05590,0.88670,0.88670,0.25240,0.88670,20.62190,0.4407,0.4117
2021-09-30,73.04500,41.33700,31.70800,6.97200,-0.01500,6.98700,24.72100,24.72100,5.58500,19.13600,19.13600,19.13600,27.37400,24.72100,19.34500,19.40800,0.99000,0.99000,,,33.84350,33.84350,33.84350,26.19760,0.04940,3.98540,3.98540,1.29300,3.98540,24.79630,0.1749,0.1675
2021-06-30,81.15700,44.07100,37.08600,7.92400,0.00900,7.91500,29.17100,29.17100,5.40400,23.76700,23.76700,23.76700,31.93400,29.17100,19.32700,19.38100,1.23000,1.23000,,,35.94390,35.94390,35.94390,29.28520,0.05390,5.07450,5.07450,1.57790,5.07450,24.18750,0.4863,0.476
2021-03-31,83.35100,51.91800,31.43300,7.91600,0.10800,7.80800,23.62500,23.62500,4.31300,19.31200,19.31200,19.31200,26.07400,23.62500,19.31200,19.40900,1.00000,0.99000,,,28.34400,28.34400,28.34400,23.16950,0.05580,4.31430,4.31430,1.29210,4.31430,23.15590,0.85490,0.83600
2020-12-31,88.22100,45.42900,42.79200,7.18800,0.01400,7.17400,35.61800,35.61800,7.11700,28.50100,28.50100,28.50100,37.86300,35.61800,19.28900,19.36400,1.48000,1.46000,,,40.37360,40.37360,40.37360,32.30640,0.06000,6.49500,6.49500,1.93770,6.49500,22.70010,0.6464,0.6331
2020-09-30,83.00500,46.73100,36.27400,7.67400,0.06900,7.60500,28.66900,28.66900,5.31600,23.35300,23.35300,23.35300,30.91900,28.66900,19.30000,19.35900,1.21000,1.21000,,,34.53890,34.53890,34.53890,28.13450,0.05370,4.84590,4.84590,1.50970,4.84590,24.92940,0.4467,0.4424
2020-06-30,89.08200,51.12800,37.95400,8.48100,-0.08200,8.56300,29.39100,29.39100,5.44300,23.94800,23.94800,23.94800,31.76400,29.39100,19.28100,19.33600,1.24000,1.24000,,,32.99320,32.99320,32.99320,26.88310,0.05750,5.17460,5.17460,1.54510,5.17460,23.94060,1.3948,1.3764
2020-03-31,79.16900,57.91900,21.25000,8.03500,0.02600,8.00900,13.24100,13.24100,2.44100,10.80000,10.80000,10.80000,15.56200,13.24100,19.26600,19.35200,0.56000,0.56000,,,16.72500,16.72500,16.72500,13.64170,0.05190,2.47160,2.47160,0.70860,2.47160,22.63670,0.78610,0.77460
2019-12-31,91.93900,40.29800,51.64100,8.71500,,8.71500,42.92600,42.92600,8.91200,34.01400,34.01400,34.01400,45.32300,42.92600,19.24900,19.32900,1.77000,1.75000,,,46.68970,46.68970,46.68970,36.99630,0.06160,7.90630,7.90630,2.27840,7.90630,22.28750,0.8413,0.8331
2019-09-30,91.48800,57.21400,34.27400,7.66100,,7.66100,26.61300,26.61300,5.22700,21.38600,21.38600,21.38600,28.88500,26.61300,19.25600,19.30300,1.11000,1.11000,,,29.08910,29.08910,29.08910,23.37570,0.05810,4.56260,4.56260,1.35820,4.56260,24.28650,1.1872,1.1505
2019-06-30,91.75300,62.52700,29.22600,7.05700,,7.05700,22.16900,22.16900,4.27900,17.89000,17.89000,17.89000,24.51300,22.16900,19.24600,19.30700,0.93000,0.93000,,,24.16160,24.16160,24.16160,19.49800,0.05840,3.98050,3.98050,1.13870,3.98050,23.28960,0.9988,0.9923
2019-03-31,95.19000,63.53400,31.65600,7.84700,,7.84700,23.80900,23.80900,4.40900,19.40000,19.40000,19.40000,26.39700,23.80900,19.22900,19.29800,1.01000,1.01000,,,25.01210,25.01210,25.01210,20.38030,0.06110,4.50740,4.50740,1.24440,4.50740,22.32970,1.05070,1.04950
2018-12-31,94.66900,63.82800,30.84100,8.06400,,8.06400,22.77700,22.77700,3.97100,18.80600,18.80600,18.80600,25.39800,22.77700,19.20900,19.29300,0.98000,0.97000,,,24.05960,24.05960,24.05960,19.86500,0.06240,4.58950,4.58950,1.24060,4.58950,21.26420,1.4229,1.4208
2018-09-30,93.52900,62.02500,31.50400,7.04400,,7.04400,24.46000,24.46000,4.75900,19.70100,19.70100,19.70100,27.15500,24.46000,19.21700,19.27300,1.03000,1.02000,,,26.15230,26.15230,26.15230,21.06410,0.05890,4.29220,4.29220,1.24140,4.29220,23.81920,1.751,1.747
2018-06-30,95.38000,66.67700,28.70300,7.77300,,7.77300,20.93000,20.93000,3.97400,16.95600,16.95600,16.95600,24.02400,20.93000,19.20900,19.26700,0.88000,0.88000,,,21.94380,21.94380,21.94380,17.77730,0.06140,3.80700,3.80700,1.09090,3.80700,23.11320,1.262,1.2549
2018-03-31,94.17500,67.50200,26.67300,7.25900,,7.25900,19.41400,19.41400,3.24500,16.16900,16.16900,16.16900,22.78700,19.41400,19.18700,19.26200,0.84000,0.84000,,,20.61480,20.61480,20.61480,17.16910,0.06150,3.74220,3.74220,1.05630,3.74220,22.43230,0.65760,0.61250
2017-12-31,94.93700,69.64400,25.29300,7.49300,,7.49300,17.80000,17.80000,17.15100,0.64900,0.64900,0.64900,21.22400,17.80000,19.16500,19.24600,0.03000,0.03000,,,18.74930,18.74930,18.74930,0.68360,0.06250,0.15260,0.15260,0.04270,0.15260,22.10450,1.4771,1.4755
2017-09-30,92.80400,61.64200,31.16200,7.60600,,7.60600,23.55600,23.55600,6.97900,16.57700,16.57700,16.57700,27.20800,23.55600,19.17200,19.23600,0.86000,0.86000,,,25.38250,25.38250,25.38250,17.86240,0.05860,3.34930,3.34930,1.04700,3.34930,25.71950,3.1978,3.1871
2017-06-30,89.92500,60.05700,29.86800,7.71700,,7.71700,22.15100,22.15100,6.67000,15.48100,15.48100,15.48100,26.03900,22.15100,19.16200,19.22800,0.81000,0.81000,,,24.63280,24.63280,24.63280,17.21550,0.05770,3.21590,3.21590,0.99270,3.21590,25.01520,0.8845,0.8758
2017-03-31,97.54200,71.12600,26.41600,7.68300,,7.68300,18.73300,18.73300,5.20900,13.52400,13.52400,13.52400,22.76800,18.73300,19.15040,19.23000,0.71000,0.70000,,,19.20510,19.20510,19.20510,13.86480,0.06350,2.89530,2.89530,0.88020,2.89530,24.29020,1.23730,1.23350
2016-12-31,98.55800,63.27500,35.28300,7.49900,,7.49900,27.78400,27.78400,8.71100,19.07300,19.07300,19.07300,32.02200,27.78400,19.10600,19.20400,1.00000,0.98000,,,28.19050,28.19050,28.19050,19.35210,0.06490,4.18130,4.18130,1.25570,4.18130,23.72080,1.629,1.6006
2016-09-30,98.20600,64.99200,33.21400,7.18700,,7.18700,26.02700,26.02700,8.13100,17.89600,17.89600,17.89600,30.46000,26.02700,19.12200,19.19000,0.94000,0.93000,,,26.50250,26.50250,26.50250,18.22290,0.06140,3.51080,3.51080,1.11840,3.51080,26.50770,1.3805,1.3679
2016-06-30,97.56300,65.41100,32.15200,7.53700,,7.53700,24.61500,24.61500,7.97600,16.63900,16.63900,16.63900,28.98700,24.61500,19.09700,19.18500,0.87000,0.87000,,,25.22990,25.22990,25.22990,17.05460,0.06120,3.35500,3.35500,1.04330,3.35500,25.82920,1.3549,1.3157
2016-03-31,102.33500,61.06600,41.26900,6.87400,,6.87400,34.39500,34.39500,10.13800,24.25700,24.25700,24.25700,38.78000,34.39500,19.05800,19.16400,1.27000,1.27000,,,33.61020,33.61020,33.61020,23.70350,0.06570,5.06670,5.06670,1.55740,5.06670,24.95850,1.58290,1.57780
2015-12-31,101.76000,61.34300,40.41700,6.64900,,6.64900,33.76800,33.76800,10.69500,23.07300,23.07300,23.07300,38.21500,33.76800,18.94100,19.11900,1.21000,1.21000,,,33.18400,33.18400,33.18400,22.67390,0.06770,5.08240,5.08240,1.53610,5.08240,23.73140,1.5723,1.5623
2015-09-30,97.47000,64.93100,32.53900,6.64900,,6.64900,25.89000,25.89000,7.95000,17.94000,17.94000,17.94000,30.28200,25.89000,18.96900,19.09600,0.95000,0.94000,,,26.56200,26.56200,26.56200,18.40570,0.06280,3.65690,3.65690,1.15550,3.65690,25.69270,1.9166,1.9058
2015-06-30,99.93600,73.48700,26.44900,6.33700,,6.33700,20.11200,20.11200,5.79300,14.31900,14.31900,14.31900,24.68500,20.11200,18.91700,19.08000,0.76000,0.75000,,,20.12490,20.12490,20.12490,14.32820,0.06510,3.02860,3.02860,0.93340,3.02860,24.87100,-0.3302,-0.3447
2015-03-31,101.78800,74.48300,27.30500,6.10800,,6.10800,21.19700,21.19700,6.06700,15.13000,15.13000,15.13000,25.55700,21.19700,18.84800,19.04700,0.80000,0.79000,,,20.82470,20.82470,20.82470,14.86420,0.06720,3.27740,3.27740,0.99870,3.27740,24.32440,1.69820,1.68370
2014-12-31,104.88600,74.47100,30.41500,6.47900,,6.47900,23.93600,23.93600,7.07100,16.86500,16.86500,16.86500,28.18300,23.93600,18.64600,18.92900,0.90000,0.89000,,,22.82100,22.82100,22.82100,16.07940,0.07200,3.77320,3.77320,1.15730,3.77320,23.65160,2.002,1.9904
2014-09-30,102.33600,76.66600,25.67000,6.32200,,6.32200,19.34800,19.34800,5.86900,13.47900,13.47900,13.47900,23.62600,19.34800,18.67600,18.93000,0.72000,0.71000,,,18.90640,18.90640,18.90640,13.17130,0.06970,3.00550,3.00550,0.91860,3.00550,23.84530,2.2441,2.2387
2014-06-30,100.62400,78.28900,22.33500,5.27400,,5.27400,17.06100,17.06100,4.28800,12.77300,12.77300,12.77300,20.98000,17.06100,18.60000,18.89500,0.69000,0.68000,,,16.95520,16.95520,16.95520,12.69380,0.06990,2.93310,2.93310,0.88720,2.93310,23.25560,1.5824,1.5581
2014-03-31,96.17300,75.93500,20.23800,6.83400,,6.83400,13.40400,13.40400,2.85500,10.54900,10.54900,10.54900,17.50100,13.40400,18.53200,18.88500,0.57000,0.56000,,,13.93740,13.93740,13.93740,10.96880,0.06990,2.50820,2.50820,0.76620,2.50820,22.54020,1.60370,1.59270
2013-12-31,94.30900,63.32600,30.98300,5.95300,,5.95300,25.03000,25.03000,7.58700,17.44300,17.44300,17.36900,29.16000,25.03000,18.37300,18.74900,0.94000,0.92000,,,26.54040,26.54040,26.54040,18.41710,0.07100,4.18480,4.18480,1.31250,4.18480,22.41300,1.5703,1.5503
2013-09-30,88.00300,69.85600,18.14700,5.70000,,5.70000,12.44700,12.44700,2.74800,9.69900,9.69900,9.67200,16.14000,12.44700,18.39600,18.75800,0.53000,0.52000,,,14.14380,14.14380,14.14380,10.99050,0.06700,2.42040,2.42040,0.73890,2.42040,21.67300,2.1416,2.1362
