Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,372.10000,62.70000,309.40000,22.60000,-106.20000,178.20000,131.20000,-0.40000,130.80000,0.10000,130.70000,130.70000,130.50000,180.60000,131.20000,94.56500,96.66700,1.38000,1.35000,2.47360,0.33820,0.59370,83.14970,35.25930,35.25930,35.15180,35.07120,0.10900,0.97510,1.69060,53.23570,6.40120,6.41380,3.82770,4.23610,21.44750,2.4456,0.8988
2024-06-30,437.70000,62.70000,375.00000,23.80000,-110.60000,181.20000,193.80000,-0.70000,193.10000,-1.10000,194.20000,194.20000,194.50000,240.60000,193.80000,93.70000,96.40000,2.08000,2.02000,3.18350,0.34640,0.61560,85.67510,44.27690,44.27690,44.11700,44.43680,0.12630,0.90350,1.51190,59.52710,9.50240,9.52100,5.60380,6.21100,21.74150,2.8438,2.9319
2024-03-31,444.10000,56.60000,387.50000,26.20000,-112.50000,181.80000,205.70000,5.10000,210.80000,1.60000,209.20000,209.20000,209.70000,248.80000,205.70000,89.80000,92.60000,2.34000,2.26000,3.62810,0.35220,0.63230,87.25510,46.31840,46.31840,47.46680,47.21910,0.12660,0.80400,1.37880,65.27580,10.13080,10.14890,5.96390,6.56230,22.99550,2.01510,0.12310
2023-12-31,387.79300,55.06800,332.72500,24.43200,-113.75800,177.30100,155.42400,29.37800,184.80200,0.13500,184.66710,184.66710,184.56500,194.43500,155.42390,83.60000,86.70000,2.18000,2.12000,2.60540,0.34740,0.63600,85.79960,40.07910,40.07910,47.65480,47.59370,0.13510,0.89250,1.42830,63.01040,11.08380,11.10780,6.43420,7.23330,19.32250,2.3157,2.0487
2023-09-30,358.10000,54.20000,303.90000,19.00000,-113.70000,170.90000,133.00000,-5.30000,127.70000,3.40000,124.30000,124.30000,124.30000,171.20000,133.00000,84.55800,87.53500,1.47000,1.42000,2.33200,0.36290,0.69340,84.86460,37.14050,37.14050,35.66040,34.71100,0.12750,0.76770,1.22220,73.63870,7.92170,7.93890,4.42650,5.04690,18.59120,2.272,2.2429
2023-06-30,384.30000,54.80000,329.50000,21.90000,-74.30000,133.20000,196.30000,-11.90000,184.40000,-1.00000,185.40000,185.40000,185.80000,233.40000,196.30000,83.50000,86.70000,2.23000,2.14000,1.78570,0.35340,0.73660,85.74030,51.07990,51.07990,47.98340,48.34760,0.13430,0.81910,1.16770,77.07260,11.83680,11.86410,6.48120,7.65330,18.55810,2.1778,1.0393
2023-03-31,390.20000,51.90000,338.30000,17.60000,-122.20000,174.80000,163.50000,-8.40000,155.10000,1.50000,153.60000,153.60000,153.60000,198.50000,163.50000,81.90000,85.20000,1.87000,1.80000,3.30900,0.35540,0.63380,86.69910,41.90160,41.90160,39.74890,39.36440,0.13620,0.73200,1.34140,67.09640,9.27030,9.29050,5.36240,5.97550,20.01090,2.52000,-0.00470
2022-12-31,447.35100,50.39800,396.95300,15.70500,-114.27600,165.50400,231.44890,-9.78600,221.66300,-6.81100,228.47400,228.47400,228.65400,266.97190,231.44890,81.30000,82.80000,2.82000,2.74000,3.58410,0.36110,0.64300,88.73410,51.73770,51.73770,49.55010,51.11290,0.17110,0.69970,1.34140,67.09600,15.19440,15.23260,8.73980,9.70790,18.26820,2.9794,2.8293
2022-09-30,448.10000,51.30000,396.80000,13.40000,-130.70000,177.90000,218.90000,-1.60000,217.30000,0.20000,217.10000,217.10000,217.10000,252.70000,218.90000,81.50000,82.50000,2.66000,2.63000,3.05580,0.38550,0.70930,88.55170,48.85070,48.85070,48.49360,48.44900,0.17610,0.70860,1.37290,65.55680,15.46960,15.49610,8.53010,9.50650,17.19850,1.989,2.1906
2022-06-30,338.50000,51.10000,287.40000,12.50000,-122.20000,169.20000,118.20000,-11.20000,107.00000,0.40000,106.60000,106.60000,106.60000,152.70000,118.20000,81.20000,81.40000,1.31000,1.31000,2.25070,0.42850,0.85970,84.90400,34.91880,34.91880,31.61000,31.49190,0.13980,0.65260,1.35830,66.25700,8.77580,8.77580,4.40300,5.01550,14.90430,0.8869,1.2228
