Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.81300,0.81300,18.38500,6.30400,-23.87600,0.19800,-23.67800,-23.67800,-23.67800,-23.67800,-23.05300,-23.87600,37.12800,37.12800,-0.64000,-0.64000,10.15680,0.08530,0.09330,100.00000,-2936.77700,-2936.77700,-2912.42300,-2912.42300,0.00290,-10.36720,-10.36720,-8.37290,-9.48240,6.10680,-0.65490,-0.67120
2021-12-31,0.50800,0.50800,22.48400,5.09900,-27.07500,-0.08200,-27.15700,-27.15700,-27.15700,-27.15700,-25.89300,-27.07500,33.19700,33.19700,-0.56000,-0.56000,8.86910,0.08040,0.08740,100.00000,-5329.72400,-5329.72300,-5345.86600,-5345.86600,0.00170,-10.85760,-10.85760,-8.82530,-9.98520,6.68770,-0.6635,-0.6862
2021-09-30,0.75200,0.75200,19.33700,4.94100,-23.52600,0.13100,-23.39500,-23.39500,-23.39500,-23.39500,-22.40000,-23.52600,37.20700,37.20700,-0.63000,-0.63000,9.38970,0.07570,0.08190,100.00000,-3128.45800,-3128.45800,-3111.03700,-3111.03700,0.00230,-8.51000,-8.51000,-7.01390,-7.86570,7.38060,-0.4941,-0.521
2021-06-30,,,19.70700,4.05400,-23.76100,0.17600,-23.58500,-23.58500,-23.58500,-23.58500,-22.76500,-23.76100,36.59500,36.59500,-0.64000,-0.64000,12.89100,0.07260,0.07830,,,,,,,-7.97070,-7.97070,-6.79540,-7.39210,7.95610,0.2089,0.1908
2021-03-31,,,14.12700,4.29900,-18.42600,-6.02800,-24.45400,-24.45400,-24.45400,-24.45400,-17.88300,-18.42600,21.49800,21.49800,-1.14000,-1.14000,22.57830,0.02900,0.02990,,,,,,,-8.06400,-8.06400,-7.53270,-7.83020,8.34660,-0.77030,-0.77300
2020-12-31,,,14.86400,2.05800,-16.92200,-14.11300,-31.03500,-31.03500,-31.03500,-31.03500,-16.64400,-16.92200,2.12900,2.12900,-14.58000,-14.58000,2.25150,0.96410,26.86530,,,,,,,29.57210,-8892.57500,-66.68170,-319.12590,0.16380,-5.9244,-6.3372
2020-09-30,,,9.54000,2.86500,-12.40500,2.40400,-10.00100,-10.00100,-10.00100,-10.00100,-12.19600,-12.40500,2.11200,2.11200,-4.73000,-4.73000,,,,,,,,,,,,,,,-5.8115,-6.3501
2020-06-30,0.06700,0.06700,9.16600,2.01100,-11.11000,0.05100,-11.05900,-11.05900,-11.05900,-11.05900,-11.03000,-11.11000,2.08900,2.08900,-5.29000,-5.29000,,,,100.00000,-16582.09000,-16582.09000,-16505.97000,-16505.97000,,,,,,,-5.8446,-6.2457
2020-03-31,0.16400,0.16400,6.78700,2.12200,-8.74500,0.11200,-8.63300,-8.63300,-8.63300,-8.63300,-8.66700,-8.74500,2.07700,2.07700,-4.16000,-4.16000,,,,100.00000,-5332.31700,-5332.31700,-5264.02400,-5264.02400,,,,,,,-4.64030,-4.81990
2019-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
