Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.14100,1.14100,13.78500,3.79900,-16.44300,1.26700,-15.17600,-15.17600,-15.17600,-15.17600,-16.48600,-16.44300,38.25100,38.25100,-0.40000,-0.40000,3.16030,0.17570,0.21310,100.00000,-1441.10400,-1441.10400,-1330.06100,-1330.06100,0.01040,-21.06870,-21.06870,-13.88040,-17.36700,1.88200,-0.3623,-0.3595
2024-06-30,1.27500,1.27500,15.43300,4.87400,-22.59700,1.40200,-21.19500,-21.19500,-21.19500,-21.19500,-22.93100,-22.59700,38.12800,38.12800,-0.56000,-0.56000,4.28110,0.15620,0.18510,100.00000,-1772.31400,-1772.31400,-1662.35300,-1662.35300,0.01030,-24.68550,-24.68550,-17.06850,-20.82920,2.24380,-0.4227,-0.4227
2024-03-31,5.27400,5.27400,16.52900,5.83700,-17.09200,6.28100,-10.81100,-10.81100,-10.81100,-10.81100,-17.66700,-17.09200,38.06800,38.06800,-0.28000,-0.28000,5.68410,0.13800,0.16010,100.00000,-324.08040,-324.08040,-204.98670,-204.98670,0.03690,-10.37930,-10.37930,-7.56590,-8.94660,2.73180,-0.44000,-0.44000
2023-12-31,2.08900,2.08900,16.32200,5.53300,-19.76600,1.86300,-17.90300,-17.90300,-17.90300,-17.90300,-20.49300,-19.76600,37.81200,37.81200,-0.47000,-0.47000,5.16760,0.13390,0.15470,100.00000,-946.19460,-946.19460,-857.01310,-857.01310,0.01310,-15.87980,-15.87980,-11.20450,-13.75270,2.95790,-0.3794,-0.3796
2023-09-30,2.52800,2.52800,14.95100,5.76000,-18.18300,1.92600,-16.25700,-16.25700,-16.25700,-16.25700,-19.05600,-18.18300,37.86800,37.86800,-0.43000,-0.43000,6.69120,0.12410,0.14170,100.00000,-719.26420,-719.26420,-643.07750,-643.07750,0.01440,-12.67510,-12.67510,-9.27090,-11.10180,3.37830,-0.4391,-0.4435
2023-06-30,1.43300,1.43300,15.64400,5.62100,-19.83200,1.77500,-18.05700,-18.05700,-18.05700,-18.05700,-20.48600,-19.83200,37.75000,37.75000,-0.48000,-0.48000,7.41670,0.11730,0.13290,100.00000,-1383.95000,-1383.95000,-1260.08400,-1260.08400,0.00750,-12.70440,-12.70440,-9.46900,-11.21390,3.74510,-0.3993,-0.4001
2023-03-31,1.82600,1.82600,14.62500,5.61600,-18.41500,1.43500,-16.98000,-16.98000,-16.98000,-16.98000,-18.80000,-18.41500,37.68400,37.68400,-0.45000,-0.45000,8.09750,0.11040,0.12410,100.00000,-1008.48900,-1008.48900,-929.90150,-929.90140,0.00890,-10.76820,-10.76820,-8.23550,-9.57950,4.17020,-0.62090,-0.62100
2022-12-31,1.41100,1.41100,16.84500,5.60600,-21.04000,1.04300,-19.99700,-19.99700,-19.99700,-19.99700,-21.04900,-21.04000,37.35800,37.35800,-0.53000,-0.53000,7.47240,0.10550,0.11790,100.00000,-1491.14100,-1491.14100,-1417.22200,-1417.22200,0.00620,-11.65970,-11.65970,-8.77800,-10.43000,4.53740,-0.4846,-0.4896
2022-09-30,2.11200,2.11200,18.97300,5.48500,-22.34600,0.58700,-21.75900,-21.75900,-21.75900,-21.75900,-21.94500,-22.34600,37.45400,37.45400,-0.58000,-0.58000,7.23200,0.09960,0.11070,100.00000,-1058.04900,-1058.04900,-1030.25600,-1030.25600,0.00860,-11.54650,-11.54650,-8.86300,-10.39590,5.00370,-0.354,-0.3734
2022-06-30,1.39300,1.39300,18.92000,5.53200,-23.05900,0.39500,-22.66400,-22.66400,-22.66400,-22.66400,-22.42400,-23.05900,37.29400,37.29400,-0.61000,-0.61000,9.73380,0.09070,0.09980,100.00000,-1655.34800,-1655.34800,-1626.99200,-1626.99200,0.00540,-10.89780,-10.89780,-8.70900,-9.90920,5.52500,-0.5544,-0.5659
