,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,$-0.81,$-0.15
1,2024-08-14,2024-06-30,$-0.81,$-0.75
2,2024-05-14,2024-03-31,--,$-0.74
3,2024-03-29,2023-12-31,--,$-0.50
4,2023-11-13,2023-09-30,$-1.10,$-0.70
5,2023-08-14,2023-06-30,$-1.40,$-1.20
6,2023-05-16,2023-03-31,$-1.50,$-1.30
7,2023-03-30,2022-12-31,$-1.40,$-1.50
8,2022-11-14,2022-09-30,$-1.40,$-1.40
9,2022-08-15,2022-06-30,$-1.00,$-1.50
10,2022-05-16,2022-03-31,--,$-2.50
11,2022-03-31,2021-12-31,--,$-0.90
12,2021-11-16,2021-09-30,--,$-3.90
13,2021-08-16,2021-06-30,--,$-65.10
14,2021-05-21,2021-03-31,--,$-0.90
