Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,116.93600,22.98800,-139.92400,36.80000,-103.12400,-103.12400,-103.12400,-103.12400,-141.53600,-139.92400,123.69300,123.69300,-0.83000,-0.83000,17.88400,-3.01740,-3.01740,-2.89690,-3.01740,27.46630,-0.3664,-0.4004
2024-06-30,131.50700,21.47400,-152.98100,24.27800,-128.70300,-128.70300,-128.70300,-128.70300,-159.43700,-152.98100,117.25700,117.25700,-1.10000,-1.10000,17.88210,-6.48010,-6.48010,-6.16610,-6.48010,17.96170,-0.9676,-1.0316
2024-03-31,94.58700,19.88500,-114.47200,19.45200,-95.02000,-95.02000,-95.02000,-95.02000,-122.37200,-114.47200,111.69100,111.69100,-0.85000,-0.85000,17.41680,-4.78940,-4.78940,-4.54360,-4.78940,18.24250,-1.42470,-1.47550
2023-12-31,104.14900,17.52700,-196.67600,15.87500,-180.80100,-180.80100,-180.80100,-180.80100,-196.09700,-196.67600,97.15800,97.15800,-1.83000,-1.83000,7.54070,-14.57520,-14.57520,-12.84170,-14.57520,13.00760,-1.4025,-1.4615
2023-09-30,97.42100,15.60500,-113.02600,20.36200,-92.66400,-92.66400,-92.66400,-92.66400,-125.11800,-113.02600,101.66900,101.66900,-0.91000,-0.91000,15.14100,-6.60600,-6.60600,-6.19390,-6.60600,14.75010,-0.526,-0.5969
2023-06-30,72.69100,14.45600,-87.14700,18.80800,-68.33900,-68.33900,-68.33900,-68.33900,-96.59000,-87.14700,98.05800,98.05800,-0.70000,-0.70000,21.76030,-4.76770,-4.76770,-4.54740,-4.76770,15.27910,-0.573,-0.5433
2023-03-31,58.08000,13.11200,-71.19200,10.73000,-60.46200,-60.46200,-60.46200,-60.46200,-74.84000,-71.19200,86.20700,86.20700,-0.70000,-0.70000,15.93790,-6.39960,-6.39960,-5.99720,-6.39960,11.71580,-0.55320,-0.61830
2022-12-31,51.62500,11.95200,-86.57200,8.52200,-78.05000,-78.05000,-78.05000,-78.05000,-85.44700,-86.57200,64.87800,64.87800,-1.03000,-1.03000,23.25860,-8.18470,-8.18470,-7.75710,-8.18470,11.99950,-0.9296,-0.9439
2022-09-30,47.67900,10.89800,-58.57700,0.66000,-57.91700,-57.91700,-57.91700,-57.91700,-56.46100,-58.57700,61.98900,61.98900,-0.93000,-0.93000,9.40650,-16.11890,-16.11890,-14.05530,-16.11890,5.93190,-0.6011,-0.6135
2022-06-30,38.46900,9.41700,-47.88600,-0.64600,-48.53200,-48.53200,-48.53200,-48.53200,-45.56800,-47.88600,60.81900,60.81900,-0.80000,-0.80000,11.93830,-13.24200,-13.24200,-11.79050,-13.24200,6.25170,-0.6174,-0.6301
2022-03-31,31.67800,7.54300,-39.22100,0.23500,-38.98600,-38.98600,-38.98600,-38.98600,-36.53100,-39.22100,57.54800,57.54800,-0.68000,-0.68000,12.55910,-10.84320,-10.84320,-9.68070,-10.84320,6.36360,-0.48140,-0.53200
2021-12-31,23.07400,6.77200,-29.84600,1.28300,-28.56300,-28.56300,-28.56300,-28.56300,-28.14400,-29.84600,51.92200,51.92200,-0.55000,-0.55000,8.92700,-10.05680,-10.05680,-8.80660,-10.05680,5.35560,-0.9909,-1.0175
2021-09-30,20.42800,6.52300,-26.95100,0.33600,-26.61500,-26.61500,-26.61500,-26.61500,-25.66600,-26.95100,52.18700,52.18700,-0.51000,-0.51000,6.38310,-8.69900,-8.69900,-7.51690,-8.69900,5.81800,-0.5339,-0.566
