,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-23,2024-09-30,$1.90,$1.69
1,2024-07-24,2024-06-30,$1.89,$1.78
2,2024-04-24,2024-03-31,$1.54,$1.62
3,2024-01-31,2023-12-31,$1.78,$1.91
4,2023-10-25,2023-09-30,$1.86,$1.62
5,2023-07-26,2023-06-30,$1.64,$1.73
6,2023-04-26,2023-03-31,$1.35,$1.33
7,2023-02-01,2022-12-31,$1.23,$1.28
8,2022-10-26,2022-09-30,$1.93,$0.98
9,2022-07-27,2022-06-30,$1.79,$1.57
10,2022-04-27,2022-03-31,$1.99,$1.70
11,2022-02-02,2021-12-31,$2.27,$2.40
12,2021-10-27,2021-09-30,$2.17,$2.28
13,2021-07-28,2021-06-30,$2.13,$2.51
14,2021-04-28,2021-03-31,$1.72,$2.51
15,2021-02-03,2020-12-31,$1.78,$2.00
16,2020-10-21,2020-09-30,$0.23,$1.76
17,2020-07-22,2020-06-30,$-0.29,$-0.52
18,2020-04-29,2020-03-31,$0.96,$19.21
19,2020-01-29,2019-12-31,$1.39,$1.53
20,2019-10-23,2019-09-30,$1.14,$1.28
21,2019-07-24,2019-06-30,$1.14,$1.26
22,2019-04-24,2019-03-31,$0.83,$0.89
23,2019-01-29,2018-12-31,$1.16,$1.20
24,2018-10-24,2018-09-30,$1.19,$1.24
25,2018-07-25,2018-06-30,$1.09,$1.30
26,2018-04-25,2018-03-31,$0.98,$1.17
27,2018-01-30,2017-12-31,$0.96,$1.19
28,2017-10-26,2017-09-30,$0.82,$1.01
29,2017-07-27,2017-06-30,$0.73,$0.85
30,2017-04-27,2017-03-31,$0.67,$0.85
31,2017-01-31,2016-12-31,$0.67,$0.67
32,2016-11-07,2016-09-30,$0.51,$0.63
33,2016-07-28,2016-06-30,$0.48,$0.62
34,2016-04-28,2016-03-31,$0.39,$0.50
35,2016-01-28,2015-12-31,$0.54,$0.60
36,2015-10-22,2015-09-30,$0.34,$0.34
37,2015-07-23,2015-06-30,$0.38,$0.39
38,2015-04-23,2015-03-31,$0.32,$0.38
39,2015-01-29,2014-12-31,$0.49,$0.48
