Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,60.09000,51.47700,8.61300,4.93300,,8.85900,-0.24600,-6.08100,-6.32700,0.70000,-7.02700,-7.02700,,-6.91600,10.37900,-0.24600,22.42620,23.20220,-0.31000,-0.31000,0.97230,46.46830,-0.40940,-0.40940,-10.52920,-11.50940,0.12120,-152.56160,30.61880,-1.41760,-4.23280,0.20540,0.0567,-0.0466
2024-06-30,46.80900,41.87900,4.93000,5.27100,,9.28200,-4.35200,-5.34000,-9.69200,-0.15600,-9.53600,-9.53600,,-9.34100,3.66900,-4.35200,22.41360,23.24660,-0.42000,-0.42000,0.94050,21.95250,-9.29740,-9.29740,-20.70540,-19.95560,0.09460,-100.05230,54.83300,-1.92700,-5.95400,0.42500,-0.4421,-0.4656
2024-03-31,45.05200,42.95500,2.09700,5.42300,,9.62800,-7.53100,-6.09500,-13.62600,-0.22300,-13.40300,-13.40300,,-13.22800,2.60300,-7.53100,22.34900,22.34900,-0.59000,-0.59000,0.89600,10.97380,-16.71630,-16.71630,-30.24510,-29.36160,0.09100,-75.60360,150.81580,-2.70840,-7.86490,0.79300,-0.12390,0.21920
2023-12-31,45.31900,43.28500,2.03400,4.47900,,8.99300,-6.95900,-5.29900,-12.25800,0.27700,-12.53500,-12.53500,,-12.38400,2.24500,-6.95900,22.22260,23.34730,-0.56000,-0.56000,0.84040,6.32950,-15.35560,-15.35560,-27.04830,-27.32630,0.08500,-37.98950,-231.14370,-2.35160,-6.06220,1.47650,-0.1463,0.0014
2023-09-30,66.56300,55.55900,11.00400,5.40500,,9.98500,1.01900,-4.58800,-3.56900,0.89600,-4.46500,-4.46500,,-4.40000,11.59100,1.01900,22.27340,23.51370,-0.20000,-0.20000,0.79760,4.91870,1.53090,1.53090,-5.36180,-6.61030,0.12500,-10.61710,-29.09180,-0.83830,-2.14940,1.88810,0.1041,-0.0133
2023-06-30,65.05500,53.46800,11.58700,5.10900,,9.79800,1.78900,-4.75300,-2.96400,-0.10300,-2.86100,-2.86100,,-2.77800,10.60600,1.78900,22.26220,23.50250,-0.12000,-0.12000,0.77520,4.45860,2.75000,2.75000,-4.55610,-4.27020,0.11780,-6.01480,-14.07900,-0.51810,-1.35200,2.13550,0.1476,0.0707
2023-03-31,45.80700,43.86900,1.93800,5.17900,,9.81800,-7.88000,-3.92400,-11.80400,-0.48000,-11.32400,-11.32400,,-11.11100,2.69000,-7.88000,22.11490,22.11490,-0.50000,-0.50000,0.76230,4.15090,-17.20260,-17.20260,-25.76900,-24.25610,0.08180,-22.21610,-48.37670,-2.02140,-5.28050,2.29790,-0.52240,-0.59140
2022-12-31,47.20800,46.42000,0.78800,4.05100,,9.18800,-8.40000,-5.73800,-14.13800,-0.67300,-13.46500,-13.46500,,-13.21700,2.59100,-8.40000,22.02090,22.95630,-0.60000,-0.60000,0.73510,3.37650,-17.79360,-17.79360,-29.94830,-27.99740,0.08040,-21.27880,-38.05390,-2.29370,-5.63580,2.86420,0.0367,-0.0826
2022-09-30,51.19600,47.66000,3.53600,5.25700,,10.26700,-6.73100,1.76400,-4.96700,0.33200,-5.29900,-5.29900,,-5.17700,4.37300,-6.73100,22.04380,22.04380,-0.23000,-0.23000,0.69700,3.13700,-13.14750,-13.14750,-9.70190,-10.11210,0.08680,-7.65380,-12.45210,-0.89860,-2.31930,3.14070,-0.4197,-0.55
2022-06-30,64.51100,52.97500,11.53600,6.31200,-1.54900,13.10800,-1.57200,0.66700,-0.90500,1.53800,-2.44300,-2.44300,,-2.43600,9.92400,-1.57200,22.04050,22.95300,-0.11000,-0.11000,0.66720,2.74920,-2.43680,-2.43680,-1.40290,-3.77610,0.10280,-2.97100,-4.53150,-0.38930,-0.98880,3.73010,-0.1399,-0.2221
2022-03-31,40.20000,40.66000,-0.46000,5.79600,,11.32000,-11.78000,-4.05100,-15.83100,-0.37800,-15.45300,-15.45300,,-15.35400,-0.00200,-11.78000,21.95600,22.50070,-0.70000,-0.70000,0.67440,2.51720,-29.30350,-29.30350,-39.38060,-38.19400,0.05990,-16.52830,-24.44940,-2.30430,-5.38170,4.25070,-0.62500,-0.70230
2021-12-31,49.91700,42.62000,7.29700,5.89500,,11.63000,-4.33300,-1.46800,-5.80100,-6.43600,0.63500,0.35200,,0.34900,7.70100,-4.33300,21.80170,22.40680,0.01000,0.01000,0.67870,2.22720,-8.68040,-8.68040,-11.62130,0.69920,0.07260,0.33500,0.46910,0.05120,0.10760,4.78790,0.2119,-0.1319
2021-09-30,31.80300,31.92000,-0.11700,5.27400,,10.83400,-10.95100,-0.14400,-11.09500,-0.89500,-10.20000,-10.20000,,-10.09500,1.00600,-10.95100,21.80940,21.80940,-0.46000,-0.46000,0.69800,2.34260,-34.43390,-34.43390,-34.88670,-31.74230,0.04570,-9.84810,-13.91180,-1.46730,-2.97450,4.74890,-0.5484,-0.5101
2021-06-30,36.03300,33.93000,2.10300,8.83400,,14.63500,-12.53200,40.39000,27.85800,5.54700,22.31100,22.59400,,22.70200,-0.60600,-12.53200,21.80860,22.48020,1.04000,1.01000,0.67730,2.12700,-34.77920,-34.77920,77.31250,63.00340,0.04920,19.27830,26.21270,3.08480,6.22110,5.37360,-0.0957,3.1117
2021-03-31,21.30700,24.53700,-3.23000,5.09700,,10.74700,-13.97700,43.77300,29.79600,7.72800,22.06800,22.06800,,18.96500,-2.37400,-13.97700,21.76130,22.17030,0.87000,0.86000,0.71340,2.51370,-65.59820,-65.59820,139.84140,89.00830,0.03190,23.04750,34.31820,3.30340,6.60430,4.39180,-0.17020,2.71230
2020-12-31,15.02100,21.61600,-6.59500,1.72300,,8.10900,-14.70400,-2.32900,-17.03300,0.10300,-17.13600,-17.66300,,-17.39500,-2.35200,-14.70400,21.74920,22.21550,-0.81000,-0.81000,0.74750,3.48120,-97.88970,-97.88970,-113.39460,-115.80450,0.02180,-21.75970,-35.98380,-2.55920,-5.49470,3.73210,-0.0716,-0.1556
2020-09-30,10.19100,17.72600,-7.53500,4.22800,,9.84000,-17.37500,-2.46700,-19.84200,-0.49000,-19.35200,-19.35200,,-19.22800,-6.05900,-17.37500,21.74850,21.74850,-0.88000,-0.88000,0.71840,3.01110,-170.49360,-170.49360,-194.70120,-188.67630,0.01510,-21.45290,-32.65390,-2.87360,-6.04190,4.14740,-0.2242,-0.3326
2020-06-30,3.42200,15.24900,-11.82700,5.10200,,10.36800,-22.19500,-2.25900,-24.45400,-1.56700,-22.88700,-22.88700,,-22.70200,-11.50300,-22.19500,21.74270,21.74270,-1.04000,-1.04000,0.68760,2.58960,-648.59740,-648.59740,-714.61140,-663.41320,0.00500,-21.67620,-30.50420,-3.32780,-6.77070,4.85480,-0.6715,-0.8698
2020-03-31,49.22800,45.05200,4.17600,5.94500,,11.21500,-7.03900,-2.00700,-9.04600,-3.01300,-6.03300,-5.95500,,-5.87500,3.51500,-7.03900,21.75240,22.11960,-0.27000,-0.27000,0.42930,2.21790,-14.29880,-14.29880,-18.37570,-11.93430,0.07260,-5.07240,-6.71570,-0.87870,-2.89490,5.40320,-0.39210,-0.83530
2019-12-31,68.88100,54.12200,14.75900,6.96900,,12.84600,1.91300,-2.20600,-0.29300,27.73600,-28.02900,-27.45700,,-27.48600,12.74400,1.91300,22.63180,22.78410,-1.22000,-1.22000,0.54850,1.48270,2.77720,2.77730,-0.42540,-39.90360,0.10200,-19.66610,-25.22510,-4.06780,-8.87860,6.40910,0.6041,0.0614
2019-09-30,70.38600,55.93400,14.45200,5.90800,,11.61200,2.84000,-1.73100,1.10900,0.52800,0.58100,0.80100,,0.85100,13.85000,2.84000,22.54680,22.68820,0.04000,0.04000,0.49100,1.17470,4.03490,4.03490,1.57560,1.20900,0.10700,0.48930,0.57140,0.12180,0.24900,7.41250,0.3433,-0.113
2019-06-30,76.00900,58.67300,17.33600,6.03400,,11.60600,5.73000,-1.80600,3.92400,1.63000,2.29400,2.29400,,2.33100,16.64700,5.73000,22.89410,23.05970,0.10000,0.10000,0.44530,1.03130,7.53860,7.53860,5.16250,3.06670,0.11300,1.29100,1.49530,0.34090,0.71600,7.80880,0.2987,-0.2122
2019-03-31,61.49200,50.77400,10.71800,6.48400,,12.07800,-1.36000,-1.83800,-3.19800,-1.05700,-2.14100,-2.14100,,-2.12500,10.51100,-1.36000,22.92050,23.12410,-0.09000,-0.09000,0.43750,1.00040,-2.21170,-2.21170,-5.20070,-3.45570,0.09120,-1.18980,-1.37760,-0.31740,-0.66930,7.84730,-0.16610,-0.66240
2018-12-31,74.53600,58.10200,16.43400,6.08600,,11.65600,4.77800,-2.39700,2.38100,-1.31900,3.70000,4.67400,,4.62800,11.50200,4.77800,22.99130,23.20900,0.20000,0.19000,0.42370,0.90420,6.41030,6.41030,3.19440,6.20910,0.16970,2.59700,3.05160,1.06410,1.49650,7.86830,0.5845,0.0076
2018-09-30,74.26100,57.40400,16.85700,6.48900,,12.31800,4.53900,-1.79800,2.74100,1.48200,1.25900,1.25900,,1.29700,10.01900,4.53900,23.00600,23.19790,0.06000,0.06000,0.47200,0.91170,6.11220,6.11220,3.69100,1.74650,0.17050,0.70000,0.82320,0.28900,0.36960,7.81400,0.2462,-0.1351
2018-06-30,84.26200,62.85700,21.40500,7.16500,,12.79100,8.61400,-1.52000,7.09400,1.96500,5.12900,5.12900,,5.02700,14.37200,8.61400,22.93360,23.14740,0.22000,0.22000,0.44880,0.87360,10.22290,10.22290,8.41900,5.96590,0.19340,2.83110,3.33750,1.17720,1.56040,7.88060,0.4699,-0.305
2018-03-31,75.87200,57.33200,18.54000,7.59700,,12.84700,5.69300,-1.41900,4.27400,1.17000,3.10400,3.10400,,3.08200,11.16700,5.69300,22.96720,23.13300,0.13000,0.13000,0.42510,0.79690,7.50340,7.50340,5.63320,4.06210,0.17790,1.68920,2.00070,0.72770,0.97110,7.99770,0.10600,-0.89820
2017-12-31,71.57300,56.11300,15.46000,7.21500,,12.03200,3.42800,-1.94500,1.48300,-5.00600,6.48900,7.30400,,7.22700,7.81200,3.42800,23.04120,23.24800,0.32000,0.32000,0.40260,0.71870,4.78950,4.78950,2.07200,10.09740,0.16900,4.02160,4.78010,1.72510,2.40240,7.91990,0.6487,0.9387
2017-09-30,66.11600,52.47200,13.64400,5.84000,,9.97700,3.66700,-1.43800,2.22900,0.75000,1.47900,1.47900,,1.57700,8.38500,3.66700,22.96800,23.21260,0.07000,0.07000,0.44370,0.84400,5.54630,5.54630,3.37130,2.38520,0.15810,0.84610,1.01690,0.35380,0.47070,7.64430,0.1213,-0.7305
2017-06-30,72.41300,54.48100,17.93200,6.11800,,10.17200,7.76000,17.13800,24.89800,5.84600,19.05200,19.05200,,19.03200,12.54000,7.76000,23.14900,23.39610,0.82000,0.81000,0.41280,0.74910,10.71630,10.71630,34.38330,26.28260,0.17920,10.92810,13.17530,4.71560,6.41750,7.56090,0.2426,0.2527
2017-03-31,69.45400,53.81800,15.63600,6.17400,,10.10800,5.52800,-0.78400,4.74400,1.70300,3.04100,3.04100,,3.02900,9.99400,5.52800,23.16840,23.46520,0.13000,0.13000,0.48880,0.96010,7.95920,7.95920,6.83040,4.36120,0.16920,1.96200,2.42880,0.74090,1.00290,6.68530,0.01330,-0.34800
2016-12-31,67.84400,52.07400,15.77000,8.53400,,12.45600,3.31400,-2.76900,0.54500,-0.08400,0.62900,0.62900,,0.62700,7.62500,3.31400,23.32010,23.52120,0.02000,0.03000,0.49380,0.97950,4.88470,4.88470,0.80330,0.92420,0.16720,0.42900,0.53880,0.15500,0.21710,6.32530,0.6666,0.0926
2016-09-30,71.31500,54.39900,16.91600,6.17500,,10.30600,6.61000,-1.36500,5.24500,1.32800,3.91700,3.91700,,3.85500,11.31600,6.61000,23.33490,23.53280,0.17000,0.16000,0.46180,0.91160,9.26870,9.26870,7.35470,5.40560,0.17760,2.50750,3.11890,0.97570,1.34940,6.69430,0.2571,-0.2189
2016-06-30,66.91800,50.99600,15.92200,6.00600,,9.83400,6.08800,-1.50300,4.58500,1.66300,2.92200,2.92200,,2.97000,10.34400,6.08800,23.33490,23.54400,0.13000,0.13000,0.43530,0.92690,9.09770,9.09770,6.85170,4.43830,0.17460,1.98810,2.48340,0.76250,1.12260,6.29850,0.172,-0.6905
2016-03-31,64.78900,50.09800,14.69100,6.19100,,9.99900,4.69200,-1.23700,3.45500,1.23100,2.22400,2.22400,,2.22600,8.90500,4.69200,23.33490,23.53290,0.10000,0.09000,0.43580,0.87480,7.24200,7.24200,5.33270,3.43580,0.17040,1.52470,1.91010,0.58480,0.86030,6.25090,0.18770,0.04530
2015-12-31,66.68900,53.12400,13.56500,4.91500,,8.70800,4.85700,0.00200,4.85900,0.54400,4.31500,3.59600,,3.61400,8.73400,4.85700,23.29370,23.49560,0.15000,0.15000,0.45120,0.92920,7.28300,7.28300,7.28610,5.41920,0.17920,2.58800,3.28860,0.96620,1.42040,5.95460,0.3062,-1.3414
2015-09-30,57.78800,47.03300,10.75500,4.13400,,7.63500,3.12000,-2.27600,0.84400,0.51700,0.32700,0.32700,,0.38100,6.76200,3.12000,23.28750,23.48230,0.02000,0.02000,0.51620,1.20250,5.39900,5.39900,1.46050,0.65930,0.15860,0.26990,0.35630,0.08970,0.13050,5.20100,0.1755,-0.0795
2015-06-30,72.80300,53.51700,19.28600,5.27400,,8.80000,10.48600,6.60100,17.08700,1.56400,15.52300,16.00600,,15.99700,14.53000,10.48600,23.27300,23.49200,0.69000,0.68000,0.52600,1.12130,14.40330,14.40330,23.47020,21.97300,0.18850,11.88100,15.37410,4.14470,5.63130,5.78470,0.7033,1.2604
2015-03-31,60.58500,47.28100,13.30400,4.32900,,8.07100,5.23300,0.15600,5.38900,2.52300,2.86600,3.10200,,3.11800,9.15100,5.23300,23.24200,23.52400,0.13000,0.13000,0.49690,1.22050,8.63750,8.63750,8.89490,5.14650,0.16320,2.50120,3.35900,0.83570,1.25840,5.32230,0.03110,0.04750
2014-12-31,62.23600,48.66700,13.56900,4.17800,,8.15500,5.41400,-1.43300,3.98100,-13.67100,17.65200,16.81900,,16.85200,9.63000,5.41400,23.43190,23.74920,0.72000,0.71000,0.48770,1.23990,8.69910,8.69910,6.39660,27.07760,0.15500,12.71300,16.89830,4.18810,6.51320,5.69340,0.5678,0.3066
