Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,401.23500,169.52930,231.70570,186.03650,197.71910,33.98670,33.98660,15.18930,18.79740,18.79740,18.78710,88.12800,88.12800,0.21320,0.21320,,,15.52940,8.58430,0.05960,2.63210,3.24070,0.51160,2.63210,7.81840,1.1216,1.0158
2024-03-31,615.48770,326.16560,289.32210,191.70740,202.44760,86.87450,86.87450,31.05560,55.81890,55.81890,55.76020,88.53440,88.53440,0.62980,0.62980,,,31.05390,19.93190,0.09060,8.29630,10.11380,1.80850,8.29630,7.36570,0.20760,0.16290
2023-12-31,2711.04500,1831.19600,879.84860,616.73030,694.24300,185.60550,230.52580,95.38370,135.14210,135.14210,135.03130,88.54500,88.54500,1.52580,1.52580,,,24.92790,14.60160,0.11830,10.40940,12.97870,1.72810,10.40940,14.66400,4.2885,3.776
2023-09-30,817.71490,554.90200,262.81290,198.37320,212.59330,50.21960,50.21950,18.89770,31.32180,31.32180,31.29420,88.53440,88.53440,0.35330,0.35330,,,20.21250,12.59530,0.05830,4.58870,5.86770,0.73480,4.58870,7.47270,1.9087,1.7716
2023-06-30,634.11520,412.46390,221.65140,167.26280,182.89130,38.76010,38.76010,11.82360,26.93650,26.93650,26.91590,88.53400,88.53400,0.30400,0.30400,,,18.77830,13.04010,0.04650,4.27420,5.53390,0.60620,4.27420,6.89930,0.2304,0.0944
2023-03-31,517.25730,338.31540,178.94190,156.17760,170.15500,8.78690,8.78690,5.88770,2.89920,2.89920,2.89880,88.57900,88.57900,0.03200,0.03200,,,5.37040,1.77170,0.04130,0.49230,0.64300,0.07330,0.49230,6.44670,0.35100,0.27450
2022-12-31,1032.25700,600.15560,432.10140,496.81950,535.27740,-103.17570,-44.31650,-30.19060,-14.12590,-14.12590,-14.10960,90.85500,90.85500,-0.15600,-0.15600,0.00600,0.00610,-9.02650,-2.87390,0.09150,-1.98660,-2.61810,-0.26330,-1.97460,8.00000,0.9775,0.7285
2022-09-30,466.74950,281.63470,185.11480,167.43110,180.93100,4.18380,4.18380,8.35040,-4.16670,-4.16670,-4.16140,91.11300,91.11300,-0.04600,-0.04600,0.00680,0.00690,2.48280,-2.46950,0.04050,-0.69450,-0.90990,-0.10000,-0.68970,6.56820,-0.7919,-0.9964
2022-06-30,387.01600,221.21600,165.79990,174.88150,187.95000,-22.15000,-22.15010,-5.23020,-16.91980,-16.91980,-16.90280,91.34440,91.34440,-0.18500,-0.18500,0.00780,0.00790,-15.58410,-11.89230,0.03080,-2.88010,-3.70730,-0.36650,-2.85750,6.43140,0.3095,0.1843
2022-03-31,321.86980,171.39240,150.47740,141.83870,154.57190,-4.09450,-4.09460,-0.54190,-3.55270,-3.55270,-3.54920,91.34440,91.34440,-0.03900,-0.03900,0.00870,0.00880,-3.10460,-2.69110,0.03140,-0.61460,-0.77930,-0.08470,-0.60930,6.32820,-0.35460,-0.41710
2021-12-31,484.01320,232.37740,251.63580,251.07340,267.65750,-16.02180,-16.02170,0.35530,-16.37710,-16.37710,-16.36100,91.34400,91.34400,-0.17880,-0.17880,0.02010,0.02050,-7.70730,-7.87050,0.05070,-3.02560,-3.88680,-0.39950,-2.96470,5.92570,1.5351,1.2217
2021-09-30,282.48720,150.54400,131.94320,118.94520,128.70440,3.23870,3.23870,3.86040,-0.62170,-0.62170,-0.61990,91.34440,91.34440,-0.00670,-0.00670,0.04980,0.05240,2.76440,-0.52910,0.03090,-0.12340,-0.15300,-0.01640,-0.11720,5.51730,0.0425,-0.0841
