Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10904.84000,3983.85500,6920.98600,1377.30700,1377.30700,5543.67900,-3827.72600,1715.95300,200.84200,1515.11100,1515.11100,1306.93900,6002.34000,5543.67900,1774.00000,1780.00000,0.74030,0.73300,0.10760,0.12050,50.83690,50.83690,15.73570,11.98490,0.01560,4.59550,5.05230,0.21700,3.57220,21.51870,3.1622,3.1622
2024-06-30,9257.96900,3852.25000,5405.71800,1161.08200,1161.08300,4244.63600,-3233.34800,1011.28900,184.13640,827.15240,827.15240,689.05010,3886.42200,4244.63600,1793.00000,1799.00000,0.38730,0.38000,0.11050,0.12420,45.84850,45.84850,10.92340,7.44280,0.01380,2.56710,2.82650,0.12370,1.98390,20.77730,2.9386,2.9386
2024-03-31,9523.48100,3908.13400,5615.34800,1300.24000,1300.24000,4315.10700,-3387.00000,928.10760,207.56400,720.54360,720.54360,601.19430,4378.11800,4315.10700,1805.00000,1810.00000,0.33360,0.33360,0.11110,0.12490,45.31020,45.31020,9.74550,6.31280,0.01420,2.24830,2.46120,0.10710,1.73180,20.53580,1.87410,1.87410
2023-12-31,11073.85000,3501.53400,7572.32000,1597.05700,1597.05700,5975.26400,-4409.38400,1565.87800,238.46650,1327.41100,1327.41100,1112.28000,6002.43900,5975.26200,1834.00000,1838.00000,0.63440,0.63440,0.11080,0.12460,53.95830,53.95830,14.14030,10.04420,0.01710,4.25950,4.66420,0.20470,3.26990,19.98720,2.4226,2.4226
2023-09-30,7146.68200,3980.64700,3166.03400,1275.20800,1275.20800,1890.82600,-1015.84400,874.98220,-38.01030,912.99250,912.99250,714.74270,2060.23500,1890.82600,1826.00000,1829.00000,0.39500,0.38760,0.11260,0.12690,26.45740,26.45740,12.24320,10.00100,0.01150,2.89090,3.17300,0.14660,2.21680,20.10220,2.2836,2.2836
2023-06-30,8843.03800,3341.15000,5501.88900,1010.08000,1010.08000,4491.80800,-3423.71100,1068.09700,197.10700,870.98980,870.98980,689.50260,4956.85300,4491.80800,1842.00000,1846.00000,0.37190,0.37190,0.11440,0.12910,50.79490,50.79490,12.07840,7.79710,0.01400,2.89160,3.17810,0.13760,2.19920,19.13510,2.3521,2.3521
2023-03-31,9548.98500,3534.85400,6014.13100,1282.51200,1282.51200,4731.61900,-3460.93500,1270.68500,228.41280,1042.27200,1042.27200,1039.31500,5117.48100,4731.61900,1858.00000,1862.00000,0.53960,0.53960,0.11330,0.12780,49.55100,49.55100,13.30700,10.88400,0.01500,3.34990,3.68610,0.16350,2.56460,19.47930,1.17310,1.17310
2022-12-31,11977.21000,6382.70800,5594.49900,3237.90700,3237.90700,2356.59200,-797.23630,1559.36100,108.59340,1450.76700,1450.76700,1263.05800,3219.02900,2356.59000,1910.00000,1913.00000,0.70230,0.71020,0.09960,0.11060,19.67560,19.67560,13.01940,10.54550,0.01830,3.79350,4.11270,0.22220,3.01230,23.25290,2.0011,2.0011
2022-09-30,5958.73700,6344.13600,-385.39890,3070.16400,3070.16400,-3455.56300,4709.83200,1254.26900,254.37840,999.89100,999.89100,992.99520,-3946.65700,-3455.56300,1902.00000,1904.00000,0.52100,0.52100,0.10090,0.11220,-57.99150,-57.99150,21.04930,16.66450,0.00930,2.62860,2.82220,0.15630,2.08380,22.85090,2.1462,2.1462
2022-06-30,-1880.22300,6177.87600,-8058.09900,3076.01700,3076.01700,-11134.12000,12118.47000,984.35670,202.03980,782.31690,782.31690,850.44660,-11309.78000,-11134.12000,1921.00000,1924.00000,0.41500,0.41500,0.09610,0.10630,592.16990,592.16990,-52.35320,-45.23120,-0.00290,2.03310,2.17180,0.12180,1.61840,22.86520,1.9572,1.9572
2022-03-31,-2866.24800,6725.02300,-9591.27100,3191.56300,3191.56300,-12782.83000,15713.04000,2930.20600,638.78640,2291.41900,2291.41900,2304.05300,-12466.99000,-12782.83000,1938.00000,1942.00000,1.19230,1.18440,0.09180,0.10100,445.97790,445.97790,-102.23140,-80.38570,-0.00420,5.67030,6.15830,0.33540,4.63630,23.27010,1.02660,1.02660
2021-12-31,16865.49000,6383.77900,10481.71000,3427.42500,3427.42400,7054.28900,-5116.10700,1938.17400,333.79170,1604.38200,1604.38200,1546.12900,7348.57500,7054.28800,1942.00000,1946.00000,0.81400,0.80610,0.07660,0.08290,41.82680,41.82680,11.49200,9.16740,0.02300,3.83090,4.10740,0.21910,3.15410,24.17480,2.7918,2.7918
2021-09-30,12696.90000,6184.40400,6512.49200,3252.27300,3252.27400,3260.21800,-2084.50600,1175.71200,131.87040,1043.84200,1043.84200,1264.68500,3370.33800,3260.21800,1942.00000,1946.00000,0.63550,0.63550,0.08060,0.08770,25.67730,25.67730,9.25980,9.96060,0.01780,2.59870,2.84920,0.14630,2.15920,22.88750,2.6902,2.6902
2021-06-30,21025.90000,6218.04500,14807.86000,3386.25800,3386.25800,11421.60000,-8741.25200,2680.34600,496.66200,2183.68500,2183.68500,2102.26400,11929.42000,11421.60000,1942.00000,1946.00000,1.08290,1.08290,0.08080,0.08790,54.32160,54.32160,12.74780,9.99850,0.02940,5.48840,6.01910,0.30510,4.54390,22.74650,2.432,2.432
2021-03-31,-1261.31100,6036.44100,-7297.75200,3389.03200,3389.03200,-10686.78000,11375.48000,688.70560,5.52860,683.17700,683.17700,584.45200,-10430.89000,-10686.78000,1941.00000,1945.00000,0.30010,0.30010,0.10480,0.11710,847.27610,847.27610,-54.60240,-46.33690,-0.00190,1.87280,2.04940,0.10070,1.48930,21.14480,1.58000,1.58000
2020-12-31,13986.32000,5829.75600,8156.56300,3170.96800,3170.97000,4985.59400,-3013.63700,1554.57100,165.91840,1388.65300,1388.65300,1274.19800,5375.77100,4985.59400,1941.00000,1943.00000,0.68460,0.67660,0.10420,0.11630,35.64620,35.64620,11.11490,9.11030,0.02130,3.78220,4.31840,0.21130,3.14390,20.39640,2.3501,2.3501
2020-09-30,10041.36000,5514.64200,4526.72100,2895.45000,2895.45000,1631.27100,-419.64110,1629.01900,286.01670,1343.00200,1343.00200,1520.91800,-427.15210,1631.27100,1940.00000,1942.00000,0.78070,0.78070,0.10700,0.11980,16.24550,16.24550,16.22310,15.14650,0.01530,3.57360,4.09250,0.20410,2.96480,20.85090,2.0492,2.0492
2020-06-30,19831.15000,5441.55300,14389.60000,2675.32200,2675.32200,11714.27000,-11113.99000,600.28800,-5.05050,605.33850,605.33850,493.50600,11977.12000,11714.27000,1939.00000,1941.00000,0.25250,0.25250,0.09660,0.10690,59.07010,59.07010,3.02700,2.48850,0.03170,1.68970,1.94230,0.09690,1.41740,19.88810,1.4766,1.4766
2020-03-31,15045.99000,5708.33300,9337.65600,2993.98600,2993.98600,6343.67000,-5072.99700,1270.67300,445.18290,825.49000,825.49000,966.42720,6581.54800,6343.67000,1943.00000,1947.00000,0.47720,0.47720,0.08130,0.08850,42.16190,42.16190,8.44530,6.42320,0.02430,2.11910,2.42510,0.13310,1.81400,21.54880,1.82650,1.82650
2019-12-31,8490.41600,5513.85500,2976.56100,3280.56900,3280.57100,-304.00980,1237.95200,933.94170,68.46210,865.47940,865.47940,869.36660,46.77260,-304.01070,1958.00000,1962.00000,0.45900,0.46660,0.08310,0.09070,-3.58060,-3.58060,11.00000,10.23940,0.01390,2.48130,2.86180,0.14190,2.10150,19.37400,2.1311,2.1311
