Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,98.22310,18.94540,79.27770,24.02880,-24.37850,48.40730,30.87040,-3.14120,27.72920,2.36200,25.36720,25.36720,25.36720,31.23670,30.87040,33.70800,35.89200,0.75500,0.70670,2.43780,0.54210,1.18390,80.71190,31.42880,31.42880,28.23080,25.82610,0.32920,27.06480,3.32540,28.88040,29.70610,8.50190,13.22400,2.60350,0.0127,0.0118
2024-09-30,69.95770,15.14790,54.80980,18.56630,-15.40230,33.96860,20.84120,-3.23190,17.60920,2.16300,15.44620,15.44620,15.44620,21.17670,20.84120,33.27000,35.43600,0.46500,0.43670,2.39910,0.60580,1.53650,78.34700,29.79110,29.79110,25.17130,22.07940,0.27670,18.29780,4.91860,25.26460,26.24730,6.10840,9.96040,1.82610,0.1801,0.1798
2024-06-30,55.96850,12.92190,43.04670,16.25340,-10.09390,26.34720,16.69940,-3.12070,13.57870,-16.12320,29.70190,29.70190,29.70190,17.06610,16.69940,33.96000,36.14400,0.87500,0.82170,2.07150,0.57800,1.36970,76.91230,29.83710,29.83710,24.26130,53.06890,0.26390,54.67000,1.64620,59.06150,61.76300,14.00530,24.92360,1.50070,-0.1329,-0.1336
2024-03-31,46.97860,13.94430,33.03430,14.05970,-5.14000,19.19970,13.83470,-5.43460,8.40010,0.39310,8.00700,8.00700,8.00700,14.25710,13.83470,33.96000,35.76600,0.23500,0.22330,2.06240,0.70770,2.42080,70.31780,29.44880,29.44880,17.88070,17.04390,0.24000,35.68910,2.52180,27.03850,29.05810,4.09130,7.90410,0.84720,1.07960,1.07960
2023-12-31,48.90150,15.24700,33.65450,15.46740,-10.51960,25.98700,7.66740,-4.16470,3.50280,0.56350,2.93930,2.93930,2.93930,8.09600,7.66740,33.63600,34.07400,0.08830,0.08500,1.11630,0.01120,4.28300,68.82090,15.67940,15.67930,7.16290,6.01070,0.23000,31.11320,2.89270,13.30340,14.55400,1.38230,13.15460,0.64630,-0.4434,-0.4443
2023-09-30,40.84420,11.93930,28.90490,16.87860,-6.67650,23.55520,5.34970,-4.03950,1.31030,0.01590,1.29440,1.29440,1.29440,5.75050,5.34970,34.00200,34.37400,0.03830,0.03830,2.11180,0.80750,4.19420,70.76860,13.09790,13.09790,3.20800,3.16910,0.22700,19.86930,4.52960,7.20150,7.99890,0.71950,1.38650,0.52650,-0.3836,-0.3828
2023-06-30,34.93770,9.84960,25.08810,17.02840,-4.29640,21.32480,3.76330,-2.60300,1.16030,0.02050,1.13980,1.13980,1.13980,4.14750,3.76330,33.48000,33.93600,0.03330,0.03330,1.94070,0.77970,3.54010,71.80810,10.77140,10.77140,3.32110,3.26230,0.22500,17.85170,5.04150,7.00190,7.79650,0.73400,1.54220,0.48150,0.1952,0.1944
2023-03-31,34.67340,9.98780,24.68570,17.57140,-1.69440,19.26570,5.41990,-3.68380,1.73620,0.01160,1.72450,1.72450,1.72450,5.79420,5.41990,32.88600,33.34200,0.05170,0.05170,1.95010,0.81180,4.31460,71.19480,15.63140,15.63140,5.00720,4.97370,0.22590,18.36570,4.90040,12.62250,14.12310,1.12360,2.37510,0.41540,-0.12220,-0.12370
2022-12-31,38.27620,11.45480,26.82150,16.67830,-5.40080,22.07900,4.74240,-4.08720,0.65510,0.02080,0.63430,0.63430,0.63430,5.10210,4.74240,32.66160,32.66160,0.02830,0.04000,1.71510,0.87860,7.24030,70.07340,12.38980,12.38980,1.71160,1.65720,0.22180,15.11270,5.95520,7.17280,8.43450,0.36760,0.87050,0.26910,0.0635,0.0622
2022-09-30,30.40830,11.49720,18.91110,17.73150,-5.68000,12.41150,6.49960,-2.14430,4.35530,0.01080,4.34440,4.34440,4.34440,7.15480,6.49960,32.78400,35.86800,0.13330,0.12170,1.58030,0.90400,9.41360,62.19050,21.37430,21.37430,14.32260,14.28700,0.19130,12.94060,6.95480,75.83190,97.88650,2.73340,7.28200,0.00460,0.01,0.0103
