Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,156.81500,156.81500,16.69500,65.29300,-54.55700,20.27000,10.29900,30.56900,-8.32700,38.89600,38.89600,38.89600,23.91700,20.27000,124.88800,129.15500,0.31000,0.30000,2.33260,,,100.00000,12.92610,12.92610,19.49370,24.80380,0.12650,5.70030,15.78870,4.61270,6.94590,3.13670,4.61270,6.77580,1.4901,1.4797
2024-06-30,103.67600,103.67600,15.83400,63.73000,-39.89900,-15.78700,6.58400,-9.20300,4.67700,-13.88000,-13.88000,-13.88000,-11.45100,-15.78700,124.56200,124.56200,-0.11000,-0.11000,4.00710,,,100.00000,-15.22720,-15.22720,-8.87670,-13.38790,0.10380,5.11350,17.60050,-1.72950,-2.39060,-1.38980,-1.72950,6.41500,-0.1516,-0.1707
2024-03-31,114.10300,114.10300,16.73700,61.67900,-41.65000,-5.96300,1.36100,-4.60200,1.61500,-6.21700,-6.21700,-6.21700,-1.46200,-5.96300,123.14300,123.14300,-0.05000,-0.05000,4.05010,,,100.00000,-5.22600,-5.22600,-4.03320,-5.44860,0.11420,5.79560,15.52910,-0.78010,-1.08340,-0.62250,-0.78010,6.42070,-0.30930,-0.32160
2023-12-31,100.54500,100.54500,16.89800,56.89500,-36.78000,-10.02800,13.25300,3.22500,1.93800,1.28700,1.28700,1.28700,-4.61600,-10.02800,114.82800,114.82800,0.02000,0.03000,2.97920,,,100.00000,-9.97360,-9.97360,3.20750,1.28000,0.09310,5.51990,16.30460,0.16370,0.23140,0.11920,0.16370,6.41370,0.5357,0.524
2023-09-30,123.32300,123.32300,14.59100,53.94600,-42.90000,11.88600,-0.49100,11.39500,0.75200,10.64300,10.64300,10.64300,15.92300,11.88600,116.49200,125.48000,0.09000,0.08000,3.96870,,,100.00000,9.63810,9.63810,9.24000,8.63020,0.12550,6.79430,13.24640,1.37270,1.80430,1.08340,1.37270,6.39410,0.3972,0.388
2023-06-30,84.86900,84.86900,16.01600,51.85700,-33.80400,-16.80800,1.10200,-15.70600,1.10700,-16.81300,-16.81300,-16.81300,-12.54400,-16.80800,111.13300,111.13300,-0.15000,-0.15000,3.14600,,,100.00000,-19.80460,-19.80460,-18.50620,-19.81050,0.13290,4.40100,20.44990,-3.42370,-5.61210,-2.63290,-3.42370,4.39310,-0.0409,-0.0555
2023-03-31,94.35700,94.35700,14.52300,52.54700,-33.85500,-6.56800,3.30200,-3.26600,0.41700,-3.68300,-3.68300,-3.68300,-2.72800,-6.56800,109.78800,109.78800,-0.03000,-0.03000,3.40550,,,100.00000,-6.96080,-6.96080,-3.46130,-3.90330,0.15200,5.26020,17.10970,-0.75140,-1.24110,-0.59310,-0.75140,4.43190,-0.18990,-0.20670
2022-12-31,73.05300,73.05300,12.69200,40.14700,-29.58500,-9.37100,7.37500,-1.99600,-0.86700,-1.12900,-1.12900,-1.12900,-4.69700,-9.37100,107.93600,107.93600,0.00000,0.00000,2.54200,,,100.00000,-12.82770,-12.82770,-2.73230,-1.54550,0.10830,5.33350,16.87450,-0.23430,-0.39400,-0.16740,-0.23430,4.40710,0.3072,0.2898
2022-09-30,95.23200,95.23200,13.38500,45.92000,-32.27500,3.65200,-6.64700,-2.99500,1.27700,-4.27200,-4.27200,-4.27200,7.13600,3.65200,107.92600,107.92600,-0.04000,-0.04000,3.44170,0.05180,0.05470,100.00000,3.83480,3.83480,-3.14500,-4.48590,0.14850,5.36370,16.77960,-0.90010,-1.51380,-0.66620,-0.85350,4.35870,-0.0001,-0.0143
2022-06-30,56.53700,56.53700,13.20400,38.91000,-21.82000,-17.39700,-5.32200,-22.71900,1.07800,-23.79700,-23.79700,-23.79700,-14.34100,-17.39700,107.42700,107.42700,-0.22000,-0.22000,3.92420,0.05310,0.05610,100.00000,-30.77100,-30.77100,-40.18430,-42.09100,0.09330,3.40500,26.43150,-5.14490,-8.07180,-3.92840,-4.87170,4.28670,-0.0975,-0.1191
