Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,638.80000,111.50000,527.30000,225.70000,173.80000,,399.50000,127.80000,4.90000,132.70000,26.00000,106.70000,106.70000,106.70000,171.90000,127.80000,314.50000,316.40000,0.34000,0.34000,0.86970,1.53380,-3.09360,82.54540,20.00630,20.00630,20.77330,16.70320,0.24790,9.19140,9.79180,-19.53860,-10.15220,4.14100,10.42910,-1.78290,0.8955,0.8815
2024-06-30,634.50000,107.00000,527.50000,227.10000,173.40000,,400.50000,127.00000,6.60000,133.60000,23.10000,110.50000,110.50000,110.50000,167.80000,127.00000,322.40000,323.70000,0.34000,0.34000,1.04000,1.31580,-4.47720,83.13630,20.01580,20.01580,21.05600,17.41530,0.23340,9.45600,9.51770,-29.76030,-13.16100,4.06470,9.39950,-1.16500,0.7395,0.7198
2024-03-31,631.30000,105.80000,525.50000,219.10000,162.90000,,382.00000,143.50000,7.60000,151.10000,18.80000,132.30000,132.30000,132.30000,183.50000,143.50000,334.80000,340.70000,0.40000,0.39000,1.14780,1.21900,-5.98120,83.24090,22.73090,22.73090,23.93470,20.95680,0.22560,9.46480,9.50900,-47.72730,-18.10840,4.72890,10.45270,-0.84590,0.51510,0.48810
2023-12-31,635.00010,122.00000,513.00010,222.10000,180.90000,157.40000,245.60010,267.40000,4.90000,272.30000,45.00000,227.30000,227.30000,227.30000,319.80000,267.40000,341.20000,345.60000,0.66000,0.65000,1.26230,1.12010,-10.02710,80.78740,42.11020,42.11020,42.88190,35.79530,0.21280,9.24310,9.73700,-137.09280,-36.30410,7.61860,16.46510,-0.49240,0.5816,0.5525
2023-09-30,633.00000,119.60000,513.40000,216.40000,166.30000,,382.70000,130.70000,4.80000,135.50000,21.40000,114.10000,114.10000,114.10000,183.00000,130.70000,339.20000,346.00000,0.34000,0.33000,1.22590,1.29690,-4.68970,81.10580,20.64770,20.64770,21.40600,18.02530,0.21030,9.87520,9.11370,-32.57210,-13.97260,3.78990,9.67030,-1.03580,0.7335,0.7065
2023-06-30,622.50000,120.10000,502.40000,262.80000,180.90000,-2.20000,445.90000,56.50000,2.50000,59.00000,15.80000,43.20000,43.20000,43.20000,110.40000,56.50000,341.40000,343.80000,0.13000,0.13000,1.17270,1.36740,-3.99710,80.70680,9.07630,9.07630,9.47790,6.93980,0.21180,10.32340,8.71810,-10.48800,-4.86760,1.47010,3.85340,-1.18430,0.5515,0.5427
2023-03-31,611.10000,116.80000,494.30000,235.20000,175.00000,,410.20000,84.10000,3.50000,87.60000,18.60000,69.00000,69.00000,69.00000,138.30000,84.10000,347.10000,348.80000,0.20000,0.20000,1.21450,1.31360,-4.50160,80.88690,13.76210,13.76210,14.33480,11.29110,0.20410,10.60940,8.48310,-18.89380,-8.13200,2.30480,5.92480,-1.06260,0.40110,0.39560
2022-12-31,598.79990,115.80000,482.99990,238.50000,162.40000,-162.50000,563.40010,-80.40020,2.00000,-78.40000,-406.70000,328.30000,328.30000,328.30000,-29.10010,-80.40020,361.20000,363.30000,0.91000,0.91000,1.24510,1.25440,-5.30220,80.66130,-13.42690,-13.42690,-13.09290,54.82630,0.19250,11.13010,8.08620,-106.10860,-40.98630,10.55590,26.99170,-0.88550,0.5209,0.4859
2022-09-30,591.00000,109.70000,481.30000,227.60000,160.40000,-4.00000,392.00000,89.30000,8.90000,98.20000,15.00000,83.20000,83.20000,83.20000,139.40000,89.30000,358.10000,360.10000,0.23000,0.23000,1.36610,1.64620,-2.73580,81.43820,15.11000,15.11000,16.61590,14.07780,0.21870,11.89140,7.56850,-14.07070,-8.43390,3.07830,9.09190,-1.66610,0.7131,0.6953
2022-06-30,572.70000,105.80000,466.90000,215.00000,160.30000,-8.70000,384.00000,82.90000,-3.80000,79.10000,17.10000,62.00000,62.00000,62.00000,132.90000,82.90000,364.10000,365.70000,0.17000,0.17000,1.40270,1.55840,-3.00260,81.52610,14.47530,14.47530,13.81180,10.82590,0.20760,12.26340,7.33890,-11.42020,-6.57270,2.24740,6.37730,-1.50680,0.5814,0.5699
