Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-12-31,,,,0.80360,3.32490,,,-4.12850,-0.04470,-4.17320,,-4.17320,-4.17320,-4.17320,-4.00880,-4.12850,364.44500,364.44500,,0.00000,31.47990,0.01030,,,,,,,,,,-8.17220,-8.23060,-6.30930,-8.17220,0.07950,-0.02,-0.0199
2020-09-30,,,,2.70210,2.29830,,,-5.00040,0.02050,-4.98000,,-4.98000,-4.98000,-4.98000,-4.83440,-5.00040,550.54190,550.54190,-0.01000,-0.01000,25.64630,,,,,,,,,,,-12.02360,-9.40130,-8.79790,-9.32930,0.09460,0.0121,0.0121
2020-06-30,,,,3.90820,1.39440,,,-5.30250,-0.00540,-5.30800,,-5.30800,-5.30800,-5.30800,-5.22210,-5.30250,214.83080,214.83080,-0.02000,-0.02000,15.30990,,,,,,,,,,,-30.12900,-18.22450,-16.20190,-17.94520,0.08190,-0.0183,-0.0184
2020-03-31,,,,0.63010,1.70340,,,-2.33350,-0.11710,-2.45060,0.00000,-2.45060,-2.45060,-2.45060,-2.16960,-2.33350,118.34060,118.34060,-0.02000,-0.02000,1.19860,,,,,,,,,,,24.48230,-168.62620,-48.67620,-125.56690,0.01510,-0.01840,-0.01830
2019-12-31,,,,0.78990,1.86360,,,-2.85730,-0.00500,-2.85700,,-2.85700,-2.85700,-2.85700,-2.65360,-2.85730,106.29800,106.29800,-0.02000,-0.02000,0.86550,,,,,,,,,,,28.95860,-184.07970,-68.30140,-136.34400,0.01940,-0.0197,-0.0196
2019-09-30,,,,0.96250,1.68420,,,-2.84440,0.00130,-2.84570,0.00000,-2.84570,-2.84570,-2.84570,-2.64670,-2.84440,108.03840,108.03840,-0.03000,-0.03000,2.57430,,,,,,,,,,,41.07570,-62.96080,-43.04450,-56.53480,0.04660,-0.0254,-0.0269
2019-06-30,,,,1.06150,1.13300,,,-2.39100,-0.01090,-2.40440,0.00000,-2.40440,-2.40440,-2.40440,-2.19450,-2.39100,108.03800,108.03800,-0.02000,-0.02000,4.06660,,,,,,,,,,,56.17550,-31.34810,-25.36470,-31.29700,0.07110,-0.0764,-0.0757
2019-03-31,,,,7.53140,3.97070,,,-11.69170,0.01480,-11.67690,0.00000,-11.67690,-11.67690,-11.67690,-11.50200,-11.69170,100.86400,100.86400,-0.12000,-0.12000,0.44870,,,,,,,,,,,621.15350,616.95670,-198.11310,621.15450,-0.01740,-0.02560,-0.02630
2018-12-31,,,,6.55180,1.81120,,,-8.41670,-0.00500,-8.42170,,-8.42170,-8.42170,-8.42170,-6.51110,-8.41670,93.44030,93.44030,-0.10000,-0.10000,1.62460,,,,,,,,,,,-230.28950,-231.11470,-139.58170,-230.28950,0.03750,-1.1103,-1.1702
2018-09-30,,,,0.63040,1.12810,,,-1.84500,-0.06530,-1.91030,0.00000,-1.91030,-1.91030,-1.91030,-1.75840,-1.84500,94.51490,94.51490,-0.02000,-0.02000,1.59810,,,,,,,,,,,-65.63930,-65.94130,-45.58430,-65.63930,0.03090,-0.0346,-0.0395
2018-06-30,,,,2.53460,1.58490,,,-4.14770,0.00330,-4.14440,0.00000,-4.14440,-4.14440,-4.14440,-4.11960,-4.14770,92.52750,92.52750,-0.04000,-0.04000,3.24510,,,,,,,,,,,-87.54250,-87.79770,-64.57500,-87.54250,0.05010,-0.0292,-0.0306
2018-03-31,,,,0.60030,1.53210,,,-2.16980,-0.00150,-2.17130,0.00000,-2.17130,-2.17130,-2.17130,-2.13250,-2.16980,90.51770,90.51770,-0.02000,-0.02000,3.17070,,,,,,,,,,,-59.82880,-60.06810,-44.35300,-59.82880,0.03950,-0.01890,-0.01900
2017-12-31,,,,1.18100,1.39000,,,-2.60340,0.00100,-2.57500,0.00000,-2.57500,-2.57500,-2.57500,-2.57910,-2.60340,87.40030,87.40030,-0.03000,-0.03000,5.14360,,,,,,,,,,,-58.69500,-58.89830,-49.36900,-58.69500,0.04860,-0.0237,-0.0237
2017-09-30,,,,0.46550,1.59690,,,-2.08600,0.00530,-2.08070,0.00000,-2.08070,-2.08070,-2.08070,-2.06240,-2.08600,88.84450,88.84450,-0.02000,-0.02000,,,,,,,,,,,,,,,,,-0.0154,-0.0155
2017-06-30,,,,0.50420,1.06330,,,-1.59100,0.00260,-1.58840,0.00000,-1.58840,-1.58840,-1.58840,-1.56750,-1.59100,87.07780,87.07780,-0.02000,-0.02000,,,,,,,,,,,,,,,,,-0.0237,-0.0236
2017-03-31,,,,0.61640,1.20860,,,-1.84600,0.01330,-1.83270,0.00000,-1.83270,-1.83270,-1.83270,-1.82500,-1.84600,84.41820,84.41820,-0.02000,-0.02000,,,,,,,,,,,,,,,,,-0.01840,-0.02030
2016-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2015-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
