Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,42.31500,27.10900,-69.42400,2.70500,-66.71900,-66.71900,-66.71900,-66.71900,-73.88000,-69.42400,94.15850,94.15850,-0.71000,-0.71000,6.04690,0.05550,0.06440,-20.23190,-25.13270,-16.94720,-19.10880,3.61920,-0.5482,-0.5649
2024-06-30,46.34500,27.36700,-73.71200,4.06600,-69.64600,-69.64600,-69.64600,-69.64600,-71.34100,-73.71200,93.74600,93.74600,-0.74000,-0.74000,7.78690,0.04800,0.05510,-18.10700,-21.74190,-15.60130,-17.23870,4.22880,-0.5728,-0.5934
2024-03-31,45.22700,22.14800,-67.37500,5.32100,-62.05400,-62.05400,-62.05400,-62.05400,-65.12100,-67.37500,93.55000,93.55000,-0.66000,-0.66000,10.47300,0.04200,0.04800,-14.05520,-16.45130,-12.42470,-13.46470,4.87060,-0.60780,-0.62950
2023-12-31,41.74400,21.53500,-63.27900,3.61900,-59.66000,-59.66000,-59.66000,-59.66000,-54.26800,-63.27900,84.00900,84.00900,-0.62000,-0.62000,7.79760,0.03780,0.04290,-12.11190,-13.93050,-10.53430,-11.65400,5.45590,-0.3165,-0.3695
2023-09-30,46.84400,18.58500,-65.42900,3.53000,-61.89900,-61.89900,-61.89900,-61.89900,-70.74600,-65.42900,82.63610,82.63610,-0.75000,-0.75000,13.34880,0.03450,0.03900,-11.43980,-12.98270,-10.33780,-11.04500,6.00230,-0.6563,-0.7102
2023-06-30,51.38300,17.37400,-68.75700,3.05600,-65.70100,-65.70100,-65.70100,-65.70100,-67.02600,-68.75700,80.47200,80.47200,-0.82000,-0.82000,9.08620,0.04570,0.05230,-16.30420,-19.43290,-14.22770,-15.55830,5.00470,-0.623,-0.6737
2023-03-31,46.37100,15.82300,-62.19400,3.85900,-58.33500,-58.33500,-58.33500,-58.33500,-60.52100,-62.19400,79.45400,79.45400,-0.73000,-0.73000,10.83230,0.04030,0.04590,-12.71260,-14.80590,-11.33250,-12.19960,5.70670,-0.72440,-0.76240
2022-12-31,50.03700,19.04400,-69.08100,2.35800,-66.72300,-66.72300,-66.72300,-66.72300,-68.43500,-69.08100,68.14900,68.14900,-0.89000,-0.89000,9.29460,0.03790,0.04290,-13.62570,-15.70660,-12.09170,-13.10980,6.18910,-0.7697,-0.8115
2022-09-30,43.38300,15.10500,-58.48800,0.73200,-57.75600,-57.75600,-57.75600,-57.75600,-56.71300,-58.48800,66.21600,66.21600,-0.87000,-0.87000,10.30880,0.04980,0.05710,-15.72390,-17.16390,-13.84160,-14.94120,5.41020,-0.649,-0.6558
2022-06-30,41.35600,12.85400,-54.21000,-0.19200,-54.40200,-54.40200,-54.40200,-54.40200,-51.66700,-54.21000,65.47700,65.47700,-0.83000,-0.83000,13.41230,0.04720,0.05400,-14.03210,-15.24370,-12.59740,-13.36970,5.88860,-0.5873,-0.6311
2022-03-31,30.79400,11.77000,-42.56400,-0.41800,-42.98200,-42.98200,-42.98200,-42.98200,-41.26200,-42.56400,64.51000,64.51000,-0.67000,-0.67000,15.67780,0.04390,0.05000,-10.29210,-11.11210,-9.34090,-9.84030,6.47250,-0.60800,-0.63830
2021-12-31,33.01600,11.31600,-44.33200,0.08500,-44.24700,-44.24700,-44.24700,-44.24700,-41.14700,-44.33200,63.23500,63.23500,-0.68000,-0.68000,17.68660,0.04040,0.04580,-9.73050,-10.43790,-8.90250,-9.33740,7.04930,-0.5025,-0.5344
2021-09-30,39.62100,10.02500,-49.64600,-0.47200,-50.11800,-50.11800,-50.11800,-50.11800,-48.83800,-49.64600,63.82500,63.82500,-0.79000,-0.79000,17.35760,0.03790,0.04280,-10.31960,-11.01880,-9.45190,-9.92890,7.53620,-0.4176,-0.4781
2021-06-30,24.53000,9.51800,-34.04800,-0.47700,-34.52500,-34.52500,-34.52500,-34.52500,-33.34200,-34.04800,63.06100,63.06100,-0.55000,-0.55000,16.91660,0.03750,0.04240,-7.05400,-7.52800,-6.45140,-6.78950,7.71400,-0.6016,-0.6244
2021-03-31,28.30900,10.91300,-39.22200,-0.95700,-40.17900,-40.17900,-40.17900,-40.17900,-38.54800,-39.22200,61.57400,61.57400,-0.65000,-0.65000,11.65220,0.10210,0.11710,-8.37060,-8.94490,-6.96970,-7.51610,7.74340,-0.39440,-0.39970
2020-12-31,50.09300,9.14400,-59.23700,-1.67900,-60.91600,-60.91600,-60.91600,-60.91600,-52.92200,-59.23700,55.38100,55.38100,-1.09000,-1.09000,14.94140,0.09690,0.12030,-12.09810,-12.88670,-10.31040,-10.92520,8.25500,-0.2329,-0.479
2020-09-30,21.65700,5.73000,-27.38700,-1.69300,-29.08000,-29.08000,-29.08000,-29.08000,-27.11400,-27.38700,55.18900,55.18900,-0.53000,-0.53000,7.29820,0.20160,0.27900,-12.02440,-13.78030,-8.66780,-9.59990,4.38110,-0.3122,-0.3092
2020-06-30,16.73100,6.82800,-23.55900,-1.48100,-25.04000,-25.04000,-25.04000,-25.04000,-23.43500,-23.55900,55.15800,55.15800,-0.45000,-0.45000,12.34890,0.19640,0.25040,-9.39510,-10.62330,-7.09220,-7.55010,4.83090,-0.3974,-0.4315
2020-03-31,16.95700,7.16300,-24.12000,-0.54400,-24.66400,-24.66400,-24.66400,-24.66400,-24.00200,-24.12000,54.88300,54.88300,-0.45000,-0.45000,13.25210,0.18430,0.23120,-8.62220,-9.66320,-6.61680,-7.03290,5.18900,-0.40530,-0.50020
