Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,64.86700,46.60500,18.26200,11.93800,,12.62500,5.63700,-1.08900,4.54800,0.86600,3.68200,3.68200,3.68200,6.32400,5.63700,20.17600,20.35800,0.19000,0.18000,2.68450,28.15300,8.69010,8.69010,7.01130,5.67620,0.36100,1.43600,33.90850,2.65420,2.98280,3.00350,2.04900,2.98260,5.88450,0.4275,0.4037
2021-12-31,60.71700,42.99200,17.72500,11.86800,,12.57800,5.14700,0.37100,5.51800,1.26100,4.25700,4.25700,4.25700,5.85700,5.14700,20.20800,20.32900,0.21000,0.21000,5.44090,29.19280,8.47700,8.47700,9.08810,7.01120,0.36050,1.55540,47.92190,1.87810,3.02140,3.03980,2.52750,3.02120,6.72340,0.4288,0.4139
2021-09-30,67.38600,48.21200,19.17400,10.39300,,11.08700,8.08700,0.24400,8.33100,1.98200,6.34900,6.34900,6.34900,8.78100,8.08700,20.17800,20.56800,0.31000,0.31000,8.20090,28.45400,12.00100,12.00100,12.36310,9.42180,0.42280,2.44320,36.34630,2.47620,4.48760,4.51480,3.98340,4.48730,6.75580,0.0732,0.0495
2021-06-30,79.31200,57.53200,21.78000,15.71400,,16.36100,5.41900,0.36900,5.78800,1.36000,4.42800,4.42800,4.42800,6.06600,5.41900,20.10900,20.20000,0.22000,0.22000,4.61940,27.46120,6.83250,6.83250,7.29780,5.58300,0.45760,1.97200,36.68460,2.45330,3.15520,3.17450,2.55480,3.15500,6.92390,-0.02090,-0.04450
2021-03-31,66.04700,51.15700,14.89000,12.92300,,13.55900,1.33100,-0.74800,0.58300,0.45500,0.12800,0.12800,0.12800,1.96700,1.33100,20.06000,20.11900,0.00000,0.00000,3.58710,22.54460,2.01520,2.01520,0.88270,0.19380,0.35230,1.48630,25.53040,3.52520,0.09060,0.09120,0.06830,0.09060,6.97030,0.9162,0.8872
2020-12-31,65.89600,46.27300,19.62300,9.70800,,10.33000,9.29300,0.41800,9.71100,2.10000,7.61100,7.61100,7.61100,9.91500,9.29300,20.09400,20.10400,0.38000,0.38000,5.23790,29.77870,14.10250,14.10250,14.73690,11.55000,0.39370,1.64290,35.98910,2.50080,5.47090,5.50460,4.54740,5.47050,6.86340,0.3221,0.2894
2020-09-30,75.43600,52.41800,23.01800,11.94000,,12.54700,10.47100,0.40400,10.87500,2.46300,8.41200,8.41200,8.41200,11.07800,10.47100,20.06300,20.15400,0.42000,0.42000,6.26690,30.51330,13.88060,13.88060,14.41620,11.15120,0.47460,2.44360,34.10310,2.63910,6.16720,6.20590,5.29230,6.16670,6.72890,1.3125,1.2606
2020-06-30,96.20400,69.41900,26.78500,16.78700,,17.34900,9.43600,0.34500,9.78100,2.01300,7.76800,7.76800,7.76800,9.99800,9.43600,19.98400,20.04200,0.39000,0.39000,4.65830,27.84190,9.80830,9.80830,10.16690,8.07450,0.59110,1.61170,35.49960,2.53520,5.84670,5.88440,4.77280,5.84630,6.58890,-0.55890,-0.56620
2020-03-31,74.28600,52.60000,21.68600,12.61800,,13.17300,8.51300,0.60700,9.12000,2.11700,7.00300,7.00300,7.00300,9.06800,8.51300,20.04100,20.05500,0.36000,0.36000,5.30000,29.19260,11.45970,11.45970,12.27690,9.42710,0.47830,2.94120,19.33020,4.65590,5.38690,5.42240,4.50870,5.38650,6.44700,0.8577,0.8338
2019-12-31,59.91500,42.21800,17.69700,9.20300,,9.76500,7.93200,0.72200,8.65400,1.81400,6.84000,6.84000,6.84000,8.49400,7.93200,19.98400,19.99400,0.34000,0.34000,5.92360,29.53680,13.23880,13.23880,14.44380,11.41620,0.40070,1.74710,29.19830,3.08240,5.35630,5.39220,4.57390,5.35590,6.33290,0.2133,0.1428
2019-09-30,69.93600,49.93400,20.00200,11.05900,,11.63100,8.37100,0.76300,9.13400,2.46900,6.66500,6.66500,6.66500,8.94300,8.37100,19.96300,19.97300,0.33000,0.33000,6.37510,28.60040,11.96950,11.96950,13.06050,9.53010,0.48050,2.61970,47.70530,1.88660,5.30730,5.34350,4.57960,5.30690,6.22510,0.8641,0.8527
2019-06-30,79.98800,58.12700,21.86100,15.13200,,15.70000,6.16100,0.82400,6.98500,1.64200,5.34300,5.34300,5.34300,6.72900,6.16100,20.23500,20.24500,0.26000,0.26000,5.78710,27.33040,7.70240,7.70240,8.73260,6.67980,0.55230,1.92680,37.29040,2.41350,4.32160,4.35160,3.68900,4.32130,6.16370,0.00180,-0.00770
2019-03-31,64.56500,43.84100,20.72400,12.36200,,12.92300,7.80100,0.80500,8.60600,1.98700,6.61900,6.61900,6.61900,8.36200,7.80100,20.46100,20.49100,0.31000,0.32000,6.78790,32.09790,12.08240,12.08240,13.32920,10.25170,0.41810,2.05150,25.39930,3.54340,4.91490,4.94620,4.28620,4.91460,6.51450,0.6401,0.6346
2018-12-31,60.06800,40.68700,19.38100,9.41200,,9.96800,9.41300,0.76300,10.17600,2.38900,7.78700,7.78700,7.78700,9.96900,9.41300,20.48300,20.49300,0.38000,0.38000,5.57320,32.26510,15.67060,15.67060,16.94080,12.96360,0.38280,1.26170,47.33490,1.90130,5.86150,5.89930,4.96250,5.86110,6.42630,0.5685,0.5657
2018-09-30,71.39600,46.14100,25.25500,11.50000,,12.05200,13.20300,0.68300,13.88600,3.13400,10.75200,10.75200,10.75200,13.75500,13.20300,20.46300,20.52000,0.53000,0.52000,6.98900,35.37310,18.49260,18.49260,19.44930,15.05970,0.48220,1.61240,39.97540,2.25140,8.28150,8.33610,7.26140,8.28090,6.28040,-0.0833,-0.0902
2018-06-30,87.39000,57.43600,29.95400,13.64100,,14.19700,15.75700,0.69600,16.45300,3.87100,12.58200,12.58200,12.58200,16.31300,15.75700,20.40800,20.44900,0.62000,0.62000,4.41120,34.27620,18.03070,18.03070,18.82710,14.39750,0.57240,2.29320,35.94820,2.50360,10.15730,10.22750,8.24150,10.15650,6.01330,1.07750,1.06250
2018-03-31,67.32200,42.40300,24.91900,10.37900,,10.91500,14.00400,0.48100,14.48500,4.30200,10.18300,10.18300,10.18300,14.54000,14.00400,20.34600,20.43300,0.49000,0.50000,5.81120,37.01470,20.80150,20.80150,21.51600,15.12580,0.49930,1.81700,29.37260,3.06410,8.79950,8.86470,7.55210,8.79890,5.61770,0.1086,0.1018
2017-12-31,60.11000,38.16600,21.94400,9.94400,,10.47600,11.46800,0.45600,11.92400,2.86000,9.06400,9.06400,9.06400,12.00000,11.46800,20.36800,20.42500,0.45000,0.44000,4.23490,36.50640,19.07840,19.07840,19.83700,15.07900,0.44330,1.74220,35.04960,2.56780,8.24210,8.30640,6.68480,8.24140,5.33860,0.8251,0.8146
2017-09-30,66.71100,43.23200,23.47900,10.70400,,11.23100,12.24800,0.39200,12.64000,3.88000,8.76000,8.76000,8.76000,12.77500,12.24800,20.34900,20.43700,0.43000,0.43000,4.91120,35.19510,18.35980,18.35980,18.94740,13.13130,0.53420,1.87920,33.15660,2.71440,8.39770,8.46680,7.01460,8.39700,5.06320,0.216,0.201
2017-06-30,79.65700,52.19200,27.46500,12.51800,,13.04900,14.41600,0.32400,14.74000,5.46400,9.27600,9.27600,9.27600,14.94700,14.41600,20.29300,20.44800,0.46000,0.45000,3.70890,34.47910,18.09760,18.09760,18.50430,11.64490,0.63390,2.26610,38.68720,2.32630,9.36760,9.44880,7.38150,9.36680,4.82490,0.67960,0.67750
2017-03-31,63.03200,40.87700,22.15500,9.94400,,10.45800,11.69700,0.13900,11.83600,4.33300,7.50300,7.50300,7.50300,12.21100,11.69700,20.23200,20.37800,0.37000,0.37000,4.45570,35.14880,18.55720,18.55720,18.77780,11.90350,0.55870,2.02080,34.86280,2.58150,8.03690,8.11080,6.65110,8.03610,4.54870,0.7659,0.7288
2016-12-31,52.86600,36.22300,16.64300,8.53100,,8.98800,7.65500,0.16600,7.82100,2.99800,4.82300,4.82300,4.82300,8.11200,7.65500,20.25300,20.40800,0.24000,0.24000,8.53150,31.48150,14.48000,14.48000,14.79400,9.12310,0.54150,2.42700,34.23960,2.62850,5.39630,5.44820,4.94060,5.39580,4.35450,0.187,-0.0087
2016-09-30,60.79100,42.72700,18.06400,10.12900,,10.33300,7.73100,0.05500,7.78600,2.88700,4.89900,4.89900,4.89900,7.93500,7.73100,20.23400,20.37700,0.24000,0.24000,8.71100,29.71490,12.71740,12.71740,12.80780,8.05880,0.62980,2.88310,44.40540,2.02680,5.56990,5.62430,5.07530,5.56930,4.28530,0.7189,0.5595
2016-06-30,72.48700,50.03500,22.45200,11.85800,,12.05200,10.40000,0.08100,10.48100,3.88700,6.59400,6.59400,6.59400,10.59400,10.40000,20.18100,20.33300,0.33000,0.32000,5.74990,30.97380,14.34740,14.34740,14.45910,9.09680,0.72630,1.85140,34.93350,2.57630,7.63570,7.71170,6.60680,7.63490,4.22390,0.64460,0.51650
2016-03-31,55.39200,37.72900,17.66300,8.85200,,9.07800,8.58500,0.03100,8.61600,3.19800,5.41800,5.41800,5.41800,8.81100,8.58500,20.12400,20.25400,0.27000,0.27000,9.54640,31.88730,15.49860,15.49860,15.55460,9.78120,0.61360,1.47460,32.12990,2.80110,6.51310,6.58040,6.00140,6.51240,4.06880,-0.0783,-1.0634
2015-12-31,50.93300,34.17900,16.75400,8.96500,,9.13200,7.62200,0.05100,7.67300,2.78300,4.89000,4.89000,4.89000,7.78900,7.62200,20.14500,20.25100,0.24000,0.24000,11.21170,32.89420,14.96480,14.96480,15.06490,9.60080,0.57500,1.81220,37.31360,2.41200,6.04700,6.11140,5.52020,6.04640,3.97870,0.4242,0.4241
2015-09-30,56.72500,37.81200,18.91300,11.63700,,11.82300,7.09000,0.05100,7.14100,2.63900,4.50200,4.50200,4.50200,7.27600,7.09000,20.12600,20.24600,0.22000,0.22000,9.40360,33.34160,12.49890,12.49890,12.58880,7.93650,0.64170,1.54940,34.92920,2.57660,5.68180,5.74350,5.09280,5.68120,3.89770,0.1582,0.1551
2015-06-30,71.63400,48.66800,22.96600,13.68400,,13.87500,9.09100,0.04600,9.13700,3.38000,5.75700,5.75700,5.75700,9.28200,9.09100,20.07400,20.19800,0.29000,0.29000,5.85080,32.06020,12.69090,12.69090,12.75510,8.03670,0.76660,1.78800,23.19000,3.88100,7.39280,7.47450,6.16100,7.39200,3.84430,0.53530,0.52980
2015-03-31,49.99400,33.05500,16.93900,8.94700,,9.12000,7.81900,0.04400,7.86300,2.91200,4.95100,4.95100,4.95100,7.99200,7.81900,20.01500,20.13600,0.24000,0.24000,10.72980,33.88210,15.63990,15.63990,15.72790,9.90320,0.60340,1.31860,25.89020,3.47620,6.56400,6.63900,5.97570,6.56330,3.72300,0.1268,0.1009
2014-12-31,49.28400,32.18400,17.10000,9.26900,,9.43400,7.66600,0.04600,7.71200,2.91500,4.79700,4.79700,4.79700,7.83100,7.66600,20.03800,20.16200,0.24000,0.24000,12.35190,34.69690,15.55470,15.55470,15.64810,9.73340,0.61730,1.48910,36.45270,2.46900,6.52320,6.59950,6.00810,6.52240,3.62960,0.2935,0.2923
2014-09-30,57.57600,39.11700,18.45900,12.29600,-1.71400,14.16900,4.29000,0.04200,4.33200,1.60000,2.73200,2.73200,2.73200,4.44900,4.29000,20.01600,20.14600,0.14000,0.14000,10.17730,32.06020,7.45100,7.45100,7.52400,4.74500,0.72490,1.90490,29.42050,3.05910,3.80300,3.84860,3.43960,3.80250,3.54480,0.4614,0.4432
2014-06-30,72.54100,48.76900,23.77200,15.77100,,15.93400,7.83800,0.05300,7.89100,2.91800,4.97300,4.97300,4.97300,8.00100,7.83800,19.96100,20.09200,0.25000,0.25000,5.89140,32.77040,10.80490,10.80490,10.87800,6.85540,0.84330,1.48290,45.39490,1.98260,6.89450,6.97680,5.78100,6.89360,3.57320,0.70960,0.70930
2014-03-31,48.63200,31.16900,17.46300,10.15100,,10.32100,7.14200,0.04400,7.18600,2.66000,4.52600,4.52600,4.52600,7.31200,7.14200,19.90100,20.04300,0.22000,0.22000,9.16950,35.90850,14.68580,14.68580,14.77630,9.30660,0.62050,0.87240,27.61610,3.25900,6.44660,6.52570,5.77480,6.44570,3.47780,-0.2063,-0.2067
2013-12-31,50.08600,33.19700,16.88900,9.62300,,9.84200,7.04700,0.04300,7.09000,2.54900,4.54100,4.54100,4.54100,7.26600,7.04700,19.92500,20.07900,0.23000,0.23000,11.34870,33.72000,14.06980,14.06980,14.15570,9.06640,0.66680,1.35270,30.35520,2.96490,6.60370,6.68650,6.04590,6.60290,3.40630,-0.335,-0.3354
2013-09-30,60.47900,41.22700,19.25200,12.49000,,12.72000,6.53200,0.04900,6.58100,2.43100,4.15000,4.15000,4.15000,6.76200,6.53200,19.90200,20.04400,0.21000,0.21000,7.15210,31.83250,10.80050,10.80050,10.88150,6.86190,0.77700,2.37740,43.69870,2.05960,6.18030,6.25960,5.33180,6.17950,3.32630,0.2231,0.2218
2013-06-30,74.19400,50.18100,24.01300,16.26800,,16.51600,7.49700,0.04500,7.54200,2.78700,4.75500,4.75500,4.75500,7.74500,7.49700,19.84800,20.00400,0.24000,0.24000,5.19220,32.36520,10.10460,10.10460,10.16520,6.40890,0.91120,2.32580,29.36050,3.06530,7.19800,7.29190,5.83970,7.19700,3.28550,0.99210,0.99190
2013-03-31,51.12000,32.88500,18.23500,10.70900,,10.96900,7.26600,0.04000,7.30600,2.70400,4.60200,4.60200,4.60200,7.52600,7.26600,19.92600,20.04900,0.23000,0.23000,7.64220,35.67100,14.21360,14.21360,14.29190,9.00240,0.69860,1.04060,35.52470,2.53350,7.19010,7.28700,6.28870,7.18910,3.03250,-0.4334,-0.438
2012-12-31,49.60900,32.39700,17.21200,9.74900,,10.00300,7.20900,0.13800,7.34700,2.77000,4.57700,4.57700,4.57700,7.46300,7.20900,19.80800,19.92300,0.23000,0.23000,8.03140,34.69530,14.53160,14.53160,14.80980,9.22610,0.70140,1.73070,66.67880,1.34980,7.37500,7.47750,6.47100,7.37390,3.10330,0.312,0.2999
2012-09-30,58.14500,38.77500,19.37000,12.79500,,13.04400,6.32600,0.06400,6.39000,2.35600,4.03400,4.03400,4.03400,6.57500,6.32600,19.96200,20.06200,0.20000,0.20000,9.55250,33.31330,10.87970,10.87970,10.98980,6.93780,0.65070,1.97930,30.79710,2.92230,5.03600,5.09000,4.51420,5.03540,4.00420,0.1026,0.0983
2012-06-30,68.95500,46.65100,22.30400,15.77200,,16.10000,6.20400,0.05900,6.26300,2.31100,3.95200,3.95200,3.95200,6.53200,6.20400,20.11900,20.24500,0.20000,0.20000,7.84370,32.34570,8.99720,8.99720,9.08270,5.73130,0.72940,2.54730,28.82730,3.12200,4.78240,4.83220,4.18010,4.78190,4.06420,0.68170,0.67150
2012-03-31,55.92400,36.95700,18.96700,12.32700,,12.69200,6.27500,0.05900,6.33400,2.34000,3.99400,3.99400,3.99400,6.64000,6.27500,20.61300,20.70800,0.21000,0.20000,9.32880,33.91570,11.22060,11.22060,11.32610,7.14180,0.61410,1.40970,35.57510,2.52990,4.92040,4.97250,4.38590,4.91990,3.99160,0.3047,0.3015
2011-12-31,50.52300,33.36900,17.15400,10.69300,,11.05200,6.10200,0.06900,6.17100,2.27300,3.89800,3.89800,3.89800,6.46100,6.10200,20.08200,20.18000,0.19000,0.19000,10.10580,33.95290,12.07770,12.07770,12.21420,7.71530,0.57150,1.28610,30.82550,2.91970,4.88450,4.93710,4.40940,4.88390,3.91620,-0.102,-0.1187
2011-09-30,58.22500,38.29100,19.93400,13.50800,,13.85400,6.08000,0.13600,6.21600,2.28600,3.93000,3.93000,3.93000,6.42600,6.08000,20.64200,20.71000,0.19000,0.19000,9.37480,34.23620,10.44230,10.44230,10.67580,6.74970,0.66190,2.00330,40.63150,2.21500,4.97950,5.03380,4.46730,4.97900,3.83990,0.3895,0.379
2011-06-30,73.57800,49.46800,24.11000,16.20400,,16.54500,7.56500,0.08500,7.65000,2.81300,4.83700,4.83700,4.83700,7.90600,7.56500,21.64800,21.76700,0.22000,0.22000,7.00590,32.76790,10.28160,10.28160,10.39710,6.57400,0.74010,1.89720,31.93490,2.81820,5.61580,5.67180,4.86540,5.61520,4.05200,0.39250,0.38880
2011-03-31,50.91000,33.43500,17.47500,10.68000,,11.03200,6.44300,0.09900,6.54200,2.39500,4.14700,4.14700,4.14700,6.79500,6.44300,22.51400,22.64300,0.19000,0.18000,9.99930,34.32530,12.65570,12.65560,12.85010,8.14570,0.47900,1.33000,25.64740,3.50910,4.27540,4.31330,3.90170,4.27500,4.34400,-0.0596,-0.0675
2010-12-31,45.11800,28.19300,16.92500,9.54000,,9.89800,7.02700,-0.04600,6.98100,2.45900,4.52200,4.52200,4.52200,7.38500,7.02700,22.50600,22.65500,0.20000,0.20000,17.45650,37.51270,15.57470,15.57470,15.47280,10.02260,0.41680,1.89410,56.25690,1.59980,4.42000,4.45710,4.17700,4.41960,4.49090,0.2161,0.2078
2010-09-30,61.24500,38.91500,22.33000,14.28800,,14.60300,7.72700,0.13100,7.85800,2.88100,4.97700,4.97700,4.97700,8.04200,7.72700,22.61600,22.74100,0.22000,0.22000,13.66130,36.46010,12.61650,12.61650,12.83040,8.12640,0.56400,2.64100,42.17980,2.13370,4.92160,4.96290,4.58330,4.92110,4.42600,0.0158,0.0082
2010-06-30,74.36900,47.14300,27.22600,15.04900,,15.39900,11.82700,0.06900,11.89600,4.67100,7.22500,7.22500,7.22500,12.17700,11.82700,22.72200,22.86800,0.32000,0.32000,7.92000,36.60930,15.90310,15.90310,15.99590,9.71510,0.64580,2.98660,27.84310,3.23240,7.08260,7.14150,6.27390,7.08200,4.43970,1.15730,1.15160
2010-03-31,50.29700,30.23200,20.06500,9.99800,,10.33700,9.72800,0.03100,9.75900,3.68700,6.07200,6.07200,6.07200,10.06700,9.72800,22.61700,22.74600,0.26000,0.25000,12.20360,39.89300,19.34120,19.34110,19.40280,12.07230,0.48280,1.04020,23.98520,3.75230,6.26960,6.32450,5.82890,6.26900,4.21300,-0.0514,-0.0599
2009-12-31,48.35300,29.52500,18.82800,10.10600,,10.44300,8.38500,0.04700,8.43200,2.84200,5.59000,5.59000,5.59000,8.72200,8.38500,22.64900,22.79000,0.25000,0.25000,14.67680,38.93860,17.34120,17.34120,17.43840,11.56080,0.49160,1.55190,40.90780,2.20010,6.05560,6.11120,5.68360,6.05500,4.04080,0.1213,0.1094
2009-09-30,62.44700,38.76500,23.68200,13.52900,,13.85200,9.83000,0.05900,9.88900,3.62400,6.26500,6.26500,6.26500,10.15300,9.83000,22.61400,22.75500,0.28000,0.28000,10.18280,37.92340,15.74140,15.74140,15.83580,10.03250,0.64640,2.43100,22.73280,3.95900,7.08520,7.15320,6.48500,7.08450,3.87270,-0.1427,-0.1547
2009-06-30,77.16900,47.88300,29.28600,16.36500,,16.68700,12.59900,0.06300,12.66200,4.58700,8.07500,8.07500,8.07500,12.92100,12.59900,22.52400,22.68200,0.36000,0.36000,4.80070,37.95050,16.32650,16.32650,16.40810,10.46410,0.76310,2.96780,23.29280,3.86390,9.63600,9.73370,7.98490,9.63500,3.68750,1.28990,1.27630
2009-03-31,48.07000,28.70900,19.36100,10.24400,,10.55400,8.80700,0.19500,9.00200,3.35200,5.65000,5.65000,5.65000,9.11900,8.80700,23.30600,23.48200,0.25000,0.24000,8.80990,40.27670,18.32120,18.32120,18.72690,11.75370,0.58650,1.07210,16.68520,5.39400,7.53750,7.62300,6.89340,7.53650,3.30440,0.6373,0.5008
