Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.25700,0.90200,1.35500,0.90800,4.19100,5.09900,-3.74400,0.19700,-3.54700,-3.54700,-3.54700,-3.54700,-3.72100,-3.74400,15.40600,15.40600,-0.23000,-0.23000,0.75250,-1.12480,-0.62020,60.03550,-165.88390,-165.88390,-157.15550,-157.15550,0.47430,3.11030,1.79980,50.00440,140.75630,140.75400,-74.53250,299.07250,-0.15480,-0.0672,-0.0668
2024-06-30,2.42300,1.00200,1.42100,0.95200,4.86200,5.81400,-4.39300,0.86300,-3.53000,-3.53000,-3.53000,-3.53000,-4.36700,-4.39300,12.51900,12.51900,-0.28000,-0.28000,0.59560,-0.51700,-0.47070,58.64630,-181.30410,-181.30410,-145.68710,-145.68720,0.61170,4.43360,1.67680,53.67310,95.17430,95.17390,-89.11890,144.37630,-0.28920,-0.2787,-0.2799
2024-03-31,2.15300,0.93900,1.21400,0.90600,5.01800,5.92400,-4.71000,0.08100,-4.62900,-4.62900,-4.62900,-4.62900,-4.68100,-4.71000,11.84600,11.84600,-0.39000,-0.39000,1.15660,-84.18730,-1.47620,56.38640,-218.76450,-218.76450,-215.00230,-215.00230,0.30050,3.97880,1.40630,63.99910,339.62450,339.61840,-64.61480,28931.19000,-0.11040,-0.37410,-0.37570
2023-12-31,2.13000,0.91100,1.21900,1.07700,4.27700,5.35400,-4.13500,1.04600,-3.08900,-3.08900,-3.08900,-3.08900,-4.09800,-4.13500,9.23300,9.23300,-0.26000,-0.26000,1.03150,-1.52940,-0.95810,57.23000,-194.13140,-194.13150,-145.02350,-145.02350,0.34010,4.01320,1.45990,61.64790,130.61370,130.61310,-49.32930,330.37440,-0.22220,-0.4485,-0.4499
2023-09-30,2.21700,0.91000,1.30700,0.99800,4.42500,5.42300,-4.11600,-0.59000,-4.70600,-4.70600,-4.70600,-4.70600,-4.07600,-4.11600,9.77600,9.77600,-0.48000,-0.48000,1.46690,2.18100,-2.53720,58.95350,-185.65630,-185.65630,-212.26880,-212.26880,0.25590,3.02330,1.39430,64.54670,714.11600,714.11190,-54.32930,-843.36910,-0.06410,-0.1868,-0.1866
2023-06-30,2.49100,0.94100,1.55000,0.69300,5.17800,5.87100,-4.32100,2.00400,-2.31700,-2.31700,-2.31700,-2.31700,-4.26900,-4.32100,8.40000,8.40000,-0.28000,-0.28000,1.27690,1.65510,-3.59660,62.22400,-173.46450,-173.46450,-93.01490,-93.01490,0.32270,3.45960,1.52080,59.18110,438.81320,438.82550,-30.01300,-287.46900,-0.06230,-0.3997,-0.4001
2023-03-31,2.31600,1.13000,1.18600,1.26700,6.19900,7.46600,-6.28000,-0.29800,-6.57800,-6.57800,-6.57800,-6.57800,-6.21000,-6.28000,8.31300,8.31300,-0.79000,-0.79000,1.78110,0.72720,3.84640,51.20900,-271.15720,-271.15720,-284.02420,-284.02420,0.20150,3.74170,1.49030,60.38860,-795.40910,-795.40450,-57.21990,-217.02410,0.09930,-0.68640,-0.68740
2022-12-31,2.15300,0.91300,1.24000,1.00200,5.32900,6.33100,-5.09100,0.50000,-4.59100,-4.59100,-4.59100,-4.59100,-5.02200,-5.09100,7.76900,7.76900,-0.51000,-0.51000,2.95080,0.24910,0.49890,57.59410,-236.46070,-236.46070,-213.23740,-213.23740,0.12390,2.88920,1.72930,52.04370,-65.78310,-65.78310,-26.42610,-49.39750,0.84020,-0.9263,-0.9358
2022-09-30,2.07200,0.91600,1.15600,2.15700,7.57900,9.73600,-8.58000,0.79700,-7.78300,-7.78300,-7.78300,-7.78300,-8.51300,-8.58000,7.80800,7.80800,-1.00000,-1.00000,3.14870,0.17830,0.24770,55.79150,-414.09270,-414.09270,-375.62740,-375.62740,0.08650,3.27140,1.72520,52.16700,-69.62780,-69.62790,-32.50770,-57.21110,1.34670,-0.8699,-0.8762
2022-06-30,2.06600,1.10000,0.96600,1.41000,7.77600,9.18600,-8.22000,-0.02300,-8.24300,-8.24300,-8.24300,-8.24300,-8.15600,-8.22000,7.48000,7.48000,-1.10000,-1.10000,3.25890,0.15220,0.21800,46.75700,-397.87030,-397.87030,-398.98360,-398.98360,0.08600,5.75920,1.85790,48.44140,-58.37000,-58.36990,-34.32300,-49.48370,1.88540,-0.842,-0.8451
2022-03-31,1.89300,0.93200,0.96100,1.34800,8.86000,10.20800,-9.24700,-0.02100,-9.26800,-9.26800,-9.26800,-9.26800,-9.18300,-9.24700,7.47600,7.47600,-1.24000,-1.24000,4.85420,0.10850,0.15580,50.76600,-488.48390,-488.48390,-489.59320,-489.59320,0.06130,4.93120,1.66640,54.00950,-42.62330,-42.62330,-30.03140,-37.99920,2.90700,-1.36080,-1.37170
2021-12-31,1.85100,0.83700,1.01400,1.45300,8.50700,9.96000,-8.94600,-0.01500,-8.96100,-8.96100,-8.96100,-8.96100,-8.88200,-8.94600,7.41400,7.41400,-1.27150,-1.27150,5.10270,0.08260,0.12260,54.78120,-483.30640,-483.30640,-484.11690,-484.11690,0.04510,4.81030,1.80230,49.93520,-29.69970,-29.69970,-21.81410,-27.24540,4.03580,-1.0536,-1.0579
2021-09-30,1.66600,0.91700,0.74900,1.51800,8.92200,10.44000,-9.69100,-0.01600,-9.70700,-9.70700,-9.70700,-9.70700,-9.62500,-9.69100,7.47550,7.47550,-1.34930,-1.34930,7.36280,0.06710,0.07710,44.95800,-581.69270,-581.69270,-582.65310,-582.65310,0.03470,6.69340,1.51040,59.58580,-25.21040,-25.21040,-20.20310,-23.51960,5.14960,-1.0686,-1.071
2021-06-30,1.79900,1.10300,0.69600,1.47100,7.29700,8.76800,-8.07200,0.99800,-7.07400,-7.07400,-7.07400,-7.07400,-7.99000,-8.07200,7.46770,7.46770,-0.89960,-0.89960,9.48140,0.05680,0.06880,38.68820,-448.69380,-448.69380,-393.21840,-393.21840,0.03220,10.92080,1.67660,53.67980,-15.10310,-15.10310,-12.67080,-14.24600,6.26660,-0.8477,-0.8603
2021-03-31,1.49600,0.89300,0.60300,0.87200,5.61700,6.48900,-5.88600,-0.03400,-5.92000,-5.92000,-5.92000,-5.92000,-5.79600,-5.88600,7.24780,7.24780,-0.74960,-0.74960,9.98260,0.06150,0.08560,40.30750,-393.44920,-393.44920,-395.72190,-395.72190,0.02400,12.57750,1.57140,57.27270,-11.31390,-11.31390,-9.50290,-10.61830,7.02210,-0.72510,-0.73070
2020-12-31,1.44600,1.21500,0.23100,0.73400,5.57100,6.30500,-6.07400,-0.00700,-6.08100,-6.08100,-6.08100,-6.08100,-5.98700,-6.07400,6.71820,6.71820,-0.89960,-0.89960,3.10050,0.26350,0.48700,15.97510,-420.05520,-420.05520,-420.53920,-420.53930,0.07380,40.50000,1.67170,53.83820,-62.56820,-62.56810,-31.01760,-46.08210,1.39280,-0.7435,-0.7778
2020-09-30,1.23900,0.80700,0.43200,0.59500,4.11800,4.71300,-4.28100,-0.00600,-4.28700,-4.28700,-4.28700,-4.28700,-4.21700,-4.28100,6.88350,6.88350,-0.59970,-0.59970,4.38810,0.10340,0.14800,34.86680,-345.52060,-345.52060,-346.00490,-346.00490,0.05830,17.93330,1.46110,61.59810,-29.46390,-29.46390,-20.15990,-26.41730,2.09670,-0.3937,-0.4136
2020-06-30,0.74600,0.59300,0.15300,0.38000,3.59900,3.97900,-3.82600,-0.00500,-3.83100,-3.83100,-3.83100,-3.83100,-3.76800,-3.82600,6.54490,6.54490,-0.59970,-0.59970,3.02210,0.18180,0.30300,20.50940,-512.86870,-512.86870,-513.53890,-513.53890,0.05700,8.98480,0.91090,98.80700,-52.71760,-52.71780,-29.26440,-43.13220,1.08380,-0.5164,-0.5316
