Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-06-30,574.00000,,574.00000,425.00000,,149.00000,418.00000,567.00000,140.00000,427.00000,427.00000,12.00000,435.00000,165.00000,149.00000,86.14200,89.64500,5.05000,4.85000,,0.61940,25.95820,25.95820,98.78050,75.78400,0.02460,12.74630,993.02330,1.83200,12.74630,38.90830,-0.4622,-0.6031
2021-03-31,1259.00000,,1259.00000,454.00000,,805.00000,-80.00000,725.00000,166.00000,559.00000,559.00000,2.00000,556.00000,820.00000,805.00000,89.45800,93.88700,6.22000,5.92000,0.59240,2.16770,63.93960,63.93960,57.58540,44.16200,0.05090,19.24930,-122.85710,2.26200,7.84560,33.72820,-0.80950,-0.95860
2020-12-31,930.00000,,930.00000,485.00000,,445.00000,-165.00000,280.00000,64.00000,216.00000,216.00000,-25.00000,191.00000,463.00000,445.00000,91.31200,94.49400,2.11000,2.09000,,0.82830,47.84950,47.84950,30.10750,20.53760,0.03850,8.62620,-108.54270,0.89390,8.62620,28.00900,-16.2481,-16.399
2020-09-30,863.00000,,863.00000,455.00000,,408.00000,-162.00000,246.00000,59.00000,187.00000,187.00000,27.00000,207.00000,427.00000,408.00000,91.68200,95.08400,2.26000,2.18000,0.66610,2.92100,47.27690,47.27690,28.50520,23.98610,0.03970,7.98800,-57.01220,0.85960,2.66690,25.78190,-2.4612,-2.634
2020-06-30,618.00000,,618.00000,398.00000,,220.00000,-105.00000,115.00000,38.00000,77.00000,77.00000,-4.00000,72.00000,237.00000,220.00000,91.99700,93.01200,0.78000,0.77000,0.68700,3.24850,35.59870,35.59870,18.60840,11.65050,0.03570,3.58970,-12.45960,0.44510,1.12380,23.31520,14.4429,14.2947
2020-03-31,278.00000,,278.00000,444.00000,,-166.00000,-73.00000,-239.00000,-68.00000,-171.00000,-171.00000,,-168.00000,-147.00000,-166.00000,91.38500,91.38500,-1.84000,-1.84000,0.70530,3.48690,-59.71220,-59.71220,-85.97120,-60.43170,0.01580,-8.27690,16.30120,-0.97090,-2.43900,22.45650,7.76930,7.63800
2019-12-31,660.00000,,660.00000,301.00000,,359.00000,-140.00000,219.00000,-226.00000,445.00000,445.00000,,462.00000,420.00000,359.00000,91.03500,92.14400,5.09000,5.06000,0.70320,3.42990,54.39390,54.39390,33.18180,70.00000,0.03610,19.94620,-35.01180,2.43100,5.91990,24.48960,7.9227,7.7604
2019-09-30,618.00000,,618.00000,478.00000,,140.00000,-33.00000,107.00000,24.00000,83.00000,83.00000,,83.00000,149.00000,140.00000,91.08000,92.03600,0.91000,0.90000,0.75790,4.52580,22.65370,22.65370,17.31390,13.43040,0.03340,4.69720,-5.25650,0.44920,1.13700,19.39630,0.2669,0.1505
2019-06-30,399.00000,,399.00000,492.00000,,-93.00000,-24.00000,-117.00000,-29.00000,-88.00000,-88.00000,,-87.00000,-96.00000,-93.00000,91.05400,91.05400,-0.96000,-0.96000,0.78100,5.03400,-23.30830,-23.30830,-29.32330,-21.80450,0.02170,-5.24430,4.80090,-0.47810,-1.14840,18.41930,-3.7089,-3.8953
2019-03-31,250.00000,,250.00000,443.00000,,-193.00000,-40.00000,-233.00000,-47.00000,-186.00000,-186.00000,,-186.00000,-170.00000,-193.00000,90.82800,90.82800,-2.05000,-2.05000,0.78390,5.02500,-77.20000,-77.20000,-93.20000,-74.40000,0.01420,-10.56220,10.77010,-1.05410,-2.28250,19.35170,3.13780,3.02770
2018-12-31,252.00000,,252.00000,432.00000,,-180.00000,2.00000,-178.00000,-42.00000,-136.00000,-136.00000,,-135.00000,-150.00000,-180.00000,90.81300,91.83000,-1.30800,-1.27400,0.77750,4.75780,-71.42860,-71.42860,-70.63490,-53.57140,0.01480,-6.99230,7.85670,-0.80130,-1.55610,21.42070,11.7537,11.6005
2018-09-30,506.00000,,506.00000,517.00000,,-11.00000,-31.00000,-42.00000,-998.00000,956.00000,956.00000,,947.00000,13.00000,-11.00000,90.80800,91.99200,10.43000,10.29000,0.77520,4.63040,-2.17390,-2.17390,-8.30040,187.15410,0.02850,46.00580,-67.22930,5.39260,10.34300,22.88550,7.9962,7.732
2018-06-30,444.00000,,444.00000,339.00000,,105.00000,-26.00000,79.00000,21.00000,58.00000,58.00000,,58.00000,122.00000,105.00000,98.20300,99.13000,0.59000,0.59000,,,23.64870,23.64870,17.79280,13.06310,0.72720,67.44890,9.83540,9.49940,9.83540,32.67390,9.4,9.2487
2018-03-31,588.00000,,588.00000,364.00000,,224.00000,-18.00000,206.00000,46.00000,160.00000,160.00000,,160.00000,242.00000,224.00000,97.87300,99.11100,1.63000,1.61000,,,38.09520,38.09520,35.03400,27.21090,0.96560,182.00230,27.04420,26.27580,27.04420,34.35820,9.45400,9.42380
2017-12-31,1240.35800,,1240.35800,1103.20200,,137.40810,-101.87300,35.53500,8.00000,27.53500,27.53500,,35.53500,171.40810,137.40800,97.69600,98.80300,1.55850,1.54950,0.82310,5.74220,11.07810,11.07810,2.86490,2.86490,0.06880,1.59900,-2.25880,0.15270,0.28280,17.62540,1.1297,1.049
2017-09-30,406.00000,,406.00000,368.00000,,38.00000,-26.00000,12.00000,5.00000,7.00000,7.00000,,7.00000,144.92400,38.00000,97.70600,98.69400,0.07200,0.07100,,,9.35960,9.35960,2.95570,1.72410,0.55410,3.24180,0.97470,0.95530,0.97470,41.70560,13.0675,12.8851
2017-06-30,2.03200,0.10800,1.92400,1.78600,1.78600,0.13800,-21.46200,-21.32400,,-21.32400,-21.32400,,-25.82400,0.18300,0.13800,16.87930,16.87930,-1.56060,-1.56060,,0.02690,6.79130,6.79130,-1049.40900,-1270.86600,0.00280,-11.72200,-3.11700,-2.97390,-3.11700,39.73030,-0.2821,-0.2821
2017-03-31,1.61000,0.14400,1.46600,2.01200,2.01200,-0.54600,18.33500,17.78900,,17.78900,17.78900,,13.28900,-0.51500,-0.54600,16.86190,17.79490,0.24010,0.24010,,0.02620,-33.91310,-33.91310,1104.90700,825.40370,0.00220,8.57030,2.50630,2.37940,2.50630,41.28650,-0.16050,-0.16050
2016-12-31,1910.82700,,1910.82700,1639.12200,,272.64090,-304.95500,-32.31400,,-45.31400,-45.31400,,-28.81400,399.39390,272.64100,99.76500,100.64500,-0.41020,-0.17010,,0.02730,14.26820,14.26820,-1.69110,-1.50790,2.59560,-23.34140,-6.50740,-6.15520,-6.50740,40.50540,10.1122,9.4962
2016-09-30,1.28400,0.25800,1.02600,1.35700,1.35700,-0.33100,-16.31400,-16.64500,,-16.64500,-16.64500,,-21.14500,-0.25700,-0.33100,16.85500,16.85500,-1.20050,-1.20050,,0.03530,-25.77880,-25.77880,-1296.34000,-1646.80700,0.00190,-28.66070,-2.97080,-2.51440,-2.97080,32.59100,-0.0934,-0.0934
2016-06-30,1.38900,0.21300,1.17600,1.49200,1.49200,-0.31600,22.72500,22.40900,,22.40900,22.40900,,17.90900,-0.26500,-0.31600,16.85500,19.73230,0.48020,0.36010,,0.03560,-22.75020,-22.75020,1613.31900,1289.34500,0.00210,28.34930,3.85530,3.35290,3.85530,33.81080,-0.1654,-0.1654
2016-03-31,1.50000,0.46500,1.03500,2.02900,2.02900,-0.99400,56.54400,55.55000,,55.55000,55.55000,,51.05000,-0.87200,-0.99400,16.83150,19.82540,1.32050,1.20050,,0.03670,-66.26670,-66.26670,3703.33300,3403.33300,0.00220,91.07750,9.86320,8.24040,9.86320,32.79450,-0.19570,-0.19570
2015-12-31,1.29200,-0.65400,1.94600,2.45700,2.45700,-0.51100,10.57900,10.06800,,10.06800,10.06800,,5.56800,-0.39100,-0.51100,16.80550,16.80550,0.48020,0.48020,,0.04290,-39.55110,-39.55110,779.25700,430.95970,0.00190,102.96590,1.96640,1.46970,1.96640,29.81230,33.7867,33.7867
2015-09-30,1.48800,0.07000,1.41800,13.20400,13.20400,-11.78600,7.86700,-3.91900,,-3.91900,-3.91900,,-8.41900,-11.65500,-11.78600,16.82420,16.82420,-0.48020,-0.48020,,0.05750,-792.06990,-792.06990,-263.37360,-565.79300,0.00210,-96.95710,-0.77410,-0.55180,-0.77410,29.47830,-0.0069,-0.0069
2015-06-30,1.47000,0.34300,1.12700,2.30600,2.30600,-1.17900,-72.30400,-73.48300,,-73.48300,-73.48300,,-77.98300,-1.03500,-1.17900,16.81720,16.81720,-4.68190,-4.68190,,0.05730,-80.20410,-80.20410,-4998.84300,-5304.96600,0.00200,-598.44460,-14.28260,-10.23960,-14.28260,29.95800,-3.8305,-3.8305
2015-03-31,1.75000,-0.41800,2.16800,2.97300,2.97300,-0.80500,6.30600,5.50100,,5.50100,5.50100,,1.25300,-0.62600,-0.80500,16.75550,19.70120,0.00000,0.00000,,0.05090,-46.00000,-46.00000,314.34290,71.60000,0.00240,6.12130,0.92910,0.75090,0.92910,35.12750,-30.79310,-30.79310
2014-12-31,1.84000,-0.94400,2.78400,1.79000,1.64400,1.14000,-10.75000,-9.58000,0.00000,-9.58000,-9.58000,0.00000,-9.58000,1.45000,1.14000,16.73250,16.73250,-0.60020,-0.36010,,0.35770,61.95650,61.95650,-520.65220,-520.65220,0.01180,-10.85800,-10.85800,-6.13560,-10.85800,5.23460,-0.9471,-0.9471
2014-09-30,1.72100,0.68600,1.03500,1.28700,1.28700,-0.25200,-1.04700,-1.29900,,-1.29900,-1.29900,,-1.29900,0.14000,-0.25200,16.74320,16.74320,-0.12000,-0.12000,,,-14.64270,-14.64270,-75.47940,-75.47940,,,,,,,3.4282,3.4282
2014-06-30,2.15000,3.03500,-0.88500,2.01600,2.01600,-2.90100,20.22300,17.32200,,17.32200,17.32200,,17.32200,-2.47200,-2.90100,16.74320,20.29080,1.08040,0.84030,,,-134.93020,-134.93020,805.67440,805.67440,,,,,,,-3.3726,-3.3726
2014-03-31,2.83400,1.31700,1.51700,1.44700,1.44700,0.07000,-3.45000,-3.38000,,-3.38000,-3.38000,,-12.83500,0.59900,0.07000,16.69950,16.69950,-0.72030,-0.72030,,,2.47000,2.47000,-119.26610,-452.89340,,,,,,,-1.11540,-1.11540
2013-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2012-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
