Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,4664.29800,3516.11100,1148.18700,542.98800,-79.53600,686.42800,461.75930,9.41900,471.17900,121.69900,349.48000,349.48000,346.10900,474.73430,461.75930,167.49900,169.21600,2.07000,2.05000,1.87070,24.61650,9.89990,9.89990,10.10180,7.42040,0.58630,1.18540,75.92500,9.07900,9.09770,4.39270,9.07900,22.98420,2.44630,2.36110
2021-12-31,5396.34300,4026.74800,1369.59400,614.99580,-69.26200,746.06500,623.52980,2.31200,625.84090,171.83000,454.01090,454.01090,452.83190,636.42680,623.52980,169.14500,171.25000,2.58000,2.77000,1.78060,25.38010,11.55470,11.55470,11.59750,8.39150,0.70910,1.41630,63.54780,12.97920,13.00870,5.96600,12.97920,20.91980,1.787,1.7199
2021-09-30,4319.26100,3185.49000,1133.77100,523.84800,-60.80300,644.13400,489.63750,3.19500,492.83200,132.92200,359.91000,359.91000,359.06800,502.39040,489.63750,169.63300,171.56500,2.12000,2.09000,1.86580,26.24920,11.33610,11.33610,11.41010,8.31320,0.61040,1.29690,69.39520,10.52190,10.54630,5.08610,10.52190,20.19340,1.0354,0.9777
2021-06-30,3609.09300,2598.63300,1010.46000,484.35800,-57.41600,599.81500,410.64500,4.83700,415.48200,98.50800,316.97400,316.97400,316.37200,423.32000,410.64500,169.21000,171.67700,1.87000,1.84000,2.00600,27.99760,11.37810,11.37810,11.51210,8.76600,0.60620,1.36320,66.02120,10.27920,10.30570,5.32450,10.27920,18.22820,0.1749,0.1369
2021-03-31,3198.82000,2247.28400,951.53610,455.17500,-52.57900,566.02100,385.51490,4.94600,390.46100,102.51100,287.95000,287.95000,287.22000,398.50190,385.51490,169.21400,171.55100,1.70000,1.67000,2.04740,29.74650,12.05180,12.05180,12.20640,8.97890,0.58640,1.43640,62.65860,10.00300,10.03060,5.27860,10.00300,17.05280,2.07420,2.02530
2020-12-31,2922.73800,2094.15300,828.58450,431.47910,-57.47600,546.77400,281.81030,2.09600,283.90700,84.38200,199.52500,199.52500,198.62000,296.14930,281.81090,168.33300,170.89600,1.17000,1.15000,2.09370,28.34960,9.64200,9.64200,9.71370,6.79570,0.59310,1.46280,61.52620,7.49190,7.51420,4.04920,7.49190,15.73140,0.8261,0.7671
2020-09-30,2348.71300,1614.33400,734.37890,376.55800,-47.54100,482.43400,251.94510,2.48400,254.42900,62.71000,191.71900,191.71900,191.30700,267.79610,251.94510,168.31000,170.73500,1.14000,1.12000,2.27830,31.26730,10.72690,10.72690,10.83270,8.14520,0.53890,1.48430,60.63670,7.65510,7.67940,4.39870,7.65510,14.79910,0.9289,0.8765
2020-06-30,2411.07800,1661.48700,749.59080,398.22000,-48.26100,501.96500,247.62570,3.35600,250.98200,66.79400,184.18800,184.18800,183.86900,261.73470,247.62570,166.76700,169.29000,1.10000,1.09000,2.21900,31.08950,10.27030,10.27030,10.40950,7.62600,0.63280,1.65110,54.51050,8.52090,8.55230,4.83410,8.52090,12.95800,1.1152,0.9842
2020-03-31,1901.86400,1286.72800,615.13600,350.28300,-50.61400,456.08100,159.05480,8.19100,167.24600,44.46400,122.78200,122.78200,122.34400,171.71480,159.05480,168.73500,171.45000,0.73000,0.71000,2.25920,32.34390,8.36310,8.36310,8.79380,6.43280,0.54180,1.49890,60.04210,6.02720,6.05070,3.49810,6.02720,12.25770,0.96240,0.92660
2019-12-31,1811.93200,1165.62900,646.30320,363.87290,-47.82100,465.96300,180.33970,5.15700,185.49700,47.74900,137.74800,137.74800,137.32600,192.83370,180.33970,170.89900,174.20900,0.80000,0.79000,2.37090,35.66930,9.95290,9.95290,10.23750,7.57900,0.49080,1.37780,65.32150,6.26920,6.29190,3.73110,6.26920,12.95360,0.9326,0.8814
2019-09-30,2074.85500,1400.49900,674.35600,366.46400,-46.96900,467.80600,206.55000,7.39600,213.94600,53.31900,160.62700,160.62700,160.22100,218.93610,206.55000,170.41500,173.48300,0.94000,0.92000,2.33970,32.50140,9.95490,9.95490,10.31140,7.72200,0.55980,1.57300,57.21500,7.27050,7.29670,4.33370,7.27050,12.97730,0.9454,0.8552
2019-06-30,2035.57900,1373.88400,661.69490,367.99400,-47.92600,469.49400,192.20090,8.77800,200.97900,47.44900,153.53000,153.53000,153.14900,204.87790,192.20090,171.00300,174.46600,0.90000,0.88000,2.12030,32.50650,9.44210,9.44210,9.87330,7.52360,0.55820,1.47280,61.10610,7.48050,7.50950,4.20980,7.48050,12.07010,0.9012,0.8265
2019-03-31,2020.05100,1365.93700,654.11400,367.98600,-43.61100,466.51300,187.60120,7.77100,195.37200,55.26100,140.11100,140.11100,139.69900,200.99420,187.60120,171.81800,175.38800,0.81000,0.80000,2.22240,32.38110,9.28700,9.28700,9.67160,6.91560,0.55450,1.49220,60.31300,6.59210,6.61680,3.84610,6.59210,12.38250,1.65050,1.59670
2018-12-31,2235.59700,1554.92200,680.67530,363.80000,-47.05500,463.66800,217.00720,5.23800,222.24500,42.66800,179.57700,179.57700,179.21000,230.19320,217.00760,174.13300,177.83300,1.04000,1.01000,2.06120,30.44720,9.70690,9.70690,9.94120,8.01620,0.67450,1.41360,63.66880,9.03430,9.07050,5.41780,9.03430,11.58470,0.564,0.5095
2018-09-30,2090.94700,1429.63300,661.31400,362.20900,-44.41400,458.16000,203.15410,5.27000,208.42400,45.35700,163.06700,163.06700,162.69200,216.48910,203.15410,173.39400,177.17300,0.94000,0.92000,1.99390,31.62750,9.71590,9.71590,9.96790,7.78080,0.62700,1.36800,65.79180,8.33110,8.36500,4.88990,8.33110,11.34260,0.5068,0.4395
2018-06-30,1957.55900,1315.01300,642.54590,361.73600,-45.57900,458.96200,183.58390,6.32000,189.90400,48.95800,140.94600,140.94600,140.60500,197.15990,183.58390,174.75400,178.60300,0.80000,0.79000,2.06740,32.82380,9.37820,9.37820,9.70110,7.18270,0.62490,1.46340,61.50230,7.44740,7.47870,4.49900,7.44740,10.90330,0.8377,0.7695
2018-03-31,1854.26200,1218.42400,635.83790,350.86000,-41.32500,443.02000,192.81800,4.93800,197.75600,61.55600,136.20000,136.20000,135.69200,206.74000,192.81800,175.90000,179.41600,0.77000,0.76000,2.20050,34.29060,10.39860,10.39860,10.66490,7.31780,0.57720,1.39820,64.36800,6.87090,6.89850,4.23970,6.87090,11.37220,1.31250,1.23560
2017-12-31,1901.37100,1272.56200,628.80930,348.77510,-36.04800,429.79800,199.01120,6.18600,205.19700,37.74200,167.45500,167.45500,166.96700,212.08020,199.01100,179.24700,181.66600,0.94000,0.92000,2.32500,33.07140,10.46670,10.46670,10.79210,8.78140,0.61000,1.34400,66.96570,8.39640,8.42990,5.37230,8.39640,11.30760,0.6971,1.0106
2017-09-30,1802.16600,1203.02400,599.14210,329.65800,-39.78400,412.24700,186.89510,3.54000,190.43500,69.82900,120.60600,120.60600,120.26300,199.16710,186.89510,179.41600,181.78800,0.67000,0.66000,2.34090,33.24570,10.37060,10.37060,10.56700,6.67320,0.58720,1.33510,67.41160,6.08790,6.11230,3.93000,6.08790,11.15730,0.4716,0.2817
2017-06-30,1672.27900,1108.64600,563.63310,329.48200,-24.70600,395.39300,168.24010,5.57000,173.81000,65.05500,108.75500,108.75500,108.85100,180.28210,168.24010,180.01200,182.03300,0.60000,0.60000,2.47540,33.70450,10.06050,10.06050,10.39360,6.50910,0.55320,1.37600,65.40480,5.49650,5.51860,3.59790,5.49650,11.01460,0.4465,0.3346
2017-03-31,1545.13200,1017.52700,527.60500,303.49500,-37.93900,381.49100,146.11400,3.03900,149.15300,55.58600,93.56700,93.56700,93.26400,158.04100,146.11400,180.06200,182.09400,0.52000,0.51000,2.59150,34.14630,9.45640,9.45640,9.65310,6.03600,0.53230,1.37160,65.61510,4.79410,4.81360,3.22340,4.79410,10.84750,1.07460,1.00450
2016-12-31,1642.00700,1093.41600,548.59090,301.48990,-35.16500,376.38100,172.20980,4.69300,176.90300,65.80500,111.09800,111.09800,110.59000,184.15280,172.21010,181.28200,182.70400,0.62000,0.61000,2.38570,33.40980,10.48780,10.48780,10.77360,6.73510,0.58830,1.37970,65.23220,6.01440,6.04030,3.98080,6.01440,10.27050,0.3969,0.2923
2016-09-30,1562.39400,1017.13500,545.25900,301.33800,-37.68500,377.99600,167.26310,3.84900,171.11200,63.16300,107.94900,107.94900,107.58100,179.14510,167.26310,181.17700,182.69200,0.59000,0.59000,2.41020,34.89890,10.70560,10.70560,10.95190,6.88570,0.55530,1.40940,63.85490,5.82270,5.84770,3.83640,5.82270,10.28370,0.6383,0.5687
2016-06-30,1475.16400,922.04700,553.11690,303.78300,-31.74900,374.25300,178.86390,4.49300,183.35700,66.91800,116.43900,116.43900,116.05200,190.50590,178.86390,181.75300,183.13200,0.64000,0.63000,2.37900,37.49530,12.12500,12.12500,12.42960,7.86710,0.54490,1.40310,64.14450,6.54330,6.57260,4.30120,6.54330,9.84020,0.5736,0.5011
2016-03-31,1418.47200,901.40300,517.06900,292.78700,-34.26800,365.24300,151.82600,3.65800,155.48400,58.43700,97.04700,97.04700,96.58400,163.15500,151.82600,182.01000,183.01800,0.53000,0.53000,2.44320,36.45250,10.70350,10.70350,10.96140,6.80900,0.52930,1.40350,64.12540,5.44440,5.46870,3.62150,5.44440,9.81760,1.28920,1.21250
2015-12-31,1596.22100,1060.05200,536.16890,293.84590,-26.37900,358.17700,177.99130,6.41800,184.41000,69.31000,115.10000,115.10000,114.44900,189.57930,177.99150,188.94100,190.22300,0.61000,0.62000,2.29460,33.58990,11.15080,11.15080,11.55290,7.17000,0.62220,1.43510,62.71280,6.79190,6.82380,4.48630,6.79190,9.30800,0.6118,0.5481
2015-09-30,1651.33200,1081.35100,569.98100,305.93600,-34.93000,378.08800,191.89290,-0.41900,191.47400,72.73800,118.73600,118.73600,118.31000,203.36800,191.89290,188.42400,189.64200,0.63000,0.62000,2.34030,34.51640,11.62050,11.62050,11.59510,7.16450,0.58410,1.41590,63.56510,6.44540,6.47320,4.20000,6.44540,9.89450,0.7194,0.6676
2015-06-30,1691.55300,1139.41200,552.14100,297.59400,-35.44000,369.42500,182.71610,6.44000,189.15600,70.82700,118.32900,118.32900,117.76000,194.13610,182.71610,190.67900,191.91800,0.62000,0.61000,2.34960,32.64110,10.80170,10.80170,11.18240,6.96170,0.57690,1.41650,63.53700,6.26170,6.28810,4.03530,6.26170,9.99230,0.9498,0.8823
2015-03-31,1677.52600,1148.04000,529.48610,288.12500,-35.56100,360.60300,168.88290,2.76600,171.64900,64.31700,107.33200,107.33200,106.70400,180.41190,168.88290,191.62800,192.70700,0.56000,0.55000,2.40210,31.56350,10.06740,10.06740,10.23230,6.36080,0.56990,1.33810,67.25830,5.56840,5.59140,3.64610,5.56840,10.08550,0.69740,0.64840
2014-12-31,1768.83000,1249.95900,518.87120,287.49300,-35.90400,361.00100,157.87040,2.74200,160.61300,59.87300,100.74000,100.74000,99.38100,169.62240,157.87070,196.14700,196.76800,0.51000,0.51000,2.32700,29.33420,8.92510,8.92520,9.08020,5.61850,0.61190,1.43100,62.89120,5.38250,5.40540,3.48470,5.38250,9.76550,0.441,0.3871
2014-09-30,1705.10500,1191.84900,513.25600,281.78800,-33.20000,354.12500,159.13110,5.12900,164.26000,61.46300,102.79700,102.79700,102.38100,171.87210,159.13110,194.41900,195.00100,0.53000,0.53000,2.40750,30.10110,9.33260,9.33260,9.63340,6.00440,0.58270,1.44110,62.45070,5.39920,5.42180,3.51320,5.39920,9.86390,0.4566,0.4134
2014-06-30,1599.14100,1114.42700,484.71400,270.05800,-34.39500,342.27100,142.44300,5.95400,148.39700,56.66900,91.72800,91.72800,91.30200,154.86000,142.44300,196.45200,197.12600,0.46000,0.46000,2.40120,30.31090,8.90750,8.90750,9.27980,5.70940,0.54580,1.38990,64.75210,4.83510,4.85540,3.13070,4.83510,9.72710,0.2484,0.1984
2014-03-31,1491.64500,1027.05900,464.58610,264.11500,-27.72400,329.38300,135.20310,2.41600,137.61900,53.42400,84.19500,84.19500,83.82400,147.58510,135.20310,201.11800,201.84400,0.42000,0.42000,2.59010,31.14590,9.06400,9.06400,9.22600,5.61960,0.50990,1.40330,64.13270,4.29560,4.31310,2.87800,4.29560,9.94090,0.86130,0.81790
2013-12-31,1625.85900,1147.78700,478.07150,276.35390,-30.57500,344.40900,133.66270,4.17500,137.83800,53.82900,84.00900,84.00900,83.49600,146.15270,133.66240,205.99500,206.89500,0.40000,0.39000,2.77550,29.40420,8.22110,8.22100,8.47790,5.13550,0.53930,1.51450,59.42400,4.02660,4.04200,2.78650,4.02660,10.30020,0.3033,0.251
2013-09-30,1537.96600,1053.06400,484.90200,269.91900,-31.49900,338.58900,146.31290,4.17900,150.49200,57.76300,92.72900,92.72900,92.40000,158.94190,146.31290,206.51600,207.36900,0.45000,0.45000,2.89150,31.52880,9.51340,9.51340,9.78510,6.00790,0.49630,1.49670,60.13230,4.25220,4.26770,2.99260,4.25220,10.61410,0.4633,0.3887
2013-06-30,1503.22400,1031.35200,471.87210,263.89700,-28.01000,328.29300,143.57910,7.39500,150.97400,58.31100,92.66300,92.66300,92.31500,155.25310,143.57910,206.44400,207.19300,0.45000,0.45000,2.87810,31.39070,9.55140,9.55140,10.04340,6.14110,0.49070,1.47620,60.96920,4.36690,4.38330,3.02460,4.36690,10.28470,0.4072,0.3244
2013-03-31,1413.20800,965.20100,448.00700,255.67400,-28.34400,319.48900,128.51790,4.77400,133.29200,52.68200,80.61000,80.61000,80.31500,139.79590,128.51790,206.47500,207.61400,0.39000,0.39000,2.92280,31.70140,9.09410,9.09410,9.43190,5.68320,0.46830,1.43890,62.54610,3.83010,3.84460,2.67120,3.83010,10.19310,0.79600,0.74750
2012-12-31,1544.22900,1074.21900,470.00990,254.91000,-41.13300,341.98400,128.02530,5.36700,133.39200,49.89300,83.49900,83.49900,84.20800,138.72030,128.02550,210.42300,211.93500,0.40000,0.40000,2.79810,30.43660,8.29060,8.29060,8.63810,5.45310,0.52270,1.49730,60.11020,4.10810,4.12410,2.82650,4.10810,9.84810,0.2829,0.2336
2012-09-30,1531.66400,1066.52600,465.13790,260.74600,-27.95900,320.03900,145.09900,3.88100,148.98000,60.25300,88.72700,88.72700,88.49000,155.12900,145.09900,210.13600,211.39800,0.42000,0.42000,2.81690,30.36820,9.47330,9.47330,9.72670,5.77740,0.50510,1.50850,59.66160,4.23380,4.25360,2.92620,4.23380,10.02970,0.3369,0.2876
2012-06-30,1504.95200,1051.30100,453.65100,258.78500,-31.94000,321.24800,132.40300,6.51000,138.91300,54.89200,84.02100,84.02100,83.95500,142.07300,132.40300,211.72400,213.21300,0.40000,0.39000,2.72440,30.14390,8.79780,8.79780,9.23040,5.57860,0.50290,1.53080,58.79380,4.09850,4.11860,2.80780,4.09850,9.73880,0.4385,0.3921
2012-03-31,1411.37000,964.79900,446.57100,254.79500,-35.78400,321.30000,125.27090,3.83700,129.10800,52.38600,76.72200,76.72200,76.70700,134.81590,125.27090,212.09800,214.20000,0.36000,0.36000,2.91000,31.64100,8.87580,8.87580,9.14770,5.43490,0.47030,1.50970,59.61440,3.64990,3.66770,2.55640,3.64990,9.90240,0.68810,0.60840
2011-12-31,1512.95300,1025.75900,487.19370,258.36400,-33.92900,332.13000,155.06340,0.13700,155.20100,62.06100,93.14000,93.14000,92.84300,164.20940,155.06380,212.11800,215.03400,0.44000,0.43000,2.87240,32.20150,10.24910,10.24910,10.25820,6.13650,0.52770,1.61860,55.60500,4.63370,4.65200,3.24890,4.63370,9.48130,0.4996,0.4099
2011-09-30,1606.36800,1112.52200,493.84610,267.85400,-31.68300,330.08800,163.75810,13.40100,177.15900,70.28300,106.87600,106.87600,106.60400,172.95710,163.75810,212.25600,214.71700,0.50000,0.50000,2.67200,30.74300,10.19430,10.19430,11.02850,6.63630,0.55720,1.61010,55.89840,5.44710,5.47740,3.70690,5.44710,9.25590,0.4398,0.343
2011-06-30,1581.36800,1108.80700,472.56100,259.13600,-30.53900,320.28600,152.27510,2.94000,155.21500,60.19500,95.02000,95.02000,95.00000,161.53220,152.27510,212.13600,215.65900,0.45000,0.44000,2.51000,29.88310,9.62930,9.62930,9.81520,6.00750,0.54950,1.53830,58.50720,5.05650,5.08660,3.30160,5.05650,8.86420,0.3627,0.2835
2011-03-31,1460.84800,1006.93300,453.91500,246.97800,-29.15200,306.68500,147.23010,3.22300,150.45300,59.24600,91.20700,91.20700,91.23200,156.40410,147.23010,212.08900,215.86300,0.43000,0.42000,2.49270,31.07200,10.07840,10.07840,10.29900,6.24510,0.51500,1.45070,62.03810,4.93250,4.96290,3.21520,4.93250,8.72090,0.82380,0.72620
2010-12-31,1582.13500,1128.77300,453.36240,247.41500,-28.07700,304.78900,148.57290,3.04700,151.61900,55.17100,96.44800,96.44800,96.50200,157.88290,148.57310,212.28400,216.44700,0.45000,0.45000,2.48310,28.65510,9.39070,9.39070,9.58320,6.09950,0.59050,1.57600,57.10610,5.51710,5.55410,3.59990,5.51710,8.24410,0.6223,0.5484
2010-09-30,1667.55900,1208.81600,458.74290,243.23400,-27.50800,299.12200,159.62080,-0.12700,159.49400,63.45600,96.03800,96.03800,96.10500,168.70590,159.62080,212.39200,216.34200,0.45000,0.44000,2.37030,27.50990,9.57210,9.57210,9.56450,5.76320,0.61390,1.54010,58.43630,5.53180,5.56990,3.53580,5.53180,8.18580,0.5228,0.4725
2010-06-30,1516.77000,1097.91200,418.85800,228.65500,-23.89800,280.36200,138.49610,11.62100,150.11700,59.70800,90.40900,90.40900,90.31800,147.60610,138.49610,212.33200,216.46100,0.43000,0.42000,2.33930,27.61510,9.13100,9.13100,9.89720,5.95460,0.59560,1.49200,60.32010,5.53030,5.57160,3.55030,5.53030,7.71070,0.0954,0.0584
2010-03-31,1201.10900,839.28600,361.82300,206.88300,-25.77700,261.28200,100.54090,2.29700,102.83800,41.52800,61.31000,61.31000,61.24700,109.93590,100.54090,212.19300,216.63000,0.29000,0.28000,2.52920,30.12410,8.37070,8.37070,8.56190,5.09920,0.49590,1.46850,61.28860,3.76380,3.79280,2.53130,3.76380,7.66310,0.58680,0.55210
2009-12-31,1246.91100,877.19920,369.71200,210.68200,-19.30300,259.35780,110.35390,2.19600,112.55000,42.90000,69.65000,69.65000,69.13500,121.78390,110.35380,212.11300,216.53300,0.33000,0.32000,2.52380,29.65020,8.85020,8.85020,9.02630,5.54450,0.53660,1.53870,58.49110,4.46090,4.49800,2.99730,4.46090,7.36400,0.144,0.1013
2009-09-30,1037.32700,690.81500,346.51200,201.28400,-20.87600,250.26590,96.24610,3.08100,99.32700,41.76300,57.56400,57.56400,57.75200,106.16910,96.24610,212.24100,216.68400,0.27000,0.27000,2.55900,33.40430,9.27830,9.27830,9.57530,5.56740,0.46790,1.51600,59.36640,3.78720,3.82070,2.59660,3.78720,7.17010,0.1958,0.1522
2009-06-30,895.36000,565.31300,330.04700,195.11200,-19.81000,243.12000,86.92700,4.45000,91.37700,37.56300,53.81400,53.81400,54.07000,97.17100,86.92700,212.11700,216.65400,0.25000,0.25000,2.67530,36.86190,9.70860,9.70860,10.20560,6.03890,0.43170,1.55090,58.02940,3.69940,3.73410,2.59480,3.69940,6.85970,0.3915,0.3586
2009-03-31,912.68500,576.17000,336.51500,193.43100,-22.92800,245.04090,91.47410,8.14400,99.61800,40.24900,59.36900,59.36900,59.26000,101.43210,91.47410,212.10000,216.32000,0.28000,0.27000,2.61920,36.87090,10.02250,10.02250,10.91480,6.49290,0.44420,1.48820,60.47590,4.17350,4.21440,2.88930,4.17350,6.70580,0.79640,0.75660
