Date,revenue,gross-profit,operating-income,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,pre-tax-profit-margin,net-profit-margin
2009-05-31,2.24400,2.24400,2.24400,2.24400,2.24400,1.97800,1.97800,17.98200,17.98200,0.11000,0.11000,100.00000,88.14620
