Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2706.00000,1374.00000,1332.00000,289.00000,798.00000,1225.00000,107.00000,48.00000,155.00000,-6.00000,161.00000,161.00000,162.00000,245.00000,107.00000,413.10600,427.96200,0.39000,0.38000,1.65120,,49.22400,3.95420,3.95420,5.72800,5.98670,0.22040,4.35050,20.68740,2.12710,3.55250,1.31140,2.12710,18.23140,1.133,0.9442
2024-06-30,2630.00000,1385.00000,1245.00000,303.00000,1003.00000,1446.00000,-201.00000,44.00000,-157.00000,1.00000,-158.00000,-158.00000,-157.00000,-61.00000,-201.00000,410.48200,410.48200,-0.38000,-0.38000,1.64280,,47.33840,-7.64260,-7.64260,-5.96960,-5.96960,0.22220,4.49570,20.01900,-2.20610,-3.75740,-1.33480,-2.20610,17.33550,1.2746,1.0841
2024-03-31,2513.00000,1330.00000,1183.00000,279.00000,823.00000,1244.00000,-61.00000,43.00000,-18.00000,7.00000,-25.00000,-25.00000,-23.00000,81.00000,-61.00000,405.48200,405.48200,-0.06000,-0.06000,1.63770,,47.07520,-2.42740,-2.42740,-0.71630,-0.91520,0.21950,4.60260,19.55430,-0.35720,-0.62630,-0.21830,-0.35720,17.13290,1.36380,1.20100
2023-12-31,2303.00000,1229.00000,1074.00000,253.00000,780.00000,1163.00000,-89.00000,-50.00000,-139.00000,17.00000,-156.00000,-156.00000,-154.00000,41.00000,-89.00000,392.94800,392.94800,-0.38000,-0.38000,1.64130,,46.63480,-3.86450,-3.86450,-6.03560,-6.68690,0.21250,4.32080,20.82940,-2.29210,-4.19920,-1.43920,-2.29210,16.87880,1.2364,1.0145
2023-09-30,2164.00000,1156.00000,1008.00000,250.00000,738.00000,1116.00000,-108.00000,39.00000,-69.00000,6.00000,-75.00000,-75.00000,-73.00000,20.00000,-108.00000,393.21700,393.21700,-0.19000,-0.19000,1.72200,,46.58040,-4.99080,-4.99080,-3.18850,-3.37340,0.21610,5.18940,17.34290,-1.14350,-2.11210,-0.74900,-1.14350,16.46390,0.989,0.8056
2023-06-30,2133.00000,1135.00000,998.00000,269.00000,812.00000,1209.00000,-211.00000,30.00000,-181.00000,-9.00000,-172.00000,-172.00000,-170.00000,-83.00000,-211.00000,388.73700,388.73700,-0.44000,-0.44000,1.68930,,46.78860,-9.89220,-9.89220,-8.48570,-7.97000,0.22220,5.56920,16.16030,-2.68920,-5.22480,-1.79150,-2.68920,16.28920,1.0153,0.8035
2023-03-31,2035.00000,1069.00000,966.00000,231.00000,781.00000,1137.00000,-171.00000,26.00000,-145.00000,17.00000,-162.00000,-162.00000,-161.00000,-48.00000,-171.00000,390.39700,390.39700,-0.41000,-0.41000,1.73030,,47.46930,-8.40290,-8.40290,-7.12530,-7.91150,0.21100,5.32720,16.89440,-2.48540,-4.80430,-1.67950,-2.48540,16.72330,1.01690,0.80940
2022-12-31,1818.00000,1014.00000,804.00000,250.00000,729.00000,1174.00000,-370.00000,-289.00000,-659.00000,-17.00000,-642.00000,-642.00000,-640.00000,-259.00000,-370.00000,371.41300,371.41300,-1.71000,-1.71000,1.85530,,44.22440,-20.35200,-20.35200,-36.24860,-35.20350,0.18570,4.54500,19.80200,-9.50550,-17.73970,-6.55840,-9.50550,17.25290,0.094,-0.1878
2022-09-30,1701.00000,931.00000,770.00000,226.00000,729.00000,1078.00000,-308.00000,7.00000,-301.00000,-5.00000,-296.00000,-296.00000,-295.00000,-190.00000,-308.00000,384.75600,384.75600,-0.77000,-0.77000,2.11640,,45.26750,-18.10700,-18.10700,-17.69550,-17.34270,0.17810,5.23380,17.19580,-4.33700,-7.60530,-3.09880,-4.33700,17.58400,0.4957,0.258
2022-06-30,1608.00000,880.00000,728.00000,205.00000,712.00000,1001.00000,-273.00000,1.00000,-272.00000,-9.00000,-263.00000,-263.00000,-263.00000,-192.00000,-273.00000,363.96100,363.96100,-0.72000,-0.72000,2.38550,,45.27360,-16.97760,-16.97760,-16.91540,-16.35570,0.16200,4.64740,19.36570,-3.54930,-6.13630,-2.64910,-3.54930,18.97980,0.4557,0.2469
2022-03-31,1456.00000,763.00000,693.00000,148.00000,659.00000,866.00000,-173.00000,6.00000,-167.00000,,-167.00000,-167.00000,-167.00000,-114.00000,-173.00000,349.21900,349.21900,-0.48000,-0.48000,2.51020,,47.59620,-11.88190,-11.88190,-11.46980,-11.46980,0.21340,4.53580,19.84200,-3.58990,-3.97620,-2.44800,-3.58990,13.24930,-0.05730,-0.26060
2021-12-31,1300.00000,635.00000,665.00000,133.00000,637.00000,819.00000,-154.00000,1.00000,-153.00000,2.00000,-155.00000,-155.00000,-155.00000,-105.00000,-154.00000,336.84700,336.84700,-0.45000,-0.45000,2.59380,,51.15380,-11.84620,-11.84620,-11.76920,-11.92310,0.19090,3.72490,24.16150,-3.32120,-3.61310,-2.27640,-3.32120,13.46850,0.5109,0.2984
2021-09-30,1275.00000,585.00000,690.00000,115.00000,634.00000,790.00000,-100.00000,-1.00000,-101.00000,,-101.00000,-101.00000,-101.00000,-59.00000,-100.00000,340.16900,340.16900,-0.30000,-0.30000,3.51530,,54.11770,-7.84310,-7.84310,-7.92160,-7.92160,0.20050,4.45800,20.18820,-2.16460,-2.35650,-1.58860,-2.16460,13.62640,0.2945,0.1262
2021-06-30,1236.00000,555.00000,681.00000,100.00000,643.00000,780.00000,-99.00000,-1.00000,-100.00000,2.00000,-102.00000,-102.00000,-102.00000,-62.00000,-99.00000,334.70700,334.70700,-0.30000,-0.30000,4.13990,,55.09710,-8.00970,-8.00970,-8.09060,-8.25240,0.19990,5.04490,17.83980,-2.20830,-2.40790,-1.65000,-2.20830,13.68500,0.7425,0.5845
2021-03-31,1077.00000,563.00000,514.00000,82.00000,502.00000,613.00000,-99.00000,-10.00000,-109.00000,1.00000,-110.00000,-110.00000,-110.00000,-70.00000,-99.00000,327.81500,327.81500,-0.34000,-0.34000,4.59320,,47.72520,-9.19220,-9.19220,-10.12070,-10.21360,0.18250,3.81910,23.56550,-2.41490,-2.63850,-1.86380,-2.41490,13.99270,0.50640,0.34170
2020-12-31,970.00000,469.00000,501.00000,209.00000,566.00000,806.00000,-305.00000,-6.00000,-311.00000,1.00000,-312.00000,-312.00000,-312.00000,-274.00000,-305.00000,116.91300,116.91300,-2.67000,-2.67000,3.93510,0.07740,51.64950,-31.44330,-31.44330,-32.06190,-32.16500,0.15270,3.33330,27.00000,-6.63830,-7.23900,-4.91110,-6.63830,14.75650,-4.8421,-3.4919
2020-09-30,879.00000,382.00000,497.00000,41.00000,457.00000,532.00000,-35.00000,-7.00000,-42.00000,1.00000,-43.00000,-43.00000,-43.00000,-1.00000,-35.00000,45.01600,45.01600,-0.96000,-0.96000,,,56.54150,-3.98180,-3.98180,-4.77820,-4.89190,,,,,,,,,5.0879,3.6808
2020-06-30,675.00000,323.00000,352.00000,38.00000,256.00000,325.00000,27.00000,-4.00000,23.00000,,23.00000,23.00000,,58.00000,27.00000,44.51300,44.51300,,0.00000,,,52.14810,4.00000,4.00000,3.40740,,,,,,,,,,4.7396,4.1611
2020-03-31,362.00000,194.00000,168.00000,33.00000,234.00000,291.00000,-123.00000,-5.00000,-128.00000,1.00000,-129.00000,-129.00000,-129.00000,-99.00000,-123.00000,44.16900,44.16900,-2.92000,-2.92000,,,46.40880,-33.97790,-33.97790,-35.35910,-35.63540,,,,,,,,,-2.83000,-3.55450
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
