Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,54.39000,54.39000,8.18400,-57.35200,-45.15500,-5.27000,-50.42500,1.28200,-51.70700,-51.70700,-51.70700,-45.15500,-45.15500,189.26200,189.26200,-0.27000,-0.27000,1.08730,0.00200,0.00230,100.00000,-83.02080,-83.02080,-92.71010,-95.06710,0.04250,2.27400,39.57750,-4.57770,-4.57770,-4.03580,-4.56860,5.73000,-0.02020,-0.57670
2024-06-30,57.43800,57.43800,6.01300,-47.38900,-22.74400,-4.09600,-26.84000,0.22400,-27.06400,-27.06400,-27.06400,-22.74400,-22.74400,99.64100,99.64100,-0.22070,-0.21500,8.87080,0.00130,0.00150,100.00000,-39.59750,-39.59750,-46.72870,-47.11860,0.04980,1.95590,46.01540,-2.46630,-2.46630,-2.34720,-2.46310,5.88810,0.1023,-0.3169
2024-03-31,54.34900,54.34900,5.81700,-33.81800,6.02200,6.08900,12.11100,3.47300,8.63800,8.63800,8.63800,6.02200,6.02200,104.49700,112.19600,0.08270,0.07700,7.47450,0.00220,0.00250,100.00000,11.08020,11.08020,22.28380,15.89360,0.07510,1.51530,59.39450,1.27550,1.27550,1.19370,1.27260,4.89290,0.1344,-0.4377
2023-12-31,42.57400,42.57400,5.96600,-31.27600,-2.22600,-4.06700,-6.29300,-1.06500,-5.22800,-5.22800,-5.22800,-2.22600,-2.22600,72.66500,72.66500,-0.07200,-0.07200,3.37590,0.00300,0.00360,100.00000,-5.22850,-5.22850,-14.78130,-12.27980,0.10210,7.48360,12.02640,-1.36910,-1.36910,-1.25320,-1.36500,4.63300,0.233,-0.0652
2023-09-30,34.39700,34.39700,5.84000,-28.36500,-7.42800,2.94800,-4.48000,0.82100,-5.30100,-5.30100,-5.30100,-7.42800,-7.42800,65.27900,65.27900,-0.08000,-0.08000,,,,100.00000,-21.59490,-21.59490,-13.02440,-15.41120,,,,,,,,,0.05940,-0.07440
2023-03-31,16.38200,16.38200,3.50300,-12.81600,-5.06200,2.33000,-2.73200,0.32100,-3.05300,-3.05300,-3.05300,-5.06200,-5.06200,53.56000,53.56000,-0.05700,-0.05700,,,,100.00000,-30.89980,-30.89980,-16.67680,-18.63630,,,,,,,,,0.0995,-0.3598
2022-12-31,13.75500,13.75500,3.15200,-16.79700,-17.73800,-126.62700,-144.36500,-0.41100,-143.95400,-143.95400,-143.95400,-17.73800,-17.73800,53.02900,53.02900,-2.71500,-2.71500,0.53230,0.00460,0.41450,100.00000,-128.95670,-128.95670,-1049.54600,-1046.55700,0.05080,8.12500,11.07690,-81.02790,-81.02790,-53.13080,-80.65140,,-0.6446,0.6804
2022-06-30,13.75230,13.75230,3.51630,-15.85580,-9.17580,18.66360,9.48790,-0.47990,9.96780,9.96780,9.96780,-9.17580,-9.17580,40.94100,40.94100,11.59180,12.84780,1.88300,0.09850,0.24760,100.00000,-66.72170,-66.72170,68.99110,72.48090,0.02410,0.58140,154.80000,2.27910,2.28240,1.74730,2.05450,8.24760,0.2661,-0.8988
2022-03-31,14.67210,14.67210,3.54400,-7.76740,1.15240,-6.81930,-5.66690,-3.07970,-2.58720,-2.58720,-2.58720,1.15240,1.15240,53.02890,53.02890,-0.04880,-0.04880,3.73810,0.08150,0.18520,100.00000,7.85410,7.85410,-38.62370,-17.63340,0.02730,0.80960,111.17050,-0.58330,-0.58410,-0.48060,-0.53570,8.36460,0.0712,-0.433
2021-12-31,20.07450,20.07450,4.94740,-8.40150,5.47310,69.58740,75.06060,3.14540,71.91520,71.91520,71.91520,5.47310,5.47310,36.98300,50.01500,1.94500,0.68900,9.13740,0.03410,0.07160,100.00000,27.26420,27.26420,373.91100,358.24240,0.04040,4.89980,18.36820,16.05580,16.07890,14.48120,15.50770,8.44650,-0.0445,-0.0393
2021-09-30,10.55010,10.55010,1.88830,-4.91330,3.02430,-498.95180,-495.92750,3.13830,-499.06580,-499.06580,-499.06580,3.02430,3.02430,21.02200,21.02200,-23.74100,-23.74100,0.11520,-0.02630,-0.38770,100.00000,28.66600,28.66600,-4700.69700,-4730.44300,0.04110,4.62840,19.44520,91.55260,91.44270,-194.56710,93.95930,-9.90470,0.23370,-0.14470
2021-06-30,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
