Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,16.39600,4.02100,-20.41700,0.81700,-19.60000,-0.00500,-19.59500,-19.59500,-19.59500,-19.21900,-20.41700,40.42700,40.42700,-0.48000,-0.48000,6.04360,,,-18.99880,-18.99880,-15.97300,-18.99880,2.50940,-0.3513,-0.3519
2024-06-30,13.63500,4.16400,-17.79900,1.42700,-16.37200,0.00800,-16.38000,-16.38000,-16.38000,-16.62200,-17.79900,40.35600,40.35600,-0.41000,-0.41000,8.24180,,,-14.18490,-14.18490,-12.48610,-14.18490,2.81040,-0.428,-0.429
2024-03-31,10.14000,4.15900,-14.29900,2.00200,-12.29700,-0.02300,-12.27400,-12.27400,-12.27400,-13.11900,-14.29900,40.28100,40.28100,-0.30000,-0.30000,9.62620,,,-9.41630,-9.41630,-8.42180,-9.41630,3.17240,-0.43460,-0.45180
2023-12-31,15.89200,3.62200,-19.51400,1.38900,-18.12500,0.50500,-18.63000,-18.63000,-18.63000,-18.36600,-19.51400,39.97300,39.97300,-0.46000,-0.46000,8.56870,,,-13.08570,-13.08570,-11.53880,-13.08570,3.46540,-0.3569,-0.3582
2023-09-30,14.71200,4.38400,-19.09600,2.38900,-16.70700,-0.02400,-16.68300,-16.68300,-16.68300,-17.89200,-19.09600,40.06700,40.06700,-0.42000,-0.42000,8.55240,0.01750,0.04790,-10.86950,-10.86950,-9.51480,-10.67940,3.76350,0.0287,0.0272
2023-06-30,13.77400,4.31800,-18.09200,1.21200,-16.88000,-0.03400,-16.84600,-16.84600,-16.84600,-16.83900,-18.09200,39.90000,39.90000,-0.42000,-0.42000,9.16470,0.02230,0.04960,-9.69040,-9.69040,-8.51210,-9.47390,4.24570,-0.4345,-0.4478
2023-03-31,13.86800,4.68500,-18.55300,1.09100,-17.46200,0.04400,-17.50600,-17.50600,-17.50600,-17.44500,-18.55300,39.73200,39.73200,-0.44000,-0.44000,10.32270,0.01890,0.04100,-9.45400,-9.45400,-8.43110,-9.27550,4.52320,-0.44930,-0.46080
2022-12-31,18.87600,3.95800,-22.83400,-1.18100,-24.01500,0.04100,-24.05600,-24.05600,-24.05600,-22.00300,-22.83400,39.14000,39.14000,-0.61000,-0.61000,10.92540,,,-12.20840,-12.20840,-10.91680,-12.20840,4.81380,-0.4987,-0.5508
2022-09-30,10.59700,5.43700,-16.03400,3.59900,-12.43500,0.04100,-12.47600,-12.47600,-12.47600,-15.14400,-16.03400,39.31400,39.31400,-0.32000,-0.32000,10.42650,0.02390,0.04440,-6.15750,-6.15750,-5.48760,-6.01060,4.94920,-0.0751,-0.1229
2022-06-30,14.77600,5.77000,-20.54600,3.27100,-17.27500,0.01400,-17.28900,-17.28900,-17.28900,-19.63000,-20.54600,39.10400,39.10400,-0.44000,-0.44000,11.45400,0.02380,0.04370,-7.46540,-7.46540,-6.70850,-7.28790,5.67980,-0.4167,-0.4609
2022-03-31,13.01400,5.95500,-18.96900,1.62900,-17.34000,0.01500,-17.35500,-17.35500,-17.35500,-17.91600,-18.96900,38.89200,38.89200,-0.45000,-0.45000,14.51090,0.02640,0.04460,-6.51330,-6.51330,-5.93960,-6.34160,6.53810,-0.53060,-0.57840
2021-12-31,11.80700,6.65300,-18.46000,0.22600,-18.23400,0.00900,-18.23000,-18.23000,-18.23000,-17.62300,-18.46000,28.65500,28.65500,7.04000,7.04000,14.90050,0.02620,0.04230,-6.29650,-6.29650,-5.74890,-6.13180,7.13070,-0.8929,-1.0121
2021-09-30,10.69700,5.04100,-15.73800,2.80600,-12.93200,0.01600,-12.94800,-12.94800,-12.94800,-14.90600,-15.73800,38.26100,38.26100,-0.34000,-0.34000,19.41140,0.02830,0.04350,-4.24370,-4.24370,-3.92360,-4.12370,7.51440,-0.17,-0.1935
2021-06-30,10.84400,5.44500,-16.28900,0.14600,-16.14300,,-16.15600,-16.15600,-16.15600,-15.45900,-16.28900,35.68300,35.68300,-0.45000,-0.45000,17.21390,0.03070,0.04600,-4.98680,-4.98680,-4.57040,-4.83400,7.97910,9.483,10.8064
2021-03-31,8.87600,4.83200,-13.70800,-0.04500,-13.75300,0.01200,-13.76500,-13.76500,-13.76500,-12.91900,-13.70800,1.64200,1.64200,-8.38000,-8.38000,11.50710,0.05950,0.08900,-7.69340,-7.68770,-6.67870,-7.23020,40.95450,-10.48900,-11.93610
2020-12-31,8.96100,3.95800,-12.91900,0.00200,-12.91700,0.00300,-12.92000,-12.92000,-12.92000,-12.52000,-12.91900,1.06600,1.06600,-9.87000,-9.87000,11.29740,0.06090,0.08440,-6.82740,-6.82260,-5.90180,-6.40740,4.66180,-8.2612,-14.0167
