Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,382.35700,282.32000,100.03700,99.97300,106.94000,-6.90300,0.52100,-6.38200,1.25300,-7.63500,-7.63500,-7.63500,0.06400,-6.90300,29.70400,29.70400,-0.26000,-0.26000,1.84560,,,26.16330,-1.80540,-1.80540,-1.66910,-1.99680,0.54440,1.61840,55.61210,-2.33380,-2.58430,-1.08700,-2.33380,11.09070,-0.2515,-0.4493
2024-06-30,396.23000,291.80700,104.42300,97.01800,164.38300,-59.96000,1.74100,-58.21900,46.49100,-104.71000,-104.71000,-104.71000,7.40500,-59.96000,30.34900,30.34900,-3.45000,-3.45000,1.90290,,,26.35410,-15.13260,-15.13260,-14.69320,-26.42660,0.54750,1.63950,54.89470,-31.00090,-34.23880,-14.46880,-31.00090,11.27420,-0.0714,-0.2719
2024-03-31,402.85300,303.46700,99.38600,106.93700,114.89500,-15.50900,1.59900,-13.91000,-12.21200,-1.69800,-1.69800,-1.69800,-7.55100,-15.50900,31.10200,31.10200,-0.05000,-0.05000,1.71450,,,24.67050,-3.84980,-3.84980,-3.45290,-0.42150,0.46380,1.58450,56.79890,-0.38040,-0.48030,-0.19550,-0.38040,14.60900,-0.45780,-0.69490
2023-12-31,492.17100,363.88890,128.28210,129.96100,136.90720,-8.62510,1.22300,-7.40200,-4.85100,-2.55100,-2.55100,-2.55100,-1.67910,-8.62500,31.31700,31.31700,-0.08000,-0.08000,1.73930,,,26.06450,-1.75250,-1.75240,-1.50390,-0.51830,0.54720,1.86280,48.31500,-0.55710,-0.70230,-0.28360,-0.55710,14.65380,0.4771,0.2251
2023-09-30,473.19600,349.02300,124.17300,120.71500,126.89900,-2.72600,0.39000,-2.33600,-2.32600,-0.01000,-0.01000,-0.01000,3.45800,-2.72600,30.93200,30.93200,0.00000,0.00000,1.79290,,,26.24130,-0.57610,-0.57610,-0.49370,-0.00210,0.51710,1.63470,55.05640,-0.00220,-0.00280,-0.00110,-0.00220,14.67830,-0.0412,-0.2795
2023-06-30,475.58800,345.09700,130.49100,121.28200,137.04700,-6.55600,0.57800,-5.97800,1.34500,-7.32300,-7.32300,-7.32300,9.20900,-6.55600,30.96600,30.96600,-0.24000,-0.24000,1.77620,,,27.43780,-1.37850,-1.37850,-1.25700,-1.53980,0.51420,1.69030,53.24370,-1.61280,-2.05800,-0.79180,-1.61280,14.64850,0.3904,0.1324
2023-03-31,465.28800,342.17500,123.11300,122.64500,129.05600,-5.94300,1.01400,-4.92900,-0.64000,-4.28900,-4.28900,-4.28900,0.46800,-5.94300,32.29200,32.29200,-0.13000,-0.13000,1.84810,,,26.45950,-1.27730,-1.27730,-1.05930,-0.92180,0.48610,1.57910,56.99430,-0.91720,-1.19510,-0.44810,-0.91720,14.84190,0.28340,0.03310
2022-12-31,557.69520,409.84600,147.84920,133.73300,140.99100,6.85820,0.13300,6.99100,-0.05400,7.04500,7.04500,7.04500,14.11620,6.85800,32.88900,33.44700,0.21000,0.21000,1.77130,,,26.51070,1.22970,1.22970,1.25360,1.26320,0.54710,1.71270,52.54940,1.41950,1.82360,0.69110,1.41950,15.16390,1.1629,0.9384
2022-09-30,575.72100,419.80200,155.91900,124.35100,131.83400,24.08500,0.70300,24.78800,4.09200,20.69600,20.69600,20.69600,31.56800,24.08500,32.43400,32.81800,0.64000,0.63000,1.83180,,,27.08240,4.18350,4.18350,4.30560,3.59480,0.58580,1.70140,52.89860,4.25130,5.50320,2.10590,4.25130,14.89050,0.838,0.5689
2022-06-30,569.25300,410.72200,158.53100,122.03400,129.27900,29.25200,-0.11000,29.14200,5.12900,24.01300,24.01300,24.01300,36.49700,29.25200,32.70700,33.14900,0.73000,0.72000,1.74530,,,27.84900,5.13870,5.13870,5.11930,4.21830,0.57440,1.61870,55.60100,5.15350,6.80330,2.42310,5.15350,14.25630,0.8364,0.5816
2022-03-31,551.51500,411.67000,139.84500,120.56800,127.85500,11.99000,0.50500,12.49500,1.97600,10.51900,10.51900,10.51900,19.27700,11.99000,33.92900,34.54400,0.31000,0.30000,1.76340,0.00850,0.00860,25.35650,2.17400,2.17400,2.26560,1.90730,0.56220,1.64160,54.82460,2.24980,2.98690,1.07240,2.23070,13.91190,0.76550,0.59820
2021-12-31,621.93000,455.15400,166.77600,137.66500,144.81600,21.96000,3.52800,25.48800,5.27800,20.21000,20.21000,20.21000,29.11100,21.96010,34.79800,35.43400,0.58000,0.56000,1.72140,,,26.81590,3.53090,3.53100,4.09820,3.24960,0.60190,1.71070,52.61150,4.09880,5.37050,1.95600,4.09880,14.14380,0.5611,0.3842
2021-09-30,577.03100,430.52900,146.50200,118.74800,125.17400,21.32800,0.58100,21.90900,3.26700,18.64200,18.64200,18.64200,27.75400,21.32800,34.87300,35.47500,0.53000,0.53000,1.74850,,,25.38890,3.69620,3.69620,3.79690,3.23070,0.57140,1.69130,53.21380,3.83840,5.07550,1.84610,3.83840,13.69840,-1.324,-1.573
