Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,133.00100,40.24700,92.75400,18.21500,,53.59100,39.16300,-15.54500,23.61800,23.61800,25.93000,,24.85600,75.80900,39.16300,108.97200,110.70400,0.23000,0.22000,0.70620,2.40350,29.44570,29.44570,17.75780,18.68860,0.05850,4.37540,4.37540,1.13960,1.28560,5.37740,0.5844,0.3574
2024-06-30,128.95600,37.54900,91.40700,18.81300,,52.98700,38.42000,-15.48000,22.94000,22.94000,25.91500,,24.84000,73.77300,38.42000,108.68300,110.19300,0.23000,0.22000,0.71650,2.52780,29.79310,29.79310,17.78900,19.26240,0.05620,4.48680,4.48680,1.12990,1.27180,5.28170,0.66,0.4097
2024-03-31,123.37100,35.46500,87.90600,19.49000,,53.35000,34.55600,-13.76600,20.79000,20.79000,23.30600,,22.41300,69.51700,34.55600,108.36900,110.02300,0.20000,0.20000,0.71740,2.53850,28.00980,28.00980,16.85160,18.16720,0.05360,4.02020,4.02020,1.01280,1.13610,5.30080,0.28250,0.03530
2023-12-31,127.47700,41.92900,85.54800,21.45500,,53.68800,31.86000,-9.22500,22.63500,22.63500,24.84500,,23.78400,65.08000,31.86000,109.41600,111.26600,0.23000,0.21000,0.70880,2.43390,24.99270,24.99270,17.75610,18.65750,0.05480,4.20170,4.20170,1.06900,1.22360,5.43520,0.6329,-2.293
2023-09-30,117.34600,36.75800,80.58800,18.93700,,44.31100,36.27700,-9.78900,26.48800,26.48800,28.87700,,27.62400,62.94600,36.27700,104.46100,106.31900,0.26000,0.26000,0.73580,2.78440,30.91460,30.91460,22.57260,23.54060,0.05320,5.63530,5.63530,1.30940,1.48910,4.86490,0.4963,-0.0013
2023-06-30,110.64100,33.71200,76.92900,18.30400,,43.69300,33.23600,-9.64200,23.59400,23.59400,25.30000,,24.20200,59.72100,33.23600,104.36700,105.86200,0.23000,0.23000,0.73760,2.81120,30.03950,30.03950,21.32480,21.87440,0.05040,4.98280,4.98280,1.15210,1.30740,4.82710,0.692,0.2427
2023-03-31,108.94300,33.14800,75.79500,17.43400,,43.32700,32.46800,-9.54300,22.92500,22.92500,24.86000,,23.54100,59.44700,32.46800,104.08800,105.52200,0.22000,0.22000,0.73820,2.82030,29.80270,29.80270,21.04310,21.60860,0.04990,4.91010,4.91010,1.13760,1.28530,4.80750,0.24240,-0.00700
2022-12-31,116.46100,38.40500,78.05600,19.36600,,53.36200,24.69400,-7.28800,17.40600,17.40600,19.20500,,18.58600,60.56900,24.69400,108.44600,110.39500,0.17000,0.17000,0.73540,2.77950,21.20370,21.20370,14.94580,15.95900,0.05250,3.73690,3.73690,0.86600,0.98870,4.91810,0.7684,0.5972
2022-09-30,111.44600,36.07600,75.37000,17.37000,,42.81500,32.55500,-10.26500,22.29000,22.29000,24.34500,,23.27600,59.07700,32.55500,103.74900,104.93700,0.22000,0.22000,0.73020,2.70620,29.21150,29.21150,20.00070,20.88550,0.05170,4.72110,4.72110,1.12830,1.27390,4.94180,0.3194,0.1135
2022-06-30,105.83800,32.69700,73.14100,19.32900,,45.54900,27.59200,-9.00000,18.59200,18.59200,20.81900,,19.68300,54.85600,27.59200,103.63000,104.75400,0.19000,0.19000,0.73140,2.72350,26.07000,26.07000,17.56650,18.59730,0.04910,4.06160,4.06160,0.96600,1.09080,4.91000,0.6708,0.5991
2022-03-31,108.86800,36.75800,72.11000,15.46700,,41.71000,30.40000,-11.45100,18.94900,18.94900,21.46200,,20.51800,57.69500,30.40000,103.52000,105.05800,0.20000,0.19000,0.73230,2.73520,27.92370,27.92370,17.40550,18.84670,0.05100,4.20350,4.20350,1.00560,1.12540,4.88740,0.17950,0.10530
2021-12-31,112.09300,36.98900,75.10400,18.50700,,52.67800,22.42600,-10.88100,11.54500,11.54500,13.69100,,13.28200,50.70700,22.42600,105.20800,106.76900,0.13000,0.13000,0.73650,2.79530,20.00660,20.00660,10.29950,11.84910,0.05200,2.73940,2.73940,0.63460,0.72180,4.80170,0.6453,0.4351
2021-09-30,112.46500,37.18600,75.27900,14.81700,,41.76100,33.51800,-46.85000,-13.33200,-13.33200,-11.07100,,-10.57900,61.56100,33.51800,103.26900,103.26900,-0.11000,-0.11000,0.74610,2.93810,29.80300,29.80300,-11.85440,-9.40650,0.05230,-2.30570,-2.30570,-0.51510,-0.58550,4.61760,0.4958,0.3731
2021-06-30,101.27300,31.25000,70.02300,15.70000,,43.43200,26.59100,-26.72300,-0.13200,-0.13200,2.59600,,2.28200,55.79100,26.59100,100.40900,101.99800,0.02000,0.02000,0.72330,2.61440,26.25680,26.25680,-0.13030,2.25330,0.04750,0.49590,0.49590,0.12180,0.13720,5.05200,0.5717,0.5239
2021-03-31,100.69400,35.31100,65.38300,16.79300,,44.94300,20.44000,-17.86700,2.57300,2.57300,4.34200,,4.13300,49.67700,20.44000,94.81200,95.81700,0.04000,0.04000,0.76160,3.19400,20.29910,20.29910,2.55530,4.10450,0.04460,0.89890,0.89890,0.19220,0.21430,4.79200,0.32640,0.33020
2020-12-31,111.15500,35.14400,76.01100,12.40200,-21.55100,63.13000,12.88100,-15.22000,-2.33900,-2.33900,0.27700,,1.10100,43.33900,12.88100,97.52100,97.52100,0.01000,0.01000,0.81370,4.36880,11.58830,11.58830,-2.10430,0.99050,0.05080,0.07720,0.07720,0.01270,0.01440,3.83540,0.6967,0.6462
2020-09-30,103.21300,35.20600,68.00700,11.18100,,41.08400,26.92300,-13.16200,13.76100,13.76100,13.71900,,12.88300,60.09300,26.92300,92.64900,92.64900,0.14000,0.14000,0.81780,4.48720,26.08490,26.08490,13.33260,12.48200,0.04720,3.92550,3.92550,0.62770,0.71540,3.73970,0.8388,0.8462
2020-06-30,63.99000,28.15800,35.83200,11.56600,,40.21200,-4.38000,-16.53500,-20.91500,-20.91500,-23.89000,,-22.86400,25.26700,-4.38000,92.63200,92.63200,-0.25000,-0.25000,0.85630,5.95760,-6.84480,-6.84480,-32.68480,-35.73060,0.02500,-7.23980,-7.23980,-0.93180,-1.04060,3.53030,-0.1411,-0.2106
2020-03-31,111.63300,38.62700,73.00600,12.58400,-45.67500,87.67600,-14.67000,-14.97600,-29.64600,-29.64600,-28.11900,,-27.39800,15.98400,-14.67000,92.50000,92.50000,-0.30000,-0.30000,0.86180,6.23470,-13.14130,-13.14130,-26.55670,-24.54290,0.04000,-8.08810,-8.08810,-1.00720,-1.11800,3.73520,0.29490,0.17360
2019-12-31,120.49200,39.48200,81.01000,12.88000,,80.79500,0.21500,-14.82900,-14.61400,-14.61400,-12.37900,,-11.13800,31.75800,0.21500,92.80800,92.80800,-0.13000,-0.13000,0.77490,3.44170,0.17840,0.17840,-12.12860,-9.24380,0.05270,-2.71400,-2.71400,-0.54170,-0.61100,4.91010,0.6571,0.5137
2019-09-30,118.99400,39.14900,79.84500,12.29200,,42.39500,37.45000,-14.97000,22.48000,22.48000,24.80900,,23.54600,68.72900,37.45000,92.51400,92.51400,0.25000,0.25000,0.75930,3.15520,31.47220,31.47220,18.89170,19.78760,0.05120,4.97970,4.97970,1.06730,1.19840,5.36320,0.7233,0.5922
2019-06-30,115.70700,36.72600,78.98100,16.47300,,47.61900,31.36200,-18.55100,12.81100,12.81100,14.45700,,13.72700,63.64200,31.36200,93.18700,93.18700,0.15000,0.15000,0.75430,3.06940,27.10470,27.10470,11.07190,11.86360,0.04940,2.79740,2.79740,0.61680,0.68740,5.52480,0.6395,0.5037
2019-03-31,123.15500,42.37700,80.77800,12.14500,,43.90500,36.87300,27.33900,64.21200,64.21200,65.84100,,61.72000,69.96900,36.87300,93.30300,93.30300,0.66000,0.66000,0.75870,3.14390,29.94030,29.94030,52.13920,50.11570,0.05230,13.07820,13.07810,2.79720,3.15600,5.34990,0.35550,1.62200
2018-12-31,127.19900,40.64000,86.55900,11.30600,,44.36100,42.19800,-16.27000,25.92800,25.92800,20.61900,,20.02000,76.73500,42.19800,93.30900,93.31000,0.21000,0.21000,0.77210,3.38830,33.17480,33.17480,20.38380,15.73910,0.05330,4.07860,4.07860,0.86460,0.92940,5.38140,0.8356,0.7186
