Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,20.09200,10.96100,9.13100,10.06300,10.06300,-0.93200,,-0.93200,-0.32400,-0.60800,-0.60800,-0.60800,9.19010,9.19010,-0.07000,-0.07000,0.62420,-12.33460,-8.04660,0.00520,-0.37950,-0.38240,-0.04190,-0.37950,17.38800,0.1847,0.1777
2024-06-30,19.99000,10.34700,9.64300,7.74100,7.74100,1.90200,,1.90200,0.34700,1.55500,1.55500,1.55400,9.16840,9.23550,0.17000,0.17000,1.09530,19.32340,15.78790,0.00680,0.96770,0.97520,0.10740,0.96770,17.50470,0.4044,0.3856
2024-03-31,20.43000,10.74300,9.68700,11.15600,11.15600,-1.46900,,-1.46900,-0.39300,-1.07600,-1.07600,-1.07600,9.15930,9.15930,-0.12000,-0.12000,0.71790,-14.89560,-10.91060,0.00670,-0.67170,-0.67710,-0.07330,-0.67170,17.46050,-0.43970,-0.45660
2023-12-31,20.92000,11.01200,9.90800,8.43800,8.43800,1.47000,,1.47000,0.27600,1.19400,1.19400,1.18400,9.12620,9.15260,0.14000,0.14000,0.77320,14.83800,11.95120,0.00660,0.73860,0.74460,0.07930,0.73860,17.61000,-0.5096,-0.5362
2023-09-30,20.35100,9.97100,10.38000,8.47000,8.47000,1.91000,,1.91000,0.40900,1.50100,1.50100,1.49700,9.12760,9.15010,0.16000,0.16000,0.78500,17.88390,14.01690,0.00700,0.94260,0.95060,0.09840,0.94260,17.34590,0.909,0.8928
2023-06-30,20.49500,9.38800,11.10700,9.25700,9.25700,1.85000,,1.85000,0.36200,1.48800,1.48800,1.48400,9.12050,9.12420,0.16000,0.16000,0.75610,16.29380,13.07030,0.00740,0.93750,0.94570,0.09740,0.93750,17.34970,-0.1759,-0.1825
2023-03-31,19.16500,7.24400,11.92100,9.29300,9.29300,2.62800,,2.62800,0.50600,2.12200,2.12200,2.12200,9.10440,9.17330,0.23000,0.23000,1.00220,22.68840,18.32000,0.00740,1.32920,1.34100,0.13480,1.32920,17.45140,0.23220,0.22620
2022-12-31,18.06400,4.90100,13.16300,9.16600,9.16600,3.99700,,3.99700,0.77100,3.22600,3.22600,3.21600,9.00640,9.10230,0.36000,0.35000,0.90420,31.47990,25.32880,0.00840,2.01170,2.02990,0.21460,2.01170,17.56790,0.5169,0.5066
2022-09-30,16.21300,2.71800,13.49500,8.61400,8.61400,4.88100,,4.88100,0.93500,3.94600,3.94600,3.93300,8.98100,9.06900,0.44000,0.43000,0.95000,35.12770,28.30520,0.00940,2.49920,2.52270,0.26580,2.49920,17.29730,0.8968,0.8647
2022-06-30,14.49800,1.71300,12.78500,9.28500,9.28500,3.50000,,3.50000,0.69200,2.80800,2.80800,2.79900,8.98300,9.08590,0.31000,0.31000,0.60550,27.37580,21.89280,0.00880,1.78970,1.80710,0.19300,1.78970,17.25650,0.557,0.5403
2022-03-31,13.71400,1.55700,12.15700,8.12600,8.12600,4.03100,,4.03100,0.77100,3.26000,3.26000,3.24800,8.98750,9.11740,0.36000,0.36000,0.60220,31.84800,25.66170,0.00890,2.06650,2.08680,0.23040,2.06650,17.32070,1.10460,1.06410
2021-12-31,14.43300,1.73100,12.70200,9.31500,9.31500,3.38700,,3.38700,0.64400,2.74300,2.74300,2.72800,9.34100,9.45450,0.31000,0.29000,0.60170,27.98710,22.54170,0.00850,1.73740,1.75490,0.19230,1.73740,17.29990,0.4488,0.4105
2021-09-30,14.43300,2.04300,12.39000,8.43300,8.43300,3.95700,,3.95700,0.75800,3.19900,3.19900,3.18400,9.31450,9.44670,0.34000,0.34000,0.74320,32.19690,25.90720,0.00850,1.98130,2.00130,0.22210,1.98130,17.02580,0.737,0.6726
2021-06-30,14.56700,2.32800,12.23900,7.49000,7.49000,4.74900,,4.74900,0.93900,3.81000,3.81000,3.79300,9.43400,9.52900,0.40000,0.40000,0.74250,36.70300,29.31450,0.00900,2.35740,2.38160,0.26630,2.35740,16.74660,0.1611,0.0986
2021-03-31,14.22700,2.71700,11.51000,8.42900,8.42900,3.08100,,3.08100,0.58400,2.49700,2.49700,2.48600,9.49010,9.56670,0.26000,0.26000,0.75740,27.48440,22.17660,0.00780,1.57600,1.59280,0.17460,1.57600,16.34610,0.60330,0.55480
2020-12-31,15.49500,3.19300,12.30200,9.03400,9.03400,3.26800,,3.26800,0.62100,2.64700,2.64700,2.64200,9.73450,9.75860,0.27000,0.28000,0.76770,27.92680,22.57730,0.00840,1.69350,1.71230,0.19080,1.69350,16.05240,0.215,0.1445
2020-09-30,14.70500,3.60600,11.09900,8.56700,8.56700,2.53200,,2.53200,0.45000,2.08200,2.08200,2.07900,9.66150,9.67560,0.22000,0.21000,0.77530,24.34850,19.99230,0.00760,1.34520,1.36050,0.15250,1.34520,15.61520,0.5267,0.4503
2020-06-30,14.86600,4.01000,10.85600,8.24400,8.24400,2.61200,,2.61200,0.46900,2.14300,2.14300,2.14000,9.80900,9.82000,0.22000,0.22000,0.77930,24.74420,20.27280,0.00740,1.39180,1.40810,0.15110,1.39180,15.32250,0.1714,0.1509
2020-03-31,15.49000,4.83600,10.65400,8.56800,8.56800,2.08600,,2.08600,0.40200,1.68400,1.68400,1.68100,9.89620,9.97810,0.17000,0.17000,1.04510,20.14680,16.23530,0.00780,1.10000,1.11320,0.12650,1.10000,15.03260,0.31390,0.24740
2019-12-31,16.48900,5.26800,11.22100,7.97100,7.97100,3.25000,,3.25000,0.63500,2.61500,2.61500,2.61100,9.97610,10.07590,0.27000,0.26000,0.88090,28.96350,23.26890,0.00840,1.67290,1.69300,0.19490,1.67290,15.24620,0.2332,0.1728
2019-09-30,16.25700,5.56600,10.69100,7.55500,7.55500,3.13600,,3.13600,0.63100,2.50500,2.50500,2.50100,9.90200,9.99100,0.25000,0.25000,0.78010,29.61010,23.61440,0.00810,1.61510,1.63500,0.19150,1.61510,15.06430,0.6741,0.5856
2019-06-30,15.74400,5.15900,10.58500,6.48300,6.48300,4.10200,,4.10200,0.79800,3.30400,3.30400,3.29900,9.95200,10.04600,0.33000,0.33000,0.68260,36.02990,28.97670,0.00880,2.14790,2.17520,0.25460,2.14790,14.82680,-0.0928,-0.194
2019-03-31,15.27100,4.71900,10.55200,8.10900,8.10900,2.44300,,2.44300,0.49800,1.94500,1.94500,1.94200,10.11830,10.22090,0.19000,0.19000,1.07790,24.06420,19.12920,0.00790,1.28230,1.29910,0.15100,1.28230,14.50410,0.48360,0.43800
2018-12-31,15.05200,4.32100,10.73100,7.94600,7.94600,2.78500,,2.78500,0.62200,2.16300,2.16300,2.16300,10.30680,10.42420,0.20000,0.20000,0.95290,26.44570,20.53940,0.00840,1.40690,1.42550,0.17270,1.40690,14.35330,0.2675,0.223
2018-09-30,14.72900,3.82900,10.90000,7.40100,7.40100,3.49900,,3.49900,0.70700,2.79200,2.79200,2.78700,10.35700,10.46900,0.27000,0.27000,0.96310,32.70090,26.04670,0.00870,1.80460,1.82880,0.22610,1.80460,14.17440,0.2747,0.2509
2018-06-30,14.25100,3.45900,10.79200,7.08700,7.08700,3.70500,,3.70500,0.60300,3.10200,3.10200,3.09500,10.27100,10.40600,0.30000,0.30000,1.46830,33.10400,27.65370,0.00910,2.03340,2.06150,0.25340,2.03340,13.97400,0.4052,0.3447
2018-03-31,14.75900,3.12900,11.63000,3.02700,3.02700,8.60300,,8.60300,1.76100,6.84200,6.84200,6.82600,10.21080,10.33660,0.67000,0.66000,1.34450,55.04160,43.67240,0.01270,4.59950,4.66590,0.55790,4.59950,13.80050,0.84420,0.74790
2017-12-31,13.51100,2.91200,10.59900,5.86900,5.86900,4.73000,,4.73000,2.32400,2.40600,2.40600,2.41300,10.28910,10.43750,0.23000,0.23000,1.51440,40.08810,20.45090,0.00970,1.68680,1.71270,0.19880,1.68680,13.27080,-0.1777,-0.2182
2017-09-30,12.73400,2.62800,10.10600,7.33600,7.33600,2.77000,,2.77000,0.90900,1.86100,1.86100,1.85900,10.28800,10.42700,0.18000,0.18000,1.36050,28.83610,19.35250,0.00830,1.32210,1.34390,0.15990,1.32210,13.07690,0.6785,0.5575
2017-06-30,12.07400,2.34600,9.72800,6.93600,6.93600,2.79200,,2.79200,0.92400,1.86800,1.86800,1.86400,10.36300,10.50100,0.18000,0.18000,1.33440,28.99880,19.36020,0.00890,1.30160,1.30160,0.17270,1.30160,12.99710,0.1606,0.1199
2017-03-31,11.53300,2.13600,9.39700,6.26800,6.26800,3.12900,,3.12900,0.78500,2.34400,2.34400,2.33900,10.31970,10.50410,0.23000,0.22000,1.20990,34.02200,25.43220,0.00870,1.65360,1.65360,0.22100,1.65360,12.84420,0.49870,0.43100
2016-12-31,12.19900,2.10500,10.09400,6.00800,6.00800,4.08600,,4.34400,1.32300,3.02100,3.02100,3.01200,11.86830,12.02840,0.27000,0.27000,1.24160,42.61330,29.54680,0.00980,2.18720,2.18720,0.29120,2.18720,12.62800,0.4284,0.3914
2016-09-30,11.51500,1.90800,9.60700,6.15400,6.15400,3.45300,,3.45300,0.84700,2.60600,2.60600,2.59900,11.86000,12.01200,0.22000,0.22000,1.46640,39.65780,29.84950,0.00810,1.72520,1.72520,0.24250,1.72520,12.69580,0.5472,0.4346
2016-06-30,10.60400,1.71300,8.89100,6.67200,6.67200,2.21900,,2.21900,0.77900,1.44000,1.44000,1.43500,12.39000,12.53100,0.12000,0.11000,0.95310,26.76400,17.30790,0.00830,0.84980,0.84980,0.14410,0.84980,12.71420,0.1335,0.1856
2016-03-31,10.04200,1.78100,8.26100,5.41500,5.41500,2.84600,-0.25800,2.58800,0.76300,1.82500,1.82500,1.82500,12.74500,12.90600,0.14000,0.14000,0.54090,30.95320,21.82750,0.00890,1.07870,1.07870,0.19430,1.07870,12.52240,0.32660,0.27170
2015-12-31,9.84800,1.77200,8.07600,4.43700,4.43700,3.63900,,3.64300,1.52600,2.11700,2.11700,2.10600,13.52840,13.68600,0.16000,0.16000,0.73530,40.58600,23.46260,0.00920,1.24040,1.24040,0.21600,1.24040,12.39550,0.2072,0.1769
2015-09-30,9.80500,1.69400,8.11100,4.68100,4.68100,3.43000,,3.43000,0.98400,2.44600,2.44600,2.43700,13.37300,13.52800,0.18000,0.18000,0.77450,38.92860,27.65860,0.00900,1.39810,1.39810,0.24860,1.39810,12.32160,0.3659,0.3067
2015-06-30,9.57800,1.65300,7.92500,4.42000,4.42000,3.50500,0.04600,3.55100,1.18300,2.36800,2.36800,2.35700,13.75600,13.91600,0.17000,0.17000,0.76310,42.14840,27.97630,0.00890,1.33360,1.33360,0.25070,1.33360,12.20250,0.5636,0.5433
2015-03-31,9.24500,1.63200,7.61300,4.14000,4.14000,3.47300,-0.05000,3.42300,1.19400,2.22900,2.22900,2.22900,14.03700,14.20000,0.16000,0.16000,0.74940,44.37960,28.89930,0.00810,1.23270,1.23270,0.23340,1.23270,12.09590,0.08460,0.06430
2014-12-31,9.76200,1.60900,8.15300,3.52400,3.52400,4.62900,-0.04500,4.58400,1.64400,2.94000,2.94000,2.90200,14.74710,14.88720,0.20000,0.19000,0.74690,49.01100,31.02750,0.01000,1.62060,1.62060,0.31380,1.62060,11.96100,0.1471,0.1431
2014-09-30,9.92200,1.51700,8.40500,4.14800,4.14800,4.25700,-0.06000,4.19700,1.46200,2.73500,2.73500,2.72100,14.45900,14.58600,0.19000,0.19000,0.74520,48.21370,31.25790,0.00950,1.50420,1.50420,0.29880,1.50420,11.75660,0.4783,0.4765
2014-06-30,9.78300,1.51700,8.26600,4.51000,4.51000,3.75600,-0.09200,3.66400,1.29700,2.36700,2.36700,2.36700,15.04300,15.12100,0.16000,0.16000,0.74250,43.79630,28.29310,0.00930,1.29710,1.29710,0.26330,1.29710,11.60030,0.1896,0.1838
2014-03-31,9.72000,1.59800,8.12200,3.82800,3.82800,4.29400,-0.19600,4.09800,1.45300,2.64500,2.64500,2.64500,15.25200,15.35700,0.17000,0.17000,0.63360,47.52960,30.67730,0.00960,1.40820,1.40820,0.29340,1.40820,11.41530,0.43340,0.43090
2013-12-31,10.28000,1.69400,8.58600,4.26300,4.26300,4.32300,-0.04700,4.27600,0.34200,3.93400,3.93400,3.78400,16.58090,16.60990,0.26000,0.26000,0.64550,48.66830,43.06850,0.00950,2.13390,2.13390,0.42720,2.13390,11.24660,0.1965,0.1965
2013-09-30,9.66900,1.80400,7.86500,5.25300,5.25300,2.61200,-0.13500,2.47700,-0.13500,2.61200,2.61200,2.61200,15.97900,16.11500,0.16000,0.16000,0.39870,31.49400,33.21040,0.00880,1.40720,1.40720,0.29290,1.40720,11.05490,0.2952,0.2947
2013-06-30,9.83900,1.87900,7.96000,5.33000,5.33000,2.63000,-0.07600,2.55400,-13.80900,16.36300,16.36300,16.36300,17.13300,17.16000,0.96000,0.95000,0.39560,32.49360,208.18070,0.00870,8.74680,8.74680,1.81360,8.74680,10.88220,0.2381,0.2371
2013-03-31,9.64200,2.14900,7.49300,5.73300,5.73300,1.76000,-0.14500,1.61500,0.05900,1.55600,1.55600,1.55600,17.38100,17.40200,0.09000,0.09000,0.18010,21.55350,20.76610,0.00850,0.82440,0.82440,0.17550,0.82440,10.03700,0.18560,0.18560
2012-12-31,10.00400,2.71000,7.29400,4.76800,4.76800,2.52600,-1.01500,1.51100,0.00000,1.51100,1.51100,1.51100,17.64400,17.66240,0.07000,0.07000,0.44390,20.71570,20.71570,0.00770,0.80750,0.80750,0.16030,0.80750,9.95040,0.1729,0.1714
2012-09-30,10.26400,2.94600,7.31800,7.67100,7.67100,-0.35300,-0.48600,-0.83900,-0.04800,-0.79100,-0.79100,-0.79100,17.65800,17.65800,-0.04000,-0.04000,0.44910,-12.67760,-11.95230,0.00680,-0.42770,-0.42770,-0.08130,-0.42770,9.83580,0.1973,0.1941
2012-06-30,10.72900,3.13800,7.59100,6.98400,6.98400,0.60700,-0.23500,0.37200,-0.99900,1.37100,1.37100,1.37100,17.63000,17.64900,0.08000,0.08000,0.45100,5.35950,19.75220,0.00700,0.74440,0.74440,0.13730,0.74440,9.79380,0.2189,0.2181
2012-03-31,11.44300,3.45200,7.99100,7.01100,7.01100,0.98000,-0.31000,0.67000,0.04800,0.62200,0.62200,0.62200,17.60170,17.61660,0.04000,0.04000,0.45470,10.65010,9.88710,0.00610,0.34050,0.34050,0.06000,0.34050,9.71420,0.15980,0.15740
2011-12-31,12.20100,4.02300,8.17800,6.75900,6.75900,1.41900,-0.49200,0.92700,,0.92700,0.92700,0.92700,17.53110,17.53490,0.05000,0.05000,0.45810,12.23280,12.23280,0.00720,0.51130,0.51130,0.08750,0.51130,9.64210,-0.4097,-0.4151
2011-09-30,13.00600,4.57000,8.43600,7.29800,7.29800,1.13800,-0.51500,0.62300,,0.62300,0.62300,0.62300,17.54520,17.54520,0.04000,0.04000,0.52000,8.73040,8.73040,0.00630,0.34810,0.34810,0.05460,0.34810,9.51810,1.0721,1.0708
2011-06-30,14.07300,4.80300,9.27000,7.72300,7.72300,1.54700,-0.28900,1.25800,,1.25800,1.25800,1.25800,17.51710,17.52300,0.07000,0.07000,0.51920,16.40160,16.40160,0.00670,0.70180,0.70180,0.10920,0.70180,9.53220,0.2658,0.2654
2011-03-31,14.30500,5.08900,9.21600,7.15400,7.15400,2.06200,-0.62800,1.43400,,1.43400,1.43400,1.43400,17.48900,17.48900,0.08000,0.08000,0.52720,17.88920,17.88920,0.00680,0.81240,0.81240,0.12110,0.81240,9.38660,0.23280,0.23140
2010-12-31,15.34200,5.98800,9.35400,8.34600,8.34600,1.00800,-0.44000,0.56800,,0.56800,0.56800,0.56800,17.42050,17.42050,0.03000,0.03000,0.53340,7.83010,7.83010,0.00610,0.32550,0.32550,0.04760,0.32550,9.27830,0.1135,0.1122
2010-09-30,15.04900,6.62000,8.42900,18.48400,18.48400,-10.05500,-2.01600,-12.07100,,-12.07100,-12.07100,-12.07100,17.43230,17.43230,-0.69000,-0.69000,0.81910,338.02860,338.02860,-0.00280,-6.91080,-6.91080,-0.94270,-6.91080,9.28840,0.2276,0.2224
2010-06-30,15.48600,7.35700,8.12900,32.11300,32.11300,-23.98400,-0.89700,-24.88100,,-24.88100,-24.88100,-24.88100,17.42100,17.42100,-1.43000,-1.43000,0.74900,139.22560,139.22560,-0.01370,-13.32020,-13.32020,-1.90420,-13.32020,9.93310,0.983,0.977
2010-03-31,15.70800,7.59400,8.11400,19.59600,19.59600,-11.48200,-2.27100,-13.75300,3.99900,-17.75200,-17.75200,-17.75200,17.38380,17.38380,-1.02000,-1.02000,0.66610,281.47770,363.32380,-0.00370,-8.45180,-8.45180,-1.34360,-8.45180,11.16930,0.13390,0.06930
2009-12-31,18.26200,8.02600,10.23600,27.81400,27.81400,-17.57800,,-17.79600,-5.54800,-12.24800,-12.24800,-12.24800,18.66450,18.66450,-0.66000,-0.66000,0.61220,132.12560,90.93470,-0.01020,-5.35980,-5.35980,-0.93120,-5.35980,12.14030,-0.0137,-0.1852
2009-09-30,16.29300,8.57200,7.72100,12.64700,12.64700,-4.92600,-0.03700,-4.96300,-3.30400,-1.65900,-1.65900,-1.65900,18.73540,18.73540,-0.09000,-0.09000,0.59750,6706.75700,2241.89200,-0.00010,-0.66130,-0.66130,-0.12570,-0.66130,12.51930,0.2425,0.0766
2009-06-30,15.63000,8.74000,6.89000,24.75700,38.96300,-32.07300,,-32.07300,-4.07600,-27.99700,-27.99700,-27.99700,18.83680,18.83680,-1.49000,-1.49000,0.59060,282.18370,246.32240,-0.00880,-11.03050,-11.03050,-2.15670,-11.03050,12.48040,0.2478,0.1565
2009-03-31,16.88000,8.57500,8.30500,6.68800,6.68800,1.61700,,1.61700,0.42100,1.19600,1.19600,1.19600,19.31510,19.31510,0.06000,0.06000,0.52280,23.91660,17.68970,0.00540,0.42210,0.44430,0.09480,0.42210,13.91560,0.29230,0.27400
