Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,895.48400,253.12900,642.35500,103.72400,260.57900,431.69500,210.66000,-33.02000,177.64000,41.15900,136.48100,136.48100,,136.46800,278.05200,210.66000,257.07000,275.73800,0.53000,0.51000,2.49430,1.02350,-43.47000,71.73270,23.52470,23.52470,19.83730,15.23960,0.20230,2.63310,34.18020,-154.20920,-5.15130,3.08370,3.63100,-0.34850,0.8966,0.8537
2024-06-30,864.06600,244.98800,619.07800,113.57600,268.93200,414.55200,204.52590,-29.51300,175.01300,41.69300,133.32000,133.32000,,133.31400,236.56990,204.52590,264.39700,264.39700,0.50000,0.48000,2.50990,1.03500,-29.55590,71.64710,23.67020,23.67020,20.25460,15.42870,0.19780,2.66470,33.77540,-102.46560,-5.00990,3.05150,3.58830,-0.50000,0.5697,0.5168
2024-03-31,859.64700,256.74200,602.90500,115.73700,271.54200,418.16700,184.73800,-30.87900,153.85900,30.62500,123.23400,123.23400,,123.19800,215.62600,184.73800,268.14200,286.21100,0.46000,0.44000,2.40870,1.02880,-35.70010,70.13400,21.49000,21.49000,17.89790,14.33120,0.19520,3.81850,23.56970,-114.45340,-4.59570,2.79860,3.29840,-0.40550,0.99260,0.93240
2023-12-31,866.22780,208.11200,658.11580,97.57100,267.10310,397.86420,260.25160,-35.37100,224.88100,-4.79900,229.68000,229.68000,,229.65800,293.44160,260.25170,275.77300,293.28400,0.85000,0.79000,2.39070,1.00500,-201.44930,75.97490,30.04420,30.04430,25.96100,26.51240,0.19220,2.90050,31.02920,-1204.24400,-8.61050,5.09510,6.00760,-0.07090,0.9422,0.8828
2023-09-30,881.60000,255.59800,626.00200,94.14100,260.50300,382.44300,243.55900,-32.47500,211.08400,47.32800,163.75600,163.75600,,163.72700,271.35800,243.55900,275.22300,293.38000,0.59000,0.57000,1.96140,1.08440,-12.84430,71.00750,27.62690,27.62690,23.94330,18.57160,0.20750,3.06020,29.40970,-54.76570,-5.69080,3.85410,4.62380,-1.10030,0.9296,0.8938
2023-06-30,829.55200,250.29400,579.25800,94.28700,244.29500,364.46200,214.79600,-36.31000,178.48600,41.14100,137.34500,137.34500,,137.34500,240.67600,214.79600,278.13300,278.13300,0.49000,0.48000,2.11350,1.04850,-21.62590,69.82780,25.89300,25.89300,21.51600,16.55650,0.19120,3.04640,29.54330,-77.37030,-4.89310,3.16530,3.75110,-0.63890,0.7802,0.7124
2023-03-31,787.12400,240.01000,547.11400,98.18600,227.97000,348.82500,198.28910,-35.95900,162.33000,41.63900,120.69100,120.69100,,120.80900,220.95810,198.28910,279.26000,296.65000,0.43000,0.42000,1.72160,1.09550,-11.47120,69.50800,25.19160,25.19160,20.62320,15.34820,0.18720,3.06420,29.37130,-36.07910,-4.03440,2.87090,3.44560,-1.20160,0.40580,0.33890
2022-12-31,786.15300,235.92500,550.22800,80.55500,237.69100,443.59480,106.63320,-38.61600,68.01700,-17.60500,85.62200,85.62200,,84.57500,231.98210,106.63310,282.56400,295.21500,0.30000,0.31000,1.58600,1.10320,-10.68800,69.98990,13.56390,13.56390,8.65190,10.75810,0.18800,4.09580,21.97360,-23.85800,-2.79350,2.04700,2.46260,-1.28340,0.7792,0.7407
2022-09-30,809.54600,246.96200,562.58400,87.88000,243.78400,351.94900,210.63500,-34.48800,176.14700,47.88100,128.26600,128.26600,,128.69600,230.92000,210.63500,281.31400,299.99400,0.46000,0.44000,1.17250,1.22280,-5.55270,69.49380,26.01890,26.01890,21.75870,15.89730,0.20680,4.64070,19.39380,-18.36390,-3.85460,3.27660,4.09060,-2.50100,0.9315,0.8993
2022-06-30,794.51300,240.84000,553.67300,86.41000,236.31700,563.75400,-10.08100,-30.33200,-40.41300,-8.04800,-32.36500,-32.36500,,-31.85800,230.94600,-10.08100,295.00200,285.12600,-0.11000,-0.11000,1.28220,1.13370,-8.60720,69.68710,-1.26880,-1.26880,-5.08650,-4.00980,0.18950,4.35780,20.65270,7.15880,1.00730,-0.77170,-0.95740,-1.59660,-0.6876,-0.7258
