Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,128.47800,10.60800,117.87000,72.98800,-8.16500,81.15300,36.71700,-3.91000,32.80700,3.19800,29.60900,29.60900,29.60900,38.40600,36.71700,52.41900,53.03900,0.56000,0.56000,3.45240,91.74330,28.57840,28.57840,25.53510,23.04600,0.20800,0.87100,103.33070,7.65950,7.83400,4.79460,7.65950,7.45950,-0.11980,-0.16890
2021-12-31,113.50600,9.17000,104.33600,72.21200,-8.74600,80.95800,23.37800,5.27700,28.65500,8.27500,20.38000,20.38000,20.38000,24.92200,23.37800,52.61000,53.33100,0.38000,0.38000,2.95960,91.92110,20.59630,20.59630,25.24540,17.95500,0.16600,0.81160,110.89710,4.88650,4.98950,2.98070,4.88650,8.00260,1.0157,0.9897
2021-09-30,116.40500,7.93800,108.46700,68.33100,-8.01700,76.34800,32.11900,0.27000,32.38900,7.81500,24.57400,24.57400,24.57400,33.76300,32.11900,52.61800,53.31200,0.47000,0.46000,3.30300,93.18070,27.59250,27.59250,27.82440,21.11080,0.18240,0.80810,111.36560,6.06780,6.19960,3.84990,6.06780,7.77150,0.4671,0.4448
2021-06-30,119.87700,7.40900,112.46800,74.97500,-8.12100,83.09600,29.37200,5.29500,34.66700,9.26700,25.40000,25.40000,25.40000,31.01100,29.37200,52.63700,53.28500,0.48000,0.48000,3.23510,93.81950,24.50180,24.50180,28.91880,21.18840,0.19370,0.83980,107.16710,6.55030,6.69900,4.10420,6.55030,7.44860,0.8289,0.7964
2021-03-31,116.48100,6.90200,109.57900,77.81100,-7.71000,85.52100,24.05800,6.06800,30.12600,-0.72200,30.84800,30.84800,30.84800,25.70700,24.05800,52.53600,53.33300,0.59000,0.58000,4.02030,94.07460,20.65400,20.65400,25.86350,26.48330,0.20190,0.93780,95.97270,8.16930,8.35990,5.34610,8.16930,7.24460,0.02410,-0.02310
2020-12-31,103.23900,5.90900,97.33000,71.09800,-8.49800,79.59600,17.73400,9.09500,26.82900,4.98900,21.84000,21.84000,21.84000,19.41600,17.73400,52.38800,53.32300,0.42000,0.41000,3.12710,94.27640,17.17760,17.17760,25.98730,21.15480,0.17800,0.92540,97.25830,6.04150,6.18890,3.76490,6.04150,6.97820,0.7639,0.7483
2020-09-30,98.66300,5.16400,93.49900,65.25300,-7.83900,73.09200,20.40700,4.23100,24.63800,6.55400,18.08400,18.08400,18.08400,22.05800,20.40700,52.31600,53.20900,0.35000,0.34000,3.41020,94.76600,20.68350,20.68350,24.97190,18.32910,0.18450,0.89720,100.30870,5.26930,5.40480,3.38230,5.26930,6.64720,0.53,0.4985
2020-06-30,92.04500,4.18200,87.86300,71.06200,-7.68100,78.74300,9.12000,12.29400,21.41400,5.06800,16.34600,16.34600,16.34600,10.76900,9.12000,52.25900,53.13900,0.31000,0.31000,3.50030,95.45660,9.90820,9.90820,23.26470,17.75870,0.17940,0.84180,106.91170,4.91510,5.04570,3.18520,4.91510,6.44220,0.9014,0.8791
2020-03-31,105.95300,6.23300,99.72000,55.51600,-8.21600,63.73200,35.98800,-11.93300,24.05500,-2.22700,26.28200,26.28200,26.28200,37.71400,35.98800,52.57500,53.65700,0.50000,0.49000,3.80540,94.11720,33.96600,33.96600,22.70350,24.80530,0.21910,0.83290,108.05810,8.12430,8.34640,5.43390,8.12430,6.27590,-0.25780,-0.28190
2019-12-31,110.11400,7.89400,102.22000,71.75600,-9.11400,80.87000,21.35000,5.45600,26.80600,7.68500,19.12100,19.12100,19.12100,23.17800,21.35000,52.69100,53.88400,0.36000,0.36000,2.93680,92.83110,19.38900,19.38900,24.34390,17.36470,0.19540,0.91660,98.19300,5.45920,5.59680,3.39380,5.45920,6.76740,1.037,0.9248
2019-09-30,101.54800,6.04200,95.50600,63.97700,-8.34500,72.32200,23.18400,2.02700,25.21100,5.57800,19.63300,19.63300,19.63300,24.71200,23.18400,52.80200,54.00200,0.37000,0.36000,3.47930,94.05010,22.83060,22.83060,24.82670,19.33370,0.18650,0.79130,113.73900,5.49510,5.63080,3.60580,5.49510,6.86740,0.5077,0.4243
2019-06-30,106.50600,6.24300,100.26300,67.34500,-8.09500,75.44000,24.82300,4.02800,28.85100,7.85700,20.99400,20.99400,20.99400,26.29900,24.82300,52.74500,53.87200,0.40000,0.39000,3.60300,94.13840,23.30670,23.30670,27.08860,19.71160,0.20460,0.82100,109.62900,6.10550,6.26230,4.03230,6.10550,6.62290,0.6884,0.5619
2019-03-31,99.03100,5.63000,93.40100,69.63900,-8.00800,77.64700,15.75400,7.56800,23.32200,0.61000,22.71200,22.71200,22.71200,17.21200,15.75400,52.53600,53.81400,0.43000,0.42000,4.21940,94.31490,15.90820,15.90820,23.55020,22.93420,0.20240,0.83310,108.02440,6.89960,7.08490,4.64250,6.89960,6.34240,-0.22770,-0.33310
2018-12-31,92.14300,6.87400,85.26900,50.74100,-7.74200,58.48300,26.78600,-4.82700,21.95900,5.92300,16.03600,16.03600,16.03600,28.30500,26.78600,52.90600,54.16800,0.30000,0.29000,3.32250,92.53980,29.07000,29.07000,23.83140,17.40340,0.19650,0.87080,103.35300,5.10850,5.25250,3.41970,5.10850,6.09540,0.8211,0.7444
2018-09-30,95.30200,6.58800,88.71400,60.29400,-7.82600,68.12000,20.59400,3.39500,23.98900,6.53600,17.45300,17.45300,17.45300,22.12300,20.59400,53.03200,54.30200,0.33000,0.32000,3.81760,93.08720,21.60920,21.60920,25.17160,18.31340,0.19820,0.77540,116.07300,5.27860,5.41970,3.62930,5.27860,6.35200,0.3472,0.2882
2018-06-30,95.62100,5.64900,89.97200,59.92800,-7.56600,67.49400,22.47800,2.44100,24.91900,6.49400,18.42500,18.42500,18.42500,24.05300,22.47800,53.00800,54.19500,0.35000,0.34000,4.12960,94.09230,23.50740,23.50740,26.06020,19.26880,0.20980,0.82060,109.68180,5.78010,5.94050,4.04330,5.78010,6.12560,0.4467,0.4077
2018-03-31,96.45700,5.77300,90.68400,61.62100,-7.46500,69.08600,21.59800,0.85200,22.45000,2.11000,20.34000,20.34000,20.34000,23.15300,21.59800,52.74400,54.01200,0.39000,0.38000,4.38600,94.01500,22.39130,22.39130,23.27460,21.08710,0.21900,0.82270,109.39080,6.63350,6.82510,4.61790,6.63350,5.89570,0.06840,-0.05770
2017-12-31,88.28200,5.56400,82.71800,57.34500,-7.57800,64.92300,17.79500,2.92600,20.72100,24.42600,-3.70500,-3.70500,-3.70500,19.31800,17.79500,52.72400,53.97200,-0.07500,-0.06500,3.38870,93.69740,20.15700,20.15700,23.47140,-4.19680,0.20080,0.80180,112.24260,-1.28160,-1.32090,-0.84280,-1.28160,5.60920,0.7569,0.7316
2017-09-30,87.55500,5.19600,82.35900,55.55400,-7.50000,63.05400,19.30500,2.72500,22.03000,7.38700,14.64300,14.64300,14.64300,20.87200,19.30500,52.74000,53.92600,0.28000,0.27000,3.70410,94.06540,22.04900,22.04900,25.16130,16.72430,0.20100,0.70150,128.28820,4.87980,5.02390,3.36130,4.87980,5.81320,0.1813,0.1659
2017-06-30,87.84000,3.72000,84.12000,56.52800,-7.27500,63.80300,20.31700,2.03100,22.34800,8.55700,13.79100,13.79100,13.79100,21.94600,20.31700,52.83000,53.93600,0.26000,0.26000,4.09190,95.76500,23.12960,23.12960,25.44170,15.70010,0.21440,0.81750,110.08610,4.76540,4.91150,3.36630,4.76540,5.61000,0.3518,0.3292
2017-03-31,84.12200,3.65500,80.46700,58.64200,-7.19100,65.83300,14.63400,2.77600,17.41000,0.83400,16.57600,16.57600,16.57600,16.20000,14.63400,52.60400,53.96200,0.31500,0.30500,4.59140,95.65510,17.39620,17.39620,20.69610,19.70470,0.21130,0.87310,103.07810,5.82220,6.00370,4.16310,5.82220,5.50240,-0.03310,-0.05730
2016-12-31,77.01300,4.26000,72.75300,50.62800,-7.17600,57.80400,14.94900,1.84200,16.79100,6.40300,10.38800,10.38800,10.38800,16.56600,14.94900,52.97600,54.33200,0.20000,0.19000,3.41550,94.46850,19.41100,19.41100,21.80280,13.48860,0.19070,0.88110,102.14910,3.80030,3.92390,2.57290,3.80030,5.33940,0.5474,0.5227
2016-09-30,77.61200,3.45200,74.16000,51.54500,-7.02000,58.56500,15.59500,2.32500,17.92000,6.63100,11.28900,11.28900,11.28900,17.17000,15.59500,53.09000,54.37000,0.21500,0.21000,3.72020,95.55220,20.09350,20.09350,23.08920,14.54540,0.20140,0.82310,109.34240,4.23090,4.37190,2.92910,4.23090,5.21300,0.4181,0.2399
2016-06-30,77.29500,3.96100,73.33400,51.18500,-7.21800,58.40300,14.93100,1.74600,16.67700,6.22400,10.45300,10.45300,10.45300,16.44700,14.93100,53.26200,54.52800,0.19500,0.19000,4.39720,94.87550,19.31690,19.31690,21.57580,13.52350,0.19900,0.83740,107.48190,3.74590,3.86510,2.69160,3.74590,5.36940,0.261,0.2261
2016-03-31,83.15600,4.20600,78.95000,55.53100,-6.98300,62.51400,16.43600,1.29800,17.73400,2.38400,15.35000,15.35000,15.35000,17.86100,16.43600,53.02600,54.47800,0.29000,0.28000,4.78170,94.94200,19.76530,19.76530,21.32620,18.45930,0.22030,0.87610,102.72360,5.63220,5.81590,4.06720,5.63220,5.25040,0.00570,-0.02140
2015-12-31,73.68100,3.89200,69.78900,48.51400,-6.99600,55.51000,14.27900,1.71800,15.99700,6.14700,9.85000,9.85000,9.85000,15.80400,14.27900,53.21200,54.59600,0.18500,0.18000,3.38970,94.71780,19.37950,19.37950,21.71120,13.36840,0.19010,0.83180,108.19520,3.74800,3.87490,2.54190,3.74800,5.10890,0.4788,0.4601
2015-09-30,78.99400,4.49100,74.50300,46.81600,-6.76600,53.58200,20.92100,-2.14800,18.77300,7.05400,11.71900,11.71900,11.71900,22.37000,20.92100,53.19400,54.53600,0.22000,0.21500,3.87360,94.31480,26.48430,26.48430,23.76510,14.83530,0.21410,0.83890,107.28810,4.56370,4.72190,3.17600,4.56370,4.99960,0.3583,0.3099
2015-06-30,79.86400,4.59200,75.27200,49.86400,-6.70300,56.56700,18.70500,0.58700,19.29200,7.59500,11.69700,11.69700,11.69700,20.21100,18.70500,53.42800,54.73600,0.22000,0.21500,4.17110,94.25020,23.42110,23.42110,24.15610,14.64620,0.21700,0.85380,105.41510,4.50590,4.66040,3.17790,4.50590,5.00720,0.2397,0.2198
2015-03-31,80.29300,4.15200,76.14100,54.60300,-6.51000,61.11300,15.02800,2.04300,17.07100,6.73800,10.33300,10.33300,10.33300,16.62200,15.02800,53.24400,54.78000,0.19500,0.19000,4.67990,94.82890,18.71650,18.71650,21.26090,12.86910,0.22480,0.91160,98.72390,4.07100,4.21390,2.89240,4.07100,4.88450,0.03110,0.01960
2014-12-31,73.61100,3.96400,69.64700,48.71100,-6.80300,55.51400,14.13300,1.69400,15.82700,6.58400,9.24300,9.24300,9.24300,15.78300,14.13300,53.82000,55.33200,0.17000,0.16500,3.22010,94.61500,19.19960,19.19960,21.50090,12.55660,0.20150,0.85230,105.59730,3.78360,3.92180,2.53030,3.78360,4.74490,0.4004,0.3817
2014-09-30,78.55700,4.29300,74.26400,48.31100,-6.71500,55.02600,19.23800,-0.86300,18.37500,7.33500,11.04000,11.04000,11.04000,20.80100,19.23800,53.87600,55.29600,0.20500,0.20000,3.56640,94.53520,24.48920,24.48920,23.39070,14.05350,0.22310,0.88180,102.06610,4.58960,4.76000,3.13590,4.58960,4.65880,0.2782,0.2431
2014-06-30,76.57400,4.24300,72.33100,49.79700,-6.45000,56.24700,16.08400,2.31400,18.39800,7.13400,11.26400,11.26400,11.26400,17.61300,16.08400,54.08000,55.49200,0.21000,0.20500,3.95620,94.45900,21.00450,21.00450,24.02640,14.71000,0.21810,0.89250,100.83780,4.58040,4.74650,3.20800,4.58040,4.69740,0.3032,0.284
2014-03-31,75.96200,2.99500,72.96700,52.55600,-6.31700,58.87300,14.09400,1.27100,15.36500,6.21100,9.15400,9.15400,9.15400,15.64100,14.09400,54.14800,55.76000,0.17000,0.16500,4.00050,96.05720,18.55400,18.55400,20.22720,12.05080,0.22210,0.89420,100.64430,3.78900,3.92900,2.67670,3.78900,4.59860,-0.10980,-0.12620
2013-12-31,72.77200,3.73600,69.03600,50.18900,-6.50500,56.69400,12.34200,2.31200,14.65400,5.93200,8.72200,8.72200,8.72200,13.80100,12.34200,54.46400,56.10000,0.16000,0.16000,3.48850,94.86610,16.95980,16.95980,20.13690,11.98540,0.21140,0.94530,95.20420,3.71060,3.85160,2.53420,3.71060,4.49820,0.4973,0.4684
2013-09-30,75.23100,5.13500,70.09600,48.49600,-6.44000,54.93600,15.16000,2.35500,17.51500,6.42100,11.09400,11.09400,11.09400,16.47100,15.16000,54.39200,55.97200,0.20500,0.19750,3.98760,93.17440,20.15130,20.15130,23.28160,14.74660,0.23190,0.91550,98.30960,4.81010,4.99660,3.41900,4.81010,4.40150,0.3115,0.2954
2013-06-30,75.50500,3.58600,71.91900,48.11900,-6.20700,54.32600,17.59300,0.67800,18.27100,7.42300,10.84800,10.84800,10.84800,18.88600,17.59300,54.54800,56.02800,0.20000,0.19250,3.91140,95.25070,23.30040,23.30040,24.19840,14.36730,0.24020,0.87340,103.04140,4.85940,5.05430,3.45120,4.85940,4.24960,0.3844,0.3531
2013-03-31,72.66000,3.66800,68.99200,51.99400,-6.14700,58.14100,10.85100,2.65400,13.50500,5.52900,7.97600,7.97600,7.97600,12.07900,10.85100,54.66800,56.50000,0.14500,0.14000,4.82310,94.95180,14.93400,14.93400,18.58660,10.97720,0.24630,0.90200,99.77540,3.65680,3.80700,2.70400,3.65680,4.12530,-0.09170,-0.12640
2012-12-31,72.94600,7.89700,65.04900,45.18200,-6.15200,51.33400,13.71500,0.72300,14.43800,5.96600,8.47200,8.47200,8.47200,15.09900,13.71500,55.12000,57.17200,0.15250,0.14750,3.28050,89.17420,18.80160,18.80160,19.79270,11.61410,0.23130,0.85460,105.31750,3.91440,4.07660,2.68600,3.91440,4.09720,0.4674,0.4413
2012-09-30,73.29800,6.57300,66.72500,46.08900,-5.90800,51.99700,14.72800,1.60200,16.33000,6.10500,10.22500,10.22500,10.22500,16.00000,14.72800,54.77600,56.78400,0.18750,0.18000,3.67920,91.03250,20.09330,20.09330,22.27890,13.94990,0.24970,0.82960,108.48800,4.91270,5.12460,3.48290,4.91270,3.94580,0.0418,0.0154
2012-06-30,74.48400,6.16600,68.31800,45.00500,-5.95200,50.95700,17.36100,-0.11300,17.24800,6.92100,10.32700,10.32700,10.32700,18.68700,17.36100,55.34000,57.26400,0.18750,0.18000,3.69320,91.72170,23.30840,23.30840,23.15670,13.86470,0.26930,0.94450,95.29000,5.25010,5.49030,3.73330,5.25010,3.73110,0.3635,0.352
2012-03-31,71.92500,5.45500,66.47000,49.09200,-5.56200,54.65400,11.81600,1.91700,13.73300,5.53200,8.20100,8.20100,8.20100,13.10500,11.81600,55.43600,57.67600,0.14750,0.14250,4.67070,92.41570,16.42820,16.42820,19.09350,11.40220,0.26910,0.97060,92.72280,4.11150,4.29700,3.06850,4.11150,3.70530,-0.02430,-0.04670
2011-12-31,67.91600,7.39200,60.52400,43.43700,-5.89400,49.33100,11.19300,1.88700,13.08000,5.34900,7.73100,7.73100,7.73100,12.49200,11.19300,56.72400,59.00400,0.14000,0.13500,3.26740,89.11600,16.48070,16.48070,19.25910,11.38320,0.25270,0.92950,96.82330,4.14050,4.34060,2.87620,4.14050,3.50970,0.3531,0.3335
2011-09-30,65.95100,4.56400,61.38700,39.00500,-5.85800,44.86300,16.52400,-2.12400,14.40000,5.65600,8.74400,8.74400,8.74400,17.79100,16.52400,55.90000,58.21600,0.15750,0.15000,3.61650,93.07970,25.05500,25.05500,21.83440,13.25830,0.26620,0.90880,99.03400,4.90790,5.15700,3.52910,4.90790,3.35720,0.2146,0.1971
2011-06-30,65.10600,4.53300,60.57300,41.49200,-5.70400,47.19600,13.37700,0.58300,13.96000,5.74300,8.21700,8.21700,8.21700,14.50200,13.37700,57.60800,59.88400,0.14250,0.13750,3.74280,93.03750,20.54650,20.54650,21.44200,12.62100,0.25350,0.84840,106.07820,4.44960,4.66710,3.19950,4.44960,3.37850,0.3202,0.3056
2011-03-31,73.47300,9.29000,64.18300,46.03500,-5.78200,51.81700,12.36600,1.01300,13.37900,5.37600,8.00300,8.00300,8.00300,13.43000,12.36600,58.12800,60.56000,0.13750,0.13250,4.60820,87.35590,16.83070,16.83070,18.20940,10.89240,0.29060,0.91510,98.34920,4.18650,4.38390,3.16560,4.18650,3.40660,-0.09820,-0.11150
2010-12-31,62.60200,7.97700,54.62500,39.79500,-5.44100,45.23600,9.38900,1.30500,10.69400,4.51200,6.18200,6.18200,6.18200,10.47700,9.38900,57.41600,60.27600,0.10750,0.10250,3.37050,87.25760,14.99790,14.99800,17.08250,9.87510,0.24180,0.86910,103.55990,3.36340,3.52870,2.38790,3.36340,3.28310,0.2152,0.2063
2010-09-30,66.30600,9.40000,56.90600,39.97100,-5.36500,45.33600,11.57000,1.63300,13.20300,5.38300,7.82000,7.82000,7.82000,12.65800,11.57000,57.54000,60.21200,0.13500,0.13000,3.88660,85.82330,17.44940,17.44940,19.91220,11.79380,0.28170,0.93370,96.39170,4.47540,4.70720,3.32270,4.47540,3.15220,0.2739,0.264
2010-06-30,60.43900,5.31100,55.12800,36.96500,-5.38800,42.35300,12.77500,-0.49400,12.28100,5.00100,7.28000,7.28000,7.28000,13.86700,12.77500,57.50800,60.21600,0.12750,0.12000,3.73600,91.21260,21.13700,21.13700,20.31970,12.04520,0.26910,0.84390,106.64670,4.38640,4.62630,3.24150,4.38640,2.99240,0.085,0.0749
2010-03-31,59.40600,4.20500,55.20100,40.47500,-5.21900,45.69400,9.50700,1.02300,10.53000,4.29100,6.23900,6.23900,6.23900,10.59700,9.50700,56.84800,59.76000,0.11000,0.10500,4.40350,92.92160,16.00340,16.00340,17.72550,10.50230,0.28800,0.93450,96.30540,3.93220,4.15780,3.02460,3.93220,2.87060,0.02400,0.01190
2009-12-31,51.97900,4.29100,47.68800,35.50300,-5.42300,40.92600,6.76200,0.96700,7.72900,3.21800,4.51100,4.51100,4.51100,7.86200,6.76200,56.74400,60.12000,0.07750,0.07500,3.29060,91.74470,13.00910,13.00910,14.86950,8.67850,0.25170,0.82950,108.49730,3.00590,3.18880,2.18470,3.00590,2.73110,0.3349,0.3291
2009-09-30,55.24500,4.57900,50.66600,36.95000,-5.33100,42.28100,8.38500,1.30200,9.68700,3.85400,5.83300,5.83300,5.83300,9.51300,8.38500,56.96400,60.11200,0.10250,0.09750,3.55190,91.71150,15.17780,15.17780,17.53460,10.55840,0.28200,0.80450,111.86910,3.98750,4.23670,2.97700,3.98740,2.66090,0.1254,0.1169
2009-06-30,60.86200,8.43300,52.42900,38.18100,-5.30900,43.49000,8.93900,1.09800,10.03700,4.01200,6.02500,6.02500,6.02500,10.09500,8.93900,56.66800,60.05200,0.10750,0.10000,3.26060,86.14410,14.68730,14.68730,16.49140,9.89940,0.31420,0.82910,108.54800,4.24640,4.52070,3.11020,4.24640,2.57860,0.0926,0.0805
2009-03-31,59.79600,4.86500,54.93100,40.47800,-5.27700,45.75500,9.17600,0.39200,9.56800,3.81000,5.75800,5.75800,5.75800,10.31400,9.17600,56.36800,59.90000,0.10250,0.09500,3.40010,91.86400,15.34550,15.34550,16.00110,9.62940,0.33460,0.86960,103.49190,4.31000,4.60680,3.22170,4.31000,2.45490,-0.10690,-0.11400
