,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-23,2024-09-30,$1.21,$1.48
1,2024-07-24,2024-06-30,$0.87,$0.91
2,2024-04-24,2024-03-31,$0.87,$0.94
3,2024-01-24,2023-12-31,$1.05,$1.04
4,2023-10-25,2023-09-30,$1.26,$1.44
5,2023-07-26,2023-06-30,$1.15,$1.32
6,2023-04-26,2023-03-31,$1.16,$1.45
7,2023-01-25,2022-12-31,$1.47,$1.49
8,2022-10-26,2022-09-30,$1.28,$1.78
9,2022-07-27,2022-06-30,$1.10,$1.33
10,2022-04-27,2022-03-31,$0.83,$0.95
11,2022-01-26,2021-12-31,$0.92,$0.88
12,2021-10-27,2021-09-30,$1.21,$1.16
13,2021-07-21,2021-06-30,$0.77,$0.99
14,2021-04-21,2021-03-31,$1.25,$1.49
15,2021-01-20,2020-12-31,$1.11,$1.23
16,2020-10-28,2020-09-30,$0.88,$1.26
17,2020-07-22,2020-06-30,$0.75,$1.20
18,2020-04-22,2020-03-31,$0.54,$0.61
19,2020-01-22,2019-12-31,$0.93,$1.00
20,2019-10-23,2019-09-30,$0.86,$0.93
21,2019-07-17,2019-06-30,$0.82,$0.81
22,2019-04-17,2019-03-31,$0.85,$0.79
23,2019-01-16,2018-12-31,$0.90,$0.91
24,2018-10-24,2018-09-30,$0.87,$0.96
25,2018-07-18,2018-06-30,$0.82,$0.79
26,2018-04-25,2018-03-31,$0.75,$0.74
27,2018-01-17,2017-12-31,$0.80,$0.75
28,2017-10-25,2017-09-30,$0.82,$0.84
29,2017-07-19,2017-06-30,$0.72,$0.74
30,2017-04-19,2017-03-31,$0.76,$0.84
31,2017-01-18,2016-12-31,$0.76,$0.82
32,2016-10-26,2016-09-30,$0.80,$0.56
33,2016-07-20,2016-06-30,$0.76,$0.76
34,2016-04-20,2016-03-31,$0.52,$0.50
35,2016-01-20,2015-12-31,$0.44,$0.42
36,2015-10-28,2015-09-30,$0.68,$0.70
37,2015-07-22,2015-06-30,$0.69,$0.69
38,2015-04-22,2015-03-31,$0.69,$0.69
39,2015-01-21,2014-12-31,$0.71,$0.67
