,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$-2.62,$-2.62
1,2024-08-09,2024-06-30,$-2.99,$-2.84
2,2024-05-10,2024-03-31,$-3.07,$-3.28
3,2024-04-01,2023-12-31,--,$-3.42
4,2023-11-09,2023-09-30,$-1.42,$-4.10
5,2023-08-11,2023-06-30,$-1.64,$-4.77
6,2023-05-12,2023-03-31,$-1.34,$-5.77
7,2023-03-16,2022-12-31,$-1.92,$-5.48
8,2022-11-14,2022-09-30,$-1.68,$-6.40
9,2022-08-12,2022-06-30,$-1.76,$-6.72
10,2022-05-13,2022-03-31,$-1.92,$-6.72
11,2022-03-17,2021-12-31,$-1.60,$-2.32
12,2021-11-12,2021-09-30,$-1.76,$-6.80
13,2021-08-12,2021-06-30,$-1.68,$-6.96
14,2021-05-13,2021-03-31,$-0.96,$-8.48
15,2021-03-16,2020-12-31,$0.80,$-10.40
16,2020-11-12,2020-09-30,$0.56,$-7.68
17,2020-08-13,2020-06-30,--,$-3.28
18,2020-05-14,2020-03-31,--,$-1.76
