Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10.32800,7.08200,-17.41000,1.17300,-16.23700,-16.23700,-16.23700,-16.23700,-17.65300,-17.41000,28.86330,28.86330,-0.56000,-0.56000,8.78380,-20.17190,-20.17190,-17.85090,-20.17190,2.78830,-0.5501,-0.5501
2024-06-30,21.24800,4.91700,-26.16500,1.39000,-24.77500,-24.77500,-24.77500,-24.77500,-26.82900,-26.16500,28.75600,28.75600,-0.86000,-0.86000,6.50760,-26.24530,-26.24530,-22.18110,-26.24530,3.27150,-0.6821,-0.6821
2024-03-31,20.08000,4.53800,-24.61800,1.43200,-23.18600,-23.18600,-23.18600,-23.18600,-25.34900,-24.61800,27.79600,27.79600,-0.83000,-0.83000,6.65290,-25.50600,-25.50600,-21.70550,-25.50600,3.25830,-0.85170,-0.85170
2023-12-31,17.81300,4.25300,-22.06600,1.70900,-20.35700,-20.41300,-20.41300,-20.41300,-22.97700,-22.06600,26.33200,26.33200,-0.73000,-0.73000,7.04380,-18.64950,-18.64950,-16.02050,-18.64950,3.94260,-0.6375,-0.6401
2023-09-30,16.88400,4.48400,-21.36800,1.80500,-19.56300,-19.56300,-19.56300,-19.56300,-22.15100,-21.36800,27.64050,27.64050,-0.71000,-0.71000,9.34490,-15.56040,-15.56040,-13.88670,-15.56040,4.54650,-0.471,-0.472
2023-06-30,16.03400,4.30200,-20.33600,1.31100,-19.02500,-19.02500,-19.02500,-19.02500,-20.95300,-20.33600,25.16700,25.16700,-0.76000,-0.76000,11.47770,-13.40490,-13.40490,-12.21470,-13.40490,5.14210,-0.5866,-0.5878
2023-03-31,13.48800,4.15100,-17.63900,1.11900,-16.52000,-16.52000,-16.52000,-16.52000,-18.28900,-17.63900,24.77800,24.77800,-0.67000,-0.67000,11.33490,-14.60720,-14.60720,-13.28050,-14.60720,4.55720,-0.46110,-0.46170
2022-12-31,12.22100,3.63000,-15.85100,0.85400,-14.99700,-15.02200,-15.02200,-15.02200,-16.41700,-15.85100,24.47200,24.47200,-0.60000,-0.60000,16.89750,-11.85230,-11.85230,-11.10270,-11.85230,5.12650,-0.6067,-0.6069
2022-09-30,10.78300,3.36900,-14.15200,0.56400,-13.58800,-13.58800,-13.58800,-13.58800,-14.42400,-14.15200,24.45500,24.45500,-0.56000,-0.56000,18.83920,-9.76580,-9.76580,-9.20250,-9.76580,5.67770,-0.3964,-0.3977
2022-06-30,8.36300,3.85200,-12.21500,0.22400,-11.99100,-11.99100,-11.99100,-11.99100,-12.25900,-12.21500,24.41100,24.41100,-0.49000,-0.49000,40.85440,-7.93830,-7.93830,-7.70210,-7.93830,6.18610,-0.3636,-0.3689
2022-03-31,7.25500,3.76400,-11.01900,0.10900,-10.91000,-10.91000,-10.91000,-10.91000,-10.97900,-11.01900,24.41000,24.41000,-0.45000,-0.45000,35.27220,-6.73680,-6.73680,-6.53300,-6.73680,6.63450,-0.23190,-0.23310
2021-12-31,5.04600,3.22200,-8.26800,0.04800,-8.22000,-8.22300,-8.22300,-8.21400,-8.24400,-8.26800,12.29400,12.29400,33.68000,33.68000,68.36590,-4.76920,-4.76920,-4.68910,-4.76920,7.06340,-1.6296,-1.6404
2021-09-30,3.41800,2.78200,-6.20000,0.01600,-6.18400,-6.18400,-6.18400,-6.18400,-6.19700,-6.20000,23.88500,23.88500,-0.26000,-0.26000,47.86980,-3.43850,-3.43850,-3.35860,-3.43850,7.36780,31.4175,31.5781
2021-06-30,4.32700,1.44700,-5.77400,-0.00100,-5.77500,-5.77500,-5.77500,-5.78400,-5.77200,-5.77400,0.24300,0.24300,-23.80000,-23.80000,14.14480,26.76340,26.76340,-9.24980,26.76340,,-16.4815,-16.4815
2021-03-31,2.19600,0.58400,-2.78000,-0.00100,-2.78100,-2.78100,-2.78100,-2.78100,-2.77800,-2.78000,0.24300,0.24300,-11.49000,-11.49000,5.38950,17.25720,17.25720,-27.95540,17.25720,,-15.53500,-15.69960
2020-12-31,3.29700,0.36600,-3.66300,-0.00300,-3.66600,-3.66600,-3.66600,-3.66600,-3.66300,-3.66300,0.24200,0.24200,-15.11000,-15.11000,2.63590,27.47300,27.47300,-77.75190,27.47300,-54.91360,-12.0019,-12.0019
2020-09-30,1.96600,0.27700,-2.24300,-0.06400,-2.30700,-2.30700,-2.30700,-2.30700,-2.24300,-2.24300,0.24300,0.24300,-10.13000,-10.13000,,,,,,,-9.946,-9.946
2020-06-30,1.47100,0.15400,-1.62500,-0.57700,-2.20200,-2.20200,-2.20200,-2.20200,-1.62500,-1.62500,0.24150,0.24150,-9.12000,-9.12000,,,,,,,-5.6281,-5.6281
2020-03-31,1.20600,0.15200,-1.35800,-0.07800,-1.43600,-1.43600,-1.43600,-1.43600,-1.35800,-1.35800,0.24150,0.24150,-5.95000,-5.95000,,,,,,,-4.89920,-4.89920
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
