,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-19,2024-12-31,$0.16,$0.16
1,2024-11-06,2024-09-30,$0.11,$0.11
2,2024-08-06,2024-06-30,$0.12,$0.13
3,2024-05-08,2024-03-31,$0.11,$0.12
4,2024-02-20,2023-12-31,$0.11,$0.12
5,2023-11-08,2023-09-30,$0.10,$0.09
6,2023-08-09,2023-06-30,$0.11,$0.13
7,2023-05-10,2023-03-31,$0.11,$0.13
8,2023-02-23,2022-12-31,$0.11,$0.14
9,2022-11-09,2022-09-30,$0.08,$0.11
10,2022-08-09,2022-06-30,$0.08,$-0.02
11,2022-05-12,2022-03-31,$0.09,$0.01
12,2022-02-24,2021-12-31,$0.09,$0.02
13,2021-11-09,2021-09-30,$0.08,$0.09
14,2021-08-09,2021-06-30,$0.08,$0.10
15,2021-05-11,2021-03-31,$0.08,$0.09
16,2021-02-24,2020-12-31,$0.09,$0.05
17,2020-11-09,2020-09-30,$0.06,$0.08
18,2020-08-05,2020-06-30,$0.02,$0.02
19,2020-05-12,2020-03-31,$0.04,$0.04
20,2020-02-19,2019-12-31,$0.05,$0.05
21,2019-11-06,2019-09-30,$0.04,$0.09
22,2019-07-31,2019-06-30,$0.03,$0.04
23,2019-05-01,2019-03-31,$0.03,$0.03
24,2019-02-20,2018-12-31,$0.02,$0.06
25,2018-11-06,2018-09-30,$0.01,$0.03
26,2018-08-02,2018-06-30,$0.02,$0.02
27,2018-05-03,2018-03-31,$0.03,$0.05
28,2018-02-20,2017-12-31,$0.03,$0.01
29,2017-11-08,2017-09-30,$0.08,$0.05
30,2017-08-03,2017-06-30,$0.05,$0.05
31,2017-05-04,2017-03-31,$0.06,$0.05
32,2017-03-15,2016-12-31,$0.06,$0.05
33,2016-11-09,2016-09-30,$0.06,$0.08
34,2016-08-04,2016-06-30,--,$0.04
35,2016-05-04,2016-03-31,--,$0.06
36,2016-03-11,2015-12-31,--,$0.09
37,2015-11-04,2015-09-30,--,$0.12
38,2015-05-15,2015-03-31,--,$0.10
