Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,2413.50000,771.30020,1642.19900,294.70010,612.60010,907.29980,734.89920,74.90000,809.80000,121.80000,688.00000,688.00000,685.70010,870.29910,734.89950,355.20000,362.00000,1.93000,1.89000,4.07440,68.04230,30.44950,30.44950,33.55290,28.41100,0.12880,0.51860,1.96960,45.69550,4.16220,4.46520,3.67070,4.16220,46.35330,2.2809,1.4148
2024-09-30,2038.10000,664.20000,1373.90000,286.00000,510.60000,796.60000,577.29990,93.70000,671.00000,100.40000,570.60000,570.60000,565.10000,702.90000,577.29990,355.80000,362.70000,1.59000,1.56000,4.30320,67.41080,28.32540,28.32540,32.92280,27.72680,0.11490,0.44830,1.76770,50.91510,3.63960,3.89240,3.21580,3.63960,44.01320,1.9364,1.26
2024-06-30,2009.90000,637.20000,1372.70000,280.10000,525.30000,805.40000,567.29990,87.20000,654.50000,123.00000,531.50000,531.50000,526.90000,688.20000,567.29990,355.00000,361.00000,1.48000,1.46000,5.14570,68.29690,28.22530,28.22530,32.56380,26.21520,0.12070,0.46040,1.81220,49.66370,3.59210,3.85410,3.19220,3.59210,41.64510,1.7178,0.8617
2024-03-31,1890.60000,645.20000,1245.40000,284.50000,491.50000,776.00000,469.40000,69.10000,538.50000,-8.90000,547.40000,547.40000,544.90000,587.20000,469.40000,353.50000,360.50000,1.54000,1.51000,5.55070,65.87330,24.82810,24.82810,28.48300,28.82150,0.11940,0.49660,1.67620,53.69250,3.89710,4.18150,3.45840,3.89710,39.60080,0.73620,0.06520
2023-12-31,1928.30100,650.90010,1277.40000,260.10000,567.10010,827.19990,450.20010,65.70000,515.90000,-94.80000,610.70000,610.70000,606.20010,583.80000,450.19980,351.20000,357.40000,1.73000,1.69000,4.75550,66.24490,23.34700,23.34700,26.75410,31.43700,0.12490,0.53330,1.70620,52.75010,4.55840,4.92030,3.95490,4.55840,38.02810,0.6487,-0.5737
2023-09-30,1743.70000,576.50000,1167.20000,249.40000,452.00000,701.40000,465.79990,56.20000,522.00000,102.20000,419.80000,419.80000,415.70000,582.10000,465.79990,351.70000,358.20000,1.18000,1.16000,5.31070,66.93810,26.71330,26.71330,29.93630,23.84010,0.11850,0.50240,1.81130,49.68920,3.32550,3.60750,2.85330,3.32550,35.86220,1.5237,0.8108
2023-06-30,1755.90000,584.00000,1171.90000,244.40000,464.30000,708.70000,463.20010,36.00000,499.20000,73.20000,426.00000,426.00000,420.80000,568.00010,463.20010,350.90000,357.30000,1.20000,1.18000,5.22090,66.74070,26.37960,26.37960,28.42990,23.96490,0.12630,0.58100,1.94190,46.34550,3.56200,3.90180,3.06400,3.56200,34.04410,1.8593,1.3623
2023-03-31,1696.20000,583.20000,1113.00000,244.90000,480.50000,725.40000,387.60000,34.20000,421.80000,61.00000,360.80000,360.80000,355.30000,487.70000,387.60000,350.20000,356.00000,1.01000,1.00000,5.26010,65.61730,22.85110,22.85110,24.86740,20.94680,0.12990,0.61610,1.83310,49.09620,3.19460,3.52710,2.76410,3.19460,32.23230,1.04330,0.49800
2022-12-31,1655.00000,544.10000,1110.90000,244.10000,494.30000,738.40000,372.50010,22.20000,394.70000,58.00000,336.70010,336.70010,324.90010,484.60010,372.50010,355.70000,362.00000,0.93000,0.90000,4.39700,67.12390,22.50760,22.50760,23.84890,19.63140,0.12760,0.60920,1.75670,51.23200,3.02990,3.34890,2.59520,3.02990,31.75030,1.1975,0.8175
2022-09-30,1557.40000,505.30000,1052.10000,217.10000,436.10000,653.20000,398.90000,3.90000,402.80000,78.10000,324.70000,324.70000,324.00000,495.80000,398.90000,355.30000,360.50000,0.91000,0.90000,5.10220,67.55490,25.61320,25.61320,25.86360,20.80390,0.11740,0.60360,1.83310,49.09720,2.80540,3.08780,2.44860,2.80540,32.75970,1.0804,0.6055
2022-06-30,1522.10000,498.80000,1023.30000,207.30000,418.40000,625.70000,397.60000,9.30000,406.90000,93.30000,313.60000,313.60000,307.80000,490.60000,397.60000,358.10000,363.90000,0.86000,0.85000,5.35530,67.22950,26.12180,26.12180,26.73280,20.22210,0.11110,0.68900,1.81530,49.57950,2.59550,2.84240,2.28820,2.59550,33.83480,1.2322,0.8716
