Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.86900,1.83080,0.03820,3.21010,,3.21010,-3.17190,-0.73070,-3.90260,-3.90260,-3.90260,-3.90260,-2.53550,-3.17190,4.18100,4.18100,-0.93000,-0.93000,0.66790,,0.30570,2.04240,-169.71480,-169.71480,-208.81090,-208.81090,0.08090,1.07650,1.05870,85.00820,-42.06510,-43.95120,-16.89670,-42.06510,2.21900,-0.6501,-0.8977
2024-06-30,0.92760,1.76870,-0.84110,3.05680,,3.05680,-3.89790,-0.23820,-4.13610,-4.13610,-4.13610,-4.13610,-3.29290,-3.89790,4.18100,4.18100,-0.99000,-0.99000,0.95060,,0.15630,-90.67790,-420.22870,-420.22870,-445.90540,-445.90540,0.04250,1.26270,1.04680,85.97770,-31.56330,-32.55240,-18.93870,-31.56330,3.13420,0.1814,0.0284
2024-03-31,1.05020,0.96610,0.08410,3.64560,,3.64560,-3.56150,-0.24900,-3.81050,-3.81050,-3.81050,-3.85290,-3.30850,-3.56150,2.72000,2.72000,-1.40000,-1.40000,1.62050,,0.11750,8.00490,-339.14220,-339.14220,-362.85120,-366.88630,0.04140,0.67860,1.27630,70.51470,-22.20660,-22.73410,-15.01930,-22.20660,4.10410,-1.99200,-2.81190
2023-12-31,1.34320,1.00920,0.33400,3.28550,,3.28550,-2.95150,-0.35210,-3.30360,-3.30360,-3.30360,-3.50620,-2.88260,-2.95150,0.62000,0.62000,0.81000,0.81000,0.75310,,0.28290,24.86610,-219.73170,-219.73170,-245.94640,-261.02940,0.06940,0.82860,1.08100,83.25250,-46.32270,-49.06160,-17.07200,-46.32270,6.58520,-5.5523,-10.6694
2023-09-30,0.98550,1.08180,-0.09630,3.77850,,3.77850,-3.87470,-0.20730,-4.08210,-4.08210,-4.08210,-4.08210,-3.80600,-3.87470,0.74300,0.74300,-5.49000,-5.49000,1.06360,,0.22590,-9.76960,-393.16720,-393.16720,-414.20620,-414.20620,0.05550,0.82540,1.12680,79.86890,-48.11720,-50.48650,-22.98960,-48.11720,10.47800,-1.3842,-2.7774
2023-06-30,1.37040,0.86260,0.50780,3.56050,,3.56050,-3.05270,-0.44890,-3.50160,-3.50160,-3.50160,-3.50160,-2.97670,-3.05270,0.51100,0.51100,-6.85000,-6.85000,1.92600,,0.15950,37.05300,-222.75870,-222.75870,-255.51360,-255.51360,0.06770,0.76950,1.69670,53.04370,-27.95260,-27.95260,-17.30990,-27.95260,17.94810,-0.2701,-1.5225
2023-03-31,2.26360,1.36780,0.89580,3.54220,,3.54220,-2.64640,-0.79470,-3.44110,-3.44110,-3.44110,-3.44110,-2.64300,-2.64640,0.29700,0.29700,-11.58000,-11.58000,1.20480,,0.30060,39.57360,-116.90840,-116.90840,-152.01530,-152.01530,0.16160,1.69640,1.27300,70.69660,-61.27410,-61.27410,-24.55940,-61.27410,15.92110,-11.74410,-15.60750
2022-12-31,2.32950,2.13080,0.19870,3.87500,,3.70370,-3.50500,-0.62050,-4.12550,-4.12550,-4.12550,-4.12550,-3.42390,-3.50500,0.17200,0.17200,-14.80000,-14.80000,1.17150,,0.41270,8.52790,-150.46470,-150.46480,-177.10010,-177.10010,0.22620,3.65220,2.28710,39.35070,-106.45810,-106.45820,-40.06260,-106.45820,21.52900,-13.1055,-17.0153
2022-09-30,1.31720,1.40290,-0.08560,3.78980,,3.78980,-3.87540,-0.05090,-3.92630,-3.92630,-3.92630,-3.92630,-3.80500,-3.87540,0.17180,0.17180,-23.00000,-23.00000,3.99530,0.11750,0.13310,-6.50010,-294.20590,-294.20590,-298.06850,-298.06850,0.11750,3.53250,1.42560,63.13060,-50.07940,-50.07940,-35.02310,-44.19700,43.71180,-11.024,-11.3999
2022-06-30,1.84740,1.50060,0.34680,2.65980,-0.08640,2.74620,-2.39940,-0.05840,-2.45780,-2.45780,-2.45780,-2.45780,-2.33500,-2.39940,0.10840,0.10840,-23.00000,-23.00000,3.81600,0.11030,0.12390,18.77080,-129.88320,-129.88320,-133.04560,-133.04560,0.14450,5.27660,1.21990,73.77380,-28.23270,-28.23270,-19.22840,-25.11930,51.59200,-31.4089,-36.0713
