Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.40140,0.82430,-3.22570,0.05250,-3.17320,-3.17320,-3.17320,-3.17320,-3.22570,-3.22570,1.55470,1.55470,-2.04000,-2.04000,3.43630,,-66.92690,-66.92690,-47.45020,-66.92690,2.82590,1.8335,1.8335
2024-06-30,2.00910,0.87460,-2.88370,0.05460,-2.82910,-2.82910,-2.82910,-2.82910,-2.88370,-2.88370,0.67660,0.67660,-4.18000,-4.18000,2.72960,,-85.26220,-85.26220,-54.02610,-85.26220,4.78690,-1.0523,-1.0523
2024-03-31,1.60070,1.60280,-3.20360,0.06930,-3.13430,-3.13430,-3.13430,-3.13430,-3.20360,-3.20360,0.44430,0.44430,-7.04650,-7.04650,3.77600,,-82.30750,-82.30750,-60.50980,-82.30750,8.57100,-6.08730,-6.08730
2023-12-31,1.13520,1.08460,-2.21980,0.08590,-2.13400,-2.13400,-2.13400,-2.13400,-2.21980,-2.21980,0.19510,0.19510,11.52300,11.52300,4.91410,,-33.57930,-33.57930,-26.74610,-33.57930,24.25600,-8.1012,-8.1012
2023-09-30,0.90300,0.90900,-1.81200,0.09280,-1.71920,-1.71920,-1.71920,-1.71920,-1.81200,-1.81200,0.21250,0.21250,-8.09000,-8.09000,7.98780,,-26.83510,-26.83510,-23.47560,-26.83510,30.11930,-5.4023,-5.4023
2023-06-30,0.83890,0.89350,-1.73240,0.03110,-1.70140,-1.70140,-1.70140,-1.70140,-1.73240,-1.73240,0.18030,0.18030,-9.43000,-9.43000,12.75940,,-21.18750,-21.18760,-19.52700,-21.18760,37.75170,5.734,5.734
2023-03-31,1.19260,1.08500,-2.27770,0.03750,-2.24010,-2.24010,-2.24010,-2.24010,-2.27770,-2.27770,0.06580,0.06580,-34.03300,-34.03300,7.70080,,-27.69690,-27.69690,-24.10020,-27.69690,50.77910,-25.08720,-25.08720
2022-12-31,0.88940,0.82230,-1.71170,0.04210,-1.66960,-1.66960,-1.66960,-1.66960,-1.71170,-1.71170,0.04610,0.04610,-22.63870,-22.63870,7.52680,,-27.72570,-27.72570,-24.04210,-27.72570,117.25020,-54.8177,-54.8177
2022-09-30,1.55330,0.89280,-2.44610,0.02150,-2.42460,-2.42460,-2.42460,-2.42460,-2.44610,-2.44610,0.05120,0.05120,-47.37630,-47.37630,5.96610,,-32.45520,-32.45520,-27.01520,-32.45520,148.07800,-41.6516,-41.6516
2022-06-30,1.61260,1.11800,-2.73060,,-2.73060,-2.73060,-2.73060,-2.73060,-2.73060,-2.73060,0.04670,0.04670,-58.47080,-58.47080,8.06930,,-28.26690,-28.26690,-24.76390,-28.26690,229.38370,-20.1858,-20.1858
2022-03-31,1.59580,1.19030,-2.78620,,-2.78620,-2.78620,-2.78620,-2.78620,-2.78620,-2.78620,0.03470,0.03470,-80.20990,-80.20990,7.59050,,-35.48100,-35.48100,-30.80660,-35.48100,226.15710,-75.11090,-75.11090
2021-12-31,1.11180,1.44110,-2.55290,0.00000,-2.55290,-2.55290,-2.55290,-2.55290,-2.55290,-2.55290,0.01790,0.01790,81.55920,81.55920,7.66330,,-25.25800,-25.25810,-21.96210,-25.25810,291.09050,-130.113,-130.113
2021-09-30,0.79980,0.91250,-1.71230,-0.00070,-1.71290,-1.71290,-1.71290,-4.27520,-1.71210,-1.71230,0.02080,0.02080,-206.29690,-206.29690,11.45030,,-13.71370,-13.71370,-12.51610,-13.71370,359.73530,23.4611,23.4611
2021-06-30,0.86720,0.46280,-1.33000,-0.00180,-1.33180,-1.33180,-1.33180,-1.33180,-1.32990,-1.33000,0.00800,0.00800,-167.91600,-167.91600,0.69210,-0.34570,259.58420,263.30300,-117.14610,263.30300,-63.49130,-113.3766,-113.3766
2021-03-31,0.68060,1.58120,-2.26180,-0.04310,-2.30490,-2.30490,-2.30490,-2.30490,-2.24790,-2.26180,0.00800,0.00800,-290.25490,-290.25490,1.75810,0.24550,-327.05060,-323.72160,-139.59110,-323.72170,89.37440,-97.43580,-97.43580
2020-12-31,0.11450,0.37700,-0.49150,0.09510,-0.39700,-0.39700,-0.39700,-0.39700,-0.48270,-0.49150,0.00800,0.00800,-50.37480,-50.37480,0.16000,-1.11570,1.54320,12.49240,-65.57070,12.49240,-334.90300,-67.3359,-67.3359
2020-09-30,0.12050,0.41960,-0.54010,-0.05730,-0.59740,-0.59740,-0.59740,-0.59740,-0.52390,-0.54010,0.00800,0.00800,-74.36280,-74.36280,,,,,,,,-171.9196,-171.9196
2020-06-30,0.41190,0.38080,-0.79280,-0.02890,-0.82160,-0.82160,-0.82160,-0.82160,-0.77760,-0.79280,0.00800,0.00800,-103.14840,-103.14840,,,,,,,,-93.3782,-93.3782
2020-03-31,0.96110,0.38750,-1.34860,-0.07260,-1.42120,-1.42120,-1.42120,-1.42120,-1.29130,-1.34860,0.00800,0.00800,-177.51130,-177.51130,,,,,,,,-173.10790,-173.10790
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
