,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-29,2024-09-30,$-0.01,$0.01
1,2024-08-06,2024-06-30,$0.00,$0.00
2,2024-05-07,2024-03-31,$-0.02,$-0.01
3,2024-02-22,2023-12-31,$-0.04,$-0.01
4,2023-11-02,2023-09-30,$-0.03,$-0.03
5,2023-07-27,2023-06-30,$-0.06,$-0.03
6,2023-05-02,2023-03-31,$-0.07,$-0.05
7,2023-02-21,2022-12-31,$-0.11,$-0.08
8,2022-11-08,2022-09-30,$-0.13,$-0.11
9,2022-08-08,2022-06-30,$-0.13,$-0.15
10,2022-05-03,2022-03-31,$-0.14,$-0.13
11,2022-02-22,2021-12-31,$-0.14,$-0.17
12,2021-11-15,2021-09-30,$-0.13,$-0.12
13,2021-08-09,2021-06-30,$-0.05,$-1.15
