,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-04,2024-09-30,$-0.02,$0.01
1,2024-08-07,2024-06-30,$-0.04,$-0.02
2,2024-05-08,2024-03-31,$-0.05,$-0.05
3,2024-01-31,2023-12-31,$-0.03,$0.00
4,2023-11-01,2023-09-30,$-0.07,$0.02
5,2023-08-08,2023-06-30,$-0.02,$-0.04
6,2023-05-11,2023-03-31,$-0.11,$-0.03
7,2023-02-01,2022-12-31,$-0.19,$-0.11
8,2022-10-27,2022-09-30,$-0.22,$-0.16
9,2022-07-27,2022-06-30,$-0.27,$-0.14
10,2022-05-11,2022-03-31,$-0.31,$-0.19
11,2022-02-02,2021-12-31,$-0.32,$-0.28
12,2021-11-02,2021-09-30,$-0.26,$-0.33
13,2021-08-04,2021-06-30,$-0.23,$-0.34
14,2021-05-10,2021-03-31,$-0.25,$-0.33
15,2021-01-28,2020-12-31,$-0.26,$-0.28
16,2020-10-28,2020-09-30,$-0.29,$-0.28
17,2020-07-30,2020-06-30,$-0.31,$-0.30
18,2020-05-12,2020-03-31,$-0.31,$-0.32
19,2020-02-04,2019-12-31,$-0.34,$-0.38
20,2019-10-30,2019-09-30,$-0.30,$-0.30
21,2019-07-30,2019-06-30,$-0.29,$-0.29
22,2019-05-14,2019-03-31,$-0.18,$-0.22
23,2019-01-29,2018-12-31,$-0.17,$-0.19
24,2018-10-29,2018-09-30,$-0.14,$-0.15
25,2018-07-26,2018-06-30,$-0.10,$-0.14
26,2018-05-24,2018-03-31,$-0.05,$-0.11
27,2018-01-25,2017-12-31,$-0.04,$-0.07
28,2017-10-26,2017-09-30,$-0.02,$-0.04
29,2017-07-27,2017-06-30,$-0.02,$-0.01
30,2017-05-25,2017-03-31,$-0.03,$-0.01
31,2017-01-25,2016-12-31,$-0.01,$-0.01
32,2016-10-26,2016-09-30,$-0.02,$0.01
33,2016-07-21,2016-06-30,$-0.01,$0.00
34,2016-05-19,2016-03-31,$-0.02,$-0.03
35,2016-01-21,2015-12-31,$-0.01,$-0.01
36,2015-10-22,2015-09-30,$0.00,$0.00
37,2015-07-22,2015-06-30,$0.00,$0.01
38,2015-05-20,2015-03-31,$0.01,$0.02
39,2015-01-22,2014-12-31,$0.02,$0.01
