,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2023-08-28,2023-06-30,--,$0.09
1,2023-06-12,2023-03-31,--,$-0.68
2,2023-03-27,2022-12-31,--,$-0.25
3,2022-11-29,2022-09-30,--,$0.34
4,2022-08-16,2022-06-30,--,$0.64
5,2022-05-17,2022-03-31,--,$0.07
6,2022-03-16,2021-12-31,--,$-0.51
7,2021-11-23,2021-09-30,--,$-1.25
8,2021-09-24,2021-06-30,--,$-1.10
9,2021-05-25,2021-03-31,--,$-1.65
10,2021-03-19,2020-12-31,--,$-1.30
11,2020-11-13,2020-09-30,--,$-0.85
12,2019-03-11,2018-12-31,--,$-2.20
13,2018-11-19,2018-09-30,--,$-1.15
14,2018-08-20,2018-06-30,--,$-2.30
15,2018-06-04,2018-03-31,--,$-2.50
16,2018-03-05,2017-12-31,--,$0.95
17,2017-11-20,2017-09-30,--,$1.20
18,2017-08-21,2017-06-30,--,$0.45
19,2017-05-22,2017-03-31,--,$-0.30
20,2017-02-27,2016-12-31,--,$1.25
21,2016-11-21,2016-09-30,--,$1.55
22,2016-08-15,2016-06-30,--,$0.45
23,2016-05-23,2016-03-31,--,$-0.05
24,2016-03-07,2015-12-31,--,$1.25
25,2015-11-23,2015-09-30,--,$1.20
26,2015-08-18,2015-06-30,--,$0.25
27,2015-05-19,2015-03-31,$-0.10,$-0.25
28,2015-03-03,2014-12-31,$0.45,$0.65
