Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-09-30,0.15000,0.08900,0.06100,1.50600,4.29100,,5.79700,-5.73600,0.14800,-5.58800,-5.58800,-5.58800,-5.58800,-5.69400,-5.73600,0.01480,0.01480,-384.61540,-384.61540,3.16550,,40.66670,-3824.00000,-3824.00000,-3725.33300,-3725.33300,0.01160,0.06900,0.19790,454.80000,-63.34160,-63.34160,-43.38510,-63.34160,595.39370,-353.0857,-356.8473
2019-06-30,0.51800,0.21200,0.30600,2.27500,3.84500,,6.12000,-5.81400,5.62800,-0.18600,-0.18600,-0.18600,-0.18600,-5.78900,-5.81400,0.01480,0.01480,-17.48250,-17.48250,3.40030,,59.07340,-1122.39400,-1122.39400,-35.90730,-35.90730,0.02850,0.23500,0.51080,176.17760,-1.45520,-1.45520,-1.02210,-1.45520,862.65260,-313.9762,-317.2535
2019-03-31,0.67700,0.23600,0.44100,2.68100,4.58100,,7.26200,-6.82100,8.14500,1.32400,1.32400,1.32400,1.32400,-6.79900,-6.82100,0.01480,0.01530,87.41260,-104.89510,2.10780,,65.14030,-1007.53300,-1007.53300,195.56860,195.56870,0.03010,0.32280,0.62000,145.16990,11.01680,11.01680,5.88500,11.01680,812.97360,-443.81810,-454.32620
2018-12-31,,,,2.15700,3.58200,,,-5.73900,0.14600,-5.11500,-5.11500,-5.11500,-5.11500,-5.72000,-5.26100,0.01300,0.01300,-402.09780,-367.13280,1.50010,,,,,,,,,,,-51.90780,-51.90780,-18.38140,-51.90780,666.99990,-444.063,-446.662
2018-09-30,,,,2.30900,2.58100,,,-4.89000,0.37300,-4.51700,-4.51700,-4.51700,-4.51700,-4.87200,-4.89000,0.01340,0.01360,-332.16780,-332.16780,0.71670,,,,,,,,,,,101.34630,101.34620,-33.93430,101.34620,-333.30300,-217.1804,-233.2444
2018-06-30,,,,2.92100,8.88600,,,-11.80700,-6.01900,-17.82600,-17.82600,-17.82600,-17.82600,-11.79500,-11.80700,0.01310,0.01320,-1363.63600,-1363.63600,0.57370,,,,,,,,,,,147.89680,147.89680,-104.33710,147.89680,-901.38510,-428.908,-441.6971
2018-03-31,,,,2.55200,2.16500,,,-4.71700,3.55200,-1.16500,-1.16500,-1.16500,-1.16500,-4.70700,-4.71700,0.01160,0.01170,-104.89510,-139.86010,0.69120,,,,,,,,,,,52.26560,52.26560,-20.57210,52.26560,-187.37570,-415.25360,-417.56050
2017-12-31,,,,3.26600,2.60300,,,-5.86900,2.14000,-3.72900,-3.72900,-3.72900,-3.72900,-5.85900,-5.86900,0.01070,0.01070,-349.65030,-349.65030,0.46280,,,,,,,,,,,49.78640,49.78640,-54.76580,49.78640,-648.94470,-518.433,-519.802
2017-09-30,,,,3.79800,2.17200,,,-5.97000,-6.96800,-12.93800,-12.93800,-12.93800,-12.93800,-5.97000,-5.97000,0.01100,0.01100,-1171.32900,-1171.32900,0.25620,,,,,,,,,,,127.48060,127.48050,-344.64570,127.48050,-920.18500,-407.0119,-412.4877
2017-06-30,,,,4.29500,1.68500,,,-5.98000,0.30100,-5.67900,-5.67900,-5.67900,-5.67900,-5.98000,-5.98000,0.01050,0.01050,-541.95810,-541.95810,1.03770,,,,,,,,,,,-1284.84000,-1284.84300,-65.81300,-1284.84200,40.29320,-602.922,-613.9052
2017-03-31,,,,3.02800,2.00600,,,-5.03400,-0.64400,-5.67800,-5.67800,-5.67800,-5.67800,-5.03400,-5.03400,0.01010,0.01010,-559.44060,-559.44060,0.90250,,,,,,,,,,,624.66940,624.66850,-66.03040,624.66790,-87.07660,-284.90910,-284.90910
2016-12-31,,,,1.67630,0.28740,,,-1.96370,-0.17500,-2.13870,-2.13870,-2.13870,-2.13870,-1.96370,-1.96370,0.00950,0.00950,-122.37760,-122.37760,0.50040,,,,,,,,,,,62.09870,62.09880,-61.99080,62.09880,-355.72370,-233.0194,-233.0194
2016-09-30,,,,1.41100,1.98000,,,-3.39100,0.40400,-2.98700,-2.98700,-2.98700,-2.98700,-3.39100,-3.39100,0.00970,0.00970,-349.65040,-349.65040,1.52470,,,,,,,,,,,-127.61290,-127.61290,-43.91360,-127.61290,242.03490,-156.6009,-156.6009
2016-06-30,,,,0.65400,1.45000,,,-2.10400,-0.98000,-3.08400,-3.08400,-3.08400,-3.08400,-2.10400,-2.10400,0.00930,0.00930,-349.65040,-349.65040,2.09590,,,,,,,,,,,-64.84290,-64.84290,-33.90450,-64.84290,493.03130,-232.4578,-232.4578
2016-03-31,,,,0.98170,1.93360,,,-2.91530,-0.91500,-3.83030,-3.83030,-3.83030,-3.83030,-2.91530,-2.91530,0.00820,0.00820,-437.06300,-437.06300,0.99600,,,,,,,,,,,23655.34000,23655.69000,-94.79300,23655.63000,-1.96060,-204.80480,-204.80480
2015-12-31,,,,1.29160,0.50700,-1.04200,,-2.84070,0.40820,-2.43240,-2.43240,-2.43240,-2.43240,-2.84070,-2.84070,0.00740,0.00740,-349.65040,-349.65040,0.81940,,,,,,,,,,,118.29710,118.29710,-46.28360,118.29710,-269.72380,-412.475,-412.475
2015-09-30,,,,0.00150,0.72410,,,-0.72570,2.51110,1.78540,1.78540,1.78540,1.78540,-0.72570,-0.72570,0.00740,0.00790,262.23780,262.23780,0.49190,-0.17540,,,,,,,,,,-156.55940,-156.55930,248.28150,-156.55930,-154.49420,-134.7995,-134.7995
2015-06-30,,,,1.52080,1.46480,,,-2.98570,0.43130,-2.55440,-2.55440,-2.55440,-2.55440,-2.98570,-2.98570,0.00730,0.00730,-349.65040,-349.65040,0.90330,,,,,,,,,,,106.04930,106.04930,-178.58470,106.04930,-327.42460,-294.3841,-294.3841
2015-03-31,,,,0.92000,1.27000,,,-2.19000,0.52360,-2.05000,-2.05000,-2.05000,-2.05000,-2.19000,-2.19000,,,,0.00000,1.01550,,,,,,,,,,,131.16630,131.16630,-168.53740,131.16630,-216.49190,0.00000,
2014-12-31,,,,1.19180,,-1.54730,,-3.09200,,,,,-2.47860,,,0.00720,0.00720,-349.65040,-349.65040,,,,,,,,,,,,,,,,,-241.036,-241.036
2014-09-30,,,,1.25420,0.77530,-0.73400,,-2.76350,-0.99260,-3.75610,-3.75610,-3.75610,-3.75610,-2.76350,-2.76350,0.00720,0.00750,-524.47550,-524.47550,,,,,,,,,,,,,,,,,-243.8625,-243.8625
2014-06-30,,,,0.75040,0.29940,-0.33410,,-1.38380,-0.18010,-1.56400,-1.56400,-1.56400,-1.56400,-1.38380,-1.38380,0.00440,0.00440,-349.65040,-349.65040,,,,,,,,,,,,,,,,,-121.8114,-121.8114
2014-03-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.00000,
2013-03-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.00000,
