Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-09-30,2417.80100,790.53300,1627.26800,-569.07000,1121.71000,505.55810,-375.85100,129.70700,95.96800,33.73900,33.73900,32.55300,1065.16600,505.55810,732.96300,732.96300,0.04000,0.04000,0.44920,0.85930,6.28610,67.30360,20.90980,20.90980,5.36470,1.34640,0.07120,5.53840,16.25010,0.91910,-0.15500,0.09940,0.12940,5.07150,0.8424,0.3836
2018-06-30,2364.15300,795.12700,1569.02600,-575.74900,1233.96700,335.05900,-438.65300,-103.59400,-5.59000,-98.00400,-98.00400,-97.85500,1003.60700,335.05900,737.06900,737.06900,-0.13000,-0.13000,0.32400,0.84960,5.94810,66.36740,14.17250,14.17250,-4.38190,-4.13910,0.06970,6.18550,14.55010,-2.53420,0.45030,-0.28900,-0.38120,5.24670,0.9881,0.6695
2018-03-31,2329.71400,787.36100,1542.35300,-583.02300,1229.31500,313.03810,-502.69000,-189.65200,-60.70300,-128.94900,-128.94900,-128.95100,972.69310,313.03810,737.06900,737.06900,-0.17000,-0.17000,0.69970,0.80160,4.25680,66.20350,13.43680,13.43680,-8.14060,-5.53510,0.06600,7.04350,12.77770,-2.38930,0.62970,-0.36550,-0.47410,7.32220,0.58470,0.23650
2017-12-31,2359.80800,763.50800,1596.30000,-577.83800,1379.24400,217.05590,-396.13680,-179.08200,-2422.40700,2243.32500,2243.32500,2242.47500,1021.35600,217.05540,696.05500,696.05500,3.26000,3.26000,0.35850,0.79500,3.98590,67.64530,9.19800,9.19800,-7.58880,95.02790,0.06780,6.36470,14.14050,40.75250,-10.88910,6.44410,8.35420,7.46840,1.1597,0.7777
2017-09-30,2322.52100,755.10100,1567.42000,-570.11100,1446.84500,120.57500,-454.55900,-333.98400,-141.55000,-192.43400,-192.43400,-192.56900,955.16410,120.57500,737.06900,737.06900,-0.26000,-0.26000,0.32310,0.87220,7.37860,67.48790,5.19160,5.19160,-14.38020,-8.29140,0.06560,6.73700,13.35910,-6.27140,0.82340,-0.54310,-0.80170,4.16300,0.5094,0.2395
2017-06-30,2322.36200,758.69400,1563.66800,-591.22200,1310.40000,253.26830,-985.69400,-732.42600,-252.48700,-479.93900,-479.93900,-480.30400,965.46030,253.26830,659.14500,659.14500,-0.73000,-0.73000,0.32030,0.86540,6.99830,67.33090,10.90560,10.90560,-31.53800,-20.68170,0.06450,7.06230,12.74380,-14.70600,2.03350,-1.33260,-1.97900,4.42770,0.8547,0.5492
2017-03-31,2302.25900,758.35200,1543.90700,-608.14400,1293.79700,250.11010,-372.20600,-122.09600,-45.90800,-76.18800,-76.18800,-76.42500,860.64610,250.11010,649.52500,649.52500,-0.12000,-0.12000,,,,67.06050,10.86370,10.86370,-5.30330,-3.31960,,,,,,,,,0.37580,-0.01960
2016-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,-0.8174,-0.2383
2016-09-30,2260.22100,738.39000,1521.83100,-660.30700,1379.05200,142.77880,-433.56200,-290.78300,-118.23000,-172.55300,-172.55300,-172.80900,819.00380,142.77880,649.52500,649.52500,-0.27000,-0.27000,,,,67.33110,6.31700,6.31700,-12.86530,-7.64570,,,,,,,,,0.551,0.1699
2016-06-30,823.50100,249.82300,573.67800,-214.47400,528.27500,45.40300,-236.23900,-190.83600,91.29300,-282.12900,-282.12900,-281.76500,45.40300,45.40300,649.52500,649.52500,-0.43000,-0.43000,,,,69.66330,5.51340,5.51340,-23.17370,-34.21550,,,,,,,,,0.2664,0.0684
