Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,3072.00000,2180.50000,891.50000,403.30000,-245.00000,692.70000,198.80030,198.80000,45.80000,153.00000,153.00000,153.00000,292.50030,243.20030,204.13300,204.73700,0.75000,0.75000,0.24050,0.31660,6.47140,7.91670,6.47140,4.98050,0.04440,1.44750,1.49750,0.22090,1.09940,51.76630,-0.94660,-1.09750
2020-12-31,4273.50000,3464.10000,809.39970,366.70000,-272.40000,684.69900,124.70020,124.70000,-10.70000,135.40000,135.40000,135.40000,230.80020,170.29990,203.64200,203.75500,0.67000,0.67000,0.23530,0.30780,2.91800,3.98500,2.91800,3.16840,0.06050,1.24550,1.28730,0.19170,0.95240,53.37030,-3.969,-4.0656
2020-09-30,2996.30000,2012.00000,984.30000,403.00000,-232.30000,684.70000,299.60010,299.60000,68.50000,231.10000,231.10000,231.10000,378.80010,349.00010,203.76100,203.87900,1.13000,1.13000,0.23670,0.31020,9.99900,11.64770,9.99900,7.71280,0.04300,2.12170,2.19230,0.33200,1.61940,53.50090,2.0871,1.9796
2020-06-30,3021.20000,2005.90000,1015.30000,373.90000,-256.30000,677.70000,337.59990,337.60000,72.10000,265.50000,265.50000,265.50000,412.39980,385.09990,203.62400,203.67100,1.30000,1.30000,0.24320,0.35910,11.17440,12.74660,11.17440,8.78790,0.04360,2.51390,2.59980,0.38310,1.90260,51.90260,3.1038,2.9156
2020-03-31,2871.10000,1972.00000,899.10010,415.70000,-235.60000,697.00000,202.10010,202.10000,41.10000,161.00000,161.00000,161.00000,276.30010,247.80010,203.30600,203.35600,0.79000,0.79000,0.22920,0.33810,7.03910,8.63080,7.03910,5.60760,0.04390,1.64230,1.70290,0.24640,1.26600,48.21390,1.08140,0.88910
2019-12-31,3034.60000,1997.60000,1037.00000,362.80000,-250.20000,659.60100,377.39920,377.40000,81.20000,296.20000,296.20000,296.20000,487.59920,423.99970,209.72900,209.85400,1.45000,1.44000,0.22700,0.33380,12.43650,13.97220,12.43660,9.76080,0.04530,2.97240,3.08110,0.44200,2.29760,49.10390,1.6169,1.4143
2019-09-30,2960.00000,1988.80000,971.20000,372.80000,-252.90000,671.80000,299.39990,299.40000,57.40000,242.00000,242.00000,242.00000,337.09990,345.49990,208.09800,208.11600,1.16000,1.16000,0.23980,0.35690,10.11490,11.67230,10.11490,8.17570,0.04420,2.51260,2.60690,0.36140,1.91010,46.70370,1.5735,1.3644
2019-06-30,3016.70000,2016.70000,1000.00000,375.50000,-229.90000,648.00000,352.00000,352.00000,70.80000,281.20000,281.20000,281.20000,422.10000,394.60000,211.06870,211.11260,1.33000,1.33000,0.26110,0.35350,11.66840,13.08050,11.66840,9.32140,0.04580,2.97470,3.08910,0.42710,2.19790,45.10610,2.0553,1.8789
2019-03-31,2987.60000,1957.20000,1030.40000,397.10000,-237.90000,677.10000,353.30000,353.30000,72.40000,280.90000,280.90000,280.90000,422.80000,395.40010,214.29700,214.43000,1.31000,1.31000,0.24620,0.32650,11.82560,13.23470,11.82560,9.40220,0.04670,3.10030,3.22520,0.43940,2.33710,42.67980,2.41010,2.27910
2018-12-31,2880.80000,1772.30000,1108.50000,356.70000,-400.10000,798.80100,309.69950,309.70000,60.60000,249.10000,249.10000,249.10000,378.19950,351.69920,219.63560,220.05860,1.16000,1.16000,0.25630,0.34460,10.75050,12.20840,10.75050,8.64690,0.04660,2.88920,3.01150,0.40260,2.14870,40.18490,2.0323,1.8142
2018-09-30,2927.80000,2855.70000,72.10010,361.10000,-46.10000,449.90000,-377.79980,-377.80000,-93.10000,-284.70000,-284.70000,-284.70000,-309.69980,-335.09980,218.89300,218.89300,-1.30000,-1.30000,0.25940,0.35030,-12.90390,-11.44550,-12.90390,-9.72400,0.04700,-3.34230,-3.48380,-0.45740,-2.47530,38.94520,1.8006,1.6335
2018-06-30,2890.30000,1911.90000,978.40000,360.40000,-220.80000,623.60000,354.80000,354.80000,69.30000,285.50000,285.50000,285.50000,422.10000,397.20000,220.77700,221.06300,1.29000,1.29000,0.24090,0.33850,12.27550,13.74250,12.27550,9.87790,0.04630,3.02230,3.13740,0.45780,2.29430,43.19720,1.8019,1.663
2018-03-31,2899.60000,1920.90000,978.70010,373.20000,-224.20000,637.60000,341.10030,341.10000,67.60000,273.50000,273.50000,273.50000,405.90040,381.30040,221.89400,222.57700,1.23000,1.23000,0.22270,0.30760,11.76370,13.15010,11.76370,9.43230,0.04600,2.87910,2.98890,0.43400,2.23790,42.95130,1.34740,1.21670
2017-12-31,2839.19900,1898.10000,941.09910,325.30000,-230.40000,595.80000,345.29960,345.30000,78.40000,266.90000,266.90000,266.90000,410.39960,385.39980,226.49240,227.33520,1.19000,1.18000,0.22240,0.30690,12.16190,13.57420,12.16190,9.40050,0.04440,2.78750,2.88970,0.41690,2.16760,43.02420,1.2424,1.0654
2017-09-30,2819.10000,1873.20000,945.90010,347.50000,-191.50000,579.10000,366.80030,366.80000,114.50000,252.30000,252.30000,252.30000,431.90030,406.90030,225.28800,226.03000,1.12000,1.12000,0.22570,0.31260,13.01130,14.43370,13.01120,8.94970,0.04420,2.67020,2.76940,0.39540,2.06760,42.11230,1.0326,0.9559
2017-06-30,2822.00000,1860.10000,961.90000,356.10000,-204.30000,600.30000,361.59990,361.60000,116.50000,245.10000,245.10000,245.10000,428.39980,401.49980,227.45400,228.17900,1.08000,1.07000,0.24160,0.31860,12.81360,14.22750,12.81360,8.68530,0.04450,2.63080,2.72960,0.38670,1.99510,41.20530,1.4991,1.4081
2017-03-31,2806.50000,1857.10000,949.40000,350.50000,-228.80000,619.10000,330.30000,330.30000,100.40000,229.90000,229.90000,229.90000,396.60000,370.10000,229.42900,230.37800,1.00000,1.00000,0.24680,0.32770,11.76910,13.18720,11.76910,8.19170,0.04490,2.52430,2.62090,0.36770,1.90130,39.91060,1.34650,1.22800
2016-12-31,2796.50000,1845.50000,951.00090,334.30000,-205.70000,579.79800,371.20210,371.20000,123.20000,247.99990,247.99990,248.00000,436.80210,411.00140,235.44600,235.97900,1.07000,1.06000,0.25060,0.33450,13.27380,14.69700,13.27370,8.86820,0.04510,2.76540,2.87270,0.40040,2.07230,39.02130,1.5299,1.4263
2016-09-30,2763.30000,1851.60000,911.70010,328.90000,-205.50000,579.60000,332.10010,332.10000,96.10000,236.00000,236.00000,236.00000,402.60010,377.30010,233.75200,234.21400,1.01000,1.01000,0.24390,0.32260,12.01820,13.65400,12.01820,8.54050,0.04320,2.52100,2.61510,0.36930,1.90610,40.33350,0.8575,0.7762
2016-06-30,2761.30000,1841.80000,919.50000,329.10000,-207.80000,579.30000,340.20000,340.20000,103.40000,236.80000,236.80000,236.80000,407.80000,382.59990,236.89300,237.31900,1.00000,1.00000,0.24940,0.37060,12.32030,13.85580,12.32030,8.57570,0.04320,2.58600,2.65160,0.37090,1.94100,38.96410,1.1432,1.0395
2016-03-31,2725.40000,1837.20000,888.19980,339.80000,-205.60000,584.00000,304.19970,304.20000,93.60000,210.60000,210.60000,210.60000,368.19970,342.79970,239.61900,239.93000,0.88000,0.88000,0.21500,0.31320,11.16170,12.57800,11.16170,7.72730,0.04400,2.36090,2.42330,0.33990,1.85340,37.52220,1.22240,1.15080
2015-12-31,2722.40000,1839.10000,883.30020,317.99990,-209.80000,566.69900,316.60080,316.60000,90.50000,226.10010,226.10010,226.10000,381.00080,355.50040,246.98700,247.85500,0.93000,0.93000,0.22040,0.32330,11.62950,13.05840,11.62950,8.30520,0.04500,2.60970,2.68110,0.37330,2.03450,35.96220,1.1558,1.0492
2015-09-30,2657.80000,1797.80000,860.00000,322.90000,-200.10000,561.10000,298.89990,298.90000,95.10000,203.80000,203.80000,203.80000,362.39990,336.99990,245.40000,246.32400,0.83000,0.83000,0.20530,0.31730,11.24610,12.67970,11.24610,7.66800,0.04320,2.37500,2.44100,0.33140,1.88740,35.25200,1.1423,1.0578
2015-06-30,2703.70000,1806.70000,896.99990,329.10000,-210.10000,577.20000,319.79980,319.80000,95.50000,224.30000,224.30000,224.30000,382.89980,357.79980,248.31900,249.19200,0.90000,0.90000,0.23260,0.32090,11.82820,13.23370,11.82820,8.29600,0.04380,2.63400,2.69690,0.36350,2.02140,34.52590,1.3288,1.2402
2015-03-31,2647.40000,1765.80000,881.59990,347.40000,-193.40000,578.60000,302.99980,303.00000,90.10000,212.90000,212.90000,212.90000,364.29970,340.79970,251.46700,252.23500,0.85000,0.84000,0.23060,0.31710,11.44520,12.87300,11.44520,8.04190,0.04200,2.45050,2.50770,0.33790,1.88550,34.82380,1.58620,1.46170
2014-12-31,2639.00000,2468.20000,170.80080,321.70000,-265.20000,625.40000,-454.59960,-454.60000,-172.40000,-282.20000,-282.20000,-282.20000,-394.19960,-416.09990,255.52600,256.65300,-1.09000,-1.08000,0.23570,0.32630,-17.22620,-15.76730,-17.22620,-10.69340,0.04230,-3.31150,-3.39050,-0.45190,-2.53080,33.77550,1.0626,0.9571
2014-09-30,2614.30000,1757.80000,856.50010,314.00000,-187.10000,539.50000,317.00000,317.00000,97.90000,219.10000,219.10000,219.10000,378.50000,355.40000,253.58600,254.79600,0.86000,0.86000,0.23140,0.30870,12.12560,13.59450,12.12560,8.38080,0.04220,2.37020,2.42280,0.35360,1.82170,36.69260,0.8907,0.7766
2014-06-30,2656.80000,1757.80000,899.00000,306.40000,-190.10000,549.20000,349.80000,349.80000,110.40000,239.40000,239.40000,239.40000,424.60010,402.50010,256.79000,257.91000,0.93000,0.93000,0.23200,0.30830,13.16620,15.14980,13.16620,9.01080,0.04270,2.58990,2.64750,0.38480,1.98910,36.28500,1.4844,1.3656
2014-03-31,2614.40000,1738.30000,876.09990,319.60000,-188.80000,546.30000,329.79980,329.80000,104.00000,225.80000,225.80000,225.80000,388.49980,367.69980,259.40800,260.70900,0.87000,0.86000,0.24770,0.33610,12.61470,14.06440,12.61480,8.63680,0.04280,2.52130,2.57920,0.36970,1.89690,34.77110,1.32980,1.22210
2013-12-31,2601.00000,1754.20000,846.79970,296.90000,-191.70000,526.20000,320.59940,320.60000,110.50000,210.10000,210.10000,210.10000,379.59940,358.19940,264.72600,265.94900,0.81000,0.80000,0.23170,0.30160,12.32600,13.77160,12.32600,8.07770,0.04380,2.42630,2.48400,0.35370,1.86410,33.30210,1.1937,0.797
2013-09-30,2540.90000,1746.40000,794.49990,294.80000,-178.20000,510.40000,284.09990,284.10000,78.40000,205.70000,205.70000,205.70000,342.19990,321.49980,262.94600,264.26000,0.78000,0.78000,0.23280,0.31970,11.18110,12.65300,11.18110,8.09560,0.04260,2.37260,2.42910,0.34520,1.82020,33.20020,1.0042,1.0042
2013-06-30,2601.90000,1769.30000,832.59990,296.20000,-187.60000,521.10000,311.49980,311.50000,92.90000,218.60000,218.60000,218.60000,370.29970,348.79970,265.56000,266.73600,0.82000,0.82000,0.23980,0.33380,11.97200,13.40560,11.97200,8.40160,0.04380,2.60840,2.67250,0.36820,1.98280,31.79710,0.7001,0.7001
2013-03-31,2624.80000,1768.50000,856.30000,321.40000,-194.00000,552.50000,303.80000,303.80000,91.20000,212.60000,212.60000,212.60000,362.10010,340.90010,269.36100,270.35400,0.79000,0.79000,0.23810,0.34010,11.57420,12.98770,11.57420,8.09970,0.04260,2.48430,2.54400,0.34510,1.89290,32.05550,0.98060,0.98060
2012-12-31,2658.20000,1795.90000,862.30020,290.60000,-210.90000,539.60100,322.69970,322.70000,88.80000,233.90000,233.90000,233.90000,381.59970,360.79970,281.35600,281.75700,0.85000,0.85000,0.24240,0.37280,12.13980,13.57310,12.13980,8.79920,0.04270,2.71580,2.78090,0.37580,2.05750,31.87430,1.4718,1.0977
2012-09-30,2628.00000,1803.60000,824.40000,274.00000,-193.40000,504.00000,320.40010,320.40000,90.20000,230.20000,230.20000,230.20000,379.30010,357.00020,278.35400,278.51100,0.83000,0.83000,0.24280,0.37350,12.19180,13.58450,12.19180,8.75950,0.04230,2.65410,2.71730,0.37060,2.00960,31.52950,1.0312,1.0312
2012-06-30,2617.90000,1794.80000,823.10000,294.60000,-196.90000,526.70000,296.40010,296.40000,80.00000,216.40000,216.40000,216.40000,352.30020,331.60020,283.31700,283.74100,0.76000,0.76000,0.23250,0.35860,11.32210,12.66670,11.32210,8.26620,0.04310,2.58050,2.64400,0.35660,1.98060,29.94460,1.2629,1.2629
2012-03-31,2611.30000,1777.80000,833.50000,306.30000,-181.70000,523.50000,310.00000,310.00000,96.10000,213.90000,213.90000,213.90000,366.00000,345.50000,290.43000,291.28400,0.74000,0.73000,0.23790,0.35760,11.87150,13.23100,11.87150,8.19130,0.04380,2.61490,2.68100,0.35910,1.99300,28.61990,1.13050,1.13050
2011-12-31,2604.80000,2490.20000,114.59990,300.90000,-395.80000,731.90000,-617.30050,-617.30000,-248.30000,-369.00000,-369.00000,-369.00000,-561.20050,-582.10060,302.40000,303.57100,-1.20000,-1.19000,0.23930,0.35280,-23.69860,-22.34720,-23.69860,-14.16620,0.04370,-4.51670,-4.63070,-0.61960,-3.43580,27.91000,1.2959,0.9724
2011-09-30,2545.60000,1746.00000,799.60010,282.60000,-193.20000,510.90000,288.70020,288.70000,86.70000,202.00000,202.00000,202.00000,344.30020,323.80020,298.18600,299.17300,0.68000,0.68000,0.21470,0.30960,11.34110,12.72000,11.34110,7.93530,0.04240,2.13530,2.18170,0.33640,1.67680,32.36030,0.6334,0.6334
2011-06-30,2564.50000,1704.90000,859.60000,293.30000,-196.70000,525.10000,334.50000,334.50000,106.90000,227.60000,227.60000,227.60000,390.00000,369.60000,306.31600,307.41100,0.74000,0.74000,0.22180,0.30050,13.04350,14.41220,13.04350,8.87500,0.04420,2.50580,2.56270,0.39230,1.95000,29.93800,1.0453,1.0453
2011-03-31,2563.10000,1705.10000,858.00010,296.90000,-195.80000,530.60000,327.40010,327.40000,103.80000,223.60000,223.60000,223.60000,384.60010,365.30010,312.74200,314.33200,0.72000,0.71000,0.22480,0.29000,12.77360,14.25230,12.77360,8.72380,0.04490,2.48890,2.54600,0.39150,1.92940,29.07700,0.95760,0.95760
2010-12-31,2593.10000,1866.40000,726.70020,159.09990,-204.40000,402.60000,324.10030,324.10000,105.70000,218.40000,218.40000,218.40000,382.50040,363.20050,325.83900,327.22100,0.70000,0.69000,0.22730,0.31940,12.49860,14.00640,12.49860,8.42240,0.04520,2.44180,2.49790,0.38110,1.88670,28.25380,0.8412,0.8412
2010-09-30,2527.90000,1650.60000,877.29990,324.70000,-190.90000,550.80000,326.50000,326.50000,105.70000,220.80000,220.80000,220.80000,380.80000,361.70000,323.08400,324.46700,0.68000,0.68000,0.22970,0.32340,12.91590,14.30830,12.91590,8.73450,0.04280,2.47420,2.53130,0.37390,1.90580,28.08180,0.8069,0.8069
2010-06-30,2510.60000,1637.70000,872.90010,327.30000,-203.40000,564.80000,308.10010,308.10000,98.40000,209.70000,209.70000,209.70000,361.00010,342.20010,331.23700,332.63200,0.63000,0.63000,0.20350,0.28090,12.27200,13.63020,12.27200,8.35260,0.04420,2.36370,2.41840,0.36920,1.88270,27.11880,1.1651,1.1651
2010-03-31,2561.60000,1632.30000,929.30000,338.50000,-196.20000,568.10000,361.20000,361.20000,131.40000,229.80000,229.80000,229.80000,412.80000,394.59990,332.27000,333.52400,0.69000,0.69000,0.20690,0.28660,14.10060,15.40440,14.10060,8.97100,0.04660,2.61730,2.67850,0.41780,2.07560,26.38480,0.84430,0.84430
2009-12-31,2496.60000,1623.70000,872.90000,337.20000,-205.30000,577.00000,295.89970,295.90010,96.50000,199.40000,199.40000,199.40000,349.89970,330.39960,331.26600,332.13600,0.59000,0.61000,0.23070,0.29990,11.85210,13.23400,11.85210,7.98690,0.04580,2.34590,2.40280,0.36600,1.80460,25.61750,1.1581,1.1581
2009-09-30,2517.50000,1625.20000,892.30000,331.40000,-198.40000,557.70000,334.60010,334.60000,113.50000,221.10000,221.10000,221.10000,381.40010,362.50010,331.41100,332.62200,0.67000,0.66000,0.23840,0.31300,13.29100,14.39920,13.29100,8.78250,0.04620,2.68230,2.74950,0.40590,2.04280,24.85590,0.7344,0.7344
2009-06-30,2628.00000,1647.90000,980.10010,329.00000,-209.50000,568.90000,411.20020,411.20000,144.00000,267.20000,267.20000,267.20000,460.10020,441.60020,331.17200,331.95500,0.81000,0.80000,0.23130,0.30700,15.64690,16.80370,15.64690,10.16740,0.05120,3.57300,3.67200,0.52050,2.74640,22.57100,0.953,0.953
2009-03-31,2448.90000,1638.30000,810.60000,321.90000,-205.50000,560.00000,250.59990,250.60000,85.70000,164.90000,164.90000,164.90000,300.79990,283.19990,330.80500,330.96500,0.50000,0.50000,0.25980,0.38330,10.23320,11.56440,10.23320,6.73360,0.04980,2.56750,2.65010,0.33530,1.90040,19.39140,0.87890,0.87890
