,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-06,2024-09-30,$1.02,$0.42
1,2024-08-01,2024-06-30,$1.01,$0.42
2,2024-05-02,2024-03-31,$0.99,$0.43
3,2024-02-22,2023-12-31,$1.00,$0.52
4,2023-11-02,2023-09-30,$0.94,$0.45
5,2023-08-03,2023-06-30,$0.89,$0.40
6,2023-05-04,2023-03-31,$0.88,$0.42
7,2023-02-23,2022-12-31,$0.89,$0.43
8,2022-11-03,2022-09-30,$0.92,$0.48
9,2022-08-04,2022-06-30,$0.88,$0.46
10,2022-04-28,2022-03-31,$0.70,$0.38
11,2022-02-24,2021-12-31,$0.71,$0.43
12,2021-11-04,2021-09-30,$0.70,$0.40
13,2021-08-05,2021-06-30,$0.64,$0.38
14,2021-05-06,2021-03-31,$0.64,$0.32
15,2021-02-24,2020-12-31,$0.60,$0.86
16,2020-11-05,2020-09-30,$0.55,$0.31
17,2020-08-06,2020-06-30,$0.42,$0.22
18,2020-05-07,2020-03-31,$0.45,$0.27
19,2020-02-13,2019-12-31,$0.63,$0.13
20,2019-10-31,2019-09-30,$0.59,$0.32
21,2019-08-01,2019-06-30,$0.51,$0.23
22,2019-04-25,2019-03-31,$0.53,$0.17
23,2019-02-14,2018-12-31,$0.52,$0.55
24,2018-10-25,2018-09-30,$0.54,$0.28
25,2018-07-27,2018-06-30,$0.53,$0.30
26,2018-04-26,2018-03-31,$0.50,$0.24
27,2018-02-16,2017-12-31,$0.57,$0.29
28,2017-10-24,2017-09-30,$0.56,$0.31
29,2017-07-28,2017-06-30,$0.52,$0.30
30,2017-04-27,2017-03-31,$0.51,$0.24
31,2017-02-23,2016-12-31,--,$0.26
32,2016-11-01,2016-09-30,$0.58,$0.27
33,2016-08-04,2016-06-30,$0.53,$0.24
34,2016-04-28,2016-03-31,$0.48,$0.33
35,2016-02-25,2015-12-31,$0.56,$0.33
36,2015-10-30,2015-09-30,$0.49,$0.31
37,2015-07-30,2015-06-30,$0.32,$0.28
38,2015-04-28,2015-03-31,$0.29,$0.32
39,2015-02-20,2014-12-31,$0.31,$0.25
