Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,393.74200,393.74200,169.47100,-107.61700,48.76800,-30.75900,18.00900,-0.47800,18.48700,18.48700,,18.48700,117.19600,48.76800,78.83600,78.96800,0.23000,0.23000,0.74990,0.51180,1.16790,100.00000,12.38580,12.38580,4.57380,4.69520,0.05060,2.73990,32.84780,0.73130,0.74670,0.23760,0.35700,31.92800,1.5848,-0.3474
2024-06-30,402.07200,402.07200,170.03600,-109.95100,54.25600,-30.90300,23.35300,0.49500,22.85800,22.85800,,22.85800,122.61900,54.25600,78.39000,78.45600,0.29000,0.29000,0.88170,0.51190,1.15100,100.00000,13.49410,13.49410,5.80820,5.68510,0.05230,2.61900,34.36380,0.90450,0.92360,0.29750,0.44150,32.11150,1.6092,-0.0749
2024-03-31,609.41600,609.41600,328.80500,-111.56800,101.11600,-27.31500,73.80100,2.30600,71.49500,71.49500,,71.49500,169.55300,101.11600,78.16100,78.21100,0.91000,0.91000,0.96840,0.51250,1.14120,100.00000,16.59230,16.59230,12.11010,11.73170,0.07970,2.79580,32.19090,2.83650,2.89680,0.93470,1.38290,32.23680,2.43120,0.91340
2023-12-31,517.36000,517.36000,247.54200,-103.49100,99.19410,-32.46500,66.72900,-17.40600,84.13500,84.13500,,84.13500,166.83510,99.19390,76.39600,76.49500,1.09000,1.09000,0.85380,0.50810,1.17930,100.00000,19.17310,19.17310,12.89800,16.26240,0.06720,2.38700,37.70480,3.38530,3.45820,1.09230,1.66530,31.83250,0.7208,-1.1173
2023-09-30,379.62600,379.62600,171.56200,-103.11700,38.08700,-27.15700,10.93000,-3.78600,14.71600,14.71600,,14.71600,105.44300,38.08700,76.73400,76.76100,0.19000,0.19000,0.93790,0.51720,1.16320,100.00000,10.03280,10.03280,2.87910,3.87640,0.05080,2.87810,31.27030,0.61070,0.62420,0.19700,0.29480,31.15000,1.583,-0.1191
2023-06-30,379.93700,379.93700,166.16100,-103.82000,43.80800,-32.13400,11.67400,-5.81000,17.48400,17.48400,,17.48400,110.80800,43.80800,75.98300,76.13100,0.23000,0.23000,0.97370,0.51820,1.16290,100.00000,11.53030,11.53030,3.07260,4.60180,0.05150,2.68240,33.55260,0.72840,0.74460,0.23720,0.35090,31.36820,2.2888,0.6453
2023-03-31,474.63100,474.63100,226.82200,-106.02000,76.60100,-28.38400,48.21700,-6.62800,54.84500,54.84500,,54.84500,142.94800,76.60100,75.16900,75.27500,0.73000,0.73000,1.08450,0.51980,1.18480,100.00000,16.13910,16.13910,10.15880,11.55530,0.06420,2.19160,41.06570,2.29930,2.35100,0.74180,1.10420,31.48390,1.25200,-0.08290
2022-12-31,510.14900,510.14900,271.22900,-111.21400,63.58780,8.85500,72.44300,-5.51300,77.95600,77.95600,,77.95600,128.23680,63.58800,72.98900,73.09300,1.05000,1.05000,0.74830,0.49980,1.20320,100.00000,12.46460,12.46460,14.20040,15.28100,0.06880,1.99470,45.11850,3.33910,3.41580,1.05100,1.67030,31.15130,-1.1713,-2.8351
2022-09-30,359.44600,359.44600,173.78600,-102.77400,19.40200,-25.04300,-5.64100,0.15700,-5.79800,-5.79800,,-5.79800,83.38200,19.40200,73.22900,73.29800,-0.08000,-0.08000,0.67660,0.51070,1.16960,100.00000,5.39780,5.39780,-1.56940,-1.61300,0.05090,2.17940,41.29550,-0.25940,-0.26570,-0.08220,-0.12690,30.29280,0.0362,-1.5846
2022-06-30,378.56600,378.56600,184.05500,-107.42200,24.28300,-13.82900,10.45400,-0.99900,11.45300,11.45300,,11.45300,87.62100,24.28300,72.62400,72.65800,0.16000,0.16000,0.75350,0.51110,1.11900,100.00000,6.41450,6.41450,2.76150,3.02540,0.05460,2.27880,39.49370,0.51190,0.52410,0.16510,0.25020,30.66070,0.5843,-0.9805
2022-03-31,462.04600,462.04600,220.98500,-95.48300,82.96900,-22.24000,60.72900,-10.83600,71.56500,71.56500,,71.56500,146.11800,82.96900,71.78700,71.93000,1.00000,0.99000,0.92860,0.51230,1.16230,100.00000,17.95690,17.95690,13.14350,15.48870,0.06570,2.39150,37.63260,3.20450,3.28150,1.01710,1.56290,30.83050,2.25010,0.91570
2021-12-31,431.80410,431.80410,196.86300,-101.89400,70.37110,-16.59300,53.77800,2.90100,50.87700,50.87700,,50.87700,133.84610,70.37110,69.95100,70.08500,0.72000,0.72000,0.47580,0.47500,1.15280,100.00000,16.29700,16.29700,12.45430,11.78240,0.06300,2.12670,42.31820,2.36120,2.42000,0.74230,1.23950,30.13710,0.5503,-1.1239
2021-09-30,296.00700,296.00700,127.57300,-86.46800,24.21400,-15.28000,8.93400,-5.43200,14.36600,14.36600,,14.36600,82.46300,24.21400,70.05400,70.12900,0.21000,0.20000,0.44580,0.48130,1.14140,100.00000,8.18020,8.18020,3.01820,4.85330,0.04400,2.26490,39.73770,0.68360,0.70110,0.21340,0.35460,29.69800,0.5308,-0.997
2021-06-30,298.25500,298.25500,115.15200,-95.21200,31.75200,-15.28000,16.47200,2.39800,14.07400,14.07400,,14.07400,88.63900,31.75200,69.40400,69.53400,0.20000,0.20000,0.40580,0.46660,1.13840,100.00000,10.64590,10.64590,5.52280,4.71880,0.04490,2.29720,39.17840,0.67990,0.69760,0.21180,0.36270,29.71230,0.646,-1.0308
2021-03-31,412.87000,412.87000,166.88800,-88.73900,101.89500,-21.71400,80.18100,12.16400,68.01700,68.01700,,68.01700,158.06600,101.89500,69.29300,69.50600,0.98000,0.98000,0.71040,0.49900,1.08930,100.00000,24.67970,24.67970,19.42040,16.47420,0.06450,2.69620,33.37980,3.28810,3.37360,1.06280,1.64730,29.84420,2.08740,0.68900
2020-12-31,380.42290,380.42290,148.97700,-89.99100,87.08300,-22.76900,64.31400,5.57900,58.73500,58.73500,,58.73500,142.36310,87.08310,67.96200,68.10200,0.86000,0.85000,0.68000,0.50370,1.11500,100.00000,22.89110,22.89110,16.90590,15.43940,0.05940,2.32290,38.74500,2.89370,2.97050,0.91740,1.43610,29.31480,0.7261,-0.9496
2020-09-30,272.64600,272.64600,102.80100,-87.24800,28.49800,-22.76300,5.73500,0.85900,4.87600,4.87600,,4.87600,83.56100,28.49800,68.19400,68.33700,0.07000,0.07000,0.63110,0.50960,1.14120,100.00000,10.45240,10.45240,2.10350,1.78840,0.04340,2.52170,35.68960,0.24590,0.25260,0.07760,0.12060,28.84820,1.1769,-0.2808
2020-06-30,278.59200,278.59200,92.70700,-86.86300,34.92600,-25.39200,9.53400,-7.91900,17.45300,17.45300,,17.45300,99.96900,34.92600,67.48100,67.58900,0.26000,0.26000,0.53690,0.48980,1.14870,100.00000,12.53660,12.53660,3.42220,6.26470,0.04420,2.41750,37.22900,0.88370,0.90780,0.27690,0.45090,29.08190,0.9498,-0.4359
