Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,94.60000,29.60000,,-124.20000,-74.10000,-198.30000,-0.20000,-198.10000,-198.10000,-198.10000,-120.70000,-124.20000,376.73400,376.73400,-0.45000,-0.45000,12.07310,0.09100,0.10500,-26.32210,-26.33260,-19.78630,-23.92800,1.49390,-0.3138,-0.3861
2024-09-30,89.80000,32.30000,,-122.10000,6.90000,-115.20000,0.10000,-115.30000,-115.30000,-115.30000,-118.80000,-122.10000,397.52100,397.52100,-0.29000,-0.29000,6.03230,0.13800,0.16780,-24.65260,-24.67370,-17.69760,-21.24950,1.10100,-0.1647,-0.1958
2024-06-30,89.80000,31.40000,,-121.20000,14.40000,-106.80000,0.10000,-106.90000,-106.90000,-106.90000,-118.60000,-121.20000,334.07200,334.07200,-0.32000,-0.32000,4.48560,0.11690,0.14220,-32.00600,-32.04440,-22.08680,-28.26550,0.99470,-0.2298,-0.2901
2024-03-31,83.50000,58.70000,,-142.20000,25.90000,-116.30000,0.20000,-116.50000,-116.50000,-116.50000,-139.90000,-142.20000,320.25700,320.25700,-0.36000,-0.36000,6.01140,0.07440,0.08910,-30.72260,-30.75500,-22.80290,-28.43540,1.18510,-0.27010,-0.32410
2023-12-31,79.50000,27.80000,,-107.30000,-1.60000,-108.90000,0.20000,-109.10000,-109.10000,-109.10000,-104.80000,-107.30000,270.40800,270.40800,-0.31000,-0.31000,4.21230,0.05260,0.06320,-29.71940,-29.75180,-19.68250,-28.15480,1.20840,-0.3288,-0.3655
2023-09-30,67.80000,-21.60000,,-46.20000,-5.30000,-51.50000,0.10000,-51.60000,-51.60000,-51.60000,-43.90000,-46.20000,277.68300,277.68300,-0.19000,-0.19000,4.06580,0.03570,0.05130,-14.15640,-14.17190,-9.56260,-13.65080,1.27700,-0.1944,-0.2438
2023-06-30,63.30000,118.10000,,-181.40000,-2.50000,-183.90000,0.20000,-184.10000,-184.10000,-184.10000,-180.20000,-181.40000,251.01900,251.01900,-0.73000,-0.73000,2.67980,0.04790,0.07780,-66.63050,-66.72710,-38.23470,-63.43900,1.09510,-0.2236,-0.2552
2023-03-31,65.80000,44.10000,-2.10000,-112.00000,-1.10000,-113.10000,,-113.10000,-113.10000,-113.10000,-110.80000,-112.00000,247.27500,247.27500,-0.46000,-0.46000,7.27970,0.02100,0.04610,-27.57860,-27.60560,-22.35620,-26.99930,1.68350,-0.25760,-0.30370
2022-12-31,59.20000,44.10000,-4.80000,-108.10000,12.70000,-95.40000,,-95.40000,-95.40000,-95.40000,-106.30000,-108.10000,240.47700,240.47700,-0.39000,-0.39000,10.23450,0.01830,0.04500,-19.33910,-19.35480,-16.62600,-18.98510,2.04150,-0.2789,-0.2926
2022-09-30,47.00000,40.80000,-6.00000,-93.80000,2.80000,-91.00000,,-91.00000,-91.00000,-91.00000,-92.30000,-93.80000,240.25300,240.25300,-0.38000,-0.38000,14.04800,0.01750,0.04200,-16.33170,-16.34340,-14.27230,-16.04660,2.33540,-0.2083,-0.2145
2022-06-30,37.80000,42.40000,,-80.20000,8.50000,-71.70000,,-71.70000,-71.70000,-71.70000,-79.40000,-80.20000,238.06200,238.06200,-0.30000,-0.30000,15.31350,0.02040,0.04300,-11.59820,-11.60570,-10.37330,-11.36110,2.61450,-0.1926,-0.1989
2022-03-31,27.50000,37.80000,,-65.30000,6.10000,-59.20000,,-59.20000,-59.20000,-59.20000,-64.50000,-65.30000,239.80300,239.80300,-0.25000,-0.25000,20.89800,0.02330,0.04350,-8.91970,-8.92510,-8.02280,-8.71230,2.77950,-0.15350,-0.15600
2021-12-31,19.70000,33.60000,0.00000,-53.30000,10.00000,-43.30000,,-43.30000,-43.30000,-43.30000,-52.70000,-53.30000,110.83600,110.83600,1.12000,1.12000,26.67140,0.01480,0.03310,-6.19540,-6.19990,-5.63510,-6.10370,2.93990,-0.3053,-0.3029
2021-09-30,23.10000,114.10000,-39.10000,-176.30000,-0.40000,-176.70000,,-176.70000,-176.70000,-176.70000,-175.80000,-176.30000,88.44300,88.44300,-2.00000,-2.00000,26.85860,0.01730,0.02960,-24.47710,-24.49400,-21.93120,-24.05390,3.04740,-0.1802,-0.1818
2021-06-30,11.40000,22.40000,,-33.80000,0.90000,-32.90000,,-32.90000,-32.90000,-32.90000,-33.60000,-33.80000,58.48200,58.48200,-0.56000,-0.56000,0.06990,,-0.00660,72.37720,72.37720,-6.56990,72.37710,-2.58050,-0.2774,-0.2901
2021-03-31,10.10000,6.60000,-78.20000,-94.90000,,-94.90000,,-94.90000,-94.90000,-94.90000,-94.70000,-94.90000,55.79700,55.79700,-1.70000,-1.70000,0.19650,,-0.00010,194.77340,194.77320,-18.94210,194.77340,-0.77960,-0.21510,-0.23480
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.3011,0.309
2020-09-30,6.70000,0.60000,,-7.30000,,-7.30000,,-7.30000,-7.30000,-7.30000,-7.30000,-7.30000,50.48600,50.48600,-0.14000,-0.14000,,,,,,,,,-0.3011,-0.309
