Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,260.90000,150.60000,110.30000,71.70000,-4.50000,76.20000,34.10000,-10.10000,24.00000,4.20000,19.80000,19.80000,0.00000,19.80000,59.30000,34.10000,21.00000,21.10000,0.94000,0.94000,2.75580,0.30100,0.44020,42.27670,13.07010,13.07010,9.19890,7.58910,0.10300,1.05090,1.93550,46.50060,1.35810,-7.74650,0.78140,0.94930,69.45030,2.5592,2.2417
2024-06-30,271.90000,152.90000,119.00000,70.30000,-0.70000,71.00000,48.00000,-11.60000,36.40000,9.70000,26.70000,26.70000,,26.70000,73.20000,48.00000,21.00000,21.10000,1.27000,1.27000,2.71790,0.31220,0.46250,43.76610,17.65360,17.65360,13.38730,9.81980,0.10780,1.05740,1.99630,45.08280,1.86660,-8.73690,1.05870,1.28380,68.20200,2.0474,1.7725
2024-03-31,257.50000,151.30000,106.20000,77.40000,-0.80000,78.20000,28.00000,-13.70000,14.30000,1.80000,12.50000,12.50000,0.00000,12.50000,52.60000,28.00000,20.90000,21.10000,0.60000,0.59000,2.59040,0.32150,0.48100,41.24270,10.87380,10.87380,5.55340,4.85440,0.10190,1.03350,1.92160,46.83500,0.88410,-3.64860,0.49450,0.59980,67.48280,0.29860,-0.09000
2023-12-31,249.10010,152.80000,96.30010,73.90000,-1.90000,75.79990,20.50010,-11.20000,9.30000,13.80000,-4.50000,-4.50000,,-4.90000,43.90020,20.50010,20.90000,21.00000,-0.25000,-0.24000,3.31110,0.31180,0.45880,38.65920,8.22970,8.22970,3.73340,-1.96710,0.09970,1.07150,2.13450,42.16380,-0.31920,3.40390,-0.18000,-0.21970,67.42400,2.5524,1.9381
2023-09-30,250.70000,151.10000,99.60000,65.60000,-2.10000,67.70000,31.90000,-9.00000,22.90000,14.70000,8.20000,8.20000,0.00000,8.30000,55.60000,31.90000,20.90000,21.00000,0.40000,0.39000,3.26240,0.31270,0.46070,39.72880,12.72440,12.72440,9.13440,3.31070,0.10020,1.03560,2.09790,42.89990,0.58240,-5.58200,0.32780,0.40030,67.34110,3.6154,3.1896
2023-06-30,276.90000,162.10000,114.80000,73.20000,-0.20000,134.20000,-19.40000,-9.20000,-28.60000,-5.80000,-22.80000,-22.80000,,-18.60000,65.20000,-19.40000,20.90000,20.90000,-0.89000,-0.89000,4.03370,0.35180,0.55370,41.45900,-7.00610,-7.00610,-10.32860,-6.71720,0.10520,1.06160,2.02260,44.49620,-1.61200,14.12640,-0.86590,-1.04490,67.66170,2.4928,2.1579
2023-03-31,282.60000,166.50000,116.10000,71.50000,-0.80000,72.30000,43.80000,-9.70000,34.10000,8.10000,26.00000,26.00000,11.40000,37.40000,67.40000,43.80000,20.80000,20.90000,1.80000,1.79000,3.57830,0.34950,0.54830,41.08280,15.49890,15.49890,12.06650,13.23430,0.10580,1.05980,1.89160,47.57960,1.81170,-12.10430,0.97320,1.17840,68.73740,1.26320,1.02390
2022-12-31,271.90000,166.40010,105.49990,77.70000,-0.80000,143.69990,-38.20000,-18.30000,-56.50000,4.60000,-61.10000,-61.10000,184.50000,127.00000,52.20000,-38.20010,20.80000,20.90000,6.09000,6.08000,3.23500,0.35720,0.56680,38.80100,-14.04930,-14.04930,-20.77970,46.70840,0.10270,1.09550,1.98320,45.38070,-4.37960,22.75610,-2.30760,-2.81540,67.01730,-0.2631,-1.1818
2022-09-30,280.10000,169.30000,110.80000,65.80000,-0.10000,65.90000,44.90000,-9.00000,35.90000,9.10000,26.80000,26.80000,0.70000,26.90000,70.60000,44.90000,20.80000,20.90000,1.29000,1.29000,2.56850,0.40640,0.69700,39.55730,16.03000,16.03000,12.81690,9.60370,0.10390,1.12720,1.85010,48.64690,2.11390,-5.78960,0.99460,1.25470,60.94610,2.3109,2.1546
2022-06-30,277.10000,164.80000,112.30000,67.60000,-0.90000,68.50000,43.80000,-10.30000,33.50000,7.50000,26.00000,26.00000,8.30000,34.40000,70.00000,43.80000,20.80000,20.80000,1.67000,1.65000,1.90550,0.40740,0.77720,40.52690,15.80660,15.80660,12.08950,12.41430,0.09840,0.98100,1.49220,60.31400,2.03920,-4.90840,0.92370,1.20830,61.29510,1.7178,1.5296
