Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.26160,2.26160,11.80790,3.46370,-13.00990,0.45320,-12.55670,-12.55670,-12.55670,-12.55670,-12.64870,-13.00990,33.09000,33.09000,-0.38000,-0.38000,4.19150,,,100.00000,-575.24050,-575.24050,-555.20400,-555.20400,0.02430,5.52050,16.30290,-18.39410,-18.39410,-13.50890,-18.39410,1.69260,-0.3357,-0.3366
2024-06-30,3.97140,3.97140,12.50480,3.05790,-11.59120,0.59140,-10.99980,-10.99980,-10.99980,-10.99980,-11.23430,-11.59120,31.84200,31.84200,-0.35000,-0.35000,1.37190,,,100.00000,-291.86450,-291.86450,-276.97230,-276.97230,0.10380,10.73430,8.38430,-95.63110,-95.63110,-28.73700,-95.63110,0.35960,-0.3853,-0.3876
2024-03-31,4.90690,4.90690,11.10100,4.07180,-10.26590,0.47180,-9.79410,-9.79410,-9.79410,-9.79410,-9.93450,-10.26590,31.35500,31.35500,-0.31000,-0.31000,1.56960,,,100.00000,-209.21460,-209.21460,-199.59890,-199.59890,0.09920,13.29780,6.76810,-53.12780,-53.12780,-19.80820,-53.12780,0.58340,-0.04050,-0.06160
2023-12-31,12.08810,12.08810,9.94020,3.42920,-1.28130,0.51920,-0.76210,-0.76210,-0.76210,-0.76210,-0.97370,-1.28130,26.77800,26.77800,0.02000,0.02000,1.62630,,,100.00000,-10.59960,-10.59970,-6.30450,-6.30450,0.20580,1.16550,77.22310,-3.37190,-3.37190,-1.29750,-3.37190,0.72560,-0.4135,-0.4389
2023-09-30,6.18580,6.18580,10.02900,3.02150,-6.86460,0.47400,-6.39060,-6.39060,-6.39060,-6.39060,-6.58810,-6.86460,25.81800,25.81800,-0.25000,-0.25000,0.89680,,,100.00000,-110.97330,-110.97330,-103.31070,-103.31070,0.16650,11.29660,7.96700,357.48240,357.48480,-17.20110,357.48540,-0.06910,-0.3368,-0.3607
2023-06-30,3.91750,3.91750,8.81740,2.84730,-7.74730,0.38070,-7.36660,-7.36660,-7.36660,-7.36660,-7.49260,-7.74730,25.33500,25.33500,-0.29000,-0.29000,1.10730,,,100.00000,-197.76190,-197.76190,-188.04440,-188.04440,0.08510,7.15410,12.58010,-269.72490,-269.72310,-16.01040,-269.72310,0.10600,-0.3724,-0.3815
2023-03-31,2.98670,2.98670,7.66150,3.50990,-8.18470,0.41640,-7.76830,-7.76830,-7.76830,-7.76830,-7.95460,-8.18470,25.24700,25.24700,-0.31000,-0.31000,1.25480,,,100.00000,-274.03880,-274.03880,-260.09560,-260.09560,0.05540,5.45440,16.50060,-125.16870,-125.16850,-14.42220,-125.16850,0.24570,0.16680,0.14880
2022-12-31,0.95990,0.95990,6.23180,2.79440,-8.06630,0.34540,-7.72090,-7.72090,-7.72090,-7.72090,-7.87470,-8.06630,24.55300,24.55300,-0.31000,-0.31000,1.81840,,,100.00000,-840.32900,-840.32890,-804.34280,-804.34280,0.01920,1.75300,51.34080,-65.50870,-65.50870,-15.41260,-65.50870,0.46690,-0.2835,-0.3329
2022-09-30,1.59160,1.59160,5.50440,2.56500,-6.47780,0.10660,-6.37110,-6.37110,-6.37110,-6.37110,-6.34070,-6.47780,24.43200,24.43200,-0.26000,-0.26000,2.04810,,,100.00000,-407.00480,-407.00480,-400.30480,-400.30480,0.02950,2.90650,30.96460,-41.29990,-41.29980,-11.81410,-41.29980,0.62450,-0.2359,-0.2807
2022-06-30,,,4.96510,2.35670,-7.32180,0.21230,-7.10940,-7.10940,-7.10940,-7.10940,-7.20970,-7.32180,24.32400,24.32400,-0.29000,-0.29000,2.69210,,,,,,,,,,,-37.95940,-37.95940,-12.24380,-37.95940,0.76960,-0.2707,-0.2875
