Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,0.01600,0.01600,27.65800,2.12800,-29.77000,0.01400,-29.75600,-29.75600,-29.75600,-29.75600,-29.77000,-29.77000,7.60300,7.60300,-3.95000,-3.95000,2.14490,100.00000,-186062.50000,-186062.40000,-185975.00000,-185975.00000,0.00030,0.94120,95.62500,-100.03360,-100.03360,-53.39510,-100.03360,3.51730,-1.3172,-1.3172
2021-09-30,0.02900,0.02900,9.38400,1.92300,-11.27800,0.01300,-11.26500,-11.26500,-11.26500,-11.26500,-11.27800,-11.27800,7.85310,7.85310,-1.40000,-1.40000,4.68990,100.00000,-38889.66000,-38889.66000,-38844.83000,-38844.83000,0.00050,1.00000,90.00000,-23.48390,-23.48390,-18.47660,-23.48390,5.76450,-0.7698,-0.7698
2021-06-30,0.15500,0.15500,7.19800,2.11400,-9.15700,0.01300,-9.14400,-9.14400,-9.14400,-9.14400,-9.15700,-9.15700,7.54930,7.54930,-1.20000,-1.20000,7.14920,100.00000,-5907.74200,-5907.74200,-5899.35500,-5899.35500,0.00230,1.00000,90.00000,-16.07770,-16.07760,-13.82880,-16.07760,6.87370,-0.7106,-0.7106
2021-03-31,0.06800,0.06800,4.21300,2.37300,-6.51800,0.01300,-6.50500,-6.50500,-6.50500,-6.50500,-6.51800,-6.51800,7.03030,7.03030,-0.90000,-0.90000,8.46730,100.00000,-9585.29300,-9585.29300,-9566.17600,-9566.17600,0.00110,1.00000,90.00000,-12.00740,-12.00740,-10.58930,-12.00740,6.84350,-0.66240,-0.66240
2020-12-31,0.02700,0.02700,8.14500,2.12400,-10.24200,0.01700,-10.22500,-10.22500,-10.22500,-10.22500,-10.24200,-10.24200,5.58310,5.58310,-1.70000,-1.70000,5.90220,100.00000,-37933.32000,-37933.32000,-37870.35000,-37870.35000,0.00060,1.35000,66.66660,-28.90130,-28.90130,-24.00460,-28.90130,5.09640,-0.905,-0.905
2020-09-30,0.02800,0.02800,2.54300,2.42900,-4.94400,0.01400,-4.93000,-4.93000,-4.93000,-4.93000,-4.94400,-4.94400,5.64060,5.64060,-0.90000,-0.90000,6.64250,100.00000,-17657.14000,-17657.14000,-17607.14000,-17607.14000,0.00070,1.00000,90.00000,-13.60940,-13.60940,-11.56060,-13.60940,5.33640,-0.7659,-0.7659
2020-06-30,0.04200,0.04200,3.02900,1.68700,-4.67400,0.02900,-4.64500,-4.64500,-4.64500,-4.64500,-4.67400,-4.67400,5.18020,5.18020,-0.90000,-0.90000,2.94190,100.00000,-11128.57000,-11128.57000,-11059.52000,-11059.52000,0.00190,1.00000,90.00000,-31.02040,-31.02040,-20.47610,-31.02040,2.58260,-0.4012,-0.4012
2020-03-31,0.97200,0.97200,2.63500,1.67800,-3.34100,0.06000,-3.28100,-3.28100,-3.28100,-3.28100,-3.34100,-3.34100,5.08750,5.08750,-0.60000,-0.60000,3.32080,100.00000,-343.72420,-343.72420,-337.55140,-337.55140,0.04190,1.00000,90.00000,-20.23060,-20.23060,-14.13860,-20.23060,2.94660,-0.89240,-0.89240
2019-12-31,0.02500,0.02500,6.73000,2.15200,-8.85700,0.03100,-8.82600,-8.82600,-8.82600,-8.82600,-8.85700,-8.85700,3.53040,3.53040,-2.20000,-2.20000,3.32130,100.00000,-35428.04000,-35428.04000,-35304.04000,-35304.04000,0.00090,0.96150,93.60010,-46.82980,-46.82980,-32.73010,-46.82980,3.48990,-1.2383,-1.2383
2019-09-30,0.28000,0.28000,3.89400,1.62000,-5.23400,0.02800,-5.20600,-5.20600,-5.20600,-5.20600,-5.23400,-5.23400,3.45620,3.45620,-1.50000,-1.50000,1.80260,100.00000,-1869.28600,-1869.28600,-1859.28600,-1859.28600,0.01990,1.00000,90.00000,-83.04360,-83.04360,-36.97440,-83.04360,1.64260,-0.7925,-0.7925
2019-06-30,1.05100,1.05100,4.12000,1.75800,-4.82700,0.03500,-4.79200,-4.79200,-4.79200,-4.79200,-4.82700,-4.82700,3.27050,3.27050,-1.50000,-1.50000,1.89960,100.00000,-459.27690,-459.27690,-455.94670,-455.94670,0.06900,1.00000,90.00000,-66.47250,-66.47250,-31.47870,-66.47250,1.95050,-1.4792,-1.4792
2019-03-31,0.35200,0.35200,4.58100,1.70300,-5.93200,0.04200,-5.89000,-5.89000,-5.89000,-5.89000,-5.93200,-5.93200,3.22440,3.22440,-1.80000,-1.80000,1.86210,100.00000,-1685.22700,-1685.22700,-1673.29500,-1673.29500,0.02300,4.57140,19.68750,-83.21570,-83.21560,-38.52700,-83.21560,1.97260,-2.54400,-2.54400
2018-12-31,3.03100,3.03100,13.42100,1.50200,-11.89200,0.27300,-11.61900,-11.61900,-11.61900,-11.61900,-11.89200,-11.89200,2.85540,2.85540,-3.70000,-3.70000,1.90170,100.00000,-392.34570,-392.34560,-383.33890,-383.33890,0.12170,1.97850,45.48990,-98.41610,-98.41610,-46.66450,-98.41610,3.46460,-2.8149,-2.8149
2018-09-30,0.00500,0.00500,7.84800,1.54400,-9.38700,0.04300,-9.34400,-9.34400,-9.34400,-9.34400,-9.38700,-9.38700,2.92490,2.92490,-3.20000,-3.20000,3.50730,100.00000,-187740.00000,-187740.00000,-186880.00000,-186880.00000,0.00020,1.00000,90.00000,-42.43610,-42.43610,-30.33670,-42.43610,6.47690,-2.1811,-2.1811
2018-06-30,0.12700,0.12700,5.45300,1.35200,-6.67800,0.03900,-6.63900,-6.63900,-6.63900,-6.63900,-6.67800,-6.67800,2.90450,2.90450,-2.30000,-2.30000,4.35150,100.00000,-5258.26800,-5258.26800,-5227.55900,-5227.55900,0.00440,1.00000,90.00000,-29.76600,-29.76600,-22.92550,-29.76600,6.94660,-1.9376,-1.9376
2018-03-31,0.34300,0.34300,6.93200,2.19400,-8.78300,0.01800,-8.76500,-8.76500,-8.76500,-8.76500,-8.78300,-8.78300,2.47520,2.47520,-3.50000,-3.50000,4.83780,100.00000,-2560.64200,-2560.64200,-2555.39400,-2555.39400,0.00940,0.99710,90.26240,-30.32980,-30.32980,-24.06050,-30.32980,9.02670,-2.10370,-2.10370
2017-12-31,0.33200,0.33200,4.91600,1.35500,-5.93900,0.02100,-5.91800,-5.91800,-5.91800,-5.91800,-5.93900,-5.93900,2.26190,2.26190,-2.60000,-2.60000,3.36050,100.00000,-1788.85500,-1788.85500,-1782.53000,-1782.53000,0.01550,1.00300,89.72890,-39.34580,-39.34580,-27.63740,-39.34580,5.89570,-1.8935,-1.8935
2017-09-30,0.34900,0.34900,4.95500,1.34400,-5.95000,0.02200,-5.92800,-5.92800,-5.92800,-5.92800,-5.95000,-5.95000,2.28010,2.28010,-2.60000,-2.60000,4.39160,100.00000,-1704.87100,-1704.87100,-1698.56700,-1698.56700,0.01360,0.99710,90.25790,-29.91370,-29.91370,-23.10210,-29.91370,7.81150,-1.6596,-1.6596
2017-06-30,0.35100,0.35100,5.50600,1.31700,-6.47200,0.02400,-6.44800,-6.44800,-6.44800,-6.44800,-6.47200,-6.47200,2.27310,2.27310,-2.80000,-2.80000,7.04700,100.00000,-1843.87500,-1843.87500,-1837.03700,-1837.03700,0.01210,0.41640,216.15380,-25.96340,-25.96340,-22.27900,-25.96340,9.83210,-2.0184,-2.0184
2017-03-31,0.69300,0.69300,3.70400,1.40300,-4.41400,0.03100,-4.38300,-4.38300,-4.38300,-4.38300,-4.41400,-4.41400,2.20590,2.20590,-2.00000,-2.00000,7.70870,100.00000,-636.94080,-636.94080,-632.46750,-632.46750,0.02090,1.00000,90.00000,-15.16560,-15.16560,-13.19820,-15.16560,11.46000,-1.26390,-1.26390
2016-12-31,0.49800,0.49800,7.74300,1.09000,-8.33500,0.01200,-8.32300,-8.32300,-8.32300,-8.32300,-8.33500,-8.33500,2.15440,2.15440,-3.80000,-3.80000,9.79530,100.00000,-1673.69500,-1673.69500,-1671.28500,-1671.28500,0.01380,0.60660,148.37350,-25.76380,-25.76380,-23.13360,-25.76380,13.22510,-1.966,-1.966
2016-09-30,0.54600,0.54600,4.71300,0.97200,-5.13900,0.01100,-5.12800,-5.12800,-5.12800,-5.12800,-5.13900,-5.13900,2.17980,2.17980,-2.40000,-2.40000,8.95990,100.00000,-941.20870,-941.20870,-939.19410,-939.19410,0.01370,0.95120,94.61540,-14.44790,-14.44790,-12.83540,-14.44790,14.76050,-0.8631,-0.8631
2016-06-30,1.24900,1.24900,5.44600,1.22100,-5.41800,0.01300,-5.40500,-5.40500,-5.40500,-5.40500,-5.41800,-5.41800,2.17280,2.17280,-2.50000,-2.50000,,100.00000,-433.78700,-433.78700,-432.74620,-432.74620,,,,,,,,,-0.7174,-0.7174
2016-03-31,0.27700,0.27700,2.36500,1.18400,-3.27200,-0.33300,-3.60500,-3.60500,-3.60500,-3.60500,-2.94800,-3.27200,2.07750,2.07750,-1.70000,-1.70000,,100.00000,-1181.22700,-1181.22700,-1301.44400,-1301.44400,,,,,,,,,-1.07200,-1.07200
2015-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0.4467,0.4467
2015-09-30,0.02500,0.02500,3.48500,0.21900,-3.67900,-0.07000,-3.74900,-3.74900,-3.74900,-3.74900,-3.67900,-3.67900,0.85290,0.85290,-4.40000,-4.40000,,100.00000,-14716.00000,-14716.00000,-14996.00000,-14996.00000,,,,,,,,,-0.4467,-0.4467
