Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,3.25540,3.22470,0.03070,0.78290,3.08440,3.97860,-3.94790,-1.30510,-5.25300,-5.25300,-5.25300,-5.25300,-3.91720,-3.94790,0.65330,0.65330,-8.01080,-8.01080,0.93470,,2.56570,0.94170,-121.27320,-121.27320,-161.36310,-161.36310,0.24730,0.50730,1.51850,59.26860,-208.50770,-1010.83500,-39.90750,-208.47980,3.85700,-4.8836,-4.8929
2024-03-31,4.04380,3.20250,0.84130,0.65050,2.29210,3.11860,-2.27730,-0.42400,-2.70130,-2.70130,-2.70130,-2.70130,-2.25300,-2.27730,2.45860,2.45860,-1.08010,-1.08010,1.26330,,0.90090,20.80510,-56.31460,-56.31460,-66.79990,-66.79990,0.27480,0.49190,1.36270,66.04350,-49.76250,-78.78790,-18.35990,-49.76060,2.20790,-0.77600,-0.77580
2023-12-31,4.81010,4.32250,0.48760,0.71870,2.84510,3.72730,-3.23970,-4.25010,-7.48990,-7.48990,-7.48990,-7.48990,-3.21480,-3.23970,0.32350,0.32350,-14.85150,-14.85150,1.52080,,0.49410,10.13770,-67.35310,-67.35310,-155.71140,-155.71140,0.32840,0.74680,1.70780,52.69940,-107.06490,-149.92240,-51.12980,-107.06180,10.70900,-3.046,-4.0743
2023-09-30,3.34560,3.09540,0.25010,1.05960,1.86450,3.17930,-2.92910,0.13540,-2.79370,-2.79370,-2.79370,-2.79370,-2.90420,-2.92910,0.32560,0.32560,-8.55090,-8.55090,2.23150,,0.22470,7.47660,-87.55240,-87.55240,-83.50400,-83.50400,0.17200,0.36370,1.27140,70.78940,-21.37060,-32.68350,-14.36310,-21.37030,20.02820,14.1063,14.092
2023-06-30,3.67060,2.98270,0.68790,0.82850,1.10950,2.23870,-1.55080,0.96060,-0.59020,-0.59020,-0.59020,-0.59020,-1.52560,-1.55080,0.07540,0.07540,-7.83080,-7.83080,2.16660,,0.22980,18.74050,-42.25060,-42.25060,-16.07940,-16.07940,0.18470,0.34830,1.85150,48.60920,-4.54000,-6.70660,-2.97050,-4.53990,156.28700,-10.3377,-10.3191
2023-03-31,4.40210,2.79130,1.61080,0.87280,0.70210,1.83070,-0.21990,-0.00710,-0.22710,-0.22710,-0.22710,-0.22710,-0.19090,-0.21990,0.07520,0.07520,-3.06030,-3.06030,1.92580,,0.21590,36.59100,-4.99640,-4.99640,-5.15790,-5.15790,0.24730,0.34250,1.87940,47.88890,-2.04080,-3.27830,-1.27580,-2.04070,147.87170,-22.47010,-22.47010
2022-12-31,3.85430,3.04690,0.80730,-0.43110,1.75530,1.55720,-0.74990,-0.01550,-0.76540,-0.76540,-0.76540,-0.76540,-0.71110,-0.74990,0.03320,0.03320,238.52380,238.52380,2.34660,,0.05310,20.94630,-19.45570,-19.45570,-19.85920,-19.85920,0.23270,0.41050,2.38880,37.67630,-6.74210,-10.70050,-4.62200,-6.74200,150.94280,15.4123,88.8504
2022-09-30,4.10280,3.12470,0.97810,1.22800,1.19610,2.74830,-1.77020,-0.37720,-2.14740,-2.14740,-2.14740,-2.14740,-1.76030,-1.77020,0.02680,0.02680,-80.10800,-80.10800,3.45260,,0.05050,23.84010,-43.14770,-43.14770,-52.34040,-52.34040,0.27310,0.49550,1.67710,53.66290,-17.84480,-27.41140,-14.29510,-17.84450,319.55570,56.1007,-325.6853
2022-06-30,0.33870,0.24110,0.09760,0.35960,1.32170,1.68170,-1.58410,-0.01800,-1.60210,-1.60210,-1.60210,-1.60210,-1.58360,-1.58410,0.01410,0.01410,-186.76870,-186.76870,3.61260,,0.19200,28.82380,-467.68910,-467.68910,-473.00380,-473.00380,0.07730,0.29170,1.24070,72.53950,-50.48070,-50.47800,-36.56250,-50.47800,150.64040,-69.5574,-70.5268
2022-03-31,0.15410,0.09670,0.05740,0.49630,0.51930,1.01650,-0.95910,-1.66920,-2.62820,-2.62820,-2.62820,-2.62820,0.04230,-0.95910,0.01410,0.01410,-186.76870,-186.76870,6.99180,,0.12870,37.22810,-622.45330,-622.45330,-1705.76100,-1705.76100,0.02760,0.15030,0.95000,94.74010,-55.03280,-55.03080,-47.16010,-55.03080,226.68070,-207.64290,-207.64290
