Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-12-31,11.53110,8.45550,3.07560,0.98240,0.98240,2.09320,0.04330,2.13650,0.52160,1.61490,1.61490,1.61490,2.19870,2.09320,2.32760,2.33530,0.69000,0.69000,11.22380,26.67220,18.15290,18.15290,18.52830,14.00450,0.32290,0.94560,2.07450,43.38400,4.93350,4.93350,4.52260,4.93350,13.82880,0.3406,0.2736
2017-09-30,7.49640,6.03530,1.46120,0.87880,0.87880,0.58230,0.04140,0.62370,0.18100,0.44280,0.44280,0.44280,0.68800,0.58230,2.32640,2.33220,0.19000,0.19000,9.40280,19.49140,7.76820,7.76820,8.32040,5.90630,0.21240,0.58000,2.05710,43.75180,1.39320,1.39320,1.25470,1.39320,13.40360,-0.08500,-0.09730
2017-06-30,5.46060,4.29840,1.16220,0.88050,0.88050,0.28170,0.05430,0.32160,0.12990,0.19170,0.19170,0.19170,0.39350,0.28170,2.31290,2.32480,0.08000,0.08000,9.84380,21.28280,5.15870,5.15870,5.88890,3.50990,0.15380,0.44410,1.55140,58.01220,0.60090,0.60090,0.54000,0.60090,13.45320,0.6426,0.6336
2017-03-31,5.32410,4.19560,1.12850,0.78460,0.78460,0.34390,0.04740,0.39130,0.11210,0.27920,0.27920,0.27920,0.45100,0.34390,2.31780,2.32780,0.12000,0.12000,16.33270,21.19620,6.45960,6.45960,7.34990,5.24360,0.15680,0.47450,1.47690,60.94000,0.87760,0.87760,0.82240,0.87760,13.41620,0.6175,0.5711
2016-12-31,5.66760,4.58750,1.08010,0.75040,0.75040,0.32980,0.00430,0.34840,0.10430,0.24410,0.24410,0.24410,0.43830,0.32980,2.30860,2.32360,0.11000,0.11000,19.22310,19.05820,5.81840,5.81840,6.14750,4.30650,0.16720,0.49100,1.39290,64.61550,0.76150,0.76150,0.72010,0.76150,13.52120,0.4647,0.4358
2016-09-30,6.06870,4.72490,1.34370,0.77270,0.77270,0.57110,0.01900,0.59010,0.16930,0.42080,0.42080,0.42080,0.67920,0.57110,2.30310,2.31900,0.18000,0.18000,14.81850,22.14230,9.41030,9.41030,9.72380,6.93440,0.17520,0.45710,1.45370,61.91180,1.30460,1.30460,1.21510,1.30460,13.64070,1.03700,0.96980
2016-06-30,6.73200,5.06490,1.66710,0.74260,0.74260,0.92450,0.03970,0.96420,0.25380,0.71040,0.71040,0.71040,1.03420,0.92450,2.28570,2.30200,0.31000,0.30000,17.24710,24.76380,13.73300,13.73300,14.32280,10.55230,0.19540,0.47190,1.27340,70.67880,2.19330,2.19330,2.06190,2.19330,13.69480,0.5467,0.4849
2016-03-31,7.21790,5.06970,2.14820,0.78120,0.78120,1.36700,0.01700,1.38390,0.41150,0.97250,0.97250,0.97250,1.47370,1.36700,2.25950,2.27480,0.43000,0.43000,13.72850,29.76240,18.93860,18.93860,19.17350,13.47300,0.21130,0.44470,1.43640,62.65500,3.06970,3.06970,2.84710,3.06970,13.41780,0.2909,0.2651
2015-12-31,7.24200,5.65400,1.58800,0.75500,0.75490,0.83310,0.03720,0.87030,0.25580,0.61440,0.61440,0.61440,0.94090,0.83310,2.27640,2.29400,0.27000,0.27000,14.17480,21.92820,11.50350,11.50350,12.01680,8.48420,0.21650,0.48290,1.70560,52.76630,1.97660,1.97660,1.83650,1.97660,13.21520,0.3834,0.35
2015-09-30,6.27940,4.31110,1.96830,0.74970,0.74970,1.21870,0.02540,1.24410,0.36560,0.87850,0.87850,0.87850,1.32890,1.21870,2.28410,2.30380,0.38000,0.38000,9.47090,31.34550,19.40730,19.40730,19.81250,13.99060,0.17970,0.34620,1.52440,59.04050,2.80690,2.80690,2.51450,2.80690,13.24290,1.28100,1.27850
2015-06-30,8.97090,7.33560,1.63520,0.71450,0.71460,0.92070,0.01600,0.93670,0.39030,0.54650,0.54650,0.54650,1.03000,0.92070,2.27140,2.29050,0.24000,0.23000,9.98720,18.22820,10.26320,10.26320,10.44170,6.09140,0.26120,0.63320,1.34010,67.16140,1.76670,1.76670,1.59110,1.76670,13.09140,-0.2541,-0.2994
2015-03-31,6.47030,5.03280,1.43750,0.76590,0.76590,0.67160,0.01440,0.68600,0.17970,0.50640,0.50640,0.50640,0.78030,0.67160,2.27110,2.29710,0.22000,0.22000,10.08810,22.21750,10.38030,10.38030,10.60260,7.82610,0.19170,0.39370,1.48820,60.47690,1.66310,1.66310,1.50060,1.66310,12.89610,-0.1722,-0.2194
2014-12-31,5.69710,3.43830,2.25870,0.63320,0.63320,1.62560,0.02000,1.64560,0.42650,1.21910,1.21910,1.21910,1.73740,1.62560,2.26550,2.27400,0.54000,0.54000,15.11300,39.64720,28.53320,28.53320,28.88420,21.39840,0.17470,0.29840,1.55960,57.70830,4.01210,4.01210,3.73900,4.01210,12.90030,0.4173,0.4017
2014-09-30,5.69350,3.88340,1.81010,0.59820,0.59820,1.21190,0.01770,1.22950,0.31830,0.91120,0.91120,0.91120,1.32780,1.21190,2.27090,2.27780,0.40000,0.40000,11.19000,31.79220,21.28540,21.28540,21.59540,16.00470,0.17380,0.36550,1.21090,74.32270,3.05780,3.05780,2.78220,3.05780,12.63260,0.30230,0.29420
2014-06-30,7.09670,7.33570,-0.23900,0.89720,0.89720,-1.13620,0.02230,-1.11400,-0.41580,-0.69820,-0.69820,-0.69820,-1.01720,-1.13620,2.24520,2.28550,-0.31000,-0.31000,12.04170,-3.36820,-16.01050,-16.01050,-15.69690,-9.83840,0.21900,0.69130,1.71500,52.47680,-2.35510,-2.35510,-2.15510,-2.35510,12.51920,0.868,0.8449
2014-03-31,6.54960,4.87050,1.67910,0.76230,0.76230,0.91680,0.05990,0.97670,0.27070,0.70600,0.70600,0.70600,1.03210,0.91680,2.24900,2.29500,0.31000,0.31000,10.65890,25.63700,13.99770,13.99770,14.91300,10.77970,0.19690,0.40790,1.31240,68.57920,2.34160,2.34160,2.12250,2.34160,12.78570,0.2543,0.2387
2013-12-31,6.56960,5.67360,0.89600,0.78660,0.78660,0.10950,0.04110,0.15050,0.03940,0.11120,0.11120,0.11120,0.22120,0.10950,2.24240,2.29750,0.05000,0.05000,13.36180,13.63870,1.66610,1.66610,2.29120,1.69190,0.20290,0.49930,1.37700,65.36180,0.37130,0.37130,0.34330,0.37130,12.70840,0.1728,0.0458
2013-09-30,6.92100,4.72580,2.19510,0.76800,0.76800,1.42720,0.02550,1.45260,0.40370,1.04890,1.04890,1.04890,1.53350,1.42720,2.23110,2.26580,0.47000,0.46000,10.75910,31.71720,20.62090,20.62090,20.98900,15.15550,0.19310,0.40770,1.27440,70.62330,3.22270,3.22270,2.92620,3.22270,13.83060,1.06210,0.91720
2013-06-30,11.55390,7.45090,4.10300,0.78180,0.78190,3.32110,0.02820,3.34940,1.05470,2.29470,2.29470,2.29470,3.42700,3.32110,2.20690,2.24260,1.03000,1.02000,9.44750,35.51170,28.74470,28.74470,28.98900,19.86080,0.32510,0.65510,1.60380,56.11780,7.20640,7.20640,6.45650,7.20640,13.58070,0.659,0.6057
2013-03-31,6.80000,4.83010,1.96990,0.72560,0.72560,1.24430,0.02260,1.26690,0.35170,0.91520,0.91520,0.91520,1.34750,1.24430,2.21760,2.24760,0.41000,0.41000,9.89470,28.96890,18.29840,18.29840,18.63100,13.45930,0.20790,0.37730,1.78280,50.48240,3.10550,3.10550,2.79800,3.10550,12.59440,0.7611,0.7438
2012-12-31,8.05240,5.90790,2.14450,0.68710,0.68710,1.45740,0.01720,1.47460,0.40280,1.07180,1.07180,1.07180,1.56190,1.45740,2.20100,2.23900,0.49000,0.48000,11.57620,26.63180,18.09890,18.09890,18.31200,13.30990,0.25230,0.49520,1.59830,56.30820,3.67300,3.67300,3.35830,3.67300,12.44330,0.0287,-0.0121
2012-09-30,7.89190,5.40970,2.48220,0.72260,0.72260,1.75960,0.01580,1.77540,0.49460,1.28070,1.28070,1.28070,1.86410,1.75960,2.18640,2.23440,0.59000,0.57000,10.73970,31.45250,22.29640,22.29640,22.49600,16.22830,0.23500,0.45410,1.86560,48.24100,4.20130,4.20130,3.81360,4.20130,13.11130,0.01630,-0.01610
2012-06-30,8.11570,5.88360,2.23210,0.73110,0.73110,1.50100,0.02870,1.52970,0.40010,1.12960,1.12960,1.12960,1.60630,1.50100,2.17300,2.20300,0.52000,0.50000,10.07960,27.50340,18.49510,18.49510,18.84890,13.91910,0.24750,0.50520,2.52210,35.68490,3.82050,3.82050,3.44550,3.82050,12.73910,0.8373,0.8206
2012-03-31,7.66190,5.25760,2.40440,0.66360,0.66360,1.74080,0.02140,1.76220,0.49930,1.26290,1.26290,1.26290,1.84690,1.74080,2.17500,2.19600,0.58000,0.58000,9.83280,31.38090,22.71960,22.71960,22.99920,16.48230,0.24290,0.46000,2.20830,40.75530,4.44870,4.44870,4.00400,4.44870,12.23060,0.9171,0.886
2011-12-31,8.26580,6.08390,2.18190,0.69080,0.69080,1.49100,0.00250,1.49360,0.42270,1.07090,1.07090,1.07090,1.59780,1.49100,2.17260,2.20060,0.49000,0.49000,10.30440,26.39640,18.03870,18.03870,18.06920,12.95540,0.27060,0.56210,1.79070,50.25890,3.87850,3.87850,3.50580,3.87850,11.89080,0.854,0.7986
2011-09-30,7.99390,5.99210,2.00180,0.74290,0.74290,1.25890,0.03710,1.29600,0.36910,0.92690,0.92690,0.92690,1.36720,1.25890,2.16400,2.19600,0.43000,0.42000,10.31250,25.04160,15.74870,15.74870,16.21220,11.59510,0.24690,0.55160,1.48730,60.51180,3.16950,3.16950,2.86330,3.16950,12.57830,0.74440,0.72600
2011-06-30,9.88600,7.00230,2.88370,0.80590,0.80590,2.07780,-0.06040,2.01740,0.57520,1.44220,1.44220,1.44220,2.19540,2.07780,2.15140,2.17630,0.67000,0.66000,9.90740,29.16960,21.01780,21.01780,20.40680,14.58850,0.31020,0.66190,1.57750,57.05110,5.03130,5.03130,4.52550,5.03130,12.35030,0.5125,0.5294
2011-03-31,7.00580,4.95860,2.04720,0.66350,0.66360,1.38360,0.02670,1.41030,0.39820,1.01200,1.01200,1.01200,1.50460,1.38360,2.15740,2.18160,0.47000,0.46000,11.89690,29.22090,19.74950,19.74950,20.13010,14.44560,0.23830,0.43590,1.87970,47.88120,3.74370,3.74370,3.44230,3.74370,11.69250,0.2445,0.2225
2010-12-31,6.58130,4.95650,1.62480,0.74380,0.74380,0.88100,0.02310,0.90410,0.25440,0.64970,0.64970,0.64970,0.99610,0.88100,2.15230,2.18550,0.30000,0.30000,12.11380,24.68800,13.38670,13.38670,13.73810,9.87260,0.22560,0.45930,1.81980,49.45560,2.41780,2.41780,2.22690,2.41780,11.55340,0.8323,0.6334
2010-09-30,6.02630,4.37580,1.65050,0.69270,0.69270,0.95780,0.09190,1.04970,0.29620,0.75350,0.75350,0.75350,1.07150,0.95780,2.14140,2.15360,0.35000,0.35000,13.69400,27.38870,15.89400,15.89400,17.41850,12.50410,0.19420,0.39110,1.46060,61.61880,2.61370,2.61370,2.42800,2.61370,12.40570,0.66840,0.61860
2010-06-30,9.20290,6.79870,2.40420,0.70400,0.70400,1.70030,0.03090,1.73120,0.48190,1.24930,1.24930,1.24930,1.81340,1.70030,2.12940,2.13780,0.58000,0.58000,10.96790,26.12450,18.47510,18.47510,18.81100,13.57510,0.29530,0.62140,1.67470,53.74090,4.39170,4.39170,4.00850,4.39170,12.26150,1.3904,1.3667
2010-03-31,6.95580,5.11700,1.83880,0.75340,0.75350,1.08540,0.02520,1.11060,0.30180,0.80870,0.80870,0.80870,1.19870,1.08540,2.12710,2.13890,0.38000,0.38000,12.22780,26.43510,15.60370,15.60370,15.96610,11.62660,0.23580,0.40790,1.50980,59.60880,2.96900,2.96900,2.74150,2.96900,11.74070,0.0766,0.0315
2009-12-31,5.86630,4.40420,1.46210,0.79670,0.79680,0.66530,0.03600,0.70140,0.18720,0.51420,0.51420,0.51420,0.77910,0.66530,2.13840,2.14980,0.24000,0.24000,14.80370,24.92350,11.34170,11.34170,11.95560,8.76480,0.20470,0.34650,1.77810,50.61500,1.91640,1.91640,1.79400,1.91640,11.57970,0.7663,0.7004
2009-09-30,6.87490,4.81670,2.05820,0.75240,0.75240,1.30580,0.05070,1.35660,0.36380,0.99280,0.99280,0.99280,1.42120,1.30580,2.11700,2.11880,0.47000,0.47000,14.73820,29.93770,18.99390,18.99390,19.73190,14.44030,0.21960,0.36790,1.70390,52.82040,3.39130,3.39130,3.17180,3.39130,12.53710,0.99660,0.92710
2009-06-30,8.28410,5.70740,2.57670,0.70070,0.70070,1.87600,0.06250,1.93850,0.34240,1.59610,1.59610,1.59610,1.99500,1.87600,2.10760,2.11380,0.76000,0.75000,13.30370,31.10440,22.64540,22.64540,23.40000,19.26690,0.27080,0.43800,1.59150,56.54990,5.61920,5.61920,5.21690,5.61920,12.26960,0.4442,0.4115
2009-03-31,6.70990,4.97710,1.73280,0.65810,0.65810,1.07470,0.07070,1.14540,0.36410,0.78130,0.78130,0.78130,1.19610,1.07470,2.11380,2.11570,0.37000,0.37000,9.34080,25.82480,16.01660,16.01660,17.07040,11.64360,0.22490,0.39130,1.30970,68.72030,2.91120,2.91120,2.61890,2.91120,11.59270,-0.2621,-0.3622
