Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10.44320,7.64230,2.80090,1.08170,1.08170,1.71920,0.27840,1.99760,0.39930,1.59830,1.59830,1.59830,1.82860,1.71920,2.52590,2.60020,0.63000,0.61000,3.55130,26.82010,16.46250,16.46250,19.12840,15.30480,0.18120,0.39320,1.48790,60.48850,3.76140,3.76140,2.77320,3.76140,15.48320,0.53420,0.27870
2024-06-30,11.61090,8.41000,3.20090,1.06900,1.06900,2.13190,0.24240,2.37430,0.48100,1.89330,1.89330,1.89330,2.24160,2.13190,2.48920,2.53700,0.76000,0.73000,3.48660,27.56820,18.36120,18.36120,20.44890,16.30620,0.20530,0.43700,1.74980,51.43390,4.58710,4.58710,3.34840,4.58710,15.09680,1.3183,1.0331
2024-03-31,8.25470,6.19050,2.06420,0.97120,0.97120,1.09300,0.18480,1.27780,0.24590,1.03190,1.03190,1.03190,1.20330,1.09300,2.49190,2.57190,0.41000,0.40000,3.65210,25.00640,13.24070,13.24070,15.47970,12.50120,0.15530,0.31570,1.55300,57.95370,2.62300,2.62300,1.94200,2.62300,14.39640,0.4816,0.1195
2023-12-31,10.30250,7.16000,3.14260,1.04970,1.04970,2.09290,0.16680,2.25960,0.46430,1.79540,1.79540,1.79540,2.20700,2.09290,2.47860,2.49920,0.73000,0.72000,3.72920,30.50290,20.31430,20.31430,21.93290,17.42650,0.20460,0.40080,1.72820,52.07590,4.69700,4.69700,3.56480,4.69700,14.12230,1.3245,0.8329
2023-09-30,8.56820,6.32280,2.24540,1.02370,1.02370,1.22170,0.16160,1.38330,0.28870,1.09450,1.09450,1.09450,1.34110,1.22170,2.47010,2.48580,0.44000,0.44000,3.58510,26.20590,14.25850,14.25850,16.14420,12.77450,0.17350,0.32840,1.44550,62.26220,2.98080,2.98080,2.21610,2.98080,13.56680,1.05190,0.15530
2023-06-30,8.34280,6.33860,2.00420,1.02180,1.02180,0.98240,0.17450,1.15690,0.26140,0.89550,0.89550,0.89550,1.10340,0.98240,2.45490,2.47100,0.37000,0.36000,3.89030,24.02360,11.77570,11.77570,13.86760,10.73420,0.17560,0.31870,1.44070,62.47120,2.49590,2.49590,1.88530,2.49590,13.27590,-1.2655,-1.4009
2023-03-31,9.80960,7.83620,1.97340,1.01470,1.01470,0.95870,0.14580,1.10450,0.23720,0.86730,0.86730,0.86730,1.08030,0.95870,2.45770,2.48420,0.35000,0.35000,3.78390,20.11730,9.77300,9.77300,11.25940,8.84120,0.21070,0.41930,2.26530,39.72990,2.49200,2.49200,1.86250,2.49200,12.87570,0.9337,0.9042
2022-12-31,8.80410,6.54340,2.26070,0.87490,0.87490,1.38580,0.07350,1.45930,0.31330,1.14600,1.14600,1.14600,1.50720,1.38580,2.45210,2.45210,0.47000,0.47000,4.06810,25.67800,15.74030,15.74030,16.57560,13.01710,0.19740,0.34860,1.91000,47.12000,3.35910,3.35910,2.56980,3.35910,12.62400,1.5124,1.4917
2022-09-30,8.63580,6.82370,1.81210,0.83900,0.83900,0.97310,0.01260,0.98570,0.21740,0.76830,0.76830,0.76830,1.09410,0.97310,2.44640,2.44750,0.31000,0.31000,4.81800,20.98410,11.26830,11.26830,11.41400,8.89630,0.21030,0.36610,1.50610,59.75890,2.33320,2.33320,1.87110,2.33320,12.18340,0.39760,0.37700
2022-06-30,8.48120,7.30390,1.17740,0.82830,0.82830,0.34910,0.02690,0.37600,0.09940,0.27650,0.27650,0.27650,0.46990,0.34910,2.43190,2.43190,0.11000,0.11000,4.86880,13.88200,4.11600,4.11600,4.43270,3.26020,0.21260,0.39350,1.47930,60.83840,0.86140,0.86140,0.69300,0.86140,11.87720,0.5796,0.5437
2022-03-31,8.62000,6.88520,1.73490,0.93370,0.93370,0.80120,0.00570,0.80680,0.14550,0.66140,0.66140,0.66140,0.92110,0.80120,2.43480,2.43480,0.27000,0.27000,4.90610,20.12610,9.29410,9.29410,9.35980,7.67230,0.22140,0.36340,1.50330,59.86770,2.10250,2.10250,1.69870,2.10250,11.63900,0.2187,0.1707
2021-12-31,7.45810,6.25120,1.20680,1.18620,1.18620,0.02060,0.01180,0.03250,0.01130,0.02120,0.02120,0.02120,0.15330,0.02060,2.42910,2.42920,0.01000,0.01000,4.84330,16.18140,0.27690,0.27690,0.43540,0.28430,0.19530,0.32340,1.45070,62.03950,0.06890,0.06890,0.05550,0.06890,11.37780,-0.5408,-0.562
2021-09-30,7.54540,6.19230,1.35310,0.99480,0.99490,0.35830,0.01960,0.37780,0.07180,0.30610,0.30610,0.30610,0.47950,0.35830,2.42330,2.42330,0.13000,0.13000,4.86900,17.93270,4.74820,4.74820,5.00760,4.05620,0.19830,0.32970,1.69880,52.97830,0.99720,0.99720,0.80420,0.99720,11.35450,0.65520,0.63630
2021-06-30,9.30200,7.59600,1.70590,0.93530,0.93540,0.77060,0.01700,0.78760,-0.09210,0.87980,0.87980,0.87980,0.89120,0.77060,2.40630,2.40630,0.36000,0.36000,4.67790,18.33950,8.28430,8.28420,8.46740,9.45770,0.24490,0.40420,1.66010,54.21490,2.90040,2.90040,2.31630,2.90040,11.22170,-0.6623,-0.6662
2021-03-31,4.20510,4.39220,-0.18720,0.99030,0.99030,-1.17750,0.00710,-1.17040,-0.10030,-1.07010,-1.07010,-1.07010,-1.04960,-1.17750,2.40570,2.40570,-0.44000,-0.44000,4.49140,-4.45070,-28.00110,-28.00110,-27.83280,-25.44820,0.11450,0.22800,1.73360,51.91540,-3.68100,-3.68100,-2.91270,-3.68100,10.75520,-0.3095,-0.3115
2020-12-31,6.96210,6.24860,0.71350,0.94550,0.94550,-0.23200,0.01550,-0.21650,-0.03550,-0.18100,-0.18100,-0.18100,-0.09720,-0.23200,2.40270,2.40270,-0.08000,-0.08000,5.18820,10.24780,-3.33260,-3.33260,-3.11010,-2.59990,0.18930,0.37880,1.61440,55.74990,-0.60100,-0.60100,-0.49210,-0.60100,11.14330,0.6457,0.6417
2020-09-30,7.26550,6.13810,1.12740,0.91460,0.91470,0.21270,0.01830,0.23110,0.04130,0.18980,0.18980,0.18980,0.34930,0.21270,2.40260,2.40260,0.08000,0.08000,4.86880,15.51680,2.92820,2.92820,3.18070,2.61270,0.19000,0.38480,1.13610,79.21780,0.61510,0.61510,0.49640,0.61510,12.84290,0.57340,0.56520
2020-06-30,12.12440,10.09330,2.03120,0.99530,0.99530,1.03590,0.02710,1.06300,0.10630,0.95670,0.95670,0.95670,1.17490,1.03590,2.39320,2.39660,0.40000,0.40000,5.14780,16.75280,8.54370,8.54360,8.76720,7.89060,0.31730,0.68250,1.34520,66.90670,3.06370,3.06370,2.50390,3.06370,12.99490,0.43,0.4284
2020-03-31,6.19130,5.28040,0.91090,1.05700,1.05700,-0.14610,0.02350,-0.12260,-0.01880,-0.10380,-0.10380,-0.10380,-0.00310,-0.14610,2.39470,2.39470,-0.04000,-0.04000,5.53860,14.71310,-2.35980,-2.35980,-1.97990,-1.67600,0.16840,0.30890,1.19370,75.39530,-0.34000,-0.34000,-0.28230,-0.34000,12.70140,-0.4454,-0.459
2019-12-31,7.28670,5.80650,1.48010,1.24970,1.24980,0.23040,0.03880,0.26920,0.04020,0.22900,0.22900,0.22900,0.37420,0.23040,2.39160,2.39500,0.10000,0.10000,6.36340,20.31310,3.16200,3.16200,3.69400,3.14220,0.19930,0.37250,1.63180,55.15500,0.73530,0.73530,0.62630,0.73530,12.96830,0.9494,0.9143
2019-09-30,5.92380,4.78750,1.13630,1.08420,1.08420,0.05210,0.04750,0.09960,0.01780,0.08180,0.08180,0.08180,0.19490,0.05210,2.38740,2.39630,0.03000,0.03000,7.85840,19.18270,0.88010,0.88010,1.68180,1.38050,0.16520,0.32260,0.87850,102.44520,0.25960,0.25960,0.22810,0.25960,13.10840,1.55640,1.51720
2019-06-30,11.61920,9.21560,2.40360,1.03590,1.03600,1.36760,0.05400,1.42160,0.28080,1.14080,1.14080,1.14080,1.51060,1.36760,2.37290,2.38920,0.48000,0.47000,5.14780,20.68610,11.77050,11.77040,12.23530,9.81830,0.30410,0.62320,1.28910,69.81600,3.65330,3.65330,2.98570,3.65330,12.99490,0.2179,0.1888
2019-03-31,9.21810,7.06770,2.15040,1.06910,1.06910,1.08140,0.04530,1.12660,0.20420,0.92250,0.92250,0.92250,1.22310,1.08140,2.37830,2.38880,0.39000,0.39000,8.80880,23.32830,11.73090,11.73090,12.22180,10.00700,0.26630,0.47280,1.14120,78.86200,2.97820,2.97820,2.66490,2.97820,12.88970,-0.4668,-0.544
2018-12-31,7.30310,5.78690,1.51620,1.29570,1.29570,0.22050,0.05340,0.27390,0.05620,0.21780,0.21780,0.21780,0.35390,0.22050,2.37090,2.39390,0.09000,0.09000,7.38220,20.76150,3.01990,3.01990,3.75060,2.98170,0.20990,0.36780,1.23240,73.02830,0.71420,0.71420,0.62590,0.71420,12.72550,-0.5772,-0.4686
2018-09-30,8.33740,7.34450,0.99290,1.00950,1.00950,-0.01660,0.07610,0.05950,-0.00220,0.06170,0.06170,0.06170,0.10630,-0.01660,2.35950,2.38210,0.03000,0.03000,4.64070,11.90940,-0.19920,-0.19920,0.71320,0.73970,0.21850,0.53360,1.37020,65.68300,0.20030,0.20030,0.16160,0.20030,12.84910,-0.68250,-0.93940
2018-06-30,7.82720,5.95690,1.87030,1.05210,1.05210,0.81820,0.07440,0.89260,0.19220,0.70040,0.70040,0.70040,0.92980,0.81820,2.33390,2.34830,0.30000,0.29000,9.95730,23.89490,10.45360,10.45360,11.40440,8.94830,0.21260,0.52210,1.72420,52.19920,2.09190,2.09190,1.90230,2.09190,14.02660,-0.3624,-0.9124
2018-03-31,5.66320,4.40800,1.25520,0.89510,0.89510,0.36010,0.05610,0.41620,0.09840,0.31780,0.31780,0.31780,0.46700,0.36010,2.33170,2.34940,0.14000,0.14000,10.74480,22.16440,6.35820,6.35820,7.34900,5.61110,0.15820,0.42790,1.51280,59.49310,0.97160,0.97160,0.88790,0.97160,13.76450,0.2179,0.0282
