Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,73.09500,24.47000,48.62500,12.10000,19.95400,42.12700,6.49800,0.98100,7.47900,1.75400,5.72500,5.72500,,5.72500,19.67500,6.49800,30.40900,30.59000,0.19000,0.19000,1.31720,,,66.52300,8.88980,8.88980,10.23190,7.83230,0.14540,2.30760,39.00190,1.61050,5.38200,1.13860,1.61050,11.68770,0.6229,0.6136
2024-06-30,71.55600,23.73800,47.81800,12.07600,20.96100,43.40700,4.41100,0.88900,5.30000,1.13200,4.16800,4.16800,,4.16800,17.78000,4.41100,30.40100,30.52600,0.14000,0.14000,1.24340,,,66.82600,6.16440,6.16440,7.40680,5.82480,0.14320,1.97700,45.52450,1.19350,4.29360,0.83430,1.19350,11.48430,0.2089,0.2034
2024-03-31,72.76000,24.61700,48.14300,12.03200,20.08500,42.45300,5.69000,0.85300,6.54300,1.31600,5.22700,5.22700,,5.22700,18.98300,5.69000,30.31300,30.41800,0.17000,0.17000,1.16910,,,66.16690,7.82020,7.82020,8.99260,7.18390,0.14220,1.65160,54.49230,1.51570,5.85120,1.02170,1.51570,11.34460,0.68830,0.66390
2023-12-31,70.58000,24.01100,46.56900,11.92800,19.85900,42.31200,4.25700,1.16000,5.41700,0.82700,4.59000,4.59000,,4.59000,17.81100,4.25700,30.57100,30.67300,0.15000,0.15000,1.10010,,,65.98050,6.03140,6.03140,7.67500,6.50330,0.14120,1.83580,49.02440,1.34700,5.64280,0.91810,1.34700,11.24670,0.4554,0.4439
2023-09-30,70.33900,23.58700,46.75200,10.90100,20.58500,41.88900,4.86300,0.59000,5.45300,1.58600,3.86700,3.86700,,3.86700,18.26800,4.86300,30.68300,30.76900,0.13000,0.13000,1.10730,,,66.46670,6.91370,6.91370,7.75250,5.49770,0.14120,2.02090,44.53360,1.12990,4.85620,0.77640,1.12990,11.18820,0.8019,0.7866
2023-06-30,69.19800,23.56700,45.63100,11.03100,20.37000,41.62300,4.00800,0.49200,4.50000,0.36700,4.13300,4.13300,,4.13300,16.98200,4.00800,30.68400,30.77500,0.13000,0.13000,1.08120,,,65.94270,5.79210,5.79210,6.50310,5.97270,0.14020,1.69280,53.16790,1.21340,5.59200,0.83750,1.21340,11.10010,0.1582,0.142
2023-03-31,68.94600,23.85600,45.09000,11.68000,20.59300,42.19900,2.89100,0.25000,3.14100,0.51800,2.62300,2.62300,,2.62300,15.52900,2.89100,30.59100,30.65900,0.09000,0.09000,1.03390,,,65.39900,4.19310,4.19310,4.55570,3.80440,0.13700,1.45800,61.72830,0.78060,3.98440,0.52130,0.78060,10.95230,0.67000,0.64130
2022-12-31,68.53600,23.53700,44.99900,11.80600,20.50300,41.92000,3.07900,0.19000,3.26900,0.82000,2.44900,2.44900,,2.44900,15.46300,3.07900,30.64800,30.71700,0.08000,0.08000,0.97580,,,65.65740,4.49250,4.49250,4.76980,3.57330,0.13770,1.60470,56.08590,0.73310,4.07400,0.49200,0.73310,10.92460,0.2614,0.2551
2022-09-30,67.28500,23.37400,43.91100,11.47600,20.46100,41.52900,2.38200,2.54300,4.92500,1.25900,3.66600,3.66600,,3.66600,14.77100,2.38200,30.57000,30.66200,0.12000,0.12000,0.99010,,,65.26120,3.54020,3.54020,7.31960,5.44850,0.13980,2.05950,43.69920,1.11000,6.07010,0.76190,1.11000,10.80310,0.488,0.4754
2022-06-30,65.63800,22.23400,43.40400,10.58300,20.44800,40.45100,2.95300,0.67900,3.63200,0.54900,3.08300,3.08300,,3.08300,14.91800,2.95300,30.49100,30.51200,0.10000,0.10000,0.90870,,,66.12630,4.49890,4.49890,5.53340,4.69700,0.13740,1.88070,47.85480,0.94360,5.92380,0.64540,0.94360,10.68800,0.2502,0.2329
