Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,188.00800,139.32700,48.68100,10.32600,12.72100,35.96000,,35.96000,0.72300,35.23700,35.23700,35.23700,39.34200,38.35500,34.12100,34.81000,1.03000,1.01000,0.08620,0.09430,19.12680,20.40070,19.12690,18.74230,0.09390,5.31140,5.31140,1.76040,4.85360,19.04600,1.1828,1.1828
2024-06-30,174.86300,152.48700,22.37600,10.51700,13.96300,8.41300,,8.41300,0.43500,7.97800,7.97800,7.97800,11.92600,11.85900,34.23890,34.69920,0.23000,0.23000,0.08850,0.09710,4.81120,6.78190,4.81120,4.56240,0.09200,1.25830,1.25830,0.41990,1.14690,17.95020,0.6537,0.6537
2024-03-31,191.31300,150.93600,40.37700,10.71400,12.83900,27.53800,,27.53800,0.51900,27.01900,27.01900,27.01900,29.78600,29.66300,34.27220,34.65340,0.79000,0.78000,0.10400,0.11600,14.39420,15.50500,14.39420,14.12290,0.10190,4.32680,4.32680,1.43950,3.87690,17.67940,0.51830,0.51830
2023-12-31,155.48500,118.10700,37.37800,15.37400,19.78300,17.59500,,17.59500,-0.01100,17.60600,17.60600,17.60600,20.40600,22.00400,34.06800,34.79800,0.52000,0.62000,0.10950,0.12290,11.31620,14.15190,11.31620,11.32330,0.08960,2.95360,2.95360,1.01460,2.63020,16.86900,0.6361,0.6361
2023-09-30,166.92200,143.77600,23.14600,7.90500,9.64000,13.50600,,13.50600,0.02900,13.47700,13.47700,13.47700,15.20200,15.24100,34.07100,34.80200,0.40000,0.39000,0.11510,0.13000,8.09120,9.13060,8.09120,8.07380,0.09600,2.34030,2.34030,0.77470,2.07100,16.29620,-0.4352,-0.4352
2023-06-30,189.68900,128.79700,60.89200,10.02500,11.00400,49.88800,,49.88800,0.02800,49.86000,49.86000,49.86000,51.61100,50.86700,34.07080,38.26710,1.46000,1.32000,0.10110,0.11250,26.29990,26.81600,26.29990,26.28510,0.11060,8.88580,8.88580,2.90620,7.98720,15.90840,0.0477,0.0477
2023-03-31,154.98600,138.20100,16.78500,9.93600,10.84400,5.94100,,5.94100,0.05400,5.88700,5.88700,5.88700,6.04600,6.84900,34.05920,38.23160,0.17000,0.17000,0.10900,0.12230,3.83320,4.41910,3.83330,3.79840,0.09420,1.15420,1.15420,0.35800,1.02840,14.46400,-0.03290,-0.03290
2022-12-31,145.51300,100.74300,44.77000,8.87900,10.01300,34.75700,,34.75700,0.00700,34.75000,34.75000,34.75000,36.58200,35.89100,33.90800,39.77000,1.04000,1.09000,0.13800,0.16010,23.88580,24.66510,23.88580,23.88100,0.09210,6.90690,6.90690,2.19880,5.95390,14.44750,0.0282,0.0282
2022-09-30,126.72300,131.38000,-4.65700,7.38900,14.62800,-19.28500,,-19.28500,-0.81600,-18.46900,-18.46900,-18.46900,-12.97900,-12.04600,33.12700,33.12700,-0.56000,-0.56000,0.16670,0.20010,-15.21820,-9.50580,-15.21820,-14.57430,0.08310,-3.95520,-3.95520,-1.21140,-3.29570,13.40890,-0.4784,-0.4784
2022-06-30,121.41800,97.15800,24.26000,8.10600,9.46300,14.79700,,14.79700,0.00900,14.78800,14.78800,14.78800,17.32000,16.15400,33.87140,40.11120,0.44000,0.37000,0.17240,0.20840,12.18680,13.30440,12.18680,12.17940,0.08130,3.05350,3.05350,0.99040,2.52700,13.94800,0.0034,0.0034
