Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.34600,2.40800,1.93800,5.95600,5.65300,-0.80000,12.40900,-10.47100,2.88500,-7.58600,-7.58600,-7.58600,,-7.58600,-10.29200,-10.47100,71.38200,71.38200,-0.11000,-0.11000,7.03280,,,44.59270,-240.93420,-240.93420,-174.55130,-174.55130,0.02380,,12.67060,7.10310,-5.82860,-5.82860,-4.15910,-5.82860,1.82240,0.3088,0.3088
2024-06-30,2.76600,1.90900,0.85700,8.75900,4.75200,-0.20000,13.71100,-12.85400,1.86800,-10.98600,-10.98600,-10.98600,,-10.98600,-12.61200,-12.85400,71.29140,71.29140,-0.15000,-0.15000,7.50130,,,30.98340,-464.71440,-464.71440,-397.18000,-397.18000,0.01720,,8.51080,10.57480,-8.20940,-8.20940,-6.82060,-8.20940,1.87600,-0.1719,-0.1717
2024-03-31,2.39800,1.84000,0.55800,9.84500,6.84400,-2.80000,19.48900,-18.93100,1.99000,-16.94100,-16.94100,-16.94100,,-16.94100,-18.68800,-18.93100,71.07490,71.07490,-0.24000,-0.24000,6.73990,,,23.26940,-789.44950,-789.44950,-706.46360,-706.46370,0.01380,,6.42900,13.99920,-11.92910,-11.92910,-9.73260,-11.92910,1.99320,-0.29290,-0.29480
2023-12-31,17.57000,6.42800,11.14200,26.64600,8.21400,26.30000,15.18900,-4.04700,2.18900,-1.85800,-1.49100,-1.49100,,-1.49100,-3.81900,-4.04700,69.80900,69.80900,-0.02000,-0.02000,4.16310,,,63.41490,-23.03360,-23.03360,-10.57480,-8.48610,0.08900,,58.95970,1.52650,-0.94860,-0.94860,-0.75530,-0.94860,2.21710,-0.1113,-0.1178
2023-09-30,9.28200,8.19200,1.09000,23.87600,7.09100,-1.70000,32.66700,-31.57700,2.31600,-29.26100,-29.26100,-29.26100,,-29.26100,-31.35800,-31.57700,70.80800,70.80800,-0.41000,-0.41000,4.50470,,,11.74320,-340.19610,-340.19610,-315.24460,-315.24460,0.04250,,26.82660,3.35490,-18.71710,-19.58360,-13.40070,-18.71710,2.20750,-0.3452,-0.3463
2023-06-30,1.86900,1.59200,0.27700,25.27500,8.31700,1.50000,32.09200,-31.81500,2.24600,-29.56900,-29.56900,-29.56900,,-29.56900,-31.59700,-31.81500,70.63350,70.63350,-0.42000,-0.42000,5.82310,,,14.82080,-1702.24700,-1702.24700,-1582.07600,-1582.07600,0.00790,,4.33640,20.75440,-16.45010,-17.11020,-12.54790,-16.45010,2.53990,-0.2714,-0.2743
2023-03-31,2.52800,1.86900,0.65900,22.58700,8.79000,0.80000,30.57700,-29.91800,1.75800,-28.16000,-28.16000,-28.16000,,-28.16000,-29.72000,-29.91800,66.87280,66.87280,-0.42000,-0.42000,10.09760,,,26.06800,-1183.46500,-1183.46500,-1113.92400,-1113.92400,0.01100,,3.68510,24.42250,-15.92670,-16.57880,-12.25920,-15.92670,2.63090,-0.39410,-0.40230
2022-12-31,7.75300,1.51400,6.23900,21.07200,7.14600,-7.10000,35.31800,-29.07900,1.44400,-27.63500,-27.63500,-27.63500,,-27.63500,-28.88900,-29.07900,65.21400,65.21400,-0.41000,-0.41000,10.55480,,,80.47210,-375.06760,-375.06770,-356.44250,-356.44260,0.03050,,16.01860,5.61850,-13.98380,-14.49530,-10.85450,-13.98380,2.96330,-0.3094,-0.3112
2022-09-30,19.01800,8.22300,10.79500,23.65600,5.81300,-2.20000,31.66900,-20.87400,0.92200,-19.95200,-19.95200,-19.95200,,-19.95200,-20.68100,-20.87400,66.67500,66.67500,-0.30000,-0.30000,12.96540,,,56.76200,-109.75920,-109.75920,-104.91110,-104.91110,0.07110,,31.85600,2.82520,-9.07580,-9.37390,-7.45500,-9.07580,3.29690,-0.1109,-0.1131
2022-06-30,1.52800,1.06800,0.46000,18.77900,6.07500,3.40000,21.45400,-20.99400,0.46200,-20.53200,-20.53200,-20.53200,,-20.53200,-20.78800,-20.99400,65.99000,65.99000,-0.31000,-0.31000,15.99270,,,30.10470,-1373.95300,-1373.95300,-1343.71700,-1343.71700,0.00550,,2.39870,37.51960,-8.70920,-8.97610,-7.38630,-8.70920,3.53620,-0.2745,-0.2771
2022-03-31,1.45300,1.15500,0.29800,14.30600,6.09900,1.20000,19.20500,-18.90700,0.11800,-18.78900,-18.78900,-18.78900,,-18.78900,-18.69900,-18.90700,61.43100,61.43100,-0.31000,-0.31000,11.41220,,,20.50930,-1301.23900,-1301.23900,-1293.11800,-1293.11800,0.00640,,2.29540,39.20850,-10.42680,-10.85010,-8.29440,-10.42680,2.91880,-0.34130,-0.34400
2021-12-31,1.50100,1.14900,0.35200,14.10200,6.94300,-2.20000,23.24500,-22.89300,0.08900,-22.80400,-22.80400,-22.80400,,-22.80400,-22.69600,-22.89300,56.73100,56.73100,-0.34000,-0.34000,8.94130,,,23.45110,-1525.18300,-1525.18300,-1519.25300,-1519.25300,0.00600,,2.40930,37.35510,-11.55570,-11.98360,-9.07760,-11.55560,3.22300,-0.3463,-0.35
2021-09-30,1.65900,1.09900,0.56000,13.97600,5.97900,-0.90000,20.85500,-20.29500,-0.85100,-21.14600,-21.14600,-21.14600,,-21.14600,-20.10400,-20.29500,61.21900,61.21900,-0.35000,-0.35000,11.53550,,,33.75530,-1223.32700,-1223.32700,-1274.62300,-1274.62300,0.00630,,2.04560,43.99640,-9.76360,-10.09290,-8.02520,-9.76360,3.53730,-0.1196,-0.1203
2021-06-30,1.82400,1.26300,0.56100,7.89700,5.87000,-4.80000,18.56700,-18.00600,-0.15500,-18.16100,-18.16100,-18.16100,,-18.16100,-17.75900,-18.00600,53.96800,53.96800,-0.34000,-0.34000,16.17460,0.04390,0.04590,30.75660,-987.17110,-987.17110,-995.66890,-995.66880,0.00630,,1.94250,46.33220,-7.76730,-8.01000,-6.30490,-7.42640,3.82020,-0.2101,-0.2111
