Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,61.94300,46.00100,15.94200,8.05900,8.96900,6.97300,2.56500,9.53800,1.73200,7.80600,7.80600,7.80600,8.65000,6.97300,45.43500,47.13500,0.17000,0.17000,4.37060,,,25.73660,11.25710,11.25710,15.39800,12.60190,0.20020,0.44440,1.92420,46.77330,3.07450,4.42280,2.52270,3.07450,5.61730,0.6447,0.6092
2024-06-30,75.28200,52.71100,22.57100,9.01300,9.77300,12.79800,-0.15200,12.64600,3.06100,9.58500,9.58500,9.58500,14.43500,12.79800,45.51300,47.27600,0.21000,0.20000,4.59990,,,29.98190,17.00010,17.00010,16.79820,12.73210,0.25020,0.42600,2.28830,39.33090,3.85450,5.62650,3.18530,3.85450,5.46330,0.8835,0.8596
2024-03-31,65.25000,43.82900,21.42100,7.94700,8.64500,12.77600,-0.21400,12.56200,3.00000,9.56200,9.56200,9.56200,14.27500,12.77600,45.50900,47.46900,0.21000,0.20000,4.29670,,,32.82910,19.58010,19.58010,19.25210,14.65440,0.22180,0.29660,1.73430,51.89380,4.00740,5.41030,3.25060,4.00740,5.24290,-0.01970,-0.03990
2023-12-31,44.85600,30.88600,13.97000,8.53200,9.23000,4.74000,-0.24600,4.49400,0.54900,3.94500,3.94500,3.94500,6.27100,4.74000,45.38500,47.33800,0.09000,0.07000,3.50110,,,31.14410,10.56710,10.56720,10.01870,8.79480,0.15120,0.20000,1.46550,61.41050,1.72440,2.37370,1.32980,1.72440,5.02780,0.3176,0.2888
2023-09-30,76.49600,45.91600,30.58000,6.76000,7.45800,23.12200,-4.35800,18.76400,5.18200,13.58200,13.58200,13.58200,24.66900,23.12200,45.40500,47.34500,0.30000,0.29000,3.46810,,0.02230,39.97590,30.22640,30.22640,24.52940,17.75520,0.26250,0.32980,1.70240,52.86750,6.04760,8.41970,4.66110,6.04760,4.93760,0.47,0.4409
2023-06-30,90.47400,53.84700,36.62700,8.27300,8.97200,27.65500,-1.89900,25.75600,6.56700,19.18900,19.18900,19.18900,29.36800,27.65500,45.34000,47.29700,0.42000,0.41000,3.83110,0.10610,0.13870,40.48350,30.56680,30.56680,28.46790,21.20940,0.30250,0.40050,1.84430,48.80000,9.07500,13.01130,6.41650,8.11250,4.66000,0.2238,0.2148
2023-03-31,77.19900,46.86900,30.33000,6.97700,7.67500,22.65500,-1.84900,20.80600,5.27500,15.53100,15.53100,15.53100,24.37200,22.65500,45.29900,47.31100,0.34000,0.33000,3.56020,0.15800,0.20980,39.28810,29.34620,29.34620,26.95110,20.11810,0.26640,0.34210,1.99150,45.19180,8.11020,12.24550,5.35890,6.82880,4.22460,0.22540,0.21670
2022-12-31,47.44400,32.10700,15.33700,7.53400,8.23200,7.10500,-2.03400,5.07100,-0.00900,5.08000,5.08000,5.08000,7.46600,7.10500,44.99000,47.10900,0.11000,0.11000,3.36020,0.18230,0.24720,32.32650,14.97560,14.97560,10.68840,10.70740,0.17410,0.22090,2.27310,39.59360,2.90490,4.63890,1.86430,2.37540,3.86140,0.0614,0.02
2022-09-30,89.50200,45.26300,44.23900,7.21900,7.91700,36.32200,-2.36500,33.95700,4.60100,29.35600,29.35600,29.35600,37.89700,36.32200,45.06400,47.18100,0.65000,0.62000,3.26060,0.22610,0.31700,49.42790,40.58230,40.58230,37.93990,32.79930,0.31230,0.37670,2.31460,38.88320,17.20860,28.08540,10.24460,13.31820,3.78500,0.5537,0.5348
2022-06-30,103.94100,46.44400,57.49700,7.01400,7.71300,49.78400,-2.62300,47.16100,7.35100,39.81000,39.81000,39.81000,52.98600,49.78400,44.96000,47.15200,0.89000,0.84000,3.35370,0.36400,0.60260,55.31700,47.89640,47.89640,45.37290,38.30060,0.36510,0.39140,2.37610,37.87690,28.24670,53.67110,13.98170,17.96370,3.13050,0.6099,0.5931
