Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,46.33600,46.33600,4.19300,33.31700,-1.47400,-7.00900,3.92400,-3.08500,0.47800,-3.56300,-3.56300,-3.56300,7.35200,-7.00900,33.68300,33.68300,-0.10000,-0.10000,1.10370,0.60700,1.54470,100.00000,-15.12650,-15.12650,-6.65790,-7.68950,0.10530,1.17290,76.73190,-2.63810,1.79380,-0.80940,-1.03670,,0.3827,0.3827
2023-06-30,47.90800,47.90800,3.86900,35.01400,-4.40500,-9.11400,2.33200,-6.78200,0.97900,-7.76100,-7.76100,-7.76100,4.62000,-9.11400,33.58900,33.58900,-0.23000,-0.23000,1.08730,0.60160,1.51010,100.00000,-19.02400,-19.02400,-14.15630,-16.19980,0.10420,1.17340,76.70140,-5.48740,3.79500,-1.68740,-2.18610,,0.3696,0.3696
2023-03-31,49.53300,49.53300,4.52100,34.23000,,-2.81700,3.10600,0.28900,1.16700,-0.87800,-0.87800,-0.87800,10.78200,-2.81700,33.52100,33.52100,-0.03000,-0.03000,1.19100,0.58990,1.43860,100.00000,-5.68710,-5.68710,0.58340,-1.77260,0.10430,1.16340,77.35930,-0.59110,0.43560,-0.18490,-0.24240,,0.50900,0.50900
2022-12-31,69.22200,69.22200,2.62200,57.21300,-0.76700,-3.63800,2.25000,-1.38800,-0.59500,-0.79300,-0.79300,-0.79300,-3.63800,-3.63800,29.71600,29.71600,0.01000,0.01000,1.17260,0.59020,1.44000,100.00000,-5.25560,-5.25560,-2.00510,-1.14560,0.15020,1.77160,50.80130,-0.54560,0.39280,-0.17200,-0.22360,,1.2905,0.3516
2022-09-30,62.17400,62.17400,2.08500,49.03600,-0.83500,-4.13000,0.82300,-3.30700,1.06100,-4.36800,-4.36800,-4.36800,-4.13000,-4.13000,33.45400,33.45400,-0.13000,-0.13000,1.00740,0.58850,1.43030,100.00000,-6.64260,-6.64260,-5.31890,-7.02540,0.13510,1.62830,55.27180,-3.23930,2.22790,-0.94890,-1.33290,,0,0
2022-06-30,21.05200,21.05200,3.02900,13.31000,-14.16100,-14.49900,2.18400,-12.31500,0.59600,-12.91100,-12.91100,-12.91100,-14.49900,-14.49900,26.15800,26.15800,-0.49000,-0.49000,0.98380,0.58650,1.41820,100.00000,-68.87230,-68.87230,-58.49800,-61.32910,0.03730,0.42140,213.55550,-8.85010,6.37980,-2.28940,-3.65970,,0,0
2022-03-31,13.25000,13.25000,2.54200,6.69000,-2.22100,-2.15700,1.74800,-0.40900,0.48400,-0.89300,-0.89300,-0.89300,-2.15700,-2.15700,25.59300,25.59300,-0.03000,-0.03000,4.12500,0.18260,0.22330,100.00000,-16.27930,-16.27930,-3.08680,-6.73960,0.13960,2.28570,39.37590,-1.50100,-2.50720,-0.94110,-1.22700,,0.00000,
2021-12-31,12.25400,12.25400,3.46200,6.71300,,-5.71900,0.84500,-4.87400,-1.31600,-3.55800,-3.55800,-3.55800,-5.71900,-5.71900,25.30200,26.64000,-0.15000,-0.14000,2.27160,0.13650,0.51070,100.00000,-46.67050,-46.67050,-39.77480,-29.03540,0.10590,3.29050,27.35110,-5.95040,-9.50320,-3.07370,-5.13840,2.33890,1.0509,0.3575
2021-09-30,11.97300,11.97300,1.79200,5.79000,,0.64200,1.41500,2.05700,0.57200,1.48500,1.48500,1.48500,0.64200,0.64200,25.51600,26.64200,0.06000,0.06000,2.42240,0.16880,0.53580,100.00000,5.36210,5.36210,17.18030,12.40290,0.10510,3.92170,22.94910,2.44730,3.76220,1.30380,2.03410,,0,0
2021-06-30,12.88700,12.88700,1.93600,5.65000,,1.74900,1.43800,3.18700,0.41200,2.77500,2.77500,2.77500,1.74900,1.74900,25.15030,26.62950,0.11000,0.10000,2.39630,0.16670,0.52880,100.00000,13.57180,13.57180,24.73040,21.53330,0.12170,3.33080,27.02030,4.71800,7.12600,2.62050,3.93150,,0,0
