Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.02200,0.00300,0.01900,2.75900,2.06000,4.81900,-4.80000,0.20500,-4.59500,,-4.59500,-4.59500,-4.59500,-4.46700,-4.80000,27.40600,27.40600,-0.17000,-0.17000,5.25460,0.04680,0.12430,86.36360,-21818.18000,-21818.18000,-20886.36000,-20886.36000,0.00110,0.35480,253.63640,-28.91210,-28.91210,-22.81530,-27.55790,0.56180,-0.0962,-0.0962
2024-06-30,0.07200,0.07400,-0.00200,2.58900,2.03900,4.62800,-4.63000,0.26900,-4.36100,,-4.36100,-4.36100,-4.36100,-4.27800,-4.63000,26.46700,26.46700,-0.16000,-0.16000,6.02610,0.05960,0.14270,-2.77780,-6430.55600,-6430.55600,-6056.94500,-6056.94500,0.00330,0.90000,100.00000,-24.95000,-24.94990,-19.94240,-23.46260,0.63310,-0.117,-0.1172
2024-03-31,0.01800,0.03300,-0.01500,2.85800,2.16100,5.01900,-5.03400,0.21200,-4.82200,,-4.82200,-4.82200,-4.82200,-4.67800,-5.03400,26.03800,26.03800,-0.19000,-0.19000,6.77640,0.07210,0.15150,-83.33330,-27966.67000,-27966.67000,-26788.89000,-26788.89000,0.00080,0.24660,365.00000,-26.19660,-26.19660,-21.02560,-24.30690,0.68470,-0.15930,-0.15930
2023-12-31,,,,2.99200,2.32700,,-5.34700,0.21700,-4.58000,,-4.58000,-4.58000,-4.58000,-4.99200,-4.79700,24.75500,24.75500,-0.18000,-0.18000,5.34980,0.08790,0.16940,,,,,,,,,-25.20640,-25.20640,-19.06030,-22.99200,0.69600,-0.1267,-0.1262
2023-09-30,,,,3.30500,2.04800,,-5.35300,0.31400,-5.03900,,-5.03900,-5.03900,-5.03900,-4.99200,-5.35300,25.25500,25.25500,-0.20000,-0.20000,7.06100,0.09600,0.17290,,,,,,,,,-25.88880,-25.88880,-20.29480,-23.40460,0.75490,-0.1301,-0.1306
2023-06-30,,,,3.19200,2.16800,,-5.36000,0.20800,-5.15200,,-5.15200,-5.15200,-5.15200,-5.00000,-5.36000,24.67700,24.67700,-0.21000,-0.21000,8.24980,0.09280,0.16060,,,,,,,,,-22.16960,-22.16960,-17.77230,-20.11320,0.90180,-0.1522,-0.1523
2023-03-31,,,,3.03600,2.13100,,-5.16700,0.14800,-5.01900,,-5.01900,-5.01900,-5.01900,-4.80400,-5.16700,23.66000,23.66000,-0.21000,-0.21000,7.10110,0.13960,0.23730,,,,,,,,,-30.35750,-30.35750,-22.67450,-26.11890,0.67950,-0.17900,-0.17960
2022-12-31,0.00500,,0.00500,2.52300,1.88800,,-4.40600,0.13400,-4.27200,,-4.27200,-4.27200,-4.27200,-4.04500,-4.40600,23.15700,23.15700,-0.17000,-0.17000,7.42850,0.12820,0.20240,100.00000,-88120.10000,-88120.08000,-85440.12000,-85440.08000,0.00020,,,-21.02980,-21.02980,-15.98270,-18.33480,0.84740,-0.1285,-0.129
2022-09-30,0.00200,,0.00200,2.74300,1.91400,,-4.65500,0.05300,-4.60200,,-4.60200,-4.60200,-4.60200,-4.28600,-4.65500,23.29400,23.29400,-0.20000,-0.20000,8.49360,0.12550,0.18950,100.00000,-232750.00000,-232750.00000,-230100.00000,-230100.00000,0.00010,,,-20.29190,-20.29190,-15.67490,-17.74570,0.95070,-0.1229,-0.1232
2022-06-30,,,,2.43300,2.01400,,-4.44700,-0.03400,-4.48100,,-4.48100,-4.48100,-4.48100,-4.06000,-4.44700,22.93600,22.93600,-0.20000,-0.20000,8.04580,0.14130,0.22870,,,,,,,,,-20.60230,-20.60230,-15.56880,-17.69120,0.92720,-0.1085,-0.1086
2022-03-31,0.37500,0.08100,0.29400,2.33900,1.97300,4.31200,-4.01800,-0.06800,-4.08600,,-4.08600,-4.08600,-4.08600,-3.62900,-4.01800,22.85300,22.85300,-0.18000,-0.18000,10.26340,0.13320,0.20910,78.40000,-1071.46700,-1071.46700,-1089.60000,-1089.60000,0.01160,1.25000,72.00000,-16.22270,-16.22270,-12.65960,-14.06200,1.07670,-0.17990,-0.18060
2021-12-31,,,,2.24900,1.82400,,-4.07300,-0.07400,-4.14700,0.01800,-4.16500,-4.16500,-4.16500,-3.68200,-4.07300,22.49200,22.49200,-0.18000,-0.18000,10.53690,0.12780,0.19570,,,,,,,,,-14.67530,-14.67530,-11.55020,-12.80000,1.22300,-0.1375,-0.1379
2021-09-30,,,,2.23200,1.90400,,-4.13600,-0.05000,-4.18600,0.01700,-4.20300,-4.20300,-4.20300,-3.85600,-4.13600,22.62900,22.62900,-0.19000,-0.19000,11.09050,0.12400,0.19300,,,,,,,,,-13.35050,-13.35050,-10.60000,-11.69550,1.36020,-0.1207,-0.1216
2021-06-30,,,,2.06900,1.64300,,-3.71200,0.00300,-3.70900,0.01700,-3.72600,-3.72600,-3.72600,-3.65100,-3.71200,22.49200,22.49200,-0.17000,-0.17000,30.97350,,,,,,,,,,,-10.74120,-10.74120,-10.16150,-10.74120,1.50140,-0.1166,-0.1191
2021-03-31,0.40000,,0.40000,2.22900,1.77900,,-3.60800,0.00200,-3.60600,0.01400,-3.62000,-3.62000,-3.62000,-3.55500,-3.60800,22.09000,22.09000,-0.16000,-0.16000,31.68910,,,100.00000,-902.00010,-902.00010,-901.49990,-904.99990,0.01020,6.06060,14.85000,-9.72750,-9.72750,-9.21380,-9.72750,1.61610,-0.17830,-0.17940
2020-12-31,,,,2.22700,1.65000,,-3.87700,0.00100,-3.87600,,-3.87600,-3.87600,-3.87600,-3.83700,-3.87700,18.75200,18.75200,-0.17000,-0.17000,26.29420,,,,,,,,,,,-10.37890,-10.37890,-9.83880,-10.37890,1.66910,-0.172,-0.1761
2020-09-30,,,,2.04900,1.53000,,-3.57900,0.00100,-3.57800,,-3.57800,-3.57800,-3.57800,-3.53300,-3.57900,19.33700,19.33700,-0.19000,-0.19000,18.19860,,,,,,,,,,,-14.46710,-14.46710,-13.36920,-14.46710,1.17930,-0.1048,-0.1071
