,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-13,2024-09-30,$-0.30,$-0.37
1,2024-08-14,2024-06-30,$-0.44,$-0.44
2,2024-05-14,2024-03-31,$-0.45,$-0.36
3,2024-03-13,2023-12-31,$-0.42,$-0.35
4,2023-11-08,2023-09-30,$-0.36,$-0.41
5,2023-08-10,2023-06-30,$-0.37,$-0.36
6,2023-05-10,2023-03-31,$-0.36,$-0.30
7,2023-03-22,2022-12-31,$-0.42,$-0.30
8,2022-11-09,2022-09-30,$-0.41,$-0.37
9,2022-08-09,2022-06-30,$-0.32,$-0.35
10,2022-05-16,2022-03-31,$-0.31,$-0.28
11,2022-03-22,2021-12-31,$-0.34,$-0.27
12,2021-11-09,2021-09-30,$-0.32,$-0.24
13,2021-08-11,2021-06-30,$-0.30,$-0.26
14,2021-05-12,2021-03-31,$-0.31,$-0.26
15,2021-03-23,2020-12-31,$-0.36,$-0.28
16,2020-11-16,2020-09-30,$-0.38,$-0.33
17,2020-08-13,2020-06-30,$-0.43,$-0.36
18,2020-05-12,2020-03-31,$-0.54,$-0.35
19,2020-03-24,2019-12-31,$-0.54,$-0.58
20,2019-11-12,2019-09-30,$-0.43,$-0.33
21,2019-08-07,2019-06-30,$-0.50,$-0.39
22,2019-05-08,2019-03-31,$-0.59,$-0.47
23,2019-03-21,2018-12-31,$-0.45,$-0.27
24,2018-11-13,2018-09-30,$-0.50,$-0.31
25,2018-08-14,2018-06-30,$-0.58,$-0.53
26,2018-05-07,2018-03-31,$-0.51,$-0.47
27,2018-03-20,2017-12-31,$-0.53,$-0.80
