Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,8.03700,6.62300,1.41400,0.72000,6.50700,7.22700,-5.81300,-0.05100,-5.86400,-5.86400,-5.86400,-5.86400,-5.16300,-5.81300,4.66210,4.66210,-1.26000,-1.26000,1.39770,0.03030,0.04410,17.59360,-72.32800,-72.32800,-72.96260,-72.96260,0.45600,1.65060,54.52410,-59.09500,-67.32490,-33.27280,-57.30480,1.47930,2.565,2.1418
2024-06-30,4.64800,4.03900,0.60900,1.11100,4.18700,5.51700,-4.90800,-0.12100,-5.02900,-5.02900,-5.02900,-10.25300,-4.56400,-4.90800,1.74000,1.74000,-5.89000,-5.89000,1.59710,0.03260,0.10610,13.10240,-105.59380,-105.59380,-108.19710,-220.58950,0.29050,1.38700,64.88600,-57.26490,-66.93730,-31.43130,-55.39770,2.65480,5.8063,6.0305
2024-03-31,0.68200,1.63600,-0.95400,0.75600,1.78300,2.75100,-3.70500,-0.90700,-4.61200,-4.61200,-4.61200,-4.89500,-2.38100,-3.70500,0.24570,0.24570,-19.40300,-19.40300,0.46660,0.12400,0.18160,-139.88270,-543.25520,-543.25520,-676.24630,-717.74190,0.07680,0.87890,102.40470,-198.96460,-464.91940,-51.95450,-174.30080,6.69160,-10.89420,-11.15060
2023-12-31,0.09400,0.83200,-0.73800,0.70800,4.29900,6.12600,-6.86400,-2.44200,-9.30600,-9.30600,-9.30600,-9.48600,-3.84500,-6.86400,0.03640,0.03640,2774.24300,2774.24300,0.49500,,0.09170,-785.10640,-7302.12500,-7302.12500,-9900.00000,-10091.49000,0.00990,1.13250,79.46810,-198.97360,-282.42790,-97.68030,-198.97370,27.24300,83.9766,72.7275
2023-09-30,,,,0.49200,2.94100,,-3.43300,0.57400,-2.85900,-2.85900,-2.85900,-3.14200,-1.21800,-3.43300,0.02240,0.02240,-140.54000,-140.54000,1.04930,,0.00950,,,,,,,,,-30.82810,-40.90710,-23.49990,-30.82810,201.18880,1032.9139,1116.0098
2023-06-30,0.03700,0.02300,0.01400,0.49000,4.32800,4.89900,-4.88500,-9.63400,-14.51900,-14.51900,-14.51900,-14.61600,-1.74300,-4.88500,0.00540,0.00540,-2720.27000,-2720.27000,0.10950,,0.39500,37.83780,-13202.70000,-13202.70000,-39240.54000,-39502.70000,0.00300,,,-318.60930,-654.89390,-119.52750,-318.60870,637.44070,-135.303,-135.703
2023-03-31,0.02200,0.03100,-0.00900,0.54100,3.39400,4.11700,-4.12600,1.82600,-2.30000,-2.30000,-2.30000,-2.41600,-1.80200,-4.12600,0.00330,0.00330,-728.35830,-728.35830,0.31730,,0.60820,-40.90910,-18754.55000,-18754.55000,-10454.55000,-10981.82000,0.00120,,,-29.70040,-43.00670,-12.80050,-29.70040,158.70940,-1425.83600,-1557.02000
2022-12-31,,,,0.58300,1.86500,,-2.95100,0.79900,-2.15200,-2.15200,-2.15200,-2.18400,-2.60600,-2.95100,0.00180,0.00180,-3622.43900,-3622.43900,0.30060,,3.13580,,,,,,,,,-406.03850,201.49810,-32.65550,-406.03760,234.03690,-11.8096,-13.5982
2022-09-30,,,,0.95500,2.16000,,-3.11500,-0.00100,-3.11600,-3.11600,-3.11600,-3.13900,-2.86300,-3.11500,0.00180,0.00180,-1755.22400,-1755.22400,0.44980,,0.00290,,,,,,,,,-113.47400,-285.34800,-50.53520,-113.47410,132.73300,-8.4607,-8.5602
2022-06-30,,,,1.47300,3.00200,,-4.47500,-0.00200,-4.47700,-4.47700,-4.47700,-4.47700,-4.22700,-4.47500,0.00180,0.00180,-2440.29900,-2440.29900,0.69460,,0.00290,,,,,,,,,-162.62270,-428.83150,-64.25090,-162.62260,168.65410,178.8373,181.169
