Date,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.05260,-0.02050,-0.07310,-0.15120,-0.22430,0.01180,-0.23610,-0.23610,-0.23610,-0.07310,-0.07310,6.00000,6.00000,-0.03930,-0.03930,0.06730,-0.00270,-0.01120,1.83580,1.83580,-3.73450,1.84090,-2.14320,-0.0367,-0.0367
2024-06-30,0.42190,-0.01680,-0.43870,-1.32380,-1.76250,0.02580,-1.78820,-1.78820,-1.78820,-0.43870,-0.43870,6.00000,6.00000,-0.29800,-0.29800,0.10330,,-0.00320,14.25180,14.25180,-27.59800,14.25180,-2.09120,-0.0898,-0.0898
2024-03-31,0.42760,-0.03940,-0.46700,-0.14550,-0.61250,0.02140,-0.63380,-0.63380,-0.63380,-0.46700,-0.46700,6.00000,6.00000,-0.10560,-0.10560,0.19680,,-0.00260,5.45850,5.45850,-5.08240,5.45850,-1.93540,-0.03920,-0.03920
2023-12-31,1.12140,0.00680,-1.11460,0.15720,-0.95740,-0.02180,-0.93560,-0.93560,-0.93560,-1.11460,-1.11460,6.00000,6.00000,-0.13540,-0.13540,0.32110,,,8.51510,8.51510,-7.57310,8.51510,-1.83120,-0.0952,-0.0952
2023-09-30,0.52540,-0.05000,-0.57540,0.39950,-0.17590,0.05170,-0.22760,-0.22760,-0.22760,-0.57540,-0.57540,6.00000,6.00000,-0.03790,-0.03790,0.30980,,,2.02070,2.02070,-1.91900,2.02070,-1.87700,-0.2345,-0.2345
2023-06-30,0.49120,-0.05000,-0.54120,0.32700,-0.21430,0.16920,-0.38350,-0.38350,-0.38350,-0.54120,-0.54120,6.00000,6.00000,-0.06390,-0.06390,0.20980,-0.00080,-0.00080,3.78120,3.78120,-1.25200,3.78420,-1.69020,-0.1144,-0.1144
2023-03-31,0.58130,-0.05000,-0.63130,1.94310,1.31170,0.41630,0.89550,0.89550,0.89550,-0.63130,-0.63130,6.95700,6.95700,0.12870,0.12870,0.94100,-0.01740,-0.01710,-12.18740,-12.18740,2.91000,-12.39920,-1.22460,-0.04160,-0.04160
2022-12-31,0.27490,-0.05800,-0.33290,4.01830,3.68540,0.38280,3.30260,3.30260,3.30260,-0.33290,-0.33290,6.00000,6.00000,1.00370,1.00370,0.59930,,,-27.78880,-27.78880,1.34880,-27.78880,-1.98080,-0.0137,-0.0137
2022-09-30,0.27840,-0.04990,-0.32820,2.96110,2.63280,0.24180,2.39100,2.39100,2.39100,-0.32820,-0.32820,6.00000,6.00000,0.39850,0.39850,1.34830,,,-17.79250,-17.79250,0.98380,-17.79250,-1.94760,-0.0131,-0.0131
2022-06-30,0.33950,-0.04930,-0.38880,3.22310,2.83430,,2.83430,2.83430,2.83430,-0.38880,-0.38880,6.00000,6.00000,0.47240,0.47240,3.19760,,,-18.67010,-18.67010,1.17070,-18.67010,-2.20010,-0.0738,-0.0738
2022-03-31,0.41310,-0.04880,-0.46190,3.84140,3.37950,,3.37950,3.37950,3.37950,-0.46190,-0.46190,6.00000,6.00000,0.11000,0.11000,3.24150,,,-18.75930,-18.75930,1.39360,-18.75930,-2.61090,-0.03730,-0.03730
2021-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.1776,0.1776
2021-09-30,0.11010,-0.04990,-0.15990,-1.80170,-1.95120,,-1.95120,-1.95120,-1.95120,-0.15990,-0.15990,6.00000,6.00000,-0.16000,-0.16000,6.83870,,,8.00650,8.00650,-0.80190,8.00650,-3.53200,-0.1776,-0.1776
2021-06-30,0.00090,-0.03900,-0.03980,,-0.03980,,-0.03980,-0.03980,-0.03980,-0.03980,-0.03980,6.00000,6.00000,-0.00660,-0.00660,6.83800,,,0.16340,0.16340,-0.01640,0.16340,,0,0
