Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-12-31,106.00000,281.00000,-175.00000,-22.00000,40.00000,-215.00000,-215.00000,-28.00000,-187.00000,-187.00000,,211.00000,-133.00000,-197.00000,89.90000,91.00000,2.32000,2.29000,0.19030,0.23500,-202.83020,-185.84910,-202.83020,199.05660,0.00150,-2.98290,-3.08480,-0.26660,-2.41540,69.42110,8.427,8.3168
2019-09-30,2123.00000,1764.00000,359.00000,-165.00000,182.00000,177.00000,177.00000,34.00000,143.00000,143.00000,,147.00000,317.00000,194.00000,90.00000,91.10000,1.64000,1.62000,0.18380,0.22510,8.33730,9.13800,8.33730,6.92420,0.03070,2.26230,2.33890,0.20700,1.84660,70.13440,8.9246,8.7931
2019-06-30,1960.00000,1521.00000,439.00000,-163.00000,180.00000,259.00000,259.00000,50.00000,209.00000,209.00000,,210.00000,314.00000,276.00000,89.70000,91.00000,2.34000,2.31000,0.18940,0.23370,13.21430,14.08160,13.21430,10.71430,0.02900,3.43190,3.55260,0.30870,2.78180,67.72840,4.6319,4.5333
2019-03-31,2024.00000,1430.00000,594.00000,-165.00000,181.00000,413.00000,413.00000,87.00000,326.00000,326.00000,,329.00000,463.00000,429.00000,89.40000,90.70000,3.68000,3.63000,0.20080,0.25120,20.40510,21.19570,20.40510,16.25490,0.03060,5.75460,5.97290,0.49300,4.59930,63.19860,5.00550,4.90630
2018-12-31,1690.00000,1535.00000,155.00000,-178.00000,194.00000,-39.00000,-39.00000,-4.00000,-35.00000,-35.00000,,-29.00000,24.00000,-23.00000,89.00000,90.60000,-0.35000,-0.32000,0.20750,0.26190,-2.30770,-1.36090,-2.30770,-1.71600,0.02660,-0.70390,-0.73450,-0.05520,-0.55790,55.68250,8.9118,8.6904
2018-09-30,2008.00000,1599.00000,409.00000,-150.00000,165.00000,244.00000,244.00000,41.00000,203.00000,203.00000,,204.00000,316.00000,259.00000,89.10000,90.70000,2.30000,2.26000,0.20140,0.25210,12.15140,12.89840,12.15140,10.15940,0.03130,3.93110,4.08860,0.31620,3.13950,57.89950,5.0055,4.8511
2018-06-30,1833.00000,1414.00000,419.00000,-143.00000,159.00000,260.00000,260.00000,52.00000,208.00000,208.00000,,210.00000,311.00000,276.00000,89.00000,90.70000,2.36000,2.31000,0.20380,0.25590,14.18440,15.05730,14.18440,11.45660,0.02960,4.09130,4.25790,0.33640,3.25760,57.07740,4.7487,4.529
2018-03-31,1619.00000,1297.00000,322.00000,-133.00000,148.00000,174.00000,174.00000,33.00000,141.00000,141.00000,,145.00000,260.00000,189.00000,88.60000,90.40000,1.64000,1.60000,0.20060,0.25100,10.74740,11.67390,10.74740,8.95610,0.02670,2.72040,2.82910,0.23250,2.17460,58.31390,4.32520,4.07080
2017-12-31,1808.00000,1340.00000,468.00000,-181.00000,201.00000,267.00000,267.00000,101.00000,166.00000,166.00000,,166.00000,289.00000,287.00000,87.80000,89.80000,1.87000,1.82000,0.19620,0.24400,14.76770,15.87390,14.76770,9.18140,0.02980,3.11390,3.23460,0.27370,2.50300,60.39080,9.0558,8.3656
2017-09-30,1835.00000,1628.00000,207.00000,-157.00000,178.00000,29.00000,29.00000,18.00000,11.00000,11.00000,,11.00000,86.00000,50.00000,88.10000,90.00000,0.13000,0.13000,0.19270,0.23870,1.58040,2.72480,1.58040,0.59950,0.03050,0.20450,0.21240,0.01830,0.16510,61.06050,4.6413,4.4741
2017-06-30,1646.00000,1279.00000,367.00000,-139.00000,162.00000,205.00000,205.00000,60.00000,145.00000,145.00000,,145.00000,259.00000,228.00000,87.80000,89.80000,1.64000,1.61000,0.20920,0.26450,12.45440,13.85180,12.45440,8.80920,0.02810,2.72970,2.83590,0.24740,2.15870,60.35880,7.2431,7.3536
2017-03-31,1576.00000,1206.00000,370.00000,-126.00000,147.00000,223.00000,223.00000,68.00000,155.00000,155.00000,,153.00000,282.00000,244.00000,87.20000,89.30000,1.76000,1.72000,0.19810,0.24700,14.14980,15.48220,14.14980,9.70810,0.02740,2.98360,3.10250,0.26970,2.39270,59.30910,-0.85110,-0.70550
2016-12-31,1737.00000,1262.00000,475.00000,-137.00000,158.00000,317.00000,317.00000,-71.00000,388.00000,388.00000,,385.00000,381.00000,338.00000,86.90000,88.50000,4.43000,4.34000,0.20690,0.26080,18.24990,19.45880,18.24990,22.16470,0.03150,7.88780,8.22030,0.70450,6.25600,56.58970,4.565,4.5424
2016-09-30,1705.00000,1372.00000,333.00000,-136.00000,155.00000,178.00000,178.00000,65.00000,113.00000,113.00000,,109.00000,235.00000,197.00000,86.90000,88.50000,1.25000,1.23000,0.19530,0.24260,10.43990,11.55430,10.43990,6.39300,0.03110,2.10900,2.19030,0.20600,1.69720,61.71890,2.8185,2.7166
2016-06-30,1581.00000,1309.00000,272.00000,-117.00000,136.00000,136.00000,136.00000,73.00000,63.00000,63.00000,,54.00000,180.00000,155.00000,86.80000,88.40000,0.63000,0.62000,0.16120,0.19220,8.60220,9.80390,8.60220,3.41560,0.03000,1.21320,1.26150,0.11950,1.01760,59.79280,1.0007,1.3399
2016-03-31,1475.00000,1187.00000,288.00000,-114.00000,132.00000,156.00000,156.00000,52.00000,104.00000,104.00000,,101.00000,202.00000,174.00000,86.90000,88.50000,1.16000,1.14000,0.16820,0.20210,10.57630,11.79660,10.57630,6.84750,0.02890,2.10650,2.19500,0.20380,1.75230,56.76930,4.61020,4.46330
2015-12-31,1618.00000,1273.00000,345.00000,-118.00000,135.00000,210.00000,210.00000,80.00000,130.00000,130.00000,,129.00000,243.00000,227.00000,87.60000,89.40000,1.48000,1.45000,0.17300,0.20920,12.97900,14.02970,12.97900,7.97280,0.03250,2.72540,2.84400,0.26090,2.25380,54.53050,4.9774,4.7981
2015-09-30,1687.00000,1449.00000,238.00000,-121.00000,139.00000,99.00000,99.00000,33.00000,66.00000,66.00000,,63.00000,151.00000,117.00000,87.50000,89.30000,0.72000,0.71000,0.15210,0.17940,5.86840,6.93540,5.86840,3.73440,0.03340,1.34530,1.40280,0.13050,1.14070,56.17970,3.721,3.3978
2015-06-30,1543.00000,1189.00000,354.00000,-108.00000,128.00000,226.00000,226.00000,77.00000,149.00000,149.00000,,141.00000,299.00000,246.00000,87.70000,89.50000,1.60000,1.57000,0.17040,0.20550,14.64680,15.94300,14.64680,9.13800,0.03120,2.98960,3.11520,0.30150,2.48000,56.93400,1.9951,2.6206
2015-03-31,1297.00000,1146.00000,151.00000,-101.00000,121.00000,30.00000,30.00000,5.00000,25.00000,25.00000,,19.00000,81.00000,50.00000,87.60000,89.40000,0.22000,0.21000,0.17220,0.20800,2.31300,3.85510,2.31300,1.46490,0.02680,0.49020,0.51030,0.05180,0.40580,58.02970,4.44070,4.48550
2014-12-31,1549.00000,1255.00000,294.00000,-83.00000,104.00000,190.00000,190.00000,65.00000,125.00000,125.00000,,127.00000,260.00000,211.00000,89.00000,91.00000,1.44000,1.41000,0.17350,0.20990,12.26600,13.62170,12.26600,8.19880,0.03260,2.47330,2.57570,0.26300,2.04420,57.62240,6.1128,6.0031
2014-09-30,1581.00000,1326.00000,255.00000,-92.00000,110.00000,145.00000,145.00000,54.00000,91.00000,91.00000,,116.00000,201.00000,163.00000,89.00000,90.90000,1.30000,1.28000,0.17300,0.20910,9.17140,10.30990,9.17140,7.33710,0.03400,1.79200,1.86590,0.19550,1.48210,57.38440,1.9671,1.8997
2014-06-30,1392.00000,1148.00000,244.00000,-97.00000,114.00000,130.00000,130.00000,47.00000,83.00000,83.00000,,106.00000,177.00000,147.00000,89.60000,91.60000,1.18000,1.15000,0.15020,0.17680,9.33910,10.56030,9.33910,7.61490,0.03070,1.60920,1.67410,0.18300,1.36740,57.55540,3.2205,3.1768
2014-03-31,1211.00000,942.00000,269.00000,-90.00000,108.00000,161.00000,161.00000,54.00000,107.00000,107.00000,,103.00000,206.00000,179.00000,89.60000,91.60000,1.15000,1.13000,0.15510,0.18360,13.29480,14.78120,13.29480,8.50540,0.02830,2.15160,2.23480,0.25020,1.81790,55.50910,2.22710,2.08520
2013-12-31,1373.00000,1011.00000,362.00000,-99.00000,116.00000,246.00000,246.00000,81.00000,165.00000,165.00000,,158.00000,295.00000,263.00000,89.30000,91.20000,1.76000,1.72000,0.16070,0.19140,17.91700,19.15510,17.91700,11.50770,0.03260,3.45980,3.59950,0.39200,2.90390,53.27720,4.0696,4.3448
2013-09-30,1443.00000,1163.00000,280.00000,-120.00000,138.00000,142.00000,142.00000,44.00000,98.00000,98.00000,,83.00000,192.00000,160.00000,89.10000,91.00000,0.94000,0.92000,0.16240,0.19380,9.84060,11.08800,9.84060,5.75190,0.03520,2.08070,2.16570,0.23930,1.74280,52.78850,2.1216,2.0644
2013-06-30,1139.00000,900.00000,239.00000,-95.00000,113.00000,126.00000,126.00000,49.00000,77.00000,77.00000,,110.00000,187.00000,144.00000,89.60000,91.50000,1.23000,1.20000,0.16990,0.20460,11.06230,12.64270,11.06230,9.65760,0.02890,1.66020,1.72920,0.19540,1.37820,52.21740,1.4937,1.3861
2013-03-31,1148.00000,854.00000,294.00000,-101.00000,119.00000,175.00000,175.00000,62.00000,113.00000,113.00000,,120.00000,228.00000,193.00000,89.40000,91.00000,1.34000,1.32000,0.16220,0.19360,15.24390,16.81190,15.24390,10.45300,0.02930,2.30240,2.39250,0.28870,1.92900,54.60430,0.64840,0.34070
2012-12-31,1208.00000,1132.00000,76.00000,-88.00000,106.00000,-30.00000,-30.00000,-49.00000,19.00000,19.00000,,50.00000,127.00000,-12.00000,94.20000,95.90000,0.57000,0.55000,0.16720,0.20070,-2.48340,-0.99340,-2.48340,4.13910,0.03080,0.40020,0.41640,0.04850,0.33330,53.36090,3.3713,3.3174
2012-09-30,1538.00000,1116.00000,422.00000,-118.00000,137.00000,285.00000,285.00000,74.00000,211.00000,211.00000,,226.00000,339.00000,304.00000,92.90000,94.60000,2.43000,2.39000,0.16290,0.19460,18.53060,19.76590,18.53060,14.69440,0.03880,4.25060,4.41520,0.53240,3.55820,54.64130,2.8419,2.7277
2012-06-30,1124.00000,871.00000,253.00000,-98.00000,117.00000,136.00000,136.00000,52.00000,84.00000,84.00000,,99.00000,192.00000,155.00000,96.40000,98.00000,1.02000,1.01000,0.19520,0.24250,12.09960,13.79000,12.09960,8.80780,0.03030,1.75920,1.83050,0.22670,1.41580,50.28490,2.2055,2.1176
2012-03-31,1087.00000,820.00000,267.00000,-102.00000,121.00000,146.00000,146.00000,58.00000,88.00000,88.00000,,113.00000,211.00000,165.00000,97.70000,99.40000,1.16000,1.14000,0.16440,0.19670,13.43150,15.17940,13.43150,10.39560,0.03000,1.85970,1.93580,0.24300,1.55390,48.69420,0.10060,-0.34210
2011-12-31,1176.00000,890.00000,286.00000,-35.00000,46.00000,240.00000,240.00000,113.00000,127.00000,127.00000,,109.00000,300.00000,251.00000,101.30000,102.90000,1.09000,1.08000,0.17010,0.20500,20.40820,21.34350,20.40820,9.26870,0.03280,2.78690,2.90550,0.35440,2.31290,46.57320,-0.0432,-0.0798
2011-09-30,1335.00000,1055.00000,280.00000,-103.00000,124.00000,156.00000,156.00000,48.00000,108.00000,108.00000,,97.00000,217.00000,177.00000,99.70000,101.30000,0.97000,0.95000,0.16860,0.20280,11.68540,13.25840,11.68540,7.26590,0.03800,2.33770,2.43570,0.30740,1.94350,46.90070,1.4103,1.1767
2011-06-30,1093.00000,893.00000,200.00000,-119.00000,140.00000,60.00000,60.00000,30.00000,30.00000,30.00000,,48.00000,123.00000,81.00000,102.70000,104.40000,0.47000,0.46000,0.16890,0.20320,5.48950,7.41080,5.48950,4.39160,0.03210,0.64860,0.67580,0.08810,0.53910,45.78300,1.452,1.1039
2011-03-31,1039.00000,806.00000,233.00000,-110.00000,131.00000,102.00000,102.00000,48.00000,54.00000,54.00000,,88.00000,172.00000,123.00000,104.60000,106.20000,0.84000,0.83000,0.17070,0.20580,9.81710,11.83830,9.81710,8.46970,0.03150,1.17090,1.22010,0.16390,0.97100,44.56770,3.66290,3.47460
2010-12-31,1156.00000,821.00000,335.00000,-133.00000,154.00000,181.00000,181.00000,69.00000,112.00000,112.00000,,136.00000,263.00000,202.00000,109.20000,110.50000,1.27000,1.25000,0.17090,0.20610,15.65740,17.47410,15.65740,11.76470,0.03560,2.42420,2.52590,0.34510,2.01010,43.92970,0.6866,0.5919
2010-09-30,1255.00000,919.00000,336.00000,-107.00000,128.00000,208.00000,208.00000,82.00000,126.00000,126.00000,,132.00000,273.00000,229.00000,108.20000,109.50000,1.22000,1.21000,0.16790,0.20170,16.57370,18.24700,16.57370,10.51790,0.03850,2.66440,2.77350,0.38600,2.21710,43.89310,3.009,2.9442
2010-06-30,1052.00000,774.00000,278.00000,-102.00000,120.00000,158.00000,158.00000,58.00000,100.00000,100.00000,,108.00000,226.00000,176.00000,110.20000,111.80000,0.98000,0.97000,0.16110,0.19210,15.01900,16.73000,15.01900,10.26620,0.03450,2.25680,2.36800,0.32760,1.89320,40.78310,0.6486,0.5017
2010-03-31,1034.00000,761.00000,273.00000,-108.00000,126.00000,147.00000,147.00000,59.00000,88.00000,88.00000,,106.00000,212.00000,165.00000,112.00000,113.10000,0.94000,0.93000,0.16060,0.19130,14.21660,15.95750,14.21660,10.25150,0.03410,2.04320,2.14690,0.29050,1.71510,38.75640,3.47480,3.14770
2009-12-31,1125.00000,762.00000,363.00000,-109.00000,128.00000,235.00000,235.00000,78.00000,157.00000,157.00000,,161.00000,297.00000,254.00000,115.70000,116.80000,1.39000,1.39000,0.17440,0.21130,20.88890,22.57780,20.88890,14.31110,0.04060,4.00610,4.23070,0.56710,3.30740,34.56340,1.3407,1.228
2009-09-30,1093.00000,750.00000,343.00000,-121.00000,140.00000,203.00000,203.00000,72.00000,131.00000,131.00000,,127.00000,262.00000,222.00000,116.10000,117.20000,1.10000,1.09000,0.18740,0.23070,18.57270,20.31110,18.57270,11.61940,0.03920,3.44550,3.64450,0.47030,2.79960,32.62650,2.27,2.0321
2009-06-30,1096.00000,744.00000,352.00000,-133.00000,146.00000,206.00000,206.00000,74.00000,132.00000,132.00000,,127.00000,271.00000,219.00000,115.80000,116.50000,1.10000,1.09000,0.22280,0.28670,18.79560,19.98180,18.79560,11.58760,0.04170,4.13460,4.42600,0.50250,3.21330,27.56160,0.5978,0.5206
2009-03-31,1006.00000,722.00000,284.00000,-100.00000,116.00000,168.00000,168.00000,58.00000,110.00000,110.00000,,104.00000,247.00000,184.00000,115.70000,116.40000,0.90000,0.88000,0.28320,0.39510,16.69980,18.29030,16.69980,10.33800,0.03890,4.10630,4.45600,0.42570,2.94350,23.14880,3.62540,3.53090
