Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2149.55500,740.50360,1409.05200,933.00380,987.11640,421.93530,421.93540,118.03840,303.89700,303.89700,,160.62500,127.50000,127.50000,1.26080,1.26080,0.25560,0.71980,38.66410,14.71890,0.01540,3.62520,4.65480,0.42990,2.69880,,-2.4804,-2.4335
2024-06-30,3146.63800,1127.06600,2019.57300,1385.13000,1472.04900,547.52320,547.52310,108.99690,438.52620,438.52620,,431.93220,127.50000,127.50000,1.81320,1.81320,0.28600,0.73730,35.69400,28.15840,0.01450,3.63580,4.71330,0.41500,2.59580,,12.4966,11.4725
2024-03-31,2849.25300,1181.72400,1667.52900,871.07910,953.56100,713.96730,713.96730,208.46400,505.50330,505.50330,,266.81790,127.50000,127.50000,2.09400,2.09400,0.27850,0.76280,42.81590,16.00080,0.01650,4.49930,5.82570,0.50010,3.24630,,-26.80460,-27.13040
2023-12-31,2271.45100,849.91930,1421.53100,969.06520,1036.25970,385.27160,385.27100,94.88280,290.38830,290.38830,,-279.37560,,,,0.00000,0.27300,0.77620,35.78310,-25.94780,0.01570,3.71820,4.75110,0.42340,2.70310,32.47960,0,0
2023-09-30,2213.28600,850.48440,1362.80200,918.87600,970.39860,392.40340,392.40340,89.08840,303.31500,303.31500,,298.35180,,,,0.00000,0.29090,0.84400,37.69840,28.66280,0.01540,3.93970,5.12280,0.44840,2.79370,,0,0
2023-06-30,2260.93500,828.20260,1432.73300,996.39920,1050.63440,382.09810,382.09800,85.26560,296.83240,296.83240,,292.09820,,,,0.00000,0.32000,0.94990,37.59720,28.74150,0.01500,3.95800,5.23170,0.43830,2.69150,,0,0
2023-03-31,2298.24700,805.05260,1493.19400,971.44200,1023.46140,469.73280,469.73280,117.27420,352.45860,352.45860,,343.35540,,,,0.00000,0.33490,1.01500,43.33070,31.67300,0.01550,4.65550,6.34800,0.50450,3.09630,,0.00000,
2022-12-31,822.66710,349.30030,473.36690,595.42120,604.60070,-131.23390,-131.23390,-97.67000,-33.56380,-33.56380,,-654.23930,,,,0.00000,0.32860,1.00910,-61.60340,-307.11110,0.00300,-0.41960,-0.56780,-0.04760,-0.28170,33.26810,0,0
2022-09-30,1749.96400,474.29560,1275.66900,722.43060,775.90740,499.76150,499.76160,167.39140,332.37020,332.37020,,325.84900,,,,0.00000,0.32460,1.04630,47.97930,31.28290,0.01550,4.44360,6.05250,0.49510,3.00130,,0,0
2022-06-30,2223.58500,491.95110,1731.63400,872.71410,939.74890,791.88480,791.88480,235.43280,556.45200,556.45200,,533.90850,,,,0.00000,0.37950,1.03000,51.16180,34.49460,0.01650,5.28460,7.10440,0.59180,3.27930,,0,0
