Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,354.36300,244.27700,110.08600,13.14100,-16.22300,31.30800,78.77800,-5.23300,73.54500,,73.54500,73.54500,,58.17500,97.76200,78.77800,188.51380,205.34730,0.31000,0.31000,0.68060,2.22140,22.23090,22.23090,20.75410,16.41680,0.02550,2.90730,2.39180,0.52980,0.74250,16.77210,0.4148,0.4034
2024-06-30,362.33000,253.64700,108.68300,12.82300,-31.10400,46.35000,62.33300,-0.50000,61.83300,,61.83300,61.83300,,47.39700,79.76100,62.33300,188.65600,205.48800,0.25000,0.25000,0.69040,2.31940,17.20340,17.20340,17.06540,13.08120,0.02550,2.42200,1.99620,0.43550,0.60070,16.90090,0.4393,0.5071
2024-03-31,378.32900,267.04800,111.28100,13.93300,-17.97300,34.47700,76.80400,-3.59200,73.21200,,73.21200,73.21200,,57.87300,95.96000,76.80400,188.71040,222.92610,0.31000,0.31000,0.71640,2.61410,20.30080,20.30080,19.35140,15.29700,0.02500,2.81520,2.32850,0.48470,0.64190,17.07190,1.16610,1.16610
2023-12-31,416.36500,265.41900,150.94600,12.68600,-17.98000,33.11200,117.83400,-7.91100,109.92300,,109.92300,109.92300,,91.65800,135.92500,117.83400,184.64160,218.84360,0.48000,0.47000,0.72210,2.68550,28.30070,28.30060,26.40060,22.01390,0.02650,4.19410,3.47500,0.69840,0.93860,17.26540,0.3606,0.3606
2023-09-30,405.86700,270.46900,135.39800,12.36700,-19.52200,34.17500,101.22300,-6.16800,95.05500,,95.05500,95.05500,,77.92400,118.18200,101.22300,187.02340,221.32880,0.42000,0.41000,0.72350,2.70440,24.93990,24.93990,23.42020,19.19940,0.02550,3.64640,3.01960,0.59770,0.81090,17.19080,0.2468,0.2468
2023-06-30,400.96300,269.87000,131.09300,12.58400,-15.99000,30.96100,100.13200,-6.80000,93.33200,,93.33200,93.33200,,76.16400,116.50200,100.13200,181.81500,216.06200,0.42000,0.41000,0.73230,2.82480,24.97290,24.97290,23.27700,18.99530,0.02480,3.69490,3.04420,0.57760,0.79070,17.25950,0.7345,0.7345
2023-03-31,401.04500,263.15500,137.89000,13.62300,-11.36800,27.61500,110.27500,-8.02900,102.24600,,102.24600,102.24600,,84.31900,128.07900,110.27500,181.11670,214.91100,0.47000,0.46000,0.74160,2.95890,27.49690,27.49690,25.49490,21.02480,0.02420,4.05130,3.33860,0.61640,0.83680,17.17680,-0.26420,-0.26420
2022-12-31,404.49900,250.32100,154.17790,13.02900,-19.79100,35.46000,118.71800,-11.98900,106.72900,,106.72900,106.72900,,88.15300,133.17700,118.71800,165.35520,199.11260,0.50000,0.50000,0.75330,3.14420,29.34940,29.34940,26.38550,21.79310,0.02370,4.37740,3.58660,0.62640,0.85720,17.23540,1.5827,1.5827
2022-09-30,294.81200,199.62900,95.18300,13.22500,2.06200,13.24100,81.94200,-2.88800,79.05400,,79.05400,79.05400,,62.71000,95.56200,81.94200,170.22800,205.86500,0.37000,0.36000,0.76090,3.29870,27.79470,27.79470,26.81510,21.27120,0.01660,3.40700,2.76730,0.44510,0.64000,17.22210,0.0195,0.0195
2022-06-30,251.76600,146.50900,105.25700,13.18800,3.42900,11.79000,93.46700,-5.35200,88.11500,,88.11500,88.11500,,69.90900,106.33400,93.46700,163.04400,195.01400,0.43000,0.41000,0.76330,3.31510,37.12460,37.12460,34.99880,27.76750,0.01430,3.86590,3.13070,0.50120,0.71600,17.29240,-0.5924,-0.5924
